event_id,event_name,results_status,day_window,start_date,finish_date,location,stars,division_id,division_name,sex,event_link,source,elimination_name,elimination_id,standard_event_name,year
187563,CHILE: 5 STAR Surazo Infernal World Cup,Results Published,12,2024-03-31,2024-04-12,Chile,5,353295,Men,Men,https://liveheats.com/events/187563,live heats,Men,353295,Surazo Infernal World Cup,2024
187563,CHILE: 5 STAR Surazo Infernal World Cup,Results Published,12,2024-03-31,2024-04-12,Chile,5,353296,Masters,,https://liveheats.com/events/187563,live heats,Masters,353296,Surazo Infernal World Cup,2024
187563,CHILE: 5 STAR Surazo Infernal World Cup,Results Published,12,2024-03-31,2024-04-12,Chile,5,402097,Pro Junior GIrls,Women,https://liveheats.com/events/187563,live heats,Pro Junior GIrls,402097,Surazo Infernal World Cup,2024
187563,CHILE: 5 STAR Surazo Infernal World Cup,Results Published,12,2024-03-31,2024-04-12,Chile,5,353297,Junior Girls,Women,https://liveheats.com/events/187563,live heats,Junior Girls,353297,Surazo Infernal World Cup,2024
187563,CHILE: 5 STAR Surazo Infernal World Cup,Results Published,12,2024-03-31,2024-04-12,Chile,5,402098,Pro Junior Boys,Men,https://liveheats.com/events/187563,live heats,Pro Junior Boys,402098,Surazo Infernal World Cup,2024
187563,CHILE: 5 STAR Surazo Infernal World Cup,Results Published,12,2024-03-31,2024-04-12,Chile,5,353298,Junior Boys,Men,https://liveheats.com/events/187563,live heats,Junior Boys,353298,Surazo Infernal World Cup,2024
187563,CHILE: 5 STAR Surazo Infernal World Cup,Results Published,12,2024-03-31,2024-04-12,Chile,5,407963,Open AM,,https://liveheats.com/events/187563,live heats,Open AM,407963,Surazo Infernal World Cup,2024
350012,Ireland: 2 STAR Magheroarty Classic,Scheduled,3,2025-08-08,2025-08-11,Ireland,2,637801,Women,Women,https://liveheats.com/events/350012,live heats,Women,637801,Magheroarty Classic,2025
350012,Ireland: 2 STAR Magheroarty Classic,Scheduled,3,2025-08-08,2025-08-11,Ireland,2,637802,Men,Men,https://liveheats.com/events/350012,live heats,Men,637802,Magheroarty Classic,2025
350012,Ireland: 2 STAR Magheroarty Classic,Scheduled,3,2025-08-08,2025-08-11,Ireland,2,637803,Masters,,https://liveheats.com/events/350012,live heats,Masters,637803,Magheroarty Classic,2025
350012,Ireland: 2 STAR Magheroarty Classic,Scheduled,3,2025-08-08,2025-08-11,Ireland,2,637804,Pro Junior GIrls,Women,https://liveheats.com/events/350012,live heats,Pro Junior GIrls,637804,Magheroarty Classic,2025
350012,Ireland: 2 STAR Magheroarty Classic,Scheduled,3,2025-08-08,2025-08-11,Ireland,2,637805,Pro Junior Boys,Men,https://liveheats.com/events/350012,live heats,Pro Junior Boys,637805,Magheroarty Classic,2025
350012,Ireland: 2 STAR Magheroarty Classic,Scheduled,3,2025-08-08,2025-08-11,Ireland,2,637806,Junior Girls,Women,https://liveheats.com/events/350012,live heats,Junior Girls,637806,Magheroarty Classic,2025
350012,Ireland: 2 STAR Magheroarty Classic,Scheduled,3,2025-08-08,2025-08-11,Ireland,2,637807,Junior Boys,Men,https://liveheats.com/events/350012,live heats,Junior Boys,637807,Magheroarty Classic,2025
350012,Ireland: 2 STAR Magheroarty Classic,Scheduled,3,2025-08-08,2025-08-11,Ireland,2,637808,OPEN,,https://liveheats.com/events/350012,live heats,OPEN,637808,Magheroarty Classic,2025
322589,Japan: 2 STAR JWA Junior Wave ,Results Published,3,2024-12-26,2024-12-29,Japan,2,586057,Pro Junior Boys,Men,https://liveheats.com/events/322589,live heats,Pro Junior Boys,586057,JWA Junior Wave,2024
322589,Japan: 2 STAR JWA Junior Wave ,Results Published,3,2024-12-26,2024-12-29,Japan,2,586058,Pro Junior GIrls,Women,https://liveheats.com/events/322589,live heats,Pro Junior GIrls,586058,JWA Junior Wave,2024
322589,Japan: 2 STAR JWA Junior Wave ,Results Published,3,2024-12-26,2024-12-29,Japan,2,586059,Junior Boys,Men,https://liveheats.com/events/322589,live heats,Junior Boys,586059,JWA Junior Wave,2024
322589,Japan: 2 STAR JWA Junior Wave ,Results Published,3,2024-12-26,2024-12-29,Japan,2,586060,Junior Girls,Women,https://liveheats.com/events/322589,live heats,Junior Girls,586060,JWA Junior Wave,2024
322589,Japan: 2 STAR JWA Junior Wave ,Results Published,3,2024-12-26,2024-12-29,Japan,2,586061,U15,,https://liveheats.com/events/322589,live heats,U15,586061,JWA Junior Wave,2024
72487,Australia: 2 STAR Sydney Classic,Results Published,3,2022-12-10,2022-12-13,Australia,2,168245,Men,Men,https://liveheats.com/events/72487,live heats,Men,168245,Sydney Classic,2022
72487,Australia: 2 STAR Sydney Classic,Results Published,3,2022-12-10,2022-12-13,Australia,2,168246,Women,Women,https://liveheats.com/events/72487,live heats,Women,168246,Sydney Classic,2022
72487,Australia: 2 STAR Sydney Classic,Results Published,3,2022-12-10,2022-12-13,Australia,2,168247,Junior Boys,Men,https://liveheats.com/events/72487,live heats,Junior Boys,168247,Sydney Classic,2022
72487,Australia: 2 STAR Sydney Classic,Results Published,3,2022-12-10,2022-12-13,Australia,2,168248,Masters,,https://liveheats.com/events/72487,live heats,Masters,168248,Sydney Classic,2022
72487,Australia: 2 STAR Sydney Classic,Results Published,3,2022-12-10,2022-12-13,Australia,2,293481,Junior Girls,Women,https://liveheats.com/events/72487,live heats,Junior Girls,293481,Sydney Classic,2022
270681,SPAIN: 100% Masters Juniors Tenerife Classic World Cup,Results Published,15,2024-08-03,2024-08-18,Spain,,471651,Masters,,https://liveheats.com/events/270681,live heats,Masters,471651,Tenerife World Cup,2024
270681,SPAIN: 100% Masters Juniors Tenerife Classic World Cup,Results Published,15,2024-08-03,2024-08-18,Spain,,471652,Junior Girls,Women,https://liveheats.com/events/270681,live heats,Junior Girls,471652,Tenerife World Cup,2024
270681,SPAIN: 100% Masters Juniors Tenerife Classic World Cup,Results Published,15,2024-08-03,2024-08-18,Spain,,471653,Junior Boys,Men,https://liveheats.com/events/270681,live heats,Junior Boys,471653,Tenerife World Cup,2024
270681,SPAIN: 100% Masters Juniors Tenerife Classic World Cup,Results Published,15,2024-08-03,2024-08-18,Spain,,471654,Pro Junior GIrls,Women,https://liveheats.com/events/270681,live heats,Pro Junior GIrls,471654,Tenerife World Cup,2024
270681,SPAIN: 100% Masters Juniors Tenerife Classic World Cup,Results Published,15,2024-08-03,2024-08-18,Spain,,471655,Pro Junior Boys,Men,https://liveheats.com/events/270681,live heats,Pro Junior Boys,471655,Tenerife World Cup,2024
81590,Japan: 2 STAR Winter Cup,Results Published,2,2023-02-04,2023-02-06,Japan,2,186163,Men,Men,https://liveheats.com/events/81590,live heats,Men,186163,Winter Cup,2023
81590,Japan: 2 STAR Winter Cup,Results Published,2,2023-02-04,2023-02-06,Japan,2,186164,Women,Women,https://liveheats.com/events/81590,live heats,Women,186164,Winter Cup,2023
81590,Japan: 2 STAR Winter Cup,Results Published,2,2023-02-04,2023-02-06,Japan,2,186165,Junior Boys,Men,https://liveheats.com/events/81590,live heats,Junior Boys,186165,Winter Cup,2023
81590,Japan: 2 STAR Winter Cup,Results Published,2,2023-02-04,2023-02-06,Japan,2,293486,Junior Girls,Women,https://liveheats.com/events/81590,live heats,Junior Girls,293486,Winter Cup,2023
81590,Japan: 2 STAR Winter Cup,Results Published,2,2023-02-04,2023-02-06,Japan,2,186166,Masters,,https://liveheats.com/events/81590,live heats,Masters,186166,Winter Cup,2023
268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,2025-01-20,Chile,2,467766,Women,Women,https://liveheats.com/events/268537,live heats,Women,467766,Llico Historico Vichuquen,2025
268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,2025-01-20,Chile,2,467767,Men,Men,https://liveheats.com/events/268537,live heats,Men,467767,Llico Historico Vichuquen,2025
268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,2025-01-20,Chile,2,467768,Masters,,https://liveheats.com/events/268537,live heats,Masters,467768,Llico Historico Vichuquen,2025
268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,2025-01-20,Chile,2,467769,Pro Junior GIrls,Women,https://liveheats.com/events/268537,live heats,Pro Junior GIrls,467769,Llico Historico Vichuquen,2025
268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,2025-01-20,Chile,2,467770,Pro Junior Boys,Men,https://liveheats.com/events/268537,live heats,Pro Junior Boys,467770,Llico Historico Vichuquen,2025
268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,2025-01-20,Chile,2,467771,Junior Girls,Women,https://liveheats.com/events/268537,live heats,Junior Girls,467771,Llico Historico Vichuquen,2025
268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,2025-01-20,Chile,2,467772,Junior Boys,Men,https://liveheats.com/events/268537,live heats,Junior Boys,467772,Llico Historico Vichuquen,2025
268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,2025-01-20,Chile,2,587986,Open AM,,https://liveheats.com/events/268537,live heats,Open AM,587986,Llico Historico Vichuquen,2025
268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,2025-01-20,Chile,2,587987,Grand Masters,,https://liveheats.com/events/268537,live heats,Grand Masters,587987,Llico Historico Vichuquen,2025
263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,2024-12-22,France,3,460767,Women,Women,https://liveheats.com/events/263420,live heats,Women,460767,Wissant Wave Classic,2024
263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,2024-12-22,France,3,460768,Men,Men,https://liveheats.com/events/263420,live heats,Men,460768,Wissant Wave Classic,2024
263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,2024-12-22,France,3,460770,Pro Junior GIrls,Women,https://liveheats.com/events/263420,live heats,Pro Junior GIrls,460770,Wissant Wave Classic,2024
263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,2024-12-22,France,3,460771,Pro Junior Boys,Men,https://liveheats.com/events/263420,live heats,Pro Junior Boys,460771,Wissant Wave Classic,2024
263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,2024-12-22,France,3,460772,Junior Boys,Men,https://liveheats.com/events/263420,live heats,Junior Boys,460772,Wissant Wave Classic,2024
263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,2024-12-22,France,3,460773,Junior Girls,Women,https://liveheats.com/events/263420,live heats,Junior Girls,460773,Wissant Wave Classic,2024
263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,2024-12-22,France,3,460769,Masters,,https://liveheats.com/events/263420,live heats,Masters,460769,Wissant Wave Classic,2024
221942,Argentina : 2 Star Mar Del Plata ,Results Published,17,2024-04-13,2024-04-30,Argentina,2,410348,Women,Women,https://liveheats.com/events/221942,live heats,Women,410348,Mar Del Plata,2024
221942,Argentina : 2 Star Mar Del Plata ,Results Published,17,2024-04-13,2024-04-30,Argentina,2,410349,Men,Men,https://liveheats.com/events/221942,live heats,Men,410349,Mar Del Plata,2024
221942,Argentina : 2 Star Mar Del Plata ,Results Published,17,2024-04-13,2024-04-30,Argentina,2,410350,Masters,,https://liveheats.com/events/221942,live heats,Masters,410350,Mar Del Plata,2024
221942,Argentina : 2 Star Mar Del Plata ,Results Published,17,2024-04-13,2024-04-30,Argentina,2,410351,Junior Girls,Women,https://liveheats.com/events/221942,live heats,Junior Girls,410351,Mar Del Plata,2024
221942,Argentina : 2 Star Mar Del Plata ,Results Published,17,2024-04-13,2024-04-30,Argentina,2,410352,Junior Boys,Men,https://liveheats.com/events/221942,live heats,Junior Boys,410352,Mar Del Plata,2024
220652,Japan: 2 STAR All Japan,Results Published,2,2024-01-05,2024-01-07,Japan,2,408830,Men,Men,https://liveheats.com/events/220652,live heats,Men,408830,All Japan,2024
220652,Japan: 2 STAR All Japan,Results Published,2,2024-01-05,2024-01-07,Japan,2,408831,Women,Women,https://liveheats.com/events/220652,live heats,Women,408831,All Japan,2024
216630,Germany : 2 Star German Wave Tour Event #2,Finished,91,2024-08-31,2024-11-30,Germany,2,402758,Women,Women,https://liveheats.com/events/216630,live heats,Women,402758,German Wave Tour Event #2,2024
216630,Germany : 2 Star German Wave Tour Event #2,Finished,91,2024-08-31,2024-11-30,Germany,2,402759,Men,Men,https://liveheats.com/events/216630,live heats,Men,402759,German Wave Tour Event #2,2024
216630,Germany : 2 Star German Wave Tour Event #2,Finished,91,2024-08-31,2024-11-30,Germany,2,402760,Masters,,https://liveheats.com/events/216630,live heats,Masters,402760,German Wave Tour Event #2,2024
216630,Germany : 2 Star German Wave Tour Event #2,Finished,91,2024-08-31,2024-11-30,Germany,2,402761,Junior Girls,Women,https://liveheats.com/events/216630,live heats,Junior Girls,402761,German Wave Tour Event #2,2024
216630,Germany : 2 Star German Wave Tour Event #2,Finished,91,2024-08-31,2024-11-30,Germany,2,402762,Junior Boys,Men,https://liveheats.com/events/216630,live heats,Junior Boys,402762,German Wave Tour Event #2,2024
187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,2024-10-20,Denmark,3,353351,Junior Boys,Men,https://liveheats.com/events/187577,live heats,Junior Boys,353351,EUROPEAN REGIONAL FINAL Danish Open Wave Championships,2024
187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,2024-10-20,Denmark,3,353352,Junior Girls,Women,https://liveheats.com/events/187577,live heats,Junior Girls,353352,EUROPEAN REGIONAL FINAL Danish Open Wave Championships,2024
187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,2024-10-20,Denmark,3,353353,U17 Girls,Women,https://liveheats.com/events/187577,live heats,U17 Girls,353353,EUROPEAN REGIONAL FINAL Danish Open Wave Championships,2024
187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,2024-10-20,Denmark,3,353354,U17 Boys,Men,https://liveheats.com/events/187577,live heats,U17 Boys,353354,EUROPEAN REGIONAL FINAL Danish Open Wave Championships,2024
187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,2024-10-20,Denmark,3,353355,U15 Girls,Women,https://liveheats.com/events/187577,live heats,U15 Girls,353355,EUROPEAN REGIONAL FINAL Danish Open Wave Championships,2024
187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,2024-10-20,Denmark,3,353356,U15 Boys,Men,https://liveheats.com/events/187577,live heats,U15 Boys,353356,EUROPEAN REGIONAL FINAL Danish Open Wave Championships,2024
187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,2024-10-20,Denmark,3,353357,U13,,https://liveheats.com/events/187577,live heats,U13,353357,EUROPEAN REGIONAL FINAL Danish Open Wave Championships,2024
187575,New Zealand: 1 STAR Taranki Wave Classic,Finished,4,2024-10-24,2024-10-28,New Zealand,1,353341,Women,Women,https://liveheats.com/events/187575,live heats,Women,353341,Taranki Wave Classic,2024
187575,New Zealand: 1 STAR Taranki Wave Classic,Finished,4,2024-10-24,2024-10-28,New Zealand,1,353342,Men,Men,https://liveheats.com/events/187575,live heats,Men,353342,Taranki Wave Classic,2024
187575,New Zealand: 1 STAR Taranki Wave Classic,Finished,4,2024-10-24,2024-10-28,New Zealand,1,353343,Masters,,https://liveheats.com/events/187575,live heats,Masters,353343,Taranki Wave Classic,2024
187575,New Zealand: 1 STAR Taranki Wave Classic,Finished,4,2024-10-24,2024-10-28,New Zealand,1,353344,Junior Girls,Women,https://liveheats.com/events/187575,live heats,Junior Girls,353344,Taranki Wave Classic,2024
187575,New Zealand: 1 STAR Taranki Wave Classic,Finished,4,2024-10-24,2024-10-28,New Zealand,1,353345,Junior Boys,Men,https://liveheats.com/events/187575,live heats,Junior Boys,353345,Taranki Wave Classic,2024
172539,Australia 2 STAR Woolgoolga Classic NSW,Results Published,3,2023-09-29,2023-10-02,Australia 2 Star Woolgoolga Classic Nsw,2,327546,Men,Men,https://liveheats.com/events/172539,live heats,Men,327546,Woolgoolga Classic NSW,2023
172539,Australia 2 STAR Woolgoolga Classic NSW,Results Published,3,2023-09-29,2023-10-02,Australia 2 Star Woolgoolga Classic Nsw,2,327547,Women,Women,https://liveheats.com/events/172539,live heats,Women,327547,Woolgoolga Classic NSW,2023
172539,Australia 2 STAR Woolgoolga Classic NSW,Results Published,3,2023-09-29,2023-10-02,Australia 2 Star Woolgoolga Classic Nsw,2,327548,Masters,,https://liveheats.com/events/172539,live heats,Masters,327548,Woolgoolga Classic NSW,2023
172539,Australia 2 STAR Woolgoolga Classic NSW,Results Published,3,2023-09-29,2023-10-02,Australia 2 Star Woolgoolga Classic Nsw,2,327549,Junior Boys,Men,https://liveheats.com/events/172539,live heats,Junior Boys,327549,Woolgoolga Classic NSW,2023
117330,Morocco: 2 STAR Wave Classic Moulay,Results Published,8,2023-04-01,2023-04-09,Morocco,2,247047,Men,Men,https://liveheats.com/events/117330,live heats,Men,247047,Wave Classic Moulay,2023
117330,Morocco: 2 STAR Wave Classic Moulay,Results Published,8,2023-04-01,2023-04-09,Morocco,2,247048,Women,Women,https://liveheats.com/events/117330,live heats,Women,247048,Wave Classic Moulay,2023
117330,Morocco: 2 STAR Wave Classic Moulay,Results Published,8,2023-04-01,2023-04-09,Morocco,2,247049,Junior Boys,Men,https://liveheats.com/events/117330,live heats,Junior Boys,247049,Wave Classic Moulay,2023
117330,Morocco: 2 STAR Wave Classic Moulay,Results Published,8,2023-04-01,2023-04-09,Morocco,2,247050,Masters,,https://liveheats.com/events/117330,live heats,Masters,247050,Wave Classic Moulay,2023
117333,GERMANY: 5 STAR Sylt World Cup,Results Published,10,2023-09-22,2023-10-02,Germany,5,247060,Men,Men,https://liveheats.com/events/117333,live heats,Men,247060,Sylt World Cup,2023
117333,GERMANY: 5 STAR Sylt World Cup,Results Published,10,2023-09-22,2023-10-02,Germany,5,247061,Women,Women,https://liveheats.com/events/117333,live heats,Women,247061,Sylt World Cup,2023
187553,Morocco: 3 STAR Moulay Wave Classic,Results Published,8,2024-04-26,2024-05-04,Morocco,3,353242,Women,Women,https://liveheats.com/events/187553,live heats,Women,353242,Moulay Wave Classic,2024
187553,Morocco: 3 STAR Moulay Wave Classic,Results Published,8,2024-04-26,2024-05-04,Morocco,3,353243,Men,Men,https://liveheats.com/events/187553,live heats,Men,353243,Moulay Wave Classic,2024
187553,Morocco: 3 STAR Moulay Wave Classic,Results Published,8,2024-04-26,2024-05-04,Morocco,3,353244,Masters,,https://liveheats.com/events/187553,live heats,Masters,353244,Moulay Wave Classic,2024
187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,2024-01-21,Guadeloupe,2,353279,Women,Women,https://liveheats.com/events/187560,live heats,Women,353279,King Of Moule,2024
187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,2024-01-21,Guadeloupe,2,353280,Men,Men,https://liveheats.com/events/187560,live heats,Men,353280,King Of Moule,2024
187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,2024-01-21,Guadeloupe,2,353281,Masters,,https://liveheats.com/events/187560,live heats,Masters,353281,King Of Moule,2024
187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,2024-01-21,Guadeloupe,2,353282,Junior Girls,Women,https://liveheats.com/events/187560,live heats,Junior Girls,353282,King Of Moule,2024
187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,2024-01-21,Guadeloupe,2,353283,Junior Boys,Men,https://liveheats.com/events/187560,live heats,Junior Boys,353283,King Of Moule,2024
187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,2024-01-21,Guadeloupe,2,400435,Pro Junior GIrls,Women,https://liveheats.com/events/187560,live heats,Pro Junior GIrls,400435,King Of Moule,2024
187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,2024-01-21,Guadeloupe,2,400436,Pro Junior Boys,Men,https://liveheats.com/events/187560,live heats,Pro Junior Boys,400436,King Of Moule,2024
214686,GERMANY: 5 STAR Sylt World Cup MEN,Results Published,12,2023-09-21,2023-10-03,Germany,5,400442,Women,Women,https://liveheats.com/events/214686,live heats,Women,400442,Sylt World Cup MEN,2023
214686,GERMANY: 5 STAR Sylt World Cup MEN,Results Published,12,2023-09-21,2023-10-03,Germany,5,400473,Men,Men,https://liveheats.com/events/214686,live heats,Men,400473,Sylt World Cup MEN,2023
165509,Israel: 2 STAR Znavot Wave Classic - Chemical Riders,Results Published,60,2024-01-31,2024-03-31,Israel,2,316791,Men,Men,https://liveheats.com/events/165509,live heats,Men,316791,Znavot Wave Classic - Chemical Riders,2024
165509,Israel: 2 STAR Znavot Wave Classic - Chemical Riders,Results Published,60,2024-01-31,2024-03-31,Israel,2,316792,Women,Women,https://liveheats.com/events/165509,live heats,Women,316792,Znavot Wave Classic - Chemical Riders,2024
165509,Israel: 2 STAR Znavot Wave Classic - Chemical Riders,Results Published,60,2024-01-31,2024-03-31,Israel,2,390433,Pro Junior Boys,Men,https://liveheats.com/events/165509,live heats,Pro Junior Boys,390433,Znavot Wave Classic - Chemical Riders,2024
165509,Israel: 2 STAR Znavot Wave Classic - Chemical Riders,Results Published,60,2024-01-31,2024-03-31,Israel,2,316793,Masters,,https://liveheats.com/events/165509,live heats,Masters,316793,Znavot Wave Classic - Chemical Riders,2024
72454,PERU: 4 STAR Pacasmayo Classic,Results Published,10,2023-08-26,2023-09-05,Peru,4,168205,Men,Men,https://liveheats.com/events/72454,live heats,Men,168205,Pacasmayo Classic,2023
72454,PERU: 4 STAR Pacasmayo Classic,Results Published,10,2023-08-26,2023-09-05,Peru,4,168206,Women,Women,https://liveheats.com/events/72454,live heats,Women,168206,Pacasmayo Classic,2023
72454,PERU: 4 STAR Pacasmayo Classic,Results Published,10,2023-08-26,2023-09-05,Peru,4,168208,Masters,,https://liveheats.com/events/72454,live heats,Masters,168208,Pacasmayo Classic,2023
72454,PERU: 4 STAR Pacasmayo Classic,Results Published,10,2023-08-26,2023-09-05,Peru,4,168210,Open AM,,https://liveheats.com/events/72454,live heats,Open AM,168210,Pacasmayo Classic,2023
72454,PERU: 4 STAR Pacasmayo Classic,Results Published,10,2023-08-26,2023-09-05,Peru,4,310717,Pro Men's Trials ,Men,https://liveheats.com/events/72454,live heats,Pro Men's Trials ,310717,Pacasmayo Classic,2023
72454,PERU: 4 STAR Pacasmayo Classic,Results Published,10,2023-08-26,2023-09-05,Peru,4,310719,Open Juniors U20,,https://liveheats.com/events/72454,live heats,Open Juniors U20,310719,Pacasmayo Classic,2023
187562,JAPAN: 5 STAR SPiCARE Omaezaki Japan World Cup,Results Published,7,2024-02-18,2024-02-25,Japan,5,353289,Women,Women,https://liveheats.com/events/187562,live heats,Women,353289,SPiCARE Omaezaki Japan World Cup,2024
187562,JAPAN: 5 STAR SPiCARE Omaezaki Japan World Cup,Results Published,7,2024-02-18,2024-02-25,Japan,5,353290,Men,Men,https://liveheats.com/events/187562,live heats,Men,353290,SPiCARE Omaezaki Japan World Cup,2024
187562,JAPAN: 5 STAR SPiCARE Omaezaki Japan World Cup,Results Published,7,2024-02-18,2024-02-25,Japan,5,353291,Masters,,https://liveheats.com/events/187562,live heats,Masters,353291,SPiCARE Omaezaki Japan World Cup,2024
187562,JAPAN: 5 STAR SPiCARE Omaezaki Japan World Cup,Results Published,7,2024-02-18,2024-02-25,Japan,5,400714,Pro Junior GIrls,Women,https://liveheats.com/events/187562,live heats,Pro Junior GIrls,400714,SPiCARE Omaezaki Japan World Cup,2024
187562,JAPAN: 5 STAR SPiCARE Omaezaki Japan World Cup,Results Published,7,2024-02-18,2024-02-25,Japan,5,400715,Pro Junior Boys,Men,https://liveheats.com/events/187562,live heats,Pro Junior Boys,400715,SPiCARE Omaezaki Japan World Cup,2024
187562,JAPAN: 5 STAR SPiCARE Omaezaki Japan World Cup,Results Published,7,2024-02-18,2024-02-25,Japan,5,353292,Junior Girls,Women,https://liveheats.com/events/187562,live heats,Junior Girls,353292,SPiCARE Omaezaki Japan World Cup,2024
187562,JAPAN: 5 STAR SPiCARE Omaezaki Japan World Cup,Results Published,7,2024-02-18,2024-02-25,Japan,5,353293,Junior Boys,Men,https://liveheats.com/events/187562,live heats,Junior Boys,353293,SPiCARE Omaezaki Japan World Cup,2024
214877,Germany: 2 Star The German Wave Tour ,Results Published,5,2023-06-11,2023-06-16,Germany,2,400732,Women,Women,https://liveheats.com/events/214877,live heats,Women,400732,The German Wave Tour,2023
214877,Germany: 2 Star The German Wave Tour ,Results Published,5,2023-06-11,2023-06-16,Germany,2,400733,Men,Men,https://liveheats.com/events/214877,live heats,Men,400733,The German Wave Tour,2023
214877,Germany: 2 Star The German Wave Tour ,Results Published,5,2023-06-11,2023-06-16,Germany,2,400734,Pro Junior GIrls,Women,https://liveheats.com/events/214877,live heats,Pro Junior GIrls,400734,The German Wave Tour,2023
214877,Germany: 2 Star The German Wave Tour ,Results Published,5,2023-06-11,2023-06-16,Germany,2,400735,Pro Junior Boys,Men,https://liveheats.com/events/214877,live heats,Pro Junior Boys,400735,The German Wave Tour,2023
361991,FINALND: 2 STAR Surfsport Wave Champs,Scheduled,115,2025-07-11,2025-11-03,Finalnd,2,656149,Men,Men,https://liveheats.com/events/361991,live heats,Men,656149,Surfsport Wave Champs,2025
361991,FINALND: 2 STAR Surfsport Wave Champs,Scheduled,115,2025-07-11,2025-11-03,Finalnd,2,656150,Women,Women,https://liveheats.com/events/361991,live heats,Women,656150,Surfsport Wave Champs,2025
361991,FINALND: 2 STAR Surfsport Wave Champs,Scheduled,115,2025-07-11,2025-11-03,Finalnd,2,656151,Masters,,https://liveheats.com/events/361991,live heats,Masters,656151,Surfsport Wave Champs,2025
361991,FINALND: 2 STAR Surfsport Wave Champs,Scheduled,115,2025-07-11,2025-11-03,Finalnd,2,656152,Junior Boys,Men,https://liveheats.com/events/361991,live heats,Junior Boys,656152,Surfsport Wave Champs,2025
361991,FINALND: 2 STAR Surfsport Wave Champs,Scheduled,115,2025-07-11,2025-11-03,Finalnd,2,656153,Junior Girls,Women,https://liveheats.com/events/361991,live heats,Junior Girls,656153,Surfsport Wave Champs,2025
361991,FINALND: 2 STAR Surfsport Wave Champs,Scheduled,115,2025-07-11,2025-11-03,Finalnd,2,656154,Pro Junior Boys,Men,https://liveheats.com/events/361991,live heats,Pro Junior Boys,656154,Surfsport Wave Champs,2025
361991,FINALND: 2 STAR Surfsport Wave Champs,Scheduled,115,2025-07-11,2025-11-03,Finalnd,2,656155,Pro Junior GIrls,Women,https://liveheats.com/events/361991,live heats,Pro Junior GIrls,656155,Surfsport Wave Champs,2025
72455,HAWAII: detail heat results,Results Published,13,2023-10-23,2023-11-05,Hawaii,,168211,Men,Men,https://liveheats.com/events/72455,live heats,Men,168211,detail heat results,2023
72455,HAWAII: detail heat results,Results Published,13,2023-10-23,2023-11-05,Hawaii,,168212,Women,Women,https://liveheats.com/events/72455,live heats,Women,168212,detail heat results,2023
72455,HAWAII: detail heat results,Results Published,13,2023-10-23,2023-11-05,Hawaii,,168213,Junior Boys,Men,https://liveheats.com/events/72455,live heats,Junior Boys,168213,detail heat results,2023
72455,HAWAII: detail heat results,Results Published,13,2023-10-23,2023-11-05,Hawaii,,168214,Masters,,https://liveheats.com/events/72455,live heats,Masters,168214,detail heat results,2023
