event_id,event_name,results_status,day_window,start_date,finish_date,location,stars,division_id,division_name,sex,event_link,source,elimination_name,elimination_id,standard_event_name,year
72455,HAWAII: detail heat results,Results Published,13,2023-10-23,2023-11-05,Hawaii,,336314,Pro Women's Trials,Women,https://liveheats.com/events/72455,live heats,Pro Women's Trials,336314,detail heat results,2023
72455,HAWAII: detail heat results,Results Published,13,2023-10-23,2023-11-05,Hawaii,,336874,Pro Men Trials,Men,https://liveheats.com/events/72455,live heats,Pro Men Trials,336874,detail heat results,2023
72455,HAWAII: detail heat results,Results Published,13,2023-10-23,2023-11-05,Hawaii,,338059,Pro Men's Double,Men,https://liveheats.com/events/72455,live heats,Pro Men's Double,338059,detail heat results,2023
72455,HAWAII: detail heat results,Results Published,13,2023-10-23,2023-11-05,Hawaii,,338060,Pro Women's Double,Women,https://liveheats.com/events/72455,live heats,Pro Women's Double,338060,detail heat results,2023
72455,HAWAII: detail heat results,Results Published,13,2023-10-23,2023-11-05,Hawaii,,338128,Masters Single,,https://liveheats.com/events/72455,live heats,Masters Single,338128,detail heat results,2023
187569,HAWAI'I: 5 STAR Aloha Classic GRAND FINAL,Results Published,12,2024-10-21,2024-11-02,Hawai'I,5,353315,Women,Women,https://liveheats.com/events/187569,live heats,Women,353315,Aloha Classic GRAND FINAL,2024
187569,HAWAI'I: 5 STAR Aloha Classic GRAND FINAL,Results Published,12,2024-10-21,2024-11-02,Hawai'I,5,353316,Men,Men,https://liveheats.com/events/187569,live heats,Men,353316,Aloha Classic GRAND FINAL,2024
187569,HAWAI'I: 5 STAR Aloha Classic GRAND FINAL,Results Published,12,2024-10-21,2024-11-02,Hawai'I,5,474353,Pro Junior Boys,Men,https://liveheats.com/events/187569,live heats,Pro Junior Boys,474353,Aloha Classic GRAND FINAL,2024
187569,HAWAI'I: 5 STAR Aloha Classic GRAND FINAL,Results Published,12,2024-10-21,2024-11-02,Hawai'I,5,377530,Masters,,https://liveheats.com/events/187569,live heats,Masters,377530,Aloha Classic GRAND FINAL,2024
321871,HAWAII: 5 STAR Aloha Classic Grand Final,Scheduled,12,2025-10-13,2025-10-25,Hawaii,5,585008,Men,Men,https://liveheats.com/events/321871,live heats,Men,585008,Aloha Classic Grand Final,2025
321871,HAWAII: 5 STAR Aloha Classic Grand Final,Scheduled,12,2025-10-13,2025-10-25,Hawaii,5,585009,Women,Women,https://liveheats.com/events/321871,live heats,Women,585009,Aloha Classic Grand Final,2025
321871,HAWAII: 5 STAR Aloha Classic Grand Final,Scheduled,12,2025-10-13,2025-10-25,Hawaii,5,585010,Pro Junior Boys,Men,https://liveheats.com/events/321871,live heats,Pro Junior Boys,585010,Aloha Classic Grand Final,2025
321871,HAWAII: 5 STAR Aloha Classic Grand Final,Scheduled,12,2025-10-13,2025-10-25,Hawaii,5,585011,Pro Junior GIrls,Women,https://liveheats.com/events/321871,live heats,Pro Junior GIrls,585011,Aloha Classic Grand Final,2025
321871,HAWAII: 5 STAR Aloha Classic Grand Final,Scheduled,12,2025-10-13,2025-10-25,Hawaii,5,585012,Masters,,https://liveheats.com/events/321871,live heats,Masters,585012,Aloha Classic Grand Final,2025
321869,SPAIN: 5 STAR Tenerife World Cup,Scheduled,10,2025-08-01,2025-08-11,Spain,5,585000,Men,Men,https://liveheats.com/events/321869,live heats,Men,585000,Tenerife World Cup,2025
321869,SPAIN: 5 STAR Tenerife World Cup,Scheduled,10,2025-08-01,2025-08-11,Spain,5,585001,Women,Women,https://liveheats.com/events/321869,live heats,Women,585001,Tenerife World Cup,2025
321869,SPAIN: 5 STAR Tenerife World Cup,Scheduled,10,2025-08-01,2025-08-11,Spain,5,585002,Pro Junior Boys,Men,https://liveheats.com/events/321869,live heats,Pro Junior Boys,585002,Tenerife World Cup,2025
321869,SPAIN: 5 STAR Tenerife World Cup,Scheduled,10,2025-08-01,2025-08-11,Spain,5,585003,Pro Junior GIrls,Women,https://liveheats.com/events/321869,live heats,Pro Junior GIrls,585003,Tenerife World Cup,2025
321869,SPAIN: 5 STAR Tenerife World Cup,Scheduled,10,2025-08-01,2025-08-11,Spain,5,585004,Masters,,https://liveheats.com/events/321869,live heats,Masters,585004,Tenerife World Cup,2025
321868, SPAIN: 5 STAR Gran Canaria World Cup,Scheduled,9,2025-07-05,2025-07-14,Spain,5,584995,Men,Men,https://liveheats.com/events/321868,live heats,Men,584995,Gran Canaria World Cup,2025
321868, SPAIN: 5 STAR Gran Canaria World Cup,Scheduled,9,2025-07-05,2025-07-14,Spain,5,584996,Women,Women,https://liveheats.com/events/321868,live heats,Women,584996,Gran Canaria World Cup,2025
321868, SPAIN: 5 STAR Gran Canaria World Cup,Scheduled,9,2025-07-05,2025-07-14,Spain,5,584998,Pro Junior Boys,Men,https://liveheats.com/events/321868,live heats,Pro Junior Boys,584998,Gran Canaria World Cup,2025
321868, SPAIN: 5 STAR Gran Canaria World Cup,Scheduled,9,2025-07-05,2025-07-14,Spain,5,584999,Pro Junior GIrls,Women,https://liveheats.com/events/321868,live heats,Pro Junior GIrls,584999,Gran Canaria World Cup,2025
321868, SPAIN: 5 STAR Gran Canaria World Cup,Scheduled,9,2025-07-05,2025-07-14,Spain,5,584997,Masters,,https://liveheats.com/events/321868,live heats,Masters,584997,Gran Canaria World Cup,2025
81623,AUSTRALIA: 4 STAR IWT Youth Wave Titles (YOUTH ONLY),Results Published,2,2023-02-25,2023-02-27,Australia,4,186196,Junior Boys,Men,https://liveheats.com/events/81623,live heats,Junior Boys,186196,IWT Youth Wave Titles (YOUTH ONLY),2023
81623,AUSTRALIA: 4 STAR IWT Youth Wave Titles (YOUTH ONLY),Results Published,2,2023-02-25,2023-02-27,Australia,4,248339,Junior Girls,Women,https://liveheats.com/events/81623,live heats,Junior Girls,248339,IWT Youth Wave Titles (YOUTH ONLY),2023
81623,AUSTRALIA: 4 STAR IWT Youth Wave Titles (YOUTH ONLY),Results Published,2,2023-02-25,2023-02-27,Australia,4,248336,U17 Boys,Men,https://liveheats.com/events/81623,live heats,U17 Boys,248336,IWT Youth Wave Titles (YOUTH ONLY),2023
81623,AUSTRALIA: 4 STAR IWT Youth Wave Titles (YOUTH ONLY),Results Published,2,2023-02-25,2023-02-27,Australia,4,248337,U15 Boys,Men,https://liveheats.com/events/81623,live heats,U15 Boys,248337,IWT Youth Wave Titles (YOUTH ONLY),2023
81623,AUSTRALIA: 4 STAR IWT Youth Wave Titles (YOUTH ONLY),Results Published,2,2023-02-25,2023-02-27,Australia,4,248338,U13,,https://liveheats.com/events/81623,live heats,U13,248338,IWT Youth Wave Titles (YOUTH ONLY),2023
81623,AUSTRALIA: 4 STAR IWT Youth Wave Titles (YOUTH ONLY),Results Published,2,2023-02-25,2023-02-27,Australia,4,248340,U15 Girls,Women,https://liveheats.com/events/81623,live heats,U15 Girls,248340,IWT Youth Wave Titles (YOUTH ONLY),2023
187559,Chile: 2 STAR Sirena Wave Classic,Results Published,2,2023-12-02,2023-12-04,Chile,2,353274,Women,Women,https://liveheats.com/events/187559,live heats,Women,353274,Sirena Wave Classic,2023
187559,Chile: 2 STAR Sirena Wave Classic,Results Published,2,2023-12-02,2023-12-04,Chile,2,353276,Masters,,https://liveheats.com/events/187559,live heats,Masters,353276,Sirena Wave Classic,2023
187559,Chile: 2 STAR Sirena Wave Classic,Results Published,2,2023-12-02,2023-12-04,Chile,2,363036,Pro Men's Dingle,Men,https://liveheats.com/events/187559,live heats,Pro Men's Dingle,363036,Sirena Wave Classic,2023
187559,Chile: 2 STAR Sirena Wave Classic,Results Published,2,2023-12-02,2023-12-04,Chile,2,363037,U20 Boys,Men,https://liveheats.com/events/187559,live heats,U20 Boys,363037,Sirena Wave Classic,2023
187559,Chile: 2 STAR Sirena Wave Classic,Results Published,2,2023-12-02,2023-12-04,Chile,2,363038,Grand Masters,,https://liveheats.com/events/187559,live heats,Grand Masters,363038,Sirena Wave Classic,2023
187559,Chile: 2 STAR Sirena Wave Classic,Results Published,2,2023-12-02,2023-12-04,Chile,2,363039,Open AM,,https://liveheats.com/events/187559,live heats,Open AM,363039,Sirena Wave Classic,2023
187559,Chile: 2 STAR Sirena Wave Classic,Results Published,2,2023-12-02,2023-12-04,Chile,2,363256,Pro Men's Double,Men,https://liveheats.com/events/187559,live heats,Pro Men's Double,363256,Sirena Wave Classic,2023
187559,Chile: 2 STAR Sirena Wave Classic,Results Published,2,2023-12-02,2023-12-04,Chile,2,353275,Men,Men,https://liveheats.com/events/187559,live heats,Men,353275,Sirena Wave Classic,2023
187567,GERMANY: 5 STAR Sylt World Cup,Results Published,10,2024-09-26,2024-10-06,Germany,5,353311,Women,Women,https://liveheats.com/events/187567,live heats,Women,353311,Sylt World Cup,2024
187567,GERMANY: 5 STAR Sylt World Cup,Results Published,10,2024-09-26,2024-10-06,Germany,5,353312,Men,Men,https://liveheats.com/events/187567,live heats,Men,353312,Sylt World Cup,2024
199466,SPAIN: 4 STAR TBC Tenerife World Cup,Results Published,7,2024-08-05,2024-08-12,Spain,4,377533,Women,Women,https://liveheats.com/events/199466,live heats,Women,377533,TBC Tenerife World Cup,2024
199466,SPAIN: 4 STAR TBC Tenerife World Cup,Results Published,7,2024-08-05,2024-08-12,Spain,4,377534,Men,Men,https://liveheats.com/events/199466,live heats,Men,377534,TBC Tenerife World Cup,2024
72449,Chile: 2 STAR SIRENA Wave Classic,Results Published,9,2022-12-03,2022-12-12,Chile,2,168178,Men,Men,https://liveheats.com/events/72449,live heats,Men,168178,SIRENA Wave Classic,2022
72449,Chile: 2 STAR SIRENA Wave Classic,Results Published,9,2022-12-03,2022-12-12,Chile,2,168179,Women,Women,https://liveheats.com/events/72449,live heats,Women,168179,SIRENA Wave Classic,2022
72449,Chile: 2 STAR SIRENA Wave Classic,Results Published,9,2022-12-03,2022-12-12,Chile,2,168180,Junior Boys,Men,https://liveheats.com/events/72449,live heats,Junior Boys,168180,SIRENA Wave Classic,2022
72449,Chile: 2 STAR SIRENA Wave Classic,Results Published,9,2022-12-03,2022-12-12,Chile,2,168181,Masters,,https://liveheats.com/events/72449,live heats,Masters,168181,SIRENA Wave Classic,2022
72449,Chile: 2 STAR SIRENA Wave Classic,Results Published,9,2022-12-03,2022-12-12,Chile,2,293480,Junior Girls,Women,https://liveheats.com/events/72449,live heats,Junior Girls,293480,SIRENA Wave Classic,2022
74629,Guadeloupe: 2 STAR Wanalao Wave Classic,Results Published,15,2023-01-15,2023-01-30,Guadeloupe,2,172519,Men,Men,https://liveheats.com/events/74629,live heats,Men,172519,Wanalao Wave Classic,2023
74629,Guadeloupe: 2 STAR Wanalao Wave Classic,Results Published,15,2023-01-15,2023-01-30,Guadeloupe,2,172520,Women,Women,https://liveheats.com/events/74629,live heats,Women,172520,Wanalao Wave Classic,2023
74629,Guadeloupe: 2 STAR Wanalao Wave Classic,Results Published,15,2023-01-15,2023-01-30,Guadeloupe,2,172521,Junior Boys,Men,https://liveheats.com/events/74629,live heats,Junior Boys,172521,Wanalao Wave Classic,2023
74629,Guadeloupe: 2 STAR Wanalao Wave Classic,Results Published,15,2023-01-15,2023-01-30,Guadeloupe,2,172522,Masters,,https://liveheats.com/events/74629,live heats,Masters,172522,Wanalao Wave Classic,2023
74629,Guadeloupe: 2 STAR Wanalao Wave Classic,Results Published,15,2023-01-15,2023-01-30,Guadeloupe,2,293482,Junior Girls,Women,https://liveheats.com/events/74629,live heats,Junior Girls,293482,Wanalao Wave Classic,2023
74528,Puerto.Rico: 2 STAR Wind Warriors,Results Published,2,2023-02-25,2023-02-27,Puerto.Rico,2,172447,Men,Men,https://liveheats.com/events/74528,live heats,Men,172447,Wind Warriors,2023
74528,Puerto.Rico: 2 STAR Wind Warriors,Results Published,2,2023-02-25,2023-02-27,Puerto.Rico,2,172450,Masters,,https://liveheats.com/events/74528,live heats,Masters,172450,Wind Warriors,2023
74528,Puerto.Rico: 2 STAR Wind Warriors,Results Published,2,2023-02-25,2023-02-27,Puerto.Rico,2,172449,Junior Boys,Men,https://liveheats.com/events/74528,live heats,Junior Boys,172449,Wind Warriors,2023
74528,Puerto.Rico: 2 STAR Wind Warriors,Results Published,2,2023-02-25,2023-02-27,Puerto.Rico,2,293488,Junior Girls,Women,https://liveheats.com/events/74528,live heats,Junior Girls,293488,Wind Warriors,2023
74528,Puerto.Rico: 2 STAR Wind Warriors,Results Published,2,2023-02-25,2023-02-27,Puerto.Rico,2,172448,Women,Women,https://liveheats.com/events/74528,live heats,Women,172448,Wind Warriors,2023
72488,Australia: 2 STAR SEVERNE East Coast Titles ,Results Published,9,2023-02-04,2023-02-13,Australia,2,168251,Men,Men,https://liveheats.com/events/72488,live heats,Men,168251,SEVERNE East Coast Titles,2023
72488,Australia: 2 STAR SEVERNE East Coast Titles ,Results Published,9,2023-02-04,2023-02-13,Australia,2,168252,Women,Women,https://liveheats.com/events/72488,live heats,Women,168252,SEVERNE East Coast Titles,2023
72488,Australia: 2 STAR SEVERNE East Coast Titles ,Results Published,9,2023-02-04,2023-02-13,Australia,2,168253,Junior Boys,Men,https://liveheats.com/events/72488,live heats,Junior Boys,168253,SEVERNE East Coast Titles,2023
72488,Australia: 2 STAR SEVERNE East Coast Titles ,Results Published,9,2023-02-04,2023-02-13,Australia,2,168254,Masters,,https://liveheats.com/events/72488,live heats,Masters,168254,SEVERNE East Coast Titles,2023
72488,Australia: 2 STAR SEVERNE East Coast Titles ,Results Published,9,2023-02-04,2023-02-13,Australia,2,293485,Junior Girls,Women,https://liveheats.com/events/72488,live heats,Junior Girls,293485,SEVERNE East Coast Titles,2023
74628,Taiwan: 1 STAR Wave Jam ,Results Published,10,2022-11-18,2022-11-28,Taiwan,1,172513,Men,Men,https://liveheats.com/events/74628,live heats,Men,172513,Wave Jam,2022
74628,Taiwan: 1 STAR Wave Jam ,Results Published,10,2022-11-18,2022-11-28,Taiwan,1,172514,Women,Women,https://liveheats.com/events/74628,live heats,Women,172514,Wave Jam,2022
74628,Taiwan: 1 STAR Wave Jam ,Results Published,10,2022-11-18,2022-11-28,Taiwan,1,172516,Masters,,https://liveheats.com/events/74628,live heats,Masters,172516,Wave Jam,2022
272891,Ireland: 3 STAR Mayo Mayhem,Results Published,10,2024-09-26,2024-10-06,Ireland,3,474990,Women,Women,https://liveheats.com/events/272891,live heats,Women,474990,Mayo Mayhem,2024
272891,Ireland: 3 STAR Mayo Mayhem,Results Published,10,2024-09-26,2024-10-06,Ireland,3,474991,Men,Men,https://liveheats.com/events/272891,live heats,Men,474991,Mayo Mayhem,2024
272891,Ireland: 3 STAR Mayo Mayhem,Results Published,10,2024-09-26,2024-10-06,Ireland,3,474992,Masters,,https://liveheats.com/events/272891,live heats,Masters,474992,Mayo Mayhem,2024
272891,Ireland: 3 STAR Mayo Mayhem,Results Published,10,2024-09-26,2024-10-06,Ireland,3,474993,Pro Junior GIrls,Women,https://liveheats.com/events/272891,live heats,Pro Junior GIrls,474993,Mayo Mayhem,2024
272891,Ireland: 3 STAR Mayo Mayhem,Results Published,10,2024-09-26,2024-10-06,Ireland,3,474994,Pro Junior Boys,Men,https://liveheats.com/events/272891,live heats,Pro Junior Boys,474994,Mayo Mayhem,2024
272891,Ireland: 3 STAR Mayo Mayhem,Results Published,10,2024-09-26,2024-10-06,Ireland,3,474995,Junior Girls,Women,https://liveheats.com/events/272891,live heats,Junior Girls,474995,Mayo Mayhem,2024
272891,Ireland: 3 STAR Mayo Mayhem,Results Published,10,2024-09-26,2024-10-06,Ireland,3,474996,Junior Boys,Men,https://liveheats.com/events/272891,live heats,Junior Boys,474996,Mayo Mayhem,2024
272891,Ireland: 3 STAR Mayo Mayhem,Results Published,10,2024-09-26,2024-10-06,Ireland,3,474997,OPEN,,https://liveheats.com/events/272891,live heats,OPEN,474997,Mayo Mayhem,2024
72453,CHILE: 4 STAR SURAZO Infernal - Pro Men,Results Published,9,2023-03-25,2023-04-03,Chile,4,168199,Men,Men,https://liveheats.com/events/72453,live heats,Men,168199,SURAZO Infernal - Pro Men,2023
72485,Australia: 2 STAR Lancelin Wave Classic,Results Published,4,2023-01-18,2023-01-22,Australia,2,168233,Men,Men,https://liveheats.com/events/72485,live heats,Men,168233,Lancelin Wave Classic,2023
72485,Australia: 2 STAR Lancelin Wave Classic,Results Published,4,2023-01-18,2023-01-22,Australia,2,168234,Women,Women,https://liveheats.com/events/72485,live heats,Women,168234,Lancelin Wave Classic,2023
72485,Australia: 2 STAR Lancelin Wave Classic,Results Published,4,2023-01-18,2023-01-22,Australia,2,168235,Junior Boys,Men,https://liveheats.com/events/72485,live heats,Junior Boys,168235,Lancelin Wave Classic,2023
72485,Australia: 2 STAR Lancelin Wave Classic,Results Published,4,2023-01-18,2023-01-22,Australia,2,293483,Junior Girls,Women,https://liveheats.com/events/72485,live heats,Junior Girls,293483,Lancelin Wave Classic,2023
72485,Australia: 2 STAR Lancelin Wave Classic,Results Published,4,2023-01-18,2023-01-22,Australia,2,168236,Masters,,https://liveheats.com/events/72485,live heats,Masters,168236,Lancelin Wave Classic,2023
74594,Ireland: 2 STAR Mayo Mayhem,Results Published,3,2023-09-29,2023-10-02,Ireland,2,172501,Men,Men,https://liveheats.com/events/74594,live heats,Men,172501,Mayo Mayhem,2023
74594,Ireland: 2 STAR Mayo Mayhem,Results Published,3,2023-09-29,2023-10-02,Ireland,2,172502,Women,Women,https://liveheats.com/events/74594,live heats,Women,172502,Mayo Mayhem,2023
74594,Ireland: 2 STAR Mayo Mayhem,Results Published,3,2023-09-29,2023-10-02,Ireland,2,172503,Junior Boys,Men,https://liveheats.com/events/74594,live heats,Junior Boys,172503,Mayo Mayhem,2023
187576,Australia: 2 STAR SurfFX North Coast Woopi Classic,Results Published,3,2024-10-04,2024-10-07,Australia,2,353346,Women,Women,https://liveheats.com/events/187576,live heats,Women,353346,SurfFX North Coast Woopi Classic,2024
187576,Australia: 2 STAR SurfFX North Coast Woopi Classic,Results Published,3,2024-10-04,2024-10-07,Australia,2,353347,Men,Men,https://liveheats.com/events/187576,live heats,Men,353347,SurfFX North Coast Woopi Classic,2024
187576,Australia: 2 STAR SurfFX North Coast Woopi Classic,Results Published,3,2024-10-04,2024-10-07,Australia,2,353348,Masters,,https://liveheats.com/events/187576,live heats,Masters,353348,SurfFX North Coast Woopi Classic,2024
187576,Australia: 2 STAR SurfFX North Coast Woopi Classic,Results Published,3,2024-10-04,2024-10-07,Australia,2,353349,Junior Girls,Women,https://liveheats.com/events/187576,live heats,Junior Girls,353349,SurfFX North Coast Woopi Classic,2024
187576,Australia: 2 STAR SurfFX North Coast Woopi Classic,Results Published,3,2024-10-04,2024-10-07,Australia,2,353350,Junior Boys,Men,https://liveheats.com/events/187576,live heats,Junior Boys,353350,SurfFX North Coast Woopi Classic,2024
72450,France: 2 STAR Championnat De France Funboard Vagues 2023,Results Published,2,2023-11-18,2023-11-20,France,2,168184,Men,Men,https://liveheats.com/events/72450,live heats,Men,168184,Championnat De France Funboard Vagues,2023
72450,France: 2 STAR Championnat De France Funboard Vagues 2023,Results Published,2,2023-11-18,2023-11-20,France,2,168185,Women,Women,https://liveheats.com/events/72450,live heats,Women,168185,Championnat De France Funboard Vagues,2023
81557,Japan: 1 STAR Cold Breeze,Results Published,2,2022-12-24,2022-12-26,Japan,1,186130,Men,Men,https://liveheats.com/events/81557,live heats,Men,186130,Cold Breeze,2022
81557,Japan: 1 STAR Cold Breeze,Results Published,2,2022-12-24,2022-12-26,Japan,1,186131,Women,Women,https://liveheats.com/events/81557,live heats,Women,186131,Cold Breeze,2022
81557,Japan: 1 STAR Cold Breeze,Results Published,2,2022-12-24,2022-12-26,Japan,1,186132,Junior Boys,Men,https://liveheats.com/events/81557,live heats,Junior Boys,186132,Cold Breeze,2022
81557,Japan: 1 STAR Cold Breeze,Results Published,2,2022-12-24,2022-12-26,Japan,1,186133,Masters,,https://liveheats.com/events/81557,live heats,Masters,186133,Cold Breeze,2022
187565,PERU: 4 STAR Pacasmayo Classic World Cup,Results Published,14,2024-08-03,2024-08-17,Peru,4,353304,Women,Women,https://liveheats.com/events/187565,live heats,Women,353304,Pacasmayo Classic World Cup,2024
187565,PERU: 4 STAR Pacasmayo Classic World Cup,Results Published,14,2024-08-03,2024-08-17,Peru,4,353305,Men,Men,https://liveheats.com/events/187565,live heats,Men,353305,Pacasmayo Classic World Cup,2024
305429,Australia: 2 Star WSS Sydney Wavesailing Smackfest,Results Published,2,2024-11-15,2024-11-17,Australia,2,541463,Women,Women,https://liveheats.com/events/305429,live heats,Women,541463,WSS Sydney Wavesailing Smackfest,2024
305429,Australia: 2 Star WSS Sydney Wavesailing Smackfest,Results Published,2,2024-11-15,2024-11-17,Australia,2,541464,Men,Men,https://liveheats.com/events/305429,live heats,Men,541464,WSS Sydney Wavesailing Smackfest,2024
305429,Australia: 2 Star WSS Sydney Wavesailing Smackfest,Results Published,2,2024-11-15,2024-11-17,Australia,2,541465,Masters,,https://liveheats.com/events/305429,live heats,Masters,541465,WSS Sydney Wavesailing Smackfest,2024
305429,Australia: 2 Star WSS Sydney Wavesailing Smackfest,Results Published,2,2024-11-15,2024-11-17,Australia,2,541466,Junior Girls,Women,https://liveheats.com/events/305429,live heats,Junior Girls,541466,WSS Sydney Wavesailing Smackfest,2024
305429,Australia: 2 Star WSS Sydney Wavesailing Smackfest,Results Published,2,2024-11-15,2024-11-17,Australia,2,541467,Junior Boys,Men,https://liveheats.com/events/305429,live heats,Junior Boys,541467,WSS Sydney Wavesailing Smackfest,2024
322524,PERU: 3 STAR Pacasmayo Classic World Cup,Scheduled,9,2025-08-23,2025-09-01,Peru,3,585973,Women,Women,https://liveheats.com/events/322524,live heats,Women,585973,Pacasmayo Classic World Cup,2025
322524,PERU: 3 STAR Pacasmayo Classic World Cup,Scheduled,9,2025-08-23,2025-09-01,Peru,3,585974,Men,Men,https://liveheats.com/events/322524,live heats,Men,585974,Pacasmayo Classic World Cup,2025
322524,PERU: 3 STAR Pacasmayo Classic World Cup,Scheduled,9,2025-08-23,2025-09-01,Peru,3,585975,Masters,,https://liveheats.com/events/322524,live heats,Masters,585975,Pacasmayo Classic World Cup,2025
322524,PERU: 3 STAR Pacasmayo Classic World Cup,Scheduled,9,2025-08-23,2025-09-01,Peru,3,585976,Junior Boys,Men,https://liveheats.com/events/322524,live heats,Junior Boys,585976,Pacasmayo Classic World Cup,2025
322524,PERU: 3 STAR Pacasmayo Classic World Cup,Scheduled,9,2025-08-23,2025-09-01,Peru,3,585977,Pro Junior GIrls,Women,https://liveheats.com/events/322524,live heats,Pro Junior GIrls,585977,Pacasmayo Classic World Cup,2025
322524,PERU: 3 STAR Pacasmayo Classic World Cup,Scheduled,9,2025-08-23,2025-09-01,Peru,3,585978,Pro Junior Boys,Men,https://liveheats.com/events/322524,live heats,Pro Junior Boys,585978,Pacasmayo Classic World Cup,2025
322524,PERU: 3 STAR Pacasmayo Classic World Cup,Scheduled,9,2025-08-23,2025-09-01,Peru,3,585979,Junior Girls,Women,https://liveheats.com/events/322524,live heats,Junior Girls,585979,Pacasmayo Classic World Cup,2025
268535,Chile: 3 STAR Sirena Wave Classic,Results Published,3,2024-12-12,2024-12-15,Chile,3,467752,Women,Women,https://liveheats.com/events/268535,live heats,Women,467752,Sirena Wave Classic,2024
268535,Chile: 3 STAR Sirena Wave Classic,Results Published,3,2024-12-12,2024-12-15,Chile,3,467753,Men,Men,https://liveheats.com/events/268535,live heats,Men,467753,Sirena Wave Classic,2024
268535,Chile: 3 STAR Sirena Wave Classic,Results Published,3,2024-12-12,2024-12-15,Chile,3,467754,Masters,,https://liveheats.com/events/268535,live heats,Masters,467754,Sirena Wave Classic,2024
268535,Chile: 3 STAR Sirena Wave Classic,Results Published,3,2024-12-12,2024-12-15,Chile,3,467758,Junior Boys,Men,https://liveheats.com/events/268535,live heats,Junior Boys,467758,Sirena Wave Classic,2024
268535,Chile: 3 STAR Sirena Wave Classic,Results Published,3,2024-12-12,2024-12-15,Chile,3,569238,Grand Masters,,https://liveheats.com/events/268535,live heats,Grand Masters,569238,Sirena Wave Classic,2024
268535,Chile: 3 STAR Sirena Wave Classic,Results Published,3,2024-12-12,2024-12-15,Chile,3,569239,Open AM,,https://liveheats.com/events/268535,live heats,Open AM,569239,Sirena Wave Classic,2024
268535,Chile: 3 STAR Sirena Wave Classic,Results Published,3,2024-12-12,2024-12-15,Chile,3,467757,Junior Girls,Women,https://liveheats.com/events/268535,live heats,Junior Girls,467757,Sirena Wave Classic,2024
268536,Chile: 3 STAR Surazo Infernal Navidad,Results Published,4,2024-11-07,2024-11-11,Chile,3,481449,PRE REGISTER FOR RANKINGS,,https://liveheats.com/events/268536,live heats,PRE REGISTER FOR RANKINGS,481449,Surazo Infernal Navidad,2024
268536,Chile: 3 STAR Surazo Infernal Navidad,Results Published,4,2024-11-07,2024-11-11,Chile,3,467760,Men,Men,https://liveheats.com/events/268536,live heats,Men,467760,Surazo Infernal Navidad,2024
268536,Chile: 3 STAR Surazo Infernal Navidad,Results Published,4,2024-11-07,2024-11-11,Chile,3,467763,Pro Junior Boys,Men,https://liveheats.com/events/268536,live heats,Pro Junior Boys,467763,Surazo Infernal Navidad,2024
268536,Chile: 3 STAR Surazo Infernal Navidad,Results Published,4,2024-11-07,2024-11-11,Chile,3,467762,Pro Junior GIrls,Women,https://liveheats.com/events/268536,live heats,Pro Junior GIrls,467762,Surazo Infernal Navidad,2024
268536,Chile: 3 STAR Surazo Infernal Navidad,Results Published,4,2024-11-07,2024-11-11,Chile,3,467761,Masters,,https://liveheats.com/events/268536,live heats,Masters,467761,Surazo Infernal Navidad,2024
268536,Chile: 3 STAR Surazo Infernal Navidad,Results Published,4,2024-11-07,2024-11-11,Chile,3,533821,OPEN,,https://liveheats.com/events/268536,live heats,OPEN,533821,Surazo Infernal Navidad,2024
268536,Chile: 3 STAR Surazo Infernal Navidad,Results Published,4,2024-11-07,2024-11-11,Chile,3,534578,Grand Master,,https://liveheats.com/events/268536,live heats,Grand Master,534578,Surazo Infernal Navidad,2024
321864,Puerto Rico: 4 STAR Puerto Rico World Cup,Results Published,1,2025-03-09,2025-03-10,Puerto Rico,4,584943,Women,Women,https://liveheats.com/events/321864,live heats,Women,584943,Puerto Rico World Cup,2025
321864,Puerto Rico: 4 STAR Puerto Rico World Cup,Results Published,1,2025-03-09,2025-03-10,Puerto Rico,4,584944,Men,Men,https://liveheats.com/events/321864,live heats,Men,584944,Puerto Rico World Cup,2025
321864,Puerto Rico: 4 STAR Puerto Rico World Cup,Results Published,1,2025-03-09,2025-03-10,Puerto Rico,4,584945,Masters,,https://liveheats.com/events/321864,live heats,Masters,584945,Puerto Rico World Cup,2025
321864,Puerto Rico: 4 STAR Puerto Rico World Cup,Results Published,1,2025-03-09,2025-03-10,Puerto Rico,4,584950,Grand Masters,,https://liveheats.com/events/321864,live heats,Grand Masters,584950,Puerto Rico World Cup,2025
322457,Taiwan: 1 STAR Taitung Wave Classic,Results Published,30,2024-11-01,2024-12-01,Taiwan,1,585833,Women,Women,https://liveheats.com/events/322457,live heats,Women,585833,Taitung Wave Classic,2024
322457,Taiwan: 1 STAR Taitung Wave Classic,Results Published,30,2024-11-01,2024-12-01,Taiwan,1,585834,Men,Men,https://liveheats.com/events/322457,live heats,Men,585834,Taitung Wave Classic,2024
266589,Australia: 4 STAR Margaret River Wavesailing Classic,Results Published,3,2025-01-31,2025-02-03,Australia,4,464921,Women,Women,https://liveheats.com/events/266589,live heats,Women,464921,Margaret River Wavesailing Classic,2025
266589,Australia: 4 STAR Margaret River Wavesailing Classic,Results Published,3,2025-01-31,2025-02-03,Australia,4,464922,Men,Men,https://liveheats.com/events/266589,live heats,Men,464922,Margaret River Wavesailing Classic,2025
