source,event_id,eventDivisionId,sex,round_name,round_order,heat_id,heat_order,total_winners_progressing,winners_progressing_to_round_order,total_losers_progressing,losers_progressing_to_round_order,Total_Round_Heats,Max_Heats,actual_heat_order,y_pos
Live Heats,187562,353291,Masters,Semifinal,0,2084976,0,2.0,3.0,,,2,2,1,1.0
Live Heats,187562,353291,Masters,Final,1,2084978,0,0.0,1.0,,,1,2,1,1.5
Live Heats,187562,353291,Masters,Semifinal,0,2084977,1,2.0,3.0,,,2,2,2,2.0
Live Heats,187562,353292,Junior Girls,Final,0,2087942,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187562,353293,Junior Boys,Final,0,2087949,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187563,353294,Women,Round 1,0,2122744,0,2.0,3.0,,,1,4,1,2.5
Live Heats,187563,353294,Women,Round 2 Pro Seeding Round,1,2122745,0,2.0,3.0,2.0,2.0,4,4,1,1.0
Live Heats,187563,353294,Women,Round 3 Redemption ,2,2122749,0,2.0,3.0,,,2,4,1,2.0
Live Heats,187563,353294,Women,Quarterfinal,3,2122751,0,2.0,3.0,,,4,4,1,1.0
Live Heats,187563,353294,Women,Semifinal,4,2122755,0,2.0,3.0,,,2,4,1,2.0
Live Heats,187563,353294,Women,Final,5,2122757,0,0.0,1.0,,,1,4,1,2.5
Live Heats,187563,353294,Women,Round 2 Pro Seeding Round,1,2122746,1,2.0,3.0,2.0,2.0,4,4,2,2.0
Live Heats,187563,353294,Women,Round 3 Redemption ,2,2122750,1,2.0,3.0,,,2,4,2,3.0
Live Heats,187563,353294,Women,Quarterfinal,3,2122752,1,2.0,3.0,,,4,4,2,2.0
Live Heats,187563,353294,Women,Semifinal,4,2122756,1,2.0,3.0,,,2,4,2,3.0
Live Heats,187563,353294,Women,Round 2 Pro Seeding Round,1,2122747,2,2.0,3.0,2.0,2.0,4,4,3,3.0
Live Heats,187563,353294,Women,Quarterfinal,3,2122753,2,2.0,3.0,,,4,4,3,3.0
Live Heats,187563,353294,Women,Round 2 Pro Seeding Round,1,2122748,3,2.0,3.0,2.0,2.0,4,4,4,4.0
Live Heats,187563,353294,Women,Quarterfinal,3,2122754,3,2.0,3.0,,,4,4,4,4.0
Live Heats,187563,353295,Men,Round 1,0,2124767,0,2.0,2.0,2.0,1.0,6,8,1,2.0
Live Heats,187563,353295,Men,Round 2,1,2124773,0,1.0,2.0,,,4,8,1,3.0
Live Heats,187563,353295,Men,Round 3,2,2124777,0,2.0,3.0,,,4,8,1,3.0
Live Heats,187563,353295,Men,Round 4,3,2124781,0,2.0,3.0,,,2,8,1,4.0
Live Heats,187563,353295,Men,Round 5,4,2124783,0,2.0,3.0,,,1,8,1,4.5
Live Heats,187563,353295,Men,Round 6 Seeding Round,5,2124784,0,2.0,7.0,2.0,6.0,8,8,1,1.0
Live Heats,187563,353295,Men,Round 7 Redemption,6,2124792,0,2.0,3.0,,,4,8,1,3.0
Live Heats,187563,353295,Men,Round 8 Round of 24,7,2124796,0,2.0,3.0,,,8,8,1,1.0
Live Heats,187563,353295,Men,Quarterfinal,8,2124804,0,2.0,3.0,,,4,8,1,3.0
Live Heats,187563,353295,Men,Semifinal,9,2124808,0,2.0,3.0,,,2,8,1,4.0
Live Heats,187563,353295,Men,Final,10,2124810,0,2.0,3.0,,,1,8,1,4.5
Live Heats,187563,353295,Men,Round 1,0,2124768,1,2.0,2.0,2.0,1.0,6,8,2,3.0
Live Heats,187563,353295,Men,Round 2,1,2124774,1,1.0,2.0,,,4,8,2,4.0
Live Heats,187563,353295,Men,Round 3,2,2124778,1,2.0,3.0,,,4,8,2,4.0
Live Heats,187563,353295,Men,Round 4,3,2124782,1,2.0,3.0,,,2,8,2,5.0
Live Heats,187563,353295,Men,Round 6 Seeding Round,5,2124785,1,2.0,7.0,2.0,6.0,8,8,2,2.0
Live Heats,187563,353295,Men,Round 7 Redemption,6,2124793,1,2.0,3.0,,,4,8,2,4.0
Live Heats,187563,353295,Men,Round 8 Round of 24,7,2124797,1,2.0,3.0,,,8,8,2,2.0
Live Heats,187563,353295,Men,Quarterfinal,8,2124805,1,2.0,3.0,,,4,8,2,4.0
Live Heats,187563,353295,Men,Semifinal,9,2124809,1,2.0,3.0,,,2,8,2,5.0
Live Heats,187563,353295,Men,Round 1,0,2124769,2,2.0,2.0,2.0,1.0,6,8,3,4.0
Live Heats,187563,353295,Men,Round 2,1,2124775,2,1.0,2.0,,,4,8,3,5.0
Live Heats,187563,353295,Men,Round 3,2,2124779,2,2.0,3.0,,,4,8,3,5.0
Live Heats,187563,353295,Men,Round 6 Seeding Round,5,2124786,2,2.0,7.0,2.0,6.0,8,8,3,3.0
Live Heats,187563,353295,Men,Round 7 Redemption,6,2124794,2,2.0,3.0,,,4,8,3,5.0
Live Heats,187563,353295,Men,Round 8 Round of 24,7,2124798,2,2.0,3.0,,,8,8,3,3.0
Live Heats,187563,353295,Men,Quarterfinal,8,2124806,2,2.0,3.0,,,4,8,3,5.0
Live Heats,187563,353295,Men,Round 1,0,2124770,3,2.0,2.0,2.0,1.0,6,8,4,5.0
Live Heats,187563,353295,Men,Round 2,1,2124776,3,1.0,2.0,,,4,8,4,6.0
Live Heats,187563,353295,Men,Round 3,2,2124780,3,2.0,3.0,,,4,8,4,6.0
Live Heats,187563,353295,Men,Round 6 Seeding Round,5,2124787,3,2.0,7.0,2.0,6.0,8,8,4,4.0
Live Heats,187563,353295,Men,Round 7 Redemption,6,2124795,3,2.0,3.0,,,4,8,4,6.0
Live Heats,187563,353295,Men,Round 8 Round of 24,7,2124799,3,2.0,3.0,,,8,8,4,4.0
Live Heats,187563,353295,Men,Quarterfinal,8,2124807,3,2.0,3.0,,,4,8,4,6.0
Live Heats,187563,353295,Men,Round 1,0,2124771,4,2.0,2.0,2.0,1.0,6,8,5,6.0
Live Heats,187563,353295,Men,Round 6 Seeding Round,5,2124788,4,2.0,7.0,2.0,6.0,8,8,5,5.0
Live Heats,187563,353295,Men,Round 8 Round of 24,7,2124800,4,2.0,3.0,,,8,8,5,5.0
Live Heats,187563,353295,Men,Round 1,0,2124772,5,2.0,2.0,2.0,1.0,6,8,6,7.0
Live Heats,187563,353295,Men,Round 6 Seeding Round,5,2124789,5,2.0,7.0,2.0,6.0,8,8,6,6.0
Live Heats,187563,353295,Men,Round 8 Round of 24,7,2124801,5,2.0,3.0,,,8,8,6,6.0
Live Heats,187563,353295,Men,Round 6 Seeding Round,5,2124790,6,2.0,7.0,2.0,6.0,8,8,7,7.0
Live Heats,187563,353295,Men,Round 8 Round of 24,7,2124802,6,2.0,3.0,,,8,8,7,7.0
Live Heats,187563,353295,Men,Round 6 Seeding Round,5,2124791,7,2.0,7.0,2.0,6.0,8,8,8,8.0
Live Heats,187563,353295,Men,Round 8 Round of 24,7,2124803,7,2.0,3.0,,,8,8,8,8.0
Live Heats,187563,353296,Masters,R1 Challengers,0,2143880,0,3.0,4.0,,,1,3,1,2.0
Live Heats,187563,353296,Masters,R2 Champions,1,2143881,0,2.0,3.0,,,3,3,1,1.0
Live Heats,187563,353296,Masters,R4 Semi Finals,2,2143886,0,2.0,3.0,,,2,3,1,1.5
Live Heats,187563,353296,Masters,R5 FINAL,3,2143887,0,0.0,1.0,,,1,3,1,2.0
Live Heats,187563,353296,Masters,R2 Champions,1,2143882,1,2.0,3.0,,,3,3,2,2.0
Live Heats,187563,353296,Masters,R4 Semi Finals,2,2143889,1,2.0,3.0,,,2,3,2,2.5
Live Heats,187563,353296,Masters,R2 Champions,1,2143883,2,2.0,3.0,,,3,3,3,3.0
Live Heats,187563,353297,Junior Girls,Final,0,2124615,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187563,353298,Junior Boys,Final,0,2128204,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187564,353299,Women,Final,0,2334450,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187564,353300,Men,Final,0,2334461,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187564,353301,Masters,Final,0,2334451,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187564,353303,Junior Boys,Final,0,2334458,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187565,353304,Women,R1 Seeding,0,2356627,0,1.0,2.0,3.0,1.0,2,2,1,1.0
Live Heats,187565,353304,Women,R2 Redemption,1,2356630,0,2.0,3.0,,,1,2,1,1.5
Live Heats,187565,353304,Women,Final,2,2356633,0,0.0,1.0,,,1,2,1,1.5
Live Heats,187565,353304,Women,R1 Seeding,0,2356628,1,1.0,2.0,3.0,1.0,2,2,2,2.0
Live Heats,187565,353305,Men,R1 Challengers,0,2356549,0,,,,,3,6,1,2.5
Live Heats,187565,353305,Men,R2 Challengers,1,2356555,0,,,,,2,6,1,3.0
Live Heats,187565,353305,Men,R3 Seeding,2,2356558,0,2.0,4.0,2.0,3.0,6,6,1,1.0
Live Heats,187565,353305,Men,R4 Redemption,3,2356565,0,1.0,2.0,,,4,6,1,2.0
Live Heats,187565,353305,Men,R5 Quarters,4,2356570,0,2.0,3.0,,,4,6,1,2.0
Live Heats,187565,353305,Men,R6 Semis,5,2356575,0,2.0,3.0,,,2,6,1,3.0
Live Heats,187565,353305,Men,R6 Final,6,2356578,0,0.0,1.0,,,1,6,1,3.5
Live Heats,187565,353305,Men,R1 Challengers,0,2356550,1,,,,,3,6,2,3.5
Live Heats,187565,353305,Men,R2 Challengers,1,2356556,1,,,,,2,6,2,4.0
Live Heats,187565,353305,Men,R3 Seeding,2,2356559,1,2.0,4.0,2.0,3.0,6,6,2,2.0
Live Heats,187565,353305,Men,R4 Redemption,3,2356566,1,1.0,2.0,,,4,6,2,3.0
Live Heats,187565,353305,Men,R5 Quarters,4,2356571,1,2.0,3.0,,,4,6,2,3.0
Live Heats,187565,353305,Men,R6 Semis,5,2356576,1,2.0,3.0,,,2,6,2,4.0
Live Heats,187565,353305,Men,R1 Challengers,0,2356551,2,,,,,3,6,3,4.5
Live Heats,187565,353305,Men,R3 Seeding,2,2356560,2,2.0,4.0,2.0,3.0,6,6,3,3.0
Live Heats,187565,353305,Men,R4 Redemption,3,2356567,2,1.0,2.0,,,4,6,3,4.0
Live Heats,187565,353305,Men,R5 Quarters,4,2356572,2,2.0,3.0,,,4,6,3,4.0
Live Heats,187565,353305,Men,R3 Seeding,2,2356561,3,2.0,4.0,2.0,3.0,6,6,4,4.0
Live Heats,187565,353305,Men,R4 Redemption,3,2356581,3,1.0,2.0,,,4,6,4,5.0
Live Heats,187565,353305,Men,R5 Quarters,4,2356573,3,2.0,3.0,,,4,6,4,5.0
Live Heats,187565,353305,Men,R3 Seeding,2,2356562,4,2.0,4.0,2.0,3.0,6,6,5,5.0
Live Heats,187565,353305,Men,R3 Seeding,2,2356563,5,2.0,4.0,2.0,3.0,6,6,6,6.0
Live Heats,187567,353311,Women,Final,0,2421737,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187567,353312,Men,Final,0,2420419,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187569,353315,Women,Round 1,0,2432937,0,,,,,1,3,1,2.0
Live Heats,187569,353315,Women,Round 2,1,2432941,0,,,,,3,3,1,1.0
Live Heats,187569,353315,Women,Quarterfinal,2,2432943,0,1.0,2.0,,,2,3,1,1.5
Live Heats,187569,353315,Women,Semifinal,3,2432944,0,,,,,2,3,1,1.5
Live Heats,187569,353315,Women,Final,4,2432949,0,0.0,1.0,,,1,3,1,2.0
Live Heats,187569,353315,Women,Round 2,1,2432942,1,,,,,3,3,2,2.0
Live Heats,187569,353315,Women,Quarterfinal,2,2432970,1,1.0,2.0,,,2,3,2,2.5
Live Heats,187569,353315,Women,Semifinal,3,2432971,1,,,,,2,3,2,2.5
Live Heats,187569,353315,Women,Round 2,1,2432950,2,,,,,3,3,3,3.0
Live Heats,187569,353316,Men,Round 1,0,2433632,0,2.0,3.0,,,2,8,1,4.0
Live Heats,187569,353316,Men,Round 2,1,2433641,0,2.0,3.0,,,4,8,1,3.0
Live Heats,187569,353316,Men,Round 3,2,2433648,0,2.0,4.0,2.0,3.0,8,8,1,1.0
Live Heats,187569,353316,Men,R4 Redemption,3,2433655,0,2.0,3.0,,,4,8,1,3.0
Live Heats,187569,353316,Men,Round 5,4,2433659,0,2.0,3.0,,,8,8,1,1.0
Live Heats,187569,353316,Men,Quarterfinals,5,2433667,0,2.0,3.0,,,4,8,1,3.0
Live Heats,187569,353316,Men,Semifinals,6,2433671,0,2.0,3.0,,,2,8,1,4.0
Live Heats,187569,353316,Men,Final,7,2433673,0,2.0,3.0,,,1,8,1,4.5
Live Heats,187569,353316,Men,Round 1,0,2433633,1,2.0,3.0,,,2,8,2,5.0
Live Heats,187569,353316,Men,Round 2,1,2433642,1,2.0,3.0,,,4,8,2,4.0
Live Heats,187569,353316,Men,Round 3,2,2433649,1,2.0,4.0,2.0,3.0,8,8,2,2.0
Live Heats,187569,353316,Men,R4 Redemption,3,2433656,1,2.0,3.0,,,4,8,2,4.0
Live Heats,187569,353316,Men,Round 5,4,2433660,1,2.0,3.0,,,8,8,2,2.0
Live Heats,187569,353316,Men,Quarterfinals,5,2433668,1,2.0,3.0,,,4,8,2,4.0
Live Heats,187569,353316,Men,Semifinals,6,2433672,1,2.0,3.0,,,2,8,2,5.0
Live Heats,187569,353316,Men,Round 2,1,2433643,2,2.0,3.0,,,4,8,3,5.0
Live Heats,187569,353316,Men,Round 3,2,2433650,2,2.0,4.0,2.0,3.0,8,8,3,3.0
Live Heats,187569,353316,Men,R4 Redemption,3,2433657,2,2.0,3.0,,,4,8,3,5.0
Live Heats,187569,353316,Men,Round 5,4,2433661,2,2.0,3.0,,,8,8,3,3.0
Live Heats,187569,353316,Men,Quarterfinals,5,2433669,2,2.0,3.0,,,4,8,3,5.0
Live Heats,187569,353316,Men,Round 2,1,2433644,3,2.0,3.0,,,4,8,4,6.0
Live Heats,187569,353316,Men,Round 3,2,2433651,3,2.0,4.0,2.0,3.0,8,8,4,4.0
Live Heats,187569,353316,Men,R4 Redemption,3,2433658,3,2.0,3.0,,,4,8,4,6.0
Live Heats,187569,353316,Men,Round 5,4,2433662,3,2.0,3.0,,,8,8,4,4.0
Live Heats,187569,353316,Men,Quarterfinals,5,2433670,3,2.0,3.0,,,4,8,4,6.0
Live Heats,187569,353316,Men,Round 3,2,2433652,4,2.0,4.0,2.0,3.0,8,8,5,5.0
Live Heats,187569,353316,Men,Round 5,4,2433663,4,2.0,3.0,,,8,8,5,5.0
Live Heats,187569,353316,Men,Round 3,2,2433653,5,2.0,4.0,2.0,3.0,8,8,6,6.0
Live Heats,187569,353316,Men,Round 5,4,2433664,5,2.0,3.0,,,8,8,6,6.0
Live Heats,187569,353316,Men,Round 3,2,2433654,6,2.0,4.0,2.0,3.0,8,8,7,7.0
Live Heats,187569,353316,Men,Round 5,4,2433665,6,2.0,3.0,,,8,8,7,7.0
Live Heats,187569,353316,Men,Round 3,2,2433675,7,2.0,4.0,2.0,3.0,8,8,8,8.0
Live Heats,187569,353316,Men,Round 5,4,2433666,7,2.0,3.0,,,8,8,8,8.0
Live Heats,187570,353317,Men,Final,0,2623911,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187570,353318,Women,Final,0,2623914,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187570,353319,Junior Boys,Final,0,2623922,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187570,353320,Masters,Final,0,2623921,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187576,353348,Masters,Semifinal,0,2418551,0,4.0,5.0,,,1,1,1,1.0
Live Heats,187576,353348,Masters,Final,1,2418553,0,,,,,1,1,1,1.0
Live Heats,187578,353358,Men,Final,0,2417469,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187578,353359,Women,Final,0,2417468,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187578,353361,Masters,Final,0,2417470,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187559,363039,Open AM,Quarterfinal,0,2020189,0,2.0,3.0,,,4,4,1,1.0
Live Heats,187559,363039,Open AM,Semifinal,1,2020197,0,2.0,3.0,,,2,4,1,2.0
Live Heats,187559,363039,Open AM,Final,2,2020196,0,0.0,1.0,,,1,4,1,2.5
Live Heats,187559,363039,Open AM,Quarterfinal,0,2020193,1,2.0,3.0,,,4,4,2,2.0
Live Heats,187559,363039,Open AM,Semifinal,1,2020198,1,2.0,3.0,,,2,4,2,3.0
Live Heats,187559,363039,Open AM,Quarterfinal,0,2020194,2,2.0,3.0,,,4,4,3,3.0
Live Heats,187559,363039,Open AM,Quarterfinal,0,2020195,3,2.0,3.0,,,4,4,4,4.0
Live Heats,190953,363706,Men,Final,0,2021400,0,0.0,1.0,,,1,1,1,1.0
Live Heats,190953,363707,Women,Final,0,2021401,0,0.0,1.0,,,1,1,1,1.0
Live Heats,190953,363708,U20 Boys,Final,0,2021402,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187569,377530,Masters,Round 1,0,2433946,0,2.0,3.0,,,2,4,1,2.0
Live Heats,187569,377530,Masters,Round 3,1,2433951,0,2.0,3.0,,,4,4,1,1.0
Live Heats,187569,377530,Masters,Semifinal,2,2433961,0,2.0,3.0,,,2,4,1,2.0
Live Heats,187569,377530,Masters,Final,3,2433963,0,2.0,3.0,,,1,4,1,2.5
Live Heats,187569,377530,Masters,Round 1,0,2433947,1,2.0,3.0,,,2,4,2,3.0
Live Heats,187569,377530,Masters,Round 3,1,2433952,1,2.0,3.0,,,4,4,2,2.0
Live Heats,187569,377530,Masters,Semifinal,2,2433962,1,2.0,3.0,,,2,4,2,3.0
Live Heats,187569,377530,Masters,Round 3,1,2433953,2,2.0,3.0,,,4,4,3,3.0
Live Heats,187569,377530,Masters,Round 3,1,2433954,3,2.0,3.0,,,4,4,4,4.0
Live Heats,199466,377533,Women,Final,0,2366034,0,0.0,1.0,,,1,1,1,1.0
Live Heats,199466,377534,Men,Final,0,2366036,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187558,388585,Pro Junior GIrls,Final,0,2061253,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187558,388586,Pro Junior Boys,Final,0,2061248,0,0.0,1.0,,,1,1,1,1.0
Live Heats,165509,390433,Pro Junior Boys,Final,0,2158212,0,0.0,1.0,,,1,1,1,1.0
Live Heats,214686,400442,Women,Final,0,2085583,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187562,400714,Pro Junior GIrls,Final,0,2087924,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187562,400715,Pro Junior Boys,Final,0,2087946,0,0.0,1.0,,,1,1,1,1.0
Live Heats,214877,400732,Women,Final,0,2087961,0,0.0,1.0,,,1,1,1,1.0
Live Heats,214877,400733,Men,Final,0,2087974,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187563,402097,Pro Junior GIrls,Final,0,2133316,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187563,402098,Pro Junior Boys,Semifinal,0,2143898,0,2.0,3.0,,,2,2,1,1.0
Live Heats,187563,402098,Pro Junior Boys,Final,1,2143900,0,0.0,1.0,,,1,2,1,1.5
Live Heats,187563,402098,Pro Junior Boys,Semifinal,0,2143899,1,2.0,3.0,,,2,2,2,2.0
Live Heats,187563,407963,Open AM,Round 1,0,2124914,0,2.0,2.0,2.0,1.0,6,6,1,1.0
Live Heats,187563,407963,Open AM,Round 2,1,2124920,0,1.0,2.0,,,4,6,1,2.0
Live Heats,187563,407963,Open AM,Quarterfinal,2,2124924,0,2.0,3.0,,,4,6,1,2.0
Live Heats,187563,407963,Open AM,Semifinal,3,2124928,0,,,,,2,6,1,3.0
Live Heats,187563,407963,Open AM,Final,4,2124930,0,0.0,1.0,,,1,6,1,3.5
Live Heats,187563,407963,Open AM,Round 1,0,2124915,1,2.0,2.0,2.0,1.0,6,6,2,2.0
Live Heats,187563,407963,Open AM,Round 2,1,2124921,1,1.0,2.0,,,4,6,2,3.0
Live Heats,187563,407963,Open AM,Quarterfinal,2,2124925,1,2.0,3.0,,,4,6,2,3.0
Live Heats,187563,407963,Open AM,Semifinal,3,2124929,1,,,,,2,6,2,4.0
Live Heats,187563,407963,Open AM,Round 1,0,2124916,2,2.0,2.0,2.0,1.0,6,6,3,3.0
Live Heats,187563,407963,Open AM,Round 2,1,2124922,2,1.0,2.0,,,4,6,3,4.0
Live Heats,187563,407963,Open AM,Quarterfinal,2,2124926,2,2.0,3.0,,,4,6,3,4.0
Live Heats,187563,407963,Open AM,Round 1,0,2124917,3,2.0,2.0,2.0,1.0,6,6,4,4.0
Live Heats,187563,407963,Open AM,Round 2,1,2124923,3,1.0,2.0,,,4,6,4,5.0
Live Heats,187563,407963,Open AM,Quarterfinal,2,2124927,3,2.0,3.0,,,4,6,4,5.0
Live Heats,187563,407963,Open AM,Round 1,0,2124918,4,2.0,2.0,2.0,1.0,6,6,5,5.0
Live Heats,187563,407963,Open AM,Round 1,0,2124919,5,2.0,2.0,2.0,1.0,6,6,6,6.0
Live Heats,220586,408814,Men,Final,0,2106396,0,0.0,1.0,,,1,1,1,1.0
Live Heats,220586,408815,Women,Final,0,2106398,0,0.0,1.0,,,1,1,1,1.0
Live Heats,220652,408830,Men,Final,0,2106399,0,0.0,1.0,,,1,1,1,1.0
Live Heats,220652,408831,Women,Final,0,2106400,0,0.0,1.0,,,1,1,1,1.0
Live Heats,221942,410348,Women,Final,0,2158215,0,0.0,1.0,,,1,1,1,1.0
Live Heats,221942,410349,Men,Final,0,2158313,0,0.0,1.0,,,1,1,1,1.0
Live Heats,221942,410350,Masters,Final,0,2158217,0,0.0,1.0,,,1,1,1,1.0
Live Heats,221942,410352,Junior Boys,Final,0,2158216,0,0.0,1.0,,,1,1,1,1.0
Live Heats,249495,441634,Men,Final,0,2311093,0,0.0,1.0,,,1,1,1,1.0
Live Heats,187564,454487,Pro Junior Boys,Final,0,2334452,0,0.0,1.0,,,1,1,1,1.0
Live Heats,263420,460768,Men,Final,0,2500445,0,0.0,1.0,,,1,1,1,1.0
Live Heats,266588,464914,Junior Girls,Final,0,2658524,0,0.0,1.0,,,1,1,1,1.0
Live Heats,266588,464915,Junior Boys,Final,0,2658468,0,0.0,1.0,,,1,1,1,1.0
Live Heats,266588,464919,Pro Junior GIrls,Final,0,2658525,0,0.0,1.0,,,1,1,1,1.0
Live Heats,266588,464920,Pro Junior Boys,Final,0,2658115,0,0.0,1.0,,,1,1,1,1.0
Live Heats,266589,464921,Women,R1 Seeding,0,2543862,0,1.0,2.0,3.0,1.0,2,2,1,1.0
Live Heats,266589,464921,Women,R2 Redemotion ,1,2543867,0,2.0,3.0,,,1,2,1,1.5
Live Heats,266589,464921,Women,Final,2,2543869,0,2.0,4.0,2.0,3.0,1,2,1,1.5
Live Heats,266589,464921,Women,R1 Seeding,0,2543863,1,1.0,2.0,3.0,1.0,2,2,2,2.0
Live Heats,266589,464922,Men,R1 Seeding,0,2543922,0,2.0,2.0,3.0,1.0,4,4,1,1.0
Live Heats,266589,464922,Men,R2 Redemption,1,2543926,0,2.0,3.0,,,2,4,1,2.0
Live Heats,266589,464922,Men,Quarterfinal,2,2543928,0,2.0,3.0,,,4,4,1,1.0
Live Heats,266589,464922,Men,Semifinal,3,2543932,0,2.0,3.0,,,2,4,1,2.0
Live Heats,266589,464922,Men,Final,4,2543934,0,0.0,1.0,,,1,4,1,2.5
Live Heats,266589,464922,Men,R1 Seeding,0,2543923,1,2.0,2.0,3.0,1.0,4,4,2,2.0
Live Heats,266589,464922,Men,R2 Redemption,1,2543927,1,2.0,3.0,,,2,4,2,3.0
Live Heats,266589,464922,Men,Quarterfinal,2,2543929,1,2.0,3.0,,,4,4,2,2.0
Live Heats,266589,464922,Men,Semifinal,3,2543933,1,2.0,3.0,,,2,4,2,3.0
Live Heats,266589,464922,Men,R1 Seeding,0,2543924,2,2.0,2.0,3.0,1.0,4,4,3,3.0
Live Heats,266589,464922,Men,Quarterfinal,2,2543930,2,2.0,3.0,,,4,4,3,3.0
Live Heats,266589,464922,Men,R1 Seeding,0,2543925,3,2.0,2.0,3.0,1.0,4,4,4,4.0
Live Heats,266589,464922,Men,Quarterfinal,2,2543931,3,2.0,3.0,,,4,4,4,4.0
Live Heats,266589,464923,Masters,R1 Seeding,0,2543881,0,2.0,2.0,3.0,1.0,2,2,1,1.0
Live Heats,266589,464923,Masters,R2 Redemption,1,2543884,0,2.0,3.0,,,1,2,1,1.5
Live Heats,266589,464923,Masters,Semifinal,2,2543886,0,2.0,3.0,,,2,2,1,1.0
Live Heats,266589,464923,Masters,Final,3,2543888,0,0.0,1.0,,,1,2,1,1.5
Live Heats,266589,464923,Masters,R1 Seeding,0,2543882,1,2.0,2.0,3.0,1.0,2,2,2,2.0
Live Heats,266589,464923,Masters,Semifinal,2,2543887,1,2.0,3.0,,,2,2,2,2.0
Live Heats,266589,464924,Junior Girls,Semifinal,0,2543916,0,0.0,1.0,,,2,2,1,1.0
Live Heats,266589,464924,Junior Girls,Final,1,2544202,0,0.0,1.0,,,1,2,1,1.5
Live Heats,266589,464924,Junior Girls,Semifinal,0,2544209,1,0.0,1.0,,,2,2,2,2.0
Live Heats,266589,464925,Junior Boys,Semifinal,0,2543918,0,0.0,1.0,,,2,2,1,1.0
Live Heats,266589,464925,Junior Boys,Final,1,2544222,0,0.0,1.0,,,1,2,1,1.5
Live Heats,266589,464925,Junior Boys,Semifinal,0,2544220,1,0.0,1.0,,,2,2,2,2.0
Live Heats,266589,464926,Pro Junior GIrls,Final,0,2544224,0,0.0,1.0,,,1,1,1,1.0
Live Heats,266589,464927,Pro Junior Boys,Semifinal,0,2543919,0,0.0,1.0,,,2,2,1,1.0
Live Heats,266589,464927,Pro Junior Boys,Final,1,2544226,0,0.0,1.0,,,1,2,1,1.5
Live Heats,266589,464927,Pro Junior Boys,Semifinal,0,2544225,1,0.0,1.0,,,2,2,2,2.0
Live Heats,268535,467753,Men,Round 1,0,2489989,0,,2.0,,1.0,5,5,1,1.0
Live Heats,268535,467753,Men,Round 2,1,2489995,0,,,,,2,5,1,2.5
Live Heats,268535,467753,Men,Quarterfinal,2,2490003,0,,,,,3,5,1,2.0
Live Heats,268535,467753,Men,Semifinal,3,2490006,0,,,,,2,5,1,2.5
Live Heats,268535,467753,Men,Final,4,2490008,0,,,,,1,5,1,3.0
Live Heats,268535,467753,Men,Round 1,0,2489990,1,,2.0,,1.0,5,5,2,2.0
Live Heats,268535,467753,Men,Round 2,1,2489996,1,,,,,2,5,2,3.5
Live Heats,268535,467753,Men,Quarterfinal,2,2490004,1,,,,,3,5,2,3.0
Live Heats,268535,467753,Men,Semifinal,3,2490007,1,,,,,2,5,2,3.5
Live Heats,268535,467753,Men,Round 1,0,2489991,2,,2.0,,1.0,5,5,3,3.0
Live Heats,268535,467753,Men,Quarterfinal,2,2490005,2,,,,,3,5,3,4.0
Live Heats,268535,467753,Men,Round 1,0,2489992,3,,2.0,,1.0,5,5,4,4.0
Live Heats,268535,467753,Men,Round 1,0,2489993,4,,2.0,,1.0,5,5,5,5.0
Live Heats,268535,467754,Masters,Semifinal,0,2488216,0,2.0,3.0,,,2,2,1,1.0
Live Heats,268535,467754,Masters,Final,1,2488218,0,2.0,3.0,,,1,2,1,1.5
Live Heats,268535,467754,Masters,Semifinal,0,2488217,1,2.0,3.0,,,2,2,2,2.0
Live Heats,268535,467757,Junior Girls,Final,0,2513788,0,0.0,1.0,,,1,1,1,1.0
Live Heats,268536,467760,Men,Round 1,0,2453081,0,2.0,2.0,2.0,1.0,5,5,1,1.0
Live Heats,268536,467760,Men,Round 2,1,2453086,0,2.0,2.0,,,3,5,1,2.0
Live Heats,268536,467760,Men,Quarterfinal,2,2453089,0,2.0,3.0,,,4,5,1,1.5
