source,event_id,heat_id,division_id,athlete_id,result_total,win_by,needs,place,round,round_position,heat_id_athlete_id
Live Heats,147592,2060903,290225,791455,9.17,,1.01,2,Quarterfinal,0,2060903_791455
Live Heats,147592,2060903,290225,1176369,4.5,,4.68,3,Quarterfinal,0,2060903_1176369
Live Heats,147592,2060903,290225,923857,0.0,,9.17,4,Quarterfinal,0,2060903_923857
Live Heats,147592,2060904,290225,1337275,12.83,1.83,,1,Quarterfinal,0,2060904_1337275
Live Heats,147592,2060904,290225,1176365,11.0,,1.84,2,Quarterfinal,0,2060904_1176365
Live Heats,147592,2060904,290225,791714,9.54,,1.47,3,Quarterfinal,0,2060904_791714
Live Heats,147592,2060904,290225,1176372,6.67,,4.34,4,Quarterfinal,0,2060904_1176372
Live Heats,147592,2061000,290225,791455,11.5,1.06,,1,Final,1,2061000_791455
Live Heats,147592,2061000,290225,1337275,10.44,,1.07,2,Final,1,2061000_1337275
Live Heats,147592,2061000,290225,936059,10.17,,1.34,3,Final,1,2061000_936059
Live Heats,147592,2061000,290225,1176365,9.5,,2.01,4,Final,1,2061000_1176365
Live Heats,147592,2060886,290226,1176365,12.34,3.5,,1,Round 1,0,2060886_1176365
Live Heats,147592,2060886,290226,1176372,8.84,,3.51,2,Round 1,0,2060886_1176372
Live Heats,147592,2060886,290226,1176367,8.0,,0.85,3,Round 1,0,2060886_1176367
Live Heats,147592,2060886,290226,1176368,3.0,,5.84,4,Round 1,0,2060886_1176368
Live Heats,147592,2060887,290226,923859,9.67,2.64,,1,Round 1,0,2060887_923859
Live Heats,147592,2060887,290226,936063,7.03,,2.64,2,Round 1,0,2060887_936063
Live Heats,147592,2060887,290226,1176369,4.5,,2.54,3,Round 1,0,2060887_1176369
Live Heats,147592,2060892,290226,923859,11.0,1.83,,1,Final,1,2060892_923859
Live Heats,147592,2060892,290226,1176365,9.17,,1.84,2,Final,1,2060892_1176365
Live Heats,147592,2060892,290226,936063,7.67,,3.34,3,Final,1,2060892_936063
Live Heats,147592,2060892,290226,1176372,0.0,,11.0,4,Final,1,2060892_1176372
Live Heats,187570,2623911,353317,1198522,1.0,,,1,Final,0,2623911_1198522
Live Heats,187570,2623911,353317,1122422,2.0,,,2,Final,0,2623911_1122422
Live Heats,187570,2623911,353317,1122419,3.0,,,3,Final,0,2623911_1122419
Live Heats,187570,2623911,353317,1122421,4.0,,,4,Final,0,2623911_1122421
Live Heats,187570,2623911,353317,1122424,5.0,,,5,Final,0,2623911_1122424
Live Heats,187570,2623911,353317,923883,6.0,,,6,Final,0,2623911_923883
Live Heats,187570,2623911,353317,1198353,7.0,,,7,Final,0,2623911_1198353
Live Heats,187570,2623911,353317,1113088,7.0,,,7,Final,0,2623911_1113088
Live Heats,187570,2623911,353317,1122420,9.0,,,9,Final,0,2623911_1122420
Live Heats,187570,2623911,353317,1122423,9.0,,,9,Final,0,2623911_1122423
Live Heats,187570,2623911,353317,151806,11.0,,,11,Final,0,2623911_151806
Live Heats,187570,2623911,353317,1122426,11.0,,,11,Final,0,2623911_1122426
Live Heats,187570,2623911,353317,1113092,13.0,,,13,Final,0,2623911_1113092
Live Heats,187570,2623911,353317,1122429,13.0,,,13,Final,0,2623911_1122429
Live Heats,187570,2623911,353317,1304753,15.0,,,15,Final,0,2623911_1304753
Live Heats,187570,2623911,353317,1597970,15.0,,,15,Final,0,2623911_1597970
Live Heats,187570,2623911,353317,1399573,17.0,,,17,Final,0,2623911_1399573
Live Heats,187570,2623911,353317,1122434,17.0,,,17,Final,0,2623911_1122434
Live Heats,187570,2623911,353317,1122427,19.0,,,19,Final,0,2623911_1122427
Live Heats,187570,2623911,353317,1399574,23.0,,,23,Final,0,2623911_1399574
Live Heats,187570,2623911,353317,1399572,23.0,,,23,Final,0,2623911_1399572
Live Heats,187570,2623911,353317,1399571,23.0,,,23,Final,0,2623911_1399571
Live Heats,187570,2623911,353317,1399579,24.0,,,24,Final,0,2623911_1399579
Live Heats,187570,2623911,353317,1122431,25.0,,,25,Final,0,2623911_1122431
Live Heats,187570,2623911,353317,1598003,26.0,,,26,Final,0,2623911_1598003
Live Heats,187570,2623911,353317,1543664,27.0,,,27,Final,0,2623911_1543664
Live Heats,187570,2623911,353317,1122442,28.0,,,28,Final,0,2623911_1122442
Live Heats,187570,2623911,353317,1598004,29.0,,,29,Final,0,2623911_1598004
Live Heats,187570,2623911,353317,1598005,30.0,,,30,Final,0,2623911_1598005
Live Heats,187570,2623911,353317,1543653,31.0,,,31,Final,0,2623911_1543653
Live Heats,187570,2623911,353317,1598008,32.0,,,32,Final,0,2623911_1598008
Live Heats,187570,2623911,353317,1598007,32.0,,,32,Final,0,2623911_1598007
Live Heats,187570,2623911,353317,1122457,32.0,,,32,Final,0,2623911_1122457
Live Heats,187570,2623911,353317,1598009,35.0,,,35,Final,0,2623911_1598009
Live Heats,187570,2623911,353317,1598010,36.0,,,36,Final,0,2623911_1598010
Live Heats,187570,2623911,353317,1393372,37.0,,,37,Final,0,2623911_1393372
Live Heats,187570,2623911,353317,1399581,37.0,,,37,Final,0,2623911_1399581
Live Heats,187570,2623911,353317,1122469,37.0,,,37,Final,0,2623911_1122469
Live Heats,187570,2623911,353317,1399583,37.0,,,37,Final,0,2623911_1399583
Live Heats,187570,2623911,353317,1399584,37.0,,,37,Final,0,2623911_1399584
Live Heats,187570,2623914,353318,1573703,1.0,,,1,Final,0,2623914_1573703
Live Heats,187570,2623914,353318,1122460,2.0,,,2,Final,0,2623914_1122460
Live Heats,187570,2623914,353318,1122464,3.0,,,3,Final,0,2623914_1122464
Live Heats,187570,2623914,353318,1488137,4.0,,,4,Final,0,2623914_1488137
Live Heats,187570,2623914,353318,1543675,5.0,,,5,Final,0,2623914_1543675
Live Heats,187570,2623914,353318,1399577,7.0,,,7,Final,0,2623914_1399577
Live Heats,187570,2623922,353319,1122465,1.0,,,1,Final,0,2623922_1122465
Live Heats,187570,2623922,353319,1488138,2.0,,,2,Final,0,2623922_1488138
Live Heats,187570,2623922,353319,1122466,3.0,,,3,Final,0,2623922_1122466
Live Heats,187570,2623922,353319,1122471,4.0,,,4,Final,0,2623922_1122471
Live Heats,187570,2623922,353319,1598046,5.0,,,5,Final,0,2623922_1598046
Live Heats,187570,2623922,353319,1598047,6.0,,,6,Final,0,2623922_1598047
Live Heats,187570,2623922,353319,1122468,7.0,,,7,Final,0,2623922_1122468
Live Heats,187570,2623922,353319,1598048,7.0,,,7,Final,0,2623922_1598048
Live Heats,187570,2623921,353320,1122481,1.0,,,1,Final,0,2623921_1122481
Live Heats,187570,2623921,353320,1122475,2.0,,,2,Final,0,2623921_1122475
Live Heats,187570,2623921,353320,1304754,3.0,,,3,Final,0,2623921_1304754
Live Heats,187570,2623921,353320,1399591,4.0,,,4,Final,0,2623921_1399591
Live Heats,187570,2623921,353320,1399585,5.0,,,5,Final,0,2623921_1399585
Live Heats,187570,2623921,353320,1122480,6.0,,,6,Final,0,2623921_1122480
Live Heats,187570,2623921,353320,1122479,7.0,,,7,Final,0,2623921_1122479
Live Heats,187570,2623921,353320,1122477,8.0,,,8,Final,0,2623921_1122477
Live Heats,187570,2623921,353320,1543648,9.0,,,9,Final,0,2623921_1543648
Live Heats,187570,2623921,353320,1598036,9.0,,,9,Final,0,2623921_1598036
Live Heats,187570,2623921,353320,1399588,11.0,,,11,Final,0,2623921_1399588
Live Heats,187570,2623921,353320,1399586,11.0,,,11,Final,0,2623921_1399586
Live Heats,187570,2623921,353320,1122482,13.0,,,13,Final,0,2623921_1122482
Live Heats,187570,2623921,353320,1122486,13.0,,,13,Final,0,2623921_1122486
Live Heats,187570,2623921,353320,1598037,15.0,,,15,Final,0,2623921_1598037
Live Heats,187570,2623921,353320,1598038,15.0,,,15,Final,0,2623921_1598038
Live Heats,187570,2623921,353320,1598039,17.0,,,17,Final,0,2623921_1598039
Live Heats,187570,2623921,353320,1598040,17.0,,,17,Final,0,2623921_1598040
Live Heats,187570,2623921,353320,1543651,19.0,,,19,Final,0,2623921_1543651
Live Heats,187570,2623921,353320,1598041,19.0,,,19,Final,0,2623921_1598041
Live Heats,187570,2623921,353320,1122476,21.0,,,21,Final,0,2623921_1122476
Live Heats,187570,2623921,353320,1598042,22.0,,,22,Final,0,2623921_1598042
Live Heats,187570,2623921,353320,1122485,23.0,,,23,Final,0,2623921_1122485
Live Heats,187570,2623921,353320,1598044,26.0,,,26,Final,0,2623921_1598044
Live Heats,187570,2623921,353320,1122483,26.0,,,26,Final,0,2623921_1122483
Live Heats,187570,2623921,353320,1122487,26.0,,,26,Final,0,2623921_1122487
Live Heats,187570,2623921,353320,1122488,26.0,,,26,Final,0,2623921_1122488
Live Heats,187570,2623921,353320,1122484,26.0,,,26,Final,0,2623921_1122484
Live Heats,187570,2623921,353320,1598045,29.0,,,29,Final,0,2623921_1598045
Live Heats,187570,2623921,353320,1399592,33.0,,,33,Final,0,2623921_1399592
Live Heats,187570,2623921,353320,1122474,33.0,,,33,Final,0,2623921_1122474
Live Heats,187570,2623921,353320,1399587,33.0,,,33,Final,0,2623921_1399587
Live Heats,118319,1653960,248203,1589294,1.0,,,1,Final,0,1653960_1589294
Live Heats,118319,1653960,248203,566390,2.0,,,2,Final,0,1653960_566390
Live Heats,118319,1653960,248203,769209,3.0,,,3,Final,0,1653960_769209
Live Heats,118319,1653960,248203,566393,4.0,,,4,Final,0,1653960_566393
Live Heats,118319,1653960,248203,1206272,5.0,,,5,Final,0,1653960_1206272
Live Heats,117362,1650624,247081,814748,1.0,,,1,Semifinal,0,1650624_814748
Live Heats,117362,1650624,247081,527155,1.0,,,1,Semifinal,0,1650624_527155
Live Heats,117362,1650624,247081,1165941,1.0,,,1,Semifinal,0,1650624_1165941
Live Heats,117362,1650624,247081,845736,1.0,,,1,Semifinal,0,1650624_845736
Live Heats,117362,1650624,247081,1334796,1.0,,,1,Semifinal,0,1650624_1334796
Live Heats,117362,1650624,247081,843691,1.0,,,1,Semifinal,0,1650624_843691
Live Heats,117362,1650624,247081,835109,1.0,,,1,Semifinal,0,1650624_835109
Live Heats,117362,1650624,247081,822932,1.0,,,1,Semifinal,0,1650624_822932
Live Heats,117362,1650624,247081,818279,9.0,,,9,Semifinal,0,1650624_818279
Live Heats,117362,1650624,247081,817982,9.0,,,9,Semifinal,0,1650624_817982
Live Heats,117362,1650624,247081,532103,9.0,,,9,Semifinal,0,1650624_532103
Live Heats,117362,1650624,247081,843557,9.0,,,9,Semifinal,0,1650624_843557
Live Heats,117362,1650624,247081,1409162,9.0,,,9,Semifinal,0,1650624_1409162
Live Heats,117362,1650624,247081,818679,9.0,,,9,Semifinal,0,1650624_818679
Live Heats,117362,1650624,247081,817916,9.0,,,9,Semifinal,0,1650624_817916
Live Heats,117362,1650624,247081,844750,9.0,,,9,Semifinal,0,1650624_844750
Live Heats,117362,1650624,247081,1181562,17.0,,,17,Semifinal,0,1650624_1181562
Live Heats,117362,1650624,247081,1198339,17.0,,,17,Semifinal,0,1650624_1198339
Live Heats,117362,1650624,247081,527167,17.0,,,17,Semifinal,0,1650624_527167
Live Heats,117362,1650624,247081,1166233,17.0,,,17,Semifinal,0,1650624_1166233
Live Heats,117362,1650624,247081,1176483,17.0,,,17,Semifinal,0,1650624_1176483
Live Heats,117362,1650624,247081,1166082,17.0,,,17,Semifinal,0,1650624_1166082
Live Heats,117362,1650624,247081,532107,17.0,,,17,Semifinal,0,1650624_532107
Live Heats,117362,1650624,247081,1169471,17.0,,,17,Semifinal,0,1650624_1169471
Live Heats,118385,1654224,248368,1437366,1.0,,,1,Final,0,1654224_1437366
Live Heats,118385,1654224,248368,1205557,2.0,,,2,Final,0,1654224_1205557
Live Heats,118385,1654224,248368,566301,3.0,,,3,Final,0,1654224_566301
Live Heats,118385,1654224,248368,529958,4.0,,,4,Final,0,1654224_529958
Live Heats,118385,1654224,248368,813428,5.0,,,5,Final,0,1654224_813428
Live Heats,118385,1654224,248368,1589294,5.0,,,5,Final,0,1654224_1589294
Live Heats,118385,1654224,248368,1205039,7.0,,,7,Final,0,1654224_1205039
Live Heats,118385,1654224,248368,566300,7.0,,,7,Final,0,1654224_566300
Live Heats,118385,1654224,248368,1385584,9.0,,,9,Final,0,1654224_1385584
Live Heats,118385,1654224,248368,1329185,9.0,,,9,Final,0,1654224_1329185
Live Heats,118385,1654224,248368,1385631,9.0,,,9,Final,0,1654224_1385631
Live Heats,118385,1654224,248368,776041,9.0,,,9,Final,0,1654224_776041
Live Heats,118385,1654224,248368,1207620,13.0,,,13,Final,0,1654224_1207620
Live Heats,118385,1654224,248368,791455,13.0,,,13,Final,0,1654224_791455
Live Heats,118385,1654224,248368,1600743,13.0,,,13,Final,0,1654224_1600743
Live Heats,118385,1654224,248368,1206435,13.0,,,13,Final,0,1654224_1206435
Live Heats,118385,1654224,248368,566399,17.0,,,17,Final,0,1654224_566399
Live Heats,118385,1654224,248368,1221689,17.0,,,17,Final,0,1654224_1221689
Live Heats,118385,1654224,248368,1208568,19.0,,,19,Final,0,1654224_1208568
Live Heats,118385,1654224,248368,566400,19.0,,,19,Final,0,1654224_566400
Live Heats,118385,1654224,248368,1214818,21.0,,,21,Final,0,1654224_1214818
Live Heats,118385,1654221,248369,1169635,1.0,,,1,Final,0,1654221_1169635
Live Heats,118385,1654221,248369,844750,2.0,,,2,Final,0,1654221_844750
Live Heats,118385,1654221,248369,1380909,3.0,,,3,Final,0,1654221_1380909
Live Heats,118385,1654221,248369,1222638,4.0,,,4,Final,0,1654221_1222638
Live Heats,118385,1654221,248369,1206272,5.0,,,5,Final,0,1654221_1206272
Live Heats,118715,1655145,248731,1166942,1.0,,,1,Final,0,1655145_1166942
Live Heats,118715,1655145,248731,820787,2.0,,,2,Final,0,1655145_820787
Live Heats,118715,1655145,248731,1589294,3.0,,,3,Final,0,1655145_1589294
Live Heats,118715,1655145,248731,1205855,4.0,,,4,Final,0,1655145_1205855
Live Heats,118715,1655145,248731,1167179,5.0,,,5,Final,0,1655145_1167179
Live Heats,118715,1655145,248731,769175,5.0,,,5,Final,0,1655145_769175
Live Heats,118715,1655145,248731,576093,5.0,,,5,Final,0,1655145_576093
Live Heats,118715,1655145,248731,1171423,8.0,,,8,Final,0,1655145_1171423
Live Heats,118715,1670589,248732,844750,1.0,,,1,Final,0,1670589_844750
Live Heats,118715,1670589,248732,1166082,2.0,,,2,Final,0,1670589_1166082
Live Heats,118715,1670589,248732,1170311,3.0,,,3,Final,0,1670589_1170311
Live Heats,118715,1670589,248732,1169644,4.0,,,4,Final,0,1670589_1169644
Live Heats,118715,1670589,248732,791459,5.0,,,5,Final,0,1670589_791459
Live Heats,118715,1670556,248733,1168147,1.0,,,1,Final,0,1670556_1168147
Live Heats,118715,1670556,248733,1519364,2.0,,,2,Final,0,1670556_1519364
Live Heats,118715,1670556,248733,1168121,3.0,,,3,Final,0,1670556_1168121
Live Heats,118715,1670556,248733,791453,4.0,,,4,Final,0,1670556_791453
Live Heats,118715,1670556,248733,791454,5.0,,,5,Final,0,1670556_791454
Live Heats,118715,1670556,248733,576097,5.0,,,5,Final,0,1670556_576097
Live Heats,118715,1670556,248733,1171845,5.0,,,5,Final,0,1670556_1171845
Live Heats,118715,1670556,248733,791455,9.0,,,9,Final,0,1670556_791455
Live Heats,118715,1670556,248733,1514106,12.0,,,12,Final,0,1670556_1514106
Live Heats,118715,1670622,253879,1165931,1.0,,,1,Final,0,1670622_1165931
Live Heats,118715,1670622,253879,1166237,2.0,,,2,Final,0,1670622_1166237
Live Heats,118715,1670622,253879,1176427,3.0,,,3,Final,0,1670622_1176427
Live Heats,118715,1670623,253880,1169643,1.0,,,1,Final,0,1670623_1169643
Live Heats,118715,1670623,253880,1167311,2.0,,,2,Final,0,1670623_1167311
Live Heats,118715,1670623,253880,1170707,3.0,,,3,Final,0,1670623_1170707
Live Heats,147591,1902810,290217,856823,10.0,5.0,,1,Round 1,0,1902810_856823
Live Heats,147591,1902810,290217,1065219,5.0,,5.01,2,Round 1,0,1902810_1065219
Live Heats,147591,1902810,290217,936057,1.0,,4.01,3,Round 1,0,1902810_936057
Live Heats,147591,1902810,290217,923881,0.0,,5.01,4,Round 1,0,1902810_923881
Live Heats,147591,1902811,290217,791484,10.0,5.0,,1,Round 1,0,1902811_791484
Live Heats,147591,1902811,290217,1337275,5.0,,5.01,2,Round 1,0,1902811_1337275
Live Heats,147591,1902811,290217,1050269,1.0,,4.01,3,Round 1,0,1902811_1050269
Live Heats,147591,1902811,290217,1103795,0.0,,5.01,4,Round 1,0,1902811_1103795
Live Heats,147591,1902812,290217,936059,10.0,5.0,,1,Round 1,0,1902812_936059
Live Heats,147591,1902812,290217,791485,5.0,,5.01,2,Round 1,0,1902812_791485
Live Heats,147591,1902812,290217,1103762,3.0,,2.01,3,Round 1,0,1902812_1103762
Live Heats,147591,1902812,290217,791455,1.0,,4.01,4,Round 1,0,1902812_791455
Live Heats,147591,1902813,290217,791455,10.0,5.0,,1,Round 2,1,1902813_791455
Live Heats,147591,1902813,290217,936057,5.0,,5.01,2,Round 2,1,1902813_936057
Live Heats,147591,1902813,290217,1050269,3.0,,2.01,3,Round 2,1,1902813_1050269
Live Heats,147591,1902813,290217,1103762,1.0,,4.01,4,Round 2,1,1902813_1103762
Live Heats,147591,1902813,290217,1103795,0.0,,5.01,5,Round 2,1,1902813_1103795
Live Heats,147591,1902813,290217,923881,0.0,,5.01,5,Round 2,1,1902813_923881
Live Heats,147591,1902815,290217,856823,10.0,5.0,,1,Round 3,2,1902815_856823
Live Heats,147591,1902815,290217,1337275,5.0,,5.01,2,Round 3,2,1902815_1337275
Live Heats,147591,1902815,290217,936057,3.0,,2.01,3,Round 3,2,1902815_936057
Live Heats,147591,1902815,290217,791485,1.0,,4.01,4,Round 3,2,1902815_791485
Live Heats,147591,1902816,290217,791484,10.0,5.0,,1,Round 3,2,1902816_791484
Live Heats,147591,1902816,290217,936059,5.0,,5.01,2,Round 3,2,1902816_936059
Live Heats,147591,1902816,290217,1065219,3.0,,2.01,3,Round 3,2,1902816_1065219
Live Heats,147591,1902816,290217,791455,1.0,,4.01,4,Round 3,2,1902816_791455
Live Heats,147591,1902817,290217,856823,10.0,5.0,,1,Round 4,3,1902817_856823
Live Heats,147591,1902817,290217,791484,5.0,,5.01,2,Round 4,3,1902817_791484
Live Heats,147591,1902817,290217,1337275,3.0,,2.01,3,Round 4,3,1902817_1337275
Live Heats,147591,1902817,290217,936059,1.0,,2.01,4,Round 4,3,1902817_936059
Live Heats,147591,1904988,290217,776765,14.0,3.33,,1,Round 5,4,1904988_776765
Live Heats,147591,1904988,290217,1111075,10.67,,3.34,2,Round 5,4,1904988_1111075
Live Heats,147591,1904988,290217,1111074,9.5,,1.18,3,Round 5,4,1904988_1111074
Live Heats,147591,1904988,290217,1111076,7.5,,3.18,4,Round 5,4,1904988_1111076
Live Heats,147591,1904989,290217,776765,13.83,0.33,,1,Round 6,5,1904989_776765
Live Heats,147591,1904989,290217,1103795,13.5,,0.34,2,Round 6,5,1904989_1103795
Live Heats,147591,1904989,290217,1111075,10.17,,3.33,3,Round 6,5,1904989_1111075
Live Heats,147591,1904989,290217,923881,0.0,,13.51,4,Round 6,5,1904989_923881
Live Heats,147591,1904990,290217,776765,13.5,2.8,,1,Round 7,6,1904990_776765
Live Heats,147591,1904990,290217,1103795,10.7,,2.81,2,Round 7,6,1904990_1103795
Live Heats,147591,1904990,290217,1050269,8.83,,1.88,3,Round 7,6,1904990_1050269
Live Heats,147591,1904990,290217,1103762,6.34,,4.37,4,Round 7,6,1904990_1103762
Live Heats,147591,1904991,290217,776765,16.83,2.75,,1,Round 8,7,1904991_776765
Live Heats,147591,1904991,290217,1103795,14.08,,2.76,2,Round 8,7,1904991_1103795
Live Heats,147591,1904991,290217,791485,13.75,,0.34,3,Round 8,7,1904991_791485
Live Heats,147591,1904991,290217,791455,9.67,,4.42,4,Round 8,7,1904991_791455
Live Heats,147591,1904992,290217,776765,15.2,3.26,,1,Round 9,8,1904992_776765
Live Heats,147591,1904992,290217,1103795,11.94,,3.27,2,Round 9,8,1904992_1103795
Live Heats,147591,1904992,290217,936057,10.37,,1.58,3,Round 9,8,1904992_936057
Live Heats,147591,1904992,290217,1065219,0.0,,11.95,4,Round 9,8,1904992_1065219
Live Heats,147591,1904993,290217,776765,18.27,3.81,,1,Round 10,9,1904993_776765
Live Heats,147591,1904993,290217,936059,14.46,,3.82,2,Round 10,9,1904993_936059
Live Heats,147591,1904993,290217,1103795,13.76,,4.52,3,Round 10,9,1904993_1103795
Live Heats,147591,1904994,290217,776765,18.56,5.03,,1,Quarterfinal,10,1904994_776765
Live Heats,147591,1904994,290217,1337275,13.53,,5.04,2,Quarterfinal,10,1904994_1337275
Live Heats,147591,1909380,290217,776765,14.0,0.67,,1,Semifinal,11,1909380_776765
Live Heats,147591,1909380,290217,791484,13.33,,0.68,2,Semifinal,11,1909380_791484
Live Heats,147591,1909381,290217,776765,18.73,0.23,,1,Final,12,1909381_776765
Live Heats,147591,1909381,290217,856823,18.5,,0.23,2,Final,12,1909381_856823
Live Heats,147591,1909384,290217,776765,15.33,1.33,,1,Final,13,1909384_776765
Live Heats,147591,1909384,290217,856823,14.0,,1.33,2,Final,13,1909384_856823
Live Heats,147591,1902069,290218,1050500,10.0,10.0,,1,Round 1,0,1902069_1050500
Live Heats,147591,1902069,290218,529331,0.0,,10.01,2,Round 1,0,1902069_529331
Live Heats,147591,1902070,290218,1111080,13.83,11.5,,1,Quarterfinal ,1,1902070_1111080
Live Heats,147591,1902070,290218,1111079,2.33,,13.84,2,Quarterfinal ,1,1902070_1111079
Live Heats,147591,1902071,290218,1111080,1.0,1.0,,1,Semifinal,2,1902071_1111080
Live Heats,147591,1902071,290218,529331,0.0,,1.01,2,Semifinal,2,1902071_529331
Live Heats,147591,1902072,290218,1111080,1.0,1.0,,1,Final,3,1902072_1111080
Live Heats,147591,1902072,290218,1050500,0.0,,1.01,2,Final,3,1902072_1050500
Live Heats,147591,1909454,290218,1111080,1.0,1.0,,1,Final,4,1909454_1111080
Live Heats,147591,1909454,290218,1050500,0.0,,1.01,2,Final,4,1909454_1050500
Live Heats,147591,1902065,290219,1065219,10.0,5.0,,1,Round 1,0,1902065_1065219
Live Heats,147591,1902065,290219,1050467,5.0,,5.01,2,Round 1,0,1902065_1050467
Live Heats,147591,1902065,290219,936061,0.0,,10.01,3,Round 1,0,1902065_936061
Live Heats,147591,1902066,290219,1065219,10.0,5.0,,1,Double Round 2,1,1902066_1065219
Live Heats,147591,1902066,290219,936061,5.0,,5.01,2,Double Round 2,1,1902066_936061
Live Heats,147591,1902066,290219,1050467,1.0,,9.01,3,Double Round 2,1,1902066_1050467
Live Heats,147591,1902067,290219,936061,9.63,7.56,,1,Semifinal,2,1902067_936061
Live Heats,147591,1902067,290219,1111079,2.07,,7.56,2,Semifinal,2,1902067_1111079
Live Heats,147591,1902067,290219,1050467,0.0,,9.63,3,Semifinal,2,1902067_1050467
Live Heats,147591,1902068,290219,936061,1.0,1.0,,1,Final,3,1902068_936061
Live Heats,147591,1902068,290219,1065219,0.0,,1.01,2,Final,3,1902068_1065219
Live Heats,147591,1909453,290219,936061,1.0,1.0,,1,Final,4,1909453_936061
Live Heats,147591,1909453,290219,1065219,0.0,,1.01,2,Final,4,1909453_1065219
Live Heats,147591,1902688,290220,924052,10.0,5.0,,1,Round 1,0,1902688_924052
Live Heats,147591,1902688,290220,791714,5.0,,5.01,2,Round 1,0,1902688_791714
Live Heats,147591,1902688,290220,791455,1.0,,4.01,3,Round 1,0,1902688_791455
Live Heats,147591,1902688,290220,936057,0.0,,5.01,4,Round 1,0,1902688_936057
Live Heats,147591,1902689,290220,791615,10.0,9.0,,1,Round 1,0,1902689_791615
Live Heats,147591,1902689,290220,791617,10.0,9.0,0.01,1,Round 1,0,1902689_791617
Live Heats,147591,1902689,290220,924051,1.0,,9.01,3,Round 1,0,1902689_924051
Live Heats,147591,1902689,290220,1050502,0.0,,10.01,4,Round 1,0,1902689_1050502
Live Heats,147591,1902690,290220,1337275,10.0,5.0,,1,Round 1,0,1902690_1337275
Live Heats,147591,1902690,290220,936059,5.0,,5.01,2,Round 1,0,1902690_936059
Live Heats,147591,1902690,290220,923881,0.0,,5.01,3,Round 1,0,1902690_923881
Live Heats,147591,1902691,290220,791455,1.0,1.0,,1,Round 2,1,1902691_791455
Live Heats,147591,1902691,290220,924051,1.0,1.0,0.01,1,Round 2,1,1902691_924051
Live Heats,147591,1902691,290220,936057,0.0,,1.01,3,Round 2,1,1902691_936057
Live Heats,147591,1902691,290220,923881,0.0,,1.01,3,Round 2,1,1902691_923881
Live Heats,147591,1902691,290220,1050502,0.0,,1.01,3,Round 2,1,1902691_1050502
Live Heats,147591,1902693,290220,936059,10.0,5.0,,1,Round 3,2,1902693_936059
Live Heats,147591,1902693,290220,791617,5.0,,5.01,2,Round 3,2,1902693_791617
Live Heats,147591,1902693,290220,924051,3.0,,2.01,3,Round 3,2,1902693_924051
Live Heats,147591,1902693,290220,924052,1.0,,4.01,4,Round 3,2,1902693_924052
Live Heats,147591,1902694,290220,1337275,10.0,5.0,,1,Round 3,2,1902694_1337275
Live Heats,147591,1902694,290220,791714,5.0,,5.01,2,Round 3,2,1902694_791714
Live Heats,147591,1902694,290220,791615,3.0,,2.01,3,Round 3,2,1902694_791615
Live Heats,147591,1902694,290220,791455,1.0,,4.01,4,Round 3,2,1902694_791455
Live Heats,147591,1902695,290220,936059,10.0,5.0,,1,Round 4,3,1902695_936059
Live Heats,147591,1902695,290220,1337275,5.0,,5.01,2,Round 4,3,1902695_1337275
Live Heats,147591,1902695,290220,791617,3.0,,2.01,3,Round 4,3,1902695_791617
Live Heats,147591,1902695,290220,791714,1.0,,2.01,4,Round 4,3,1902695_791714
Live Heats,147591,1904995,290220,923857,15.66,5.82,,1,Round 5,4,1904995_923857
Live Heats,147591,1904995,290220,1111071,9.84,,5.83,2,Round 5,4,1904995_1111071
Live Heats,147591,1904995,290220,1111072,9.67,,0.17,3,Round 5,4,1904995_1111072
Live Heats,147591,1904996,290220,1111071,9.67,1.01,,1,Round 6,5,1904996_1111071
Live Heats,147591,1904996,290220,923857,8.66,,1.02,2,Round 6,5,1904996_923857
Live Heats,147591,1904996,290220,1050502,2.67,,5.99,3,Round 6,5,1904996_1050502
Live Heats,147591,1904996,290220,923881,0.0,,8.66,4,Round 6,5,1904996_923881
Live Heats,147591,1904997,290220,923857,11.33,1.0,,1,Round 7,6,1904997_923857
Live Heats,147591,1904997,290220,791455,10.33,,1.01,2,Round 7,6,1904997_791455
Live Heats,147591,1904997,290220,1111071,9.84,,0.49,3,Round 7,6,1904997_1111071
Live Heats,147591,1904997,290220,924052,0.0,,10.33,4,Round 7,6,1904997_924052
Live Heats,147591,1904998,290220,924051,14.66,2.99,,1,Round 8,7,1904998_924051
Live Heats,147591,1904998,290220,791615,11.67,,3.0,2,Round 8,7,1904998_791615
Live Heats,147591,1904998,290220,923857,11.67,,0.01,3,Round 8,7,1904998_923857
Live Heats,147591,1904998,290220,791455,11.51,,0.17,4,Round 8,7,1904998_791455
Live Heats,147591,1904999,290220,791714,11.46,0.23,,1,Round 9,8,1904999_791714
Live Heats,147591,1904999,290220,791615,11.23,,0.23,2,Round 9,8,1904999_791615
Live Heats,147591,1904999,290220,924051,9.57,,1.89,3,Round 9,8,1904999_924051
Live Heats,147591,1905000,290220,791617,1.0,0.5,,1,Quarterfinal ,9,1905000_791617
Live Heats,147591,1905000,290220,791615,0.5,,0.51,2,Quarterfinal ,9,1905000_791615
Live Heats,147591,1909353,290220,791617,13.27,4.6,,1,Semifinal,10,1909353_791617
Live Heats,147591,1909353,290220,1337275,8.67,,4.61,2,Semifinal,10,1909353_1337275
