source,event_id,heat_id,division_id,athlete_id,result_total,win_by,needs,place,round,round_position,heat_id_athlete_id
Live Heats,147526,1764576,290156,1349792,17.0,,,17,Final,0,1764576_1349792
Live Heats,147526,1764576,290156,923883,17.0,,,17,Final,0,1764576_923883
Live Heats,147526,1764576,290156,923902,17.0,,,17,Final,0,1764576_923902
Live Heats,147526,1764576,290156,923882,17.0,,,17,Final,0,1764576_923882
Live Heats,147526,1764576,290156,923901,17.0,,,17,Final,0,1764576_923901
Live Heats,147526,1764576,290156,923887,17.0,,,17,Final,0,1764576_923887
Live Heats,147526,1764576,290156,923904,17.0,,,17,Final,0,1764576_923904
Live Heats,147526,1764573,290158,1576025,1.0,,,1,Final,0,1764573_1576025
Live Heats,147526,1764573,290158,1576322,2.0,,,2,Final,0,1764573_1576322
Live Heats,147526,1764573,290158,923882,3.0,,,3,Final,0,1764573_923882
Live Heats,147526,1764573,290158,923883,4.0,,,4,Final,0,1764573_923883
Live Heats,147526,1764573,290158,923888,5.0,,,5,Final,0,1764573_923888
Live Heats,147526,1764573,290158,923886,5.0,,,5,Final,0,1764573_923886
Live Heats,147526,1764573,290158,923887,5.0,,,5,Final,0,1764573_923887
Live Heats,147526,1764573,290158,923884,5.0,,,5,Final,0,1764573_923884
Live Heats,147526,1764573,290158,923889,9.0,,,9,Final,0,1764573_923889
Live Heats,164024,1832292,315787,1202340,1.0,,,1,Final,0,1832292_1202340
Live Heats,164024,1832292,315787,1205619,2.0,,,2,Final,0,1832292_1205619
Live Heats,164024,1832292,315787,1199509,3.0,,,3,Final,0,1832292_1199509
Live Heats,164024,1832292,315787,791485,4.0,,,4,Final,0,1832292_791485
Live Heats,164024,1832292,315787,999815,5.0,,,5,Final,0,1832292_999815
Live Heats,164024,1832292,315787,1206477,5.0,,,5,Final,0,1832292_1206477
Live Heats,164024,1832292,315787,999813,7.0,,,7,Final,0,1832292_999813
Live Heats,164024,1832292,315787,999817,7.0,,,7,Final,0,1832292_999817
Live Heats,164024,1832292,315787,791455,9.0,,,9,Final,0,1832292_791455
Live Heats,164024,1832292,315787,1197966,9.0,,,9,Final,0,1832292_1197966
Live Heats,164024,1832292,315787,1000711,11.0,,,11,Final,0,1832292_1000711
Live Heats,164024,1832292,315787,1557058,11.0,,,11,Final,0,1832292_1557058
Live Heats,164024,1832292,315787,566400,13.0,,,13,Final,0,1832292_566400
Live Heats,72489,1654254,168257,776105,1.0,,,1,Final,0,1654254_776105
Live Heats,72489,1654254,168257,776106,2.0,,,2,Final,0,1654254_776106
Live Heats,72489,1654254,168257,776107,3.0,,,3,Final,0,1654254_776107
Live Heats,72489,1654254,168257,776138,4.0,,,4,Final,0,1654254_776138
Live Heats,72489,1654254,168257,776139,5.0,,,5,Final,0,1654254_776139
Live Heats,72489,1654254,168257,776140,6.0,,,6,Final,0,1654254_776140
Live Heats,72489,1654287,168258,1589294,1.0,,,1,Final,0,1654287_1589294
Live Heats,72489,1654287,168258,776171,2.0,,,2,Final,0,1654287_776171
Live Heats,72489,1654288,168259,30676,1.0,,,1,Final,0,1654288_30676
Live Heats,72489,1654288,168259,776006,2.0,,,2,Final,0,1654288_776006
Live Heats,72489,1654288,168259,776172,3.0,,,3,Final,0,1654288_776172
Live Heats,72489,1654288,168259,776173,4.0,,,4,Final,0,1654288_776173
Live Heats,72489,1654288,168259,776171,5.0,,,5,Final,0,1654288_776171
Live Heats,72489,1654289,168260,776174,1.0,,,1,Final,0,1654289_776174
Live Heats,72489,1654289,168260,776175,2.0,,,2,Final,0,1654289_776175
Live Heats,72489,1654289,168260,1306332,3.0,,,3,Final,0,1654289_1306332
Live Heats,72489,1654289,168260,776177,4.0,,,4,Final,0,1654289_776177
Live Heats,72489,1654289,168260,776178,5.0,,,5,Final,0,1654289_776178
Live Heats,117331,1764542,247053,527155,1.0,,,1,Final,0,1764542_527155
Live Heats,117331,1764542,247053,1171826,2.0,,,2,Final,0,1764542_1171826
Live Heats,117331,1764542,247053,822932,3.0,,,3,Final,0,1764542_822932
Live Heats,117331,1764542,247053,845736,4.0,,,4,Final,0,1764542_845736
Live Heats,117331,1764542,247053,814748,5.0,,,5,Final,0,1764542_814748
Live Heats,117331,1764542,247053,837486,6.0,,,6,Final,0,1764542_837486
Live Heats,117331,1764542,247053,1198339,7.0,,,7,Final,0,1764542_1198339
Live Heats,117331,1764542,247053,923487,7.0,,,7,Final,0,1764542_923487
Live Heats,117331,1764542,247053,820094,9.0,,,9,Final,0,1764542_820094
Live Heats,117331,1764542,247053,1334796,9.0,,,9,Final,0,1764542_1334796
Live Heats,117331,1764542,247053,530552,9.0,,,9,Final,0,1764542_530552
Live Heats,117331,1764542,247053,1578513,9.0,,,9,Final,0,1764542_1578513
Live Heats,117331,1764542,247053,818279,13.0,,,13,Final,0,1764542_818279
Live Heats,117331,1764542,247053,819666,13.0,,,13,Final,0,1764542_819666
Live Heats,117331,1764542,247053,1169354,13.0,,,13,Final,0,1764542_1169354
Live Heats,117331,1764542,247053,1411927,13.0,,,13,Final,0,1764542_1411927
Live Heats,117331,1764542,247053,818679,17.0,,,17,Final,0,1764542_818679
Live Heats,117331,1764542,247053,843557,17.0,,,17,Final,0,1764542_843557
Live Heats,117331,1764542,247053,1169635,17.0,,,17,Final,0,1764542_1169635
Live Heats,117331,1764542,247053,1200379,17.0,,,17,Final,0,1764542_1200379
Live Heats,117331,1764542,247053,1408086,17.0,,,17,Final,0,1764542_1408086
Live Heats,117331,1764542,247053,1409162,17.0,,,17,Final,0,1764542_1409162
Live Heats,117331,1764542,247053,1200835,17.0,,,17,Final,0,1764542_1200835
Live Heats,117331,1764542,247053,1200826,17.0,,,17,Final,0,1764542_1200826
Live Heats,117331,1764542,247053,817916,25.0,,,25,Final,0,1764542_817916
Live Heats,117331,1764542,247053,835109,25.0,,,25,Final,0,1764542_835109
Live Heats,117331,1764542,247053,1165941,25.0,,,25,Final,0,1764542_1165941
Live Heats,117331,1764542,247053,844750,25.0,,,25,Final,0,1764542_844750
Live Heats,117331,1764542,247053,1392368,25.0,,,25,Final,0,1764542_1392368
Live Heats,117331,1764542,247053,530553,25.0,,,25,Final,0,1764542_530553
Live Heats,117331,1764542,247053,923493,25.0,,,25,Final,0,1764542_923493
Live Heats,117331,1764542,247053,923492,25.0,,,25,Final,0,1764542_923492
Live Heats,117331,1764542,247053,923494,33.0,,,33,Final,0,1764542_923494
Live Heats,117331,1764542,247053,1169471,33.0,,,33,Final,0,1764542_1169471
Live Heats,117331,1764542,247053,923485,33.0,,,33,Final,0,1764542_923485
Live Heats,117331,1764542,247053,1166233,33.0,,,33,Final,0,1764542_1166233
Live Heats,117331,1764542,247053,817949,33.0,,,33,Final,0,1764542_817949
Live Heats,117331,1764542,247053,1163257,33.0,,,33,Final,0,1764542_1163257
Live Heats,117331,1764542,247053,830095,33.0,,,33,Final,0,1764542_830095
Live Heats,117331,1764542,247053,923495,33.0,,,33,Final,0,1764542_923495
Live Heats,117331,1764542,247053,923497,33.0,,,33,Final,0,1764542_923497
Live Heats,117331,1764542,247053,530548,33.0,,,33,Final,0,1764542_530548
Live Heats,117331,1764542,247053,1181562,33.0,,,33,Final,0,1764542_1181562
Live Heats,117331,1764542,247053,923498,33.0,,,33,Final,0,1764542_923498
Live Heats,117331,1764542,247053,1166082,33.0,,,33,Final,0,1764542_1166082
Live Heats,117331,1764542,247053,775151,33.0,,,33,Final,0,1764542_775151
Live Heats,117331,1764542,247053,817982,33.0,,,33,Final,0,1764542_817982
Live Heats,117331,1764508,247054,923330,1.0,,,1,Final,0,1764508_923330
Live Heats,117331,1764508,247054,820127,2.0,,,2,Final,0,1764508_820127
Live Heats,117331,1764508,247054,1210135,3.0,,,3,Final,0,1764508_1210135
Live Heats,117331,1764508,247054,923332,4.0,,,4,Final,0,1764508_923332
Live Heats,117331,1764508,247054,1205034,5.0,,,5,Final,0,1764508_1205034
Live Heats,117331,1764508,247054,1207521,6.0,,,6,Final,0,1764508_1207521
Live Heats,117331,1764508,247054,815441,7.0,,,7,Final,0,1764508_815441
Live Heats,117331,1764508,247054,923335,7.0,,,7,Final,0,1764508_923335
Live Heats,117331,1764508,247054,1198918,9.0,,,9,Final,0,1764508_1198918
Live Heats,117331,1764508,247054,1205855,9.0,,,9,Final,0,1764508_1205855
Live Heats,117331,1764508,247054,820028,9.0,,,9,Final,0,1764508_820028
Live Heats,117331,1764508,247054,1177773,9.0,,,9,Final,0,1764508_1177773
Live Heats,117331,1764508,247054,923339,13.0,,,13,Final,0,1764508_923339
Live Heats,117331,1764508,247054,923341,13.0,,,13,Final,0,1764508_923341
Live Heats,117331,1764508,247054,1203243,13.0,,,13,Final,0,1764508_1203243
Live Heats,117331,1764508,247054,923338,13.0,,,13,Final,0,1764508_923338
Live Heats,117331,1764508,247054,923342,17.0,,,17,Final,0,1764508_923342
Live Heats,117331,1883664,247055,1169635,1.0,,,1,Final,0,1883664_1169635
Live Heats,117331,1883664,247055,923450,2.0,,,2,Final,0,1883664_923450
Live Heats,117331,1883664,247055,1576025,3.0,,,3,Final,0,1883664_1576025
Live Heats,117331,1883664,247055,844750,4.0,,,4,Final,0,1883664_844750
Live Heats,117331,1883664,247055,1576322,5.0,,,5,Final,0,1883664_1576322
Live Heats,117331,1883664,247055,923485,6.0,,,6,Final,0,1883664_923485
Live Heats,117331,1883664,247055,775151,7.0,,,7,Final,0,1883664_775151
Live Heats,117331,1883664,247055,1176481,7.0,,,7,Final,0,1883664_1176481
Live Heats,117331,1883664,247055,1585991,9.0,,,9,Final,0,1883664_1585991
Live Heats,117331,1883664,247055,1076613,9.0,,,9,Final,0,1883664_1076613
Live Heats,117331,1883664,247055,1076612,9.0,,,9,Final,0,1883664_1076612
Live Heats,117331,1883664,247055,923495,9.0,,,9,Final,0,1883664_923495
Live Heats,117331,1883664,247055,1198581,13.0,,,13,Final,0,1883664_1198581
Live Heats,117331,1883664,247055,1076615,13.0,,,13,Final,0,1883664_1076615
Live Heats,117331,1883664,247055,1076618,13.0,,,13,Final,0,1883664_1076618
Live Heats,117331,1883664,247055,923883,13.0,,,13,Final,0,1883664_923883
Live Heats,117331,1883664,247055,1076619,17.0,,,17,Final,0,1883664_1076619
Live Heats,117331,1883664,247055,1076620,17.0,,,17,Final,0,1883664_1076620
Live Heats,117331,1764509,247056,923345,1.0,,,1,Final,0,1764509_923345
Live Heats,117331,1764509,247056,923350,2.0,,,2,Final,0,1764509_923350
Live Heats,117331,1764509,247056,1205039,3.0,,,3,Final,0,1764509_1205039
Live Heats,117331,1764509,247056,923348,4.0,,,4,Final,0,1764509_923348
Live Heats,117331,1764509,247056,923349,4.0,,,4,Final,0,1764509_923349
Live Heats,117331,1764541,290080,1207521,1.0,,,1,Final,0,1764541_1207521
Live Heats,117331,1764541,290080,923335,2.0,,,2,Final,0,1764541_923335
Live Heats,117331,1764541,290080,1177773,3.0,,,3,Final,0,1764541_1177773
Live Heats,117331,1764541,290080,1198918,4.0,,,4,Final,0,1764541_1198918
Live Heats,117331,1764541,290080,923341,5.0,,,5,Final,0,1764541_923341
Live Heats,117331,1883663,293776,937046,1.0,,,1,Final,0,1883663_937046
Live Heats,117331,1883663,293776,937047,2.0,,,2,Final,0,1883663_937047
Live Heats,117331,1883663,293776,1166082,3.0,,,3,Final,0,1883663_1166082
Live Heats,117331,1883663,293776,937048,4.0,,,4,Final,0,1883663_937048
Live Heats,117331,1883663,293776,937049,5.0,,,5,Final,0,1883663_937049
Live Heats,117331,1883663,293776,937050,6.0,,,6,Final,0,1883663_937050
Live Heats,117331,1883663,293776,1065416,7.0,,,7,Final,0,1883663_1065416
Live Heats,117331,1883663,293776,1076610,7.0,,,7,Final,0,1883663_1076610
Live Heats,117331,1883663,293776,1076611,7.0,,,7,Final,0,1883663_1076611
Live Heats,117331,1883662,293777,1167311,1.0,,,1,Final,0,1883662_1167311
Live Heats,117331,1883662,293777,937113,2.0,,,2,Final,0,1883662_937113
Live Heats,117331,1883662,293777,923887,3.0,,,3,Final,0,1883662_923887
Live Heats,117331,1883662,293777,923886,4.0,,,4,Final,0,1883662_923886
Live Heats,117331,1883662,293777,923888,5.0,,,5,Final,0,1883662_923888
Live Heats,117331,1883662,293777,937115,6.0,,,6,Final,0,1883662_937115
Live Heats,117331,1883662,293777,1076608,7.0,,,7,Final,0,1883662_1076608
Live Heats,117331,1883662,293777,1076609,7.0,,,7,Final,0,1883662_1076609
Live Heats,117331,1883662,293777,1076607,7.0,,,7,Final,0,1883662_1076607
Live Heats,117331,1773021,293809,815441,1.0,,,1,Final,0,1773021_815441
Live Heats,117331,1773021,293809,937178,2.0,,,2,Final,0,1773021_937178
Live Heats,117331,1773021,293809,937179,3.0,,,3,Final,0,1773021_937179
Live Heats,72452,1720244,168196,818679,10.0,10.0,,1,Round 1,0,1720244_818679
Live Heats,72452,1720244,168196,1169635,10.0,10.0,5.01,1,Round 1,0,1720244_1169635
Live Heats,72452,1720244,168196,814748,0.0,,10.0,3,Round 1,0,1720244_814748
Live Heats,72452,1720245,168196,843691,12.7,1.67,,1,Round 1,0,1720245_843691
Live Heats,72452,1720245,168196,845736,11.03,,6.9,2,Round 1,0,1720245_845736
Live Heats,72452,1720245,168196,527167,9.97,,5.96,3,Round 1,0,1720245_527167
Live Heats,72452,1720245,168196,818180,5.7,,8.0,4,Round 1,0,1720245_818180
Live Heats,72452,1720246,168196,847319,12.07,1.67,,1,Round 1,0,1720246_847319
Live Heats,72452,1720246,168196,817982,10.4,,6.77,2,Round 1,0,1720246_817982
Live Heats,72452,1720246,168196,820094,8.8,,5.97,3,Round 1,0,1720246_820094
Live Heats,72452,1720246,168196,838673,1.0,,9.4,4,Round 1,0,1720246_838673
Live Heats,72452,1720247,168196,817949,14.8,1.06,,1,Round 1,0,1720247_817949
Live Heats,72452,1720247,168196,1165941,13.74,,7.83,2,Round 1,0,1720247_1165941
Live Heats,72452,1720247,168196,1578513,8.77,,9.24,3,Round 1,0,1720247_1578513
Live Heats,72452,1720247,168196,856823,0.0,,13.75,4,Round 1,0,1720247_856823
Live Heats,72452,1720248,168196,1334796,13.86,3.53,,1,Round 1,0,1720248_1334796
Live Heats,72452,1720248,168196,843557,10.33,,8.53,2,Round 1,0,1720248_843557
Live Heats,72452,1720248,168196,830753,9.04,,5.17,3,Round 1,0,1720248_830753
Live Heats,72452,1720248,168196,830095,7.8,,6.43,4,Round 1,0,1720248_830095
Live Heats,72452,1720249,168196,837486,12.66,2.36,,1,Round 1,0,1720249_837486
Live Heats,72452,1720249,168196,817916,10.3,,7.43,2,Round 1,0,1720249_817916
Live Heats,72452,1720249,168196,834611,5.27,,7.3,3,Round 1,0,1720249_834611
Live Heats,72452,1720249,168196,844750,0.0,,10.31,4,Round 1,0,1720249_844750
Live Heats,72452,1720250,168196,819666,12.1,1.43,,1,Round 1,0,1720250_819666
Live Heats,72452,1720250,168196,822932,10.67,,5.94,2,Round 1,0,1720250_822932
Live Heats,72452,1720250,168196,527155,9.44,,5.01,3,Round 1,0,1720250_527155
Live Heats,72452,1720250,168196,842633,8.04,,6.11,4,Round 1,0,1720250_842633
Live Heats,72452,1720251,168196,818279,13.8,2.5,,1,Round 1,0,1720251_818279
Live Heats,72452,1720251,168196,835109,11.3,,8.0,2,Round 1,0,1720251_835109
Live Heats,72452,1720251,168196,1200826,10.23,,5.9,3,Round 1,0,1720251_1200826
Live Heats,72452,1720252,168196,845736,11.7,0.43,,1,Quarter Finals,1,1720252_845736
Live Heats,72452,1720252,168196,818679,11.27,,5.43,2,Quarter Finals,1,1720252_818679
Live Heats,72452,1720252,168196,843691,9.93,,5.88,3,Quarter Finals,1,1720252_843691
Live Heats,72452,1720252,168196,1169635,9.5,,6.3,4,Quarter Finals,1,1720252_1169635
Live Heats,72452,1720253,168196,817949,11.53,2.23,,1,Quarter Finals,1,1720253_817949
Live Heats,72452,1720253,168196,817982,9.3,,6.46,2,Quarter Finals,1,1720253_817982
Live Heats,72452,1720253,168196,1165941,8.33,,5.1,3,Quarter Finals,1,1720253_1165941
Live Heats,72452,1720253,168196,847319,7.46,,5.57,4,Quarter Finals,1,1720253_847319
Live Heats,72452,1720254,168196,1334796,11.4,0.83,,1,Quarter Finals,1,1720254_1334796
Live Heats,72452,1720254,168196,817916,10.57,,5.84,2,Quarter Finals,1,1720254_817916
Live Heats,72452,1720254,168196,837486,9.77,,5.31,3,Quarter Finals,1,1720254_837486
Live Heats,72452,1720254,168196,843557,9.6,,5.58,4,Quarter Finals,1,1720254_843557
Live Heats,72452,1720255,168196,818279,11.36,0.82,,1,Quarter Finals,1,1720255_818279
Live Heats,72452,1720255,168196,822932,10.54,,6.09,2,Quarter Finals,1,1720255_822932
Live Heats,72452,1720255,168196,819666,8.46,,5.81,3,Quarter Finals,1,1720255_819666
Live Heats,72452,1720255,168196,835109,7.77,,6.54,4,Quarter Finals,1,1720255_835109
Live Heats,72452,1720256,168196,817949,12.8,1.44,,1,Semi finals,2,1720256_817949
Live Heats,72452,1720256,168196,845736,11.36,,6.58,2,Semi finals,2,1720256_845736
Live Heats,72452,1720256,168196,818679,10.3,,5.4,3,Semi finals,2,1720256_818679
Live Heats,72452,1720256,168196,817982,10.17,,5.77,4,Semi finals,2,1720256_817982
Live Heats,72452,1720257,168196,818279,12.87,1.4,,1,Semi finals,2,1720257_818279
Live Heats,72452,1720257,168196,817916,11.47,,6.68,2,Semi finals,2,1720257_817916
Live Heats,72452,1720257,168196,1334796,11.2,,5.68,3,Semi finals,2,1720257_1334796
Live Heats,72452,1720257,168196,822932,10.86,,5.95,4,Semi finals,2,1720257_822932
Live Heats,72452,1720258,168196,817949,17.17,3.27,,1,Finals,3,1720258_817949
Live Heats,72452,1720258,168196,845736,13.9,,9.84,2,Finals,3,1720258_845736
Live Heats,72452,1720258,168196,818279,13.67,,7.04,3,Finals,3,1720258_818279
Live Heats,72452,1720258,168196,817916,13.03,,7.01,4,Finals,3,1720258_817916
Live Heats,72452,1720273,168197,815310,12.94,3.7,,1,Semifinal,0,1720273_815310
Live Heats,72452,1720273,168197,529331,9.24,,8.27,2,Semifinal,0,1720273_529331
Live Heats,72452,1720273,168197,815441,9.17,,4.44,3,Semifinal,0,1720273_815441
Live Heats,72452,1720273,168197,1589294,6.8,,4.91,4,Semifinal,0,1720273_1589294
Live Heats,72452,1720274,168197,820127,8.84,0.41,,1,Semifinal,0,1720274_820127
Live Heats,72452,1720274,168197,820028,8.43,,3.84,2,Semifinal,0,1720274_820028
Live Heats,72452,1720274,168197,820787,5.44,,5.66,3,Semifinal,0,1720274_820787
Live Heats,72452,1720275,168197,815310,15.07,1.67,,1,Final,1,1720275_815310
Live Heats,72452,1720275,168197,820127,13.4,,6.84,2,Final,1,1720275_820127
Live Heats,72452,1720275,168197,820028,11.9,,8.27,3,Final,1,1720275_820028
Live Heats,72452,1720275,168197,529331,9.63,,15.08,4,Final,1,1720275_529331
Live Heats,147528,1875618,290163,1169635,1.0,,,1,Final,0,1875618_1169635
Live Heats,147528,1875618,290163,1576025,2.0,,,2,Final,0,1875618_1576025
Live Heats,147528,1875618,290163,1396558,3.0,,,3,Final,0,1875618_1396558
Live Heats,147528,1875618,290163,923883,4.0,,,4,Final,0,1875618_923883
Live Heats,147528,1875618,290163,923485,5.0,,,5,Final,0,1875618_923485
Live Heats,147528,1875618,290163,923882,6.0,,,6,Final,0,1875618_923882
Live Heats,147528,1875618,290163,1198581,7.0,,,7,Final,0,1875618_1198581
Live Heats,147528,1875618,290163,1065219,7.0,,,7,Final,0,1875618_1065219
Live Heats,147528,1875618,290163,30676,9.0,,,9,Final,0,1875618_30676
Live Heats,147528,1875618,290163,776006,9.0,,,9,Final,0,1875618_776006
Live Heats,147528,1875618,290163,1576322,9.0,,,9,Final,0,1875618_1576322
Live Heats,147528,1877806,290164,815441,1.0,,,1,Final,0,1877806_815441
Live Heats,147528,1877806,290164,1069735,2.0,,,2,Final,0,1877806_1069735
Live Heats,147528,1877806,290164,1069737,3.0,,,3,Final,0,1877806_1069737
Live Heats,147528,1877806,290164,1069739,4.0,,,4,Final,0,1877806_1069739
Live Heats,147528,1877806,290164,1069736,5.0,,,5,Final,0,1877806_1069736
Live Heats,147528,1877806,290164,1069738,5.0,,,5,Final,0,1877806_1069738
Live Heats,147528,1875651,290165,937046,1.0,,,1,Final,0,1875651_937046
Live Heats,147528,1875651,290165,1398810,2.0,,,2,Final,0,1875651_1398810
Live Heats,147528,1875651,290165,1166082,3.0,,,3,Final,0,1875651_1166082
Live Heats,147528,1875651,290165,937050,4.0,,,4,Final,0,1875651_937050
Live Heats,147528,1875651,290165,937047,5.0,,,5,Final,0,1875651_937047
Live Heats,147528,1875651,290165,1065416,6.0,,,6,Final,0,1875651_1065416
Live Heats,147528,1877786,290167,1069707,1.0,,,1,Final,0,1877786_1069707
Live Heats,147528,1877786,290167,1069708,2.0,,,2,Final,0,1877786_1069708
Live Heats,147528,1877786,290167,1069709,3.0,,,3,Final,0,1877786_1069709
Live Heats,147528,1877786,290167,1069710,4.0,,,4,Final,0,1877786_1069710
Live Heats,147528,1877785,332984,923887,1.0,,,1,Final,0,1877785_923887
Live Heats,147528,1877785,332984,923886,2.0,,,2,Final,0,1877785_923886
Live Heats,147528,1877785,332984,937113,3.0,,,3,Final,0,1877785_937113
Live Heats,147528,1877785,332984,923888,4.0,,,4,Final,0,1877785_923888
Live Heats,220586,2106396,408814,817916,1.0,,,1,Final,0,2106396_817916
Live Heats,220586,2106396,408814,844750,2.0,,,2,Final,0,2106396_844750
Live Heats,220586,2106396,408814,835109,3.0,,,3,Final,0,2106396_835109
Live Heats,220586,2106396,408814,1166082,4.0,,,4,Final,0,2106396_1166082
Live Heats,220586,2106396,408814,1166133,5.0,,,5,Final,0,2106396_1166133
Live Heats,220586,2106396,408814,1176483,5.0,,,5,Final,0,2106396_1176483
Live Heats,220586,2106396,408814,1171678,5.0,,,5,Final,0,2106396_1171678
Live Heats,220586,2106396,408814,532107,5.0,,,5,Final,0,2106396_532107
Live Heats,220586,2106396,408814,1181562,9.0,,,9,Final,0,2106396_1181562
Live Heats,220586,2106396,408814,1183815,9.0,,,9,Final,0,2106396_1183815
Live Heats,220586,2106396,408814,1182249,9.0,,,9,Final,0,2106396_1182249
Live Heats,220586,2106396,408814,1210022,9.0,,,9,Final,0,2106396_1210022
Live Heats,220586,2106396,408814,576097,9.0,,,9,Final,0,2106396_576097
Live Heats,220586,2106396,408814,1168151,9.0,,,9,Final,0,2106396_1168151
Live Heats,220586,2106396,408814,1168159,9.0,,,9,Final,0,2106396_1168159
Live Heats,220586,2106396,408814,1170311,9.0,,,9,Final,0,2106396_1170311
Live Heats,220586,2106396,408814,1167311,17.0,,,17,Final,0,2106396_1167311
Live Heats,220586,2106396,408814,1171845,17.0,,,17,Final,0,2106396_1171845
Live Heats,220586,2106396,408814,1210024,17.0,,,17,Final,0,2106396_1210024
Live Heats,220586,2106396,408814,1170707,17.0,,,17,Final,0,2106396_1170707
Live Heats,220586,2106396,408814,1168576,17.0,,,17,Final,0,2106396_1168576
Live Heats,220586,2106398,408815,1167179,1.0,,,1,Final,0,2106398_1167179
Live Heats,220586,2106398,408815,576093,2.0,,,2,Final,0,2106398_576093
Live Heats,220586,2106398,408815,1171423,3.0,,,3,Final,0,2106398_1171423
Live Heats,220586,2106398,408815,1166237,4.0,,,4,Final,0,2106398_1166237
Live Heats,220586,2106398,408815,1170331,5.0,,,5,Final,0,2106398_1170331
Live Heats,220586,2106398,408815,1165931,5.0,,,5,Final,0,2106398_1165931
Live Heats,164717,1832789,315939,1017451,1.0,,,1,Final,0,1832789_1017451
Live Heats,164717,1832789,315939,1205039,2.0,,,2,Final,0,1832789_1205039
Live Heats,164717,1832789,315939,1205619,3.0,,,3,Final,0,1832789_1205619
Live Heats,164717,1832789,315939,1385584,4.0,,,4,Final,0,1832789_1385584
Live Heats,164717,1832789,315939,1219525,5.0,,,5,Final,0,1832789_1219525
Live Heats,164717,1832789,315939,1213120,5.0,,,5,Final,0,1832789_1213120
Live Heats,164717,1832789,315939,1222638,7.0,,,7,Final,0,1832789_1222638
Live Heats,164717,1832789,315939,1214818,7.0,,,7,Final,0,1832789_1214818
Live Heats,164717,1832789,315939,1208568,9.0,,,9,Final,0,1832789_1208568
Live Heats,164717,1832789,315939,1606324,9.0,,,9,Final,0,1832789_1606324
Live Heats,164717,1832789,315939,1207245,9.0,,,9,Final,0,1832789_1207245
Live Heats,164717,1832789,315939,791455,9.0,,,9,Final,0,1832789_791455
Live Heats,164717,1832789,315939,1200984,13.0,,,13,Final,0,1832789_1200984
Live Heats,164717,1832789,315939,1206570,13.0,,,13,Final,0,1832789_1206570
Live Heats,164717,1832789,315939,1017459,13.0,,,13,Final,0,1832789_1017459
Live Heats,164717,1832789,315939,566406,13.0,,,13,Final,0,1832789_566406
