event_id,eventDivisionId,sex,round_name,round_order,heat_id,heat_order,total_winners_progressing,winners_progressing_to_round_order,total_losers_progressing,losers_progressing_to_round_order,source
328,708,Men,Round 1,0,1476_8b,8 b,1,,,,PWA
328,708,Men,Round 2,1,1476_9a,9 a,1,,,,PWA
328,708,Men,Round 2,1,1476_9b,9 b,1,,,,PWA
328,708,Men,Round 2,1,1476_10a,10 a,1,,,,PWA
328,708,Men,Round 2,1,1476_10b,10 b,1,,,,PWA
328,708,Men,Round 2,1,1476_11a,11 a,1,,,,PWA
328,708,Men,Round 2,1,1476_11b,11 b,1,,,,PWA
328,708,Men,Round 2,1,1476_12a,12 a,1,,,,PWA
328,708,Men,Round 2,1,1476_12b,12 b,1,,,,PWA
328,708,Men,Round 2,1,1476_13a,13 a,1,,,,PWA
328,708,Men,Round 2,1,1476_13b,13 b,1,,,,PWA
328,708,Men,Round 2,1,1476_14a,14 a,1,,,,PWA
328,708,Men,Round 2,1,1476_14b,14 b,1,,,,PWA
328,708,Men,Round 2,1,1476_15a,15 a,1,,,,PWA
328,708,Men,Round 2,1,1476_15b,15 b,1,,,,PWA
328,708,Men,Round 2,1,1476_16a,16 a,1,,,,PWA
328,708,Men,Round 2,1,1476_16b,16 b,1,,,,PWA
328,708,Men,Round 3,2,1476_17a,17 a,1,,,,PWA
328,708,Men,Round 3,2,1476_17b,17 b,1,,,,PWA
328,708,Men,Round 3,2,1476_18a,18 a,1,,,,PWA
328,708,Men,Round 3,2,1476_18b,18 b,1,,,,PWA
328,708,Men,Round 3,2,1476_19a,19 a,1,,,,PWA
328,708,Men,Round 3,2,1476_19b,19 b,1,,,,PWA
328,708,Men,Round 3,2,1476_20a,20 a,1,,,,PWA
328,708,Men,Round 3,2,1476_20b,20 b,1,,,,PWA
328,708,Men,Round 4,3,1476_21a,21 a,1,,,,PWA
328,708,Men,Round 4,3,1476_21b,21 b,1,,,,PWA
328,708,Men,Round 4,3,1476_22a,22 a,1,,,,PWA
328,708,Men,Round 4,3,1476_22b,22 b,1,,,,PWA
328,708,Men,Round 5,4,1476_23a,23 a,1,,,,PWA
328,708,Men,Round 5,4,1476_23b,23 b,1,,,,PWA
328,708,Men,Round 6,5,1476_24a,24,1,,,,PWA
328,708,Men,Round 6,5,1476_25a,25,1,,,,PWA
328,709,Women,Round 1,0,1477_1a,1 a,1,,,,PWA
328,709,Women,Round 1,0,1477_1b,1 b,1,,,,PWA
328,709,Women,Round 1,0,1477_2a,2 a,1,,,,PWA
328,709,Women,Round 1,0,1477_2b,2 b,1,,,,PWA
328,709,Women,Round 1,0,1477_3a,3 a,1,,,,PWA
328,709,Women,Round 1,0,1477_3b,3 b,1,,,,PWA
328,709,Women,Round 1,0,1477_4a,4 a,1,,,,PWA
328,709,Women,Round 1,0,1477_4b,4 b,1,,,,PWA
328,709,Women,Round 1,0,1477_5a,5 a,1,,,,PWA
328,709,Women,Round 1,0,1477_5b,5 b,1,,,,PWA
328,709,Women,Round 1,0,1477_6a,6 a,1,,,,PWA
328,709,Women,Round 1,0,1477_6b,6 b,1,,,,PWA
328,709,Women,Round 1,0,1477_7a,7 a,1,,,,PWA
328,709,Women,Round 1,0,1477_7b,7 b,1,,,,PWA
328,709,Women,Round 1,0,1477_8a,8 a,1,,,,PWA
328,709,Women,Round 1,0,1477_8b,8 b,1,,,,PWA
328,709,Women,Round 2,1,1477_9a,9 a,1,,,,PWA
328,709,Women,Round 2,1,1477_9b,9 b,1,,,,PWA
328,709,Women,Round 2,1,1477_10a,10 a,1,,,,PWA
328,709,Women,Round 2,1,1477_10b,10 b,1,,,,PWA
328,709,Women,Round 2,1,1477_11a,11 a,1,,,,PWA
328,709,Women,Round 2,1,1477_11b,11 b,1,,,,PWA
328,709,Women,Round 2,1,1477_12a,12 a,1,,,,PWA
328,709,Women,Round 2,1,1477_12b,12 b,1,,,,PWA
328,709,Women,Round 3,2,1477_13a,13 a,1,,,,PWA
328,709,Women,Round 3,2,1477_13b,13 b,1,,,,PWA
328,709,Women,Round 3,2,1477_14a,14 a,1,,,,PWA
328,709,Women,Round 3,2,1477_14b,14 b,1,,,,PWA
328,709,Women,Round 4,3,1477_15a,15 a,1,,,,PWA
328,709,Women,Round 4,3,1477_15b,15 b,1,,,,PWA
328,709,Women,Round 5,4,1477_16a,16,1,,,,PWA
328,709,Women,Round 5,4,1477_17a,17,1,,,,PWA
332,721,Men,Round 1,0,1487_18a,18 a,1,,,,PWA
332,721,Men,Round 1,0,1487_18b,18 b,1,,,,PWA
332,721,Men,Round 1,0,1487_19a,19 a,1,,,,PWA
332,721,Men,Round 1,0,1487_19b,19 b,1,,,,PWA
332,721,Men,Round 1,0,1487_20a,20 a,1,,,,PWA
332,721,Men,Round 1,0,1487_20b,20 b,1,,,,PWA
332,721,Men,Round 1,0,1487_21a,21 a,1,,,,PWA
332,721,Men,Round 1,0,1487_21b,21 b,1,,,,PWA
332,721,Men,Round 2,1,1487_22a,22 a,1,,,,PWA
332,721,Men,Round 2,1,1487_22b,22 b,1,,,,PWA
332,721,Men,Round 2,1,1487_23a,23 a,1,,,,PWA
332,721,Men,Round 2,1,1487_23b,23 b,1,,,,PWA
332,721,Men,Round 2,1,1487_24a,24 a,1,,,,PWA
332,721,Men,Round 2,1,1487_24b,24 b,1,,,,PWA
332,721,Men,Round 2,1,1487_25a,25 a,1,,,,PWA
332,721,Men,Round 2,1,1487_25b,25 b,1,,,,PWA
332,721,Men,Round 3,2,1487_26a,26 a,1,,,,PWA
332,721,Men,Round 3,2,1487_26b,26 b,1,,,,PWA
332,721,Men,Round 3,2,1487_27a,27 a,1,,,,PWA
332,721,Men,Round 3,2,1487_27b,27 b,1,,,,PWA
332,721,Men,Round 4,3,1487_28a,28 a,1,,,,PWA
332,721,Men,Round 4,3,1487_28b,28 b,1,,,,PWA
332,721,Men,Round 4,3,1487_29a,29 a,1,,,,PWA
332,721,Men,Round 4,3,1487_29b,29 b,1,,,,PWA
332,721,Men,Round 5,4,1487_30a,30 a,1,,,,PWA
332,721,Men,Round 5,4,1487_30b,30 b,1,,,,PWA
332,721,Men,Round 6,5,1487_31a,31,1,,,,PWA
332,721,Men,Round 6,5,1487_32a,32,1,,,,PWA
332,721,Men,Round 6,5,1487_33a,33,1,,,,PWA
332,721,Men,Round 6,5,1487_34a,34,1,,,,PWA
332,721,Men,Round 6,5,1487_35a,35,1,,,,PWA
332,721,Men,Round 6,5,1487_36a,36,1,,,,PWA
332,722,Women,Round 1,0,1485_10a,10 a,1,,,,PWA
332,722,Women,Round 1,0,1485_10b,10 b,1,,,,PWA
332,722,Women,Round 1,0,1485_11a,11 a,1,,,,PWA
332,722,Women,Round 1,0,1485_11b,11 b,1,,,,PWA
332,722,Women,Round 2,1,1485_12a,12 a,1,,,,PWA
332,722,Women,Round 2,1,1485_12b,12 b,1,,,,PWA
332,722,Women,Round 2,1,1485_13a,13 a,1,,,,PWA
332,722,Women,Round 2,1,1485_13b,13 b,1,,,,PWA
332,722,Women,Round 3,2,1485_14a,14 a,1,,,,PWA
332,722,Women,Round 3,2,1485_14b,14 b,1,,,,PWA
332,722,Women,Round 4,3,1485_15a,15,1,,,,PWA
332,722,Women,Round 4,3,1485_16a,16,1,,,,PWA
332,722,Women,Round 4,3,1485_17a,17,1,,,,PWA
332,722,Women,Round 4,3,1485_18a,18,1,,,,PWA
332,722,Women,Round 4,3,1485_19a,19,1,,,,PWA
332,722,Women,Round 4,3,1485_20a,20,1,,,,PWA
332,712,Men,Round 1,0,1487_1a,1 a,1,,,,PWA
332,712,Men,Round 1,0,1487_1b,1 b,1,,,,PWA
332,712,Men,Round 1,0,1487_2a,2 a,1,,,,PWA
332,712,Men,Round 1,0,1487_2b,2 b,1,,,,PWA
332,712,Men,Round 1,0,1487_3a,3 a,1,,,,PWA
332,712,Men,Round 1,0,1487_3b,3 b,1,,,,PWA
332,712,Men,Round 1,0,1487_4a,4 a,1,,,,PWA
332,712,Men,Round 1,0,1487_4b,4 b,1,,,,PWA
332,712,Men,Round 1,0,1487_5a,5 a,1,,,,PWA
332,712,Men,Round 1,0,1487_5b,5 b,1,,,,PWA
332,712,Men,Round 1,0,1487_6a,6 a,1,,,,PWA
332,712,Men,Round 1,0,1487_6b,6 b,1,,,,PWA
332,712,Men,Round 1,0,1487_7a,7 a,1,,,,PWA
332,712,Men,Round 1,0,1487_7b,7 b,1,,,,PWA
332,712,Men,Round 1,0,1487_8a,8 a,1,,,,PWA
332,712,Men,Round 1,0,1487_8b,8 b,1,,,,PWA
332,712,Men,Round 2,1,1487_9a,9 a,1,,,,PWA
332,712,Men,Round 2,1,1487_9b,9 b,1,,,,PWA
332,712,Men,Round 2,1,1487_10a,10 a,1,,,,PWA
332,712,Men,Round 2,1,1487_10b,10 b,1,,,,PWA
332,712,Men,Round 2,1,1487_11a,11 a,1,,,,PWA
332,712,Men,Round 2,1,1487_11b,11 b,1,,,,PWA
332,712,Men,Round 2,1,1487_12a,12 a,1,,,,PWA
332,712,Men,Round 2,1,1487_12b,12 b,1,,,,PWA
332,712,Men,Round 3,2,1487_13a,13 a,1,,,,PWA
332,712,Men,Round 3,2,1487_13b,13 b,1,,,,PWA
332,712,Men,Round 3,2,1487_14a,14 a,1,,,,PWA
332,712,Men,Round 3,2,1487_14b,14 b,1,,,,PWA
332,712,Men,Round 4,3,1487_15a,15 a,1,,,,PWA
332,712,Men,Round 4,3,1487_15b,15 b,1,,,,PWA
332,712,Men,Round 5,4,1487_16a,16,1,,,,PWA
332,712,Men,Round 5,4,1487_17a,17,1,,,,PWA
332,713,Women,Round 1,0,1485_1a,1 a,1,,,,PWA
332,713,Women,Round 1,0,1485_1b,1 b,1,,,,PWA
332,713,Women,Round 1,0,1485_2a,2 a,1,,,,PWA
332,713,Women,Round 1,0,1485_2b,2 b,1,,,,PWA
332,713,Women,Round 1,0,1485_3a,3 a,1,,,,PWA
332,713,Women,Round 1,0,1485_3b,3 b,1,,,,PWA
332,713,Women,Round 1,0,1485_4a,4 a,1,,,,PWA
332,713,Women,Round 1,0,1485_4b,4 b,1,,,,PWA
332,713,Women,Round 2,1,1485_5a,5 a,1,,,,PWA
332,713,Women,Round 2,1,1485_5b,5 b,1,,,,PWA
332,713,Women,Round 2,1,1485_6a,6 a,1,,,,PWA
332,713,Women,Round 2,1,1485_6b,6 b,1,,,,PWA
332,713,Women,Round 3,2,1485_7a,7 a,1,,,,PWA
332,713,Women,Round 3,2,1485_7b,7 b,1,,,,PWA
332,713,Women,Round 4,3,1485_8a,8,1,,,,PWA
332,713,Women,Round 4,3,1485_9a,9,1,,,,PWA
322,699,Men,Round 1,0,1462_1a,1 a,1,,,,PWA
322,699,Men,Round 1,0,1462_1b,1 b,1,,,,PWA
322,699,Men,Round 1,0,1462_2a,2 a,1,,,,PWA
322,699,Men,Round 1,0,1462_2b,2 b,1,,,,PWA
322,699,Men,Round 1,0,1462_3a,3 a,1,,,,PWA
322,699,Men,Round 1,0,1462_3b,3 b,1,,,,PWA
322,699,Men,Round 1,0,1462_4a,4 a,1,,,,PWA
322,699,Men,Round 1,0,1462_4b,4 b,1,,,,PWA
322,699,Men,Round 1,0,1462_5a,5 a,1,,,,PWA
322,699,Men,Round 1,0,1462_5b,5 b,1,,,,PWA
322,699,Men,Round 1,0,1462_6a,6 a,1,,,,PWA
322,699,Men,Round 1,0,1462_6b,6 b,1,,,,PWA
322,699,Men,Round 1,0,1462_7a,7 a,1,,,,PWA
322,699,Men,Round 1,0,1462_7b,7 b,1,,,,PWA
322,699,Men,Round 1,0,1462_8a,8 a,1,,,,PWA
322,699,Men,Round 1,0,1462_8b,8 b,1,,,,PWA
322,699,Men,Round 2,1,1462_9a,9 a,1,,,,PWA
322,699,Men,Round 2,1,1462_9b,9 b,1,,,,PWA
322,699,Men,Round 2,1,1462_10a,10 a,1,,,,PWA
322,699,Men,Round 2,1,1462_10b,10 b,1,,,,PWA
322,699,Men,Round 2,1,1462_11a,11 a,1,,,,PWA
322,699,Men,Round 2,1,1462_11b,11 b,1,,,,PWA
322,699,Men,Round 2,1,1462_12a,12 a,1,,,,PWA
322,699,Men,Round 2,1,1462_12b,12 b,1,,,,PWA
322,699,Men,Round 3,2,1462_13a,13 a,1,,,,PWA
322,699,Men,Round 3,2,1462_13b,13 b,1,,,,PWA
322,699,Men,Round 3,2,1462_14a,14 a,1,,,,PWA
322,699,Men,Round 3,2,1462_14b,14 b,1,,,,PWA
322,699,Men,Round 4,3,1462_15a,15 a,1,,,,PWA
322,699,Men,Round 4,3,1462_15b,15 b,1,,,,PWA
322,699,Men,Round 5,4,1462_16a,16,1,,,,PWA
322,699,Men,Round 5,4,1462_17a,17,1,,,,PWA
322,702,Women,Round 1,0,1463_1a,1 a,1,,,,PWA
322,702,Women,Round 1,0,1463_1b,1 b,1,,,,PWA
322,702,Women,Round 1,0,1463_2a,2 a,1,,,,PWA
322,702,Women,Round 1,0,1463_2b,2 b,1,,,,PWA
322,702,Women,Round 1,0,1463_3a,3 a,1,,,,PWA
322,702,Women,Round 1,0,1463_3b,3 b,1,,,,PWA
322,702,Women,Round 1,0,1463_4a,4 a,1,,,,PWA
322,702,Women,Round 1,0,1463_4b,4 b,1,,,,PWA
322,702,Women,Round 2,1,1463_5a,5 a,1,,,,PWA
322,702,Women,Round 2,1,1463_5b,5 b,1,,,,PWA
322,702,Women,Round 2,1,1463_6a,6 a,1,,,,PWA
322,702,Women,Round 2,1,1463_6b,6 b,1,,,,PWA
322,702,Women,Round 3,2,1463_7a,7 a,1,,,,PWA
322,702,Women,Round 3,2,1463_7b,7 b,1,,,,PWA
322,702,Women,Round 4,3,1463_8a,8,1,,,,PWA
322,702,Women,Round 4,3,1463_9a,9,1,,,,PWA
286,584,Men,Round 1,0,1282_26a,26 a,1,,,,PWA
286,584,Men,Round 1,0,1282_26b,26 b,1,,,,PWA
286,584,Men,Round 1,0,1282_27a,27 a,1,,,,PWA
286,584,Men,Round 1,0,1282_27b,27 b,1,,,,PWA
286,584,Men,Round 1,0,1282_28a,28 a,1,,,,PWA
286,584,Men,Round 1,0,1282_28b,28 b,1,,,,PWA
286,584,Men,Round 1,0,1282_29a,29 a,1,,,,PWA
286,584,Men,Round 1,0,1282_29b,29 b,1,,,,PWA
286,584,Men,Round 1,0,1282_30a,30 a,1,,,,PWA
286,584,Men,Round 1,0,1282_30b,30 b,1,,,,PWA
286,584,Men,Round 1,0,1282_31a,31 a,1,,,,PWA
286,584,Men,Round 1,0,1282_31b,31 b,1,,,,PWA
286,584,Men,Round 1,0,1282_32a,32 a,1,,,,PWA
286,584,Men,Round 1,0,1282_32b,32 b,1,,,,PWA
286,584,Men,Round 1,0,1282_33a,33 a,1,,,,PWA
286,584,Men,Round 1,0,1282_33b,33 b,1,,,,PWA
286,584,Men,Round 2,1,1282_34a,34 a,1,,,,PWA
286,584,Men,Round 2,1,1282_34b,34 b,1,,,,PWA
286,584,Men,Round 2,1,1282_35a,35 a,1,,,,PWA
286,584,Men,Round 2,1,1282_35b,35 b,1,,,,PWA
286,584,Men,Round 2,1,1282_36a,36 a,1,,,,PWA
286,584,Men,Round 2,1,1282_36b,36 b,1,,,,PWA
286,584,Men,Round 2,1,1282_37a,37 a,1,,,,PWA
286,584,Men,Round 2,1,1282_37b,37 b,1,,,,PWA
286,584,Men,Round 3,2,1282_38a,38 a,1,,,,PWA
286,584,Men,Round 3,2,1282_38b,38 b,1,,,,PWA
286,584,Men,Round 3,2,1282_39a,39 a,1,,,,PWA
286,584,Men,Round 3,2,1282_39b,39 b,1,,,,PWA
286,584,Men,Round 3,2,1282_40a,40 a,1,,,,PWA
286,584,Men,Round 3,2,1282_40b,40 b,1,,,,PWA
286,584,Men,Round 3,2,1282_41a,41 a,1,,,,PWA
286,584,Men,Round 3,2,1282_41b,41 b,1,,,,PWA
286,584,Men,Round 4,3,1282_42a,42 a,1,,,,PWA
286,584,Men,Round 4,3,1282_42b,42 b,1,,,,PWA
286,584,Men,Round 4,3,1282_43a,43 a,1,,,,PWA
286,584,Men,Round 4,3,1282_43b,43 b,1,,,,PWA
286,584,Men,Round 5,4,1282_44a,44 a,1,,,,PWA
286,584,Men,Round 5,4,1282_44b,44 b,1,,,,PWA
286,584,Men,Round 5,4,1282_45a,45 a,1,,,,PWA
286,584,Men,Round 5,4,1282_45b,45 b,1,,,,PWA
286,584,Men,Round 6,5,1282_46a,46 a,1,,,,PWA
286,584,Men,Round 6,5,1282_46b,46 b,1,,,,PWA
286,584,Men,Round 7,6,1282_47a,47,1,,,,PWA
286,584,Men,Round 7,6,1282_48a,48,1,,,,PWA
286,584,Men,Round 7,6,1282_49a,49,1,,,,PWA
286,584,Men,Round 7,6,1282_50a,50,1,,,,PWA
286,584,Men,Round 7,6,1282_51a,51,1,,,,PWA
286,584,Men,Round 7,6,1282_52a,52,1,,,,PWA
286,583,Women,Round 1,0,1286_18a,18 a,1,,,,PWA
286,583,Women,Round 1,0,1286_18b,18 b,1,,,,PWA
286,583,Women,Round 1,0,1286_19a,19 a,1,,,,PWA
286,583,Women,Round 1,0,1286_19b,19 b,1,,,,PWA
286,583,Women,Round 1,0,1286_20a,20 a,1,,,,PWA
286,583,Women,Round 1,0,1286_20b,20 b,1,,,,PWA
286,583,Women,Round 1,0,1286_21a,21 a,1,,,,PWA
286,583,Women,Round 1,0,1286_21b,21 b,1,,,,PWA
286,583,Women,Round 2,1,1286_22a,22 a,1,,,,PWA
286,583,Women,Round 2,1,1286_22b,22 b,1,,,,PWA
286,583,Women,Round 2,1,1286_23a,23 a,1,,,,PWA
286,583,Women,Round 2,1,1286_23b,23 b,1,,,,PWA
286,583,Women,Round 2,1,1286_24a,24 a,1,,,,PWA
286,583,Women,Round 2,1,1286_24b,24 b,1,,,,PWA
286,583,Women,Round 2,1,1286_25a,25 a,1,,,,PWA
286,583,Women,Round 2,1,1286_25b,25 b,1,,,,PWA
286,583,Women,Round 3,2,1286_26a,26 a,1,,,,PWA
286,583,Women,Round 3,2,1286_26b,26 b,1,,,,PWA
286,583,Women,Round 3,2,1286_27a,27 a,1,,,,PWA
286,583,Women,Round 3,2,1286_27b,27 b,1,,,,PWA
286,583,Women,Round 4,3,1286_28a,28 a,1,,,,PWA
286,583,Women,Round 4,3,1286_28b,28 b,1,,,,PWA
286,583,Women,Round 4,3,1286_29a,29 a,1,,,,PWA
286,583,Women,Round 4,3,1286_29b,29 b,1,,,,PWA
286,583,Women,Round 5,4,1286_30a,30 a,1,,,,PWA
286,583,Women,Round 5,4,1286_30b,30 b,1,,,,PWA
286,583,Women,Round 6,5,1286_31a,31,1,,,,PWA
286,583,Women,Round 6,5,1286_32a,32,1,,,,PWA
286,583,Women,Round 6,5,1286_33a,33,1,,,,PWA
286,583,Women,Round 6,5,1286_34a,34,1,,,,PWA
286,583,Women,Round 6,5,1286_35a,35,1,,,,PWA
286,583,Women,Round 6,5,1286_36a,36,1,,,,PWA
286,579,Men,Round 1,0,1282_1a,1 a,1,,,,PWA
286,579,Men,Round 1,0,1282_1b,1 b,1,,,,PWA
286,579,Men,Round 1,0,1282_2a,2 a,1,,,,PWA
286,579,Men,Round 1,0,1282_2b,2 b,1,,,,PWA
286,579,Men,Round 1,0,1282_3a,3 a,1,,,,PWA
286,579,Men,Round 1,0,1282_3b,3 b,1,,,,PWA
286,579,Men,Round 1,0,1282_4a,4 a,1,,,,PWA
286,579,Men,Round 1,0,1282_4b,4 b,1,,,,PWA
286,579,Men,Round 1,0,1282_5a,5 a,1,,,,PWA
286,579,Men,Round 1,0,1282_5b,5 b,1,,,,PWA
286,579,Men,Round 1,0,1282_6a,6 a,1,,,,PWA
286,579,Men,Round 1,0,1282_6b,6 b,1,,,,PWA
286,579,Men,Round 1,0,1282_7a,7 a,1,,,,PWA
286,579,Men,Round 1,0,1282_7b,7 b,1,,,,PWA
286,579,Men,Round 1,0,1282_8a,8 a,1,,,,PWA
286,579,Men,Round 1,0,1282_8b,8 b,1,,,,PWA
286,579,Men,Round 2,1,1282_9a,9 a,1,,,,PWA
286,579,Men,Round 2,1,1282_9b,9 b,1,,,,PWA
286,579,Men,Round 2,1,1282_10a,10 a,1,,,,PWA
286,579,Men,Round 2,1,1282_10b,10 b,1,,,,PWA
286,579,Men,Round 2,1,1282_11a,11 a,1,,,,PWA
286,579,Men,Round 2,1,1282_11b,11 b,1,,,,PWA
286,579,Men,Round 2,1,1282_12a,12 a,1,,,,PWA
286,579,Men,Round 2,1,1282_12b,12 b,1,,,,PWA
286,579,Men,Round 2,1,1282_13a,13 a,1,,,,PWA
286,579,Men,Round 2,1,1282_13b,13 b,1,,,,PWA
286,579,Men,Round 2,1,1282_14a,14 a,1,,,,PWA
286,579,Men,Round 2,1,1282_14b,14 b,1,,,,PWA
286,579,Men,Round 2,1,1282_15a,15 a,1,,,,PWA
286,579,Men,Round 2,1,1282_15b,15 b,1,,,,PWA
286,579,Men,Round 2,1,1282_16a,16 a,1,,,,PWA
286,579,Men,Round 2,1,1282_16b,16 b,1,,,,PWA
286,579,Men,Round 3,2,1282_17a,17 a,1,,,,PWA
286,579,Men,Round 3,2,1282_17b,17 b,1,,,,PWA
286,579,Men,Round 3,2,1282_18a,18 a,1,,,,PWA
286,579,Men,Round 3,2,1282_18b,18 b,1,,,,PWA
286,579,Men,Round 3,2,1282_19a,19 a,1,,,,PWA
286,579,Men,Round 3,2,1282_19b,19 b,1,,,,PWA
286,579,Men,Round 3,2,1282_20a,20 a,1,,,,PWA
286,579,Men,Round 3,2,1282_20b,20 b,1,,,,PWA
286,579,Men,Round 4,3,1282_21a,21 a,1,,,,PWA
286,579,Men,Round 4,3,1282_21b,21 b,1,,,,PWA
286,579,Men,Round 4,3,1282_22a,22 a,1,,,,PWA
286,579,Men,Round 4,3,1282_22b,22 b,1,,,,PWA
286,579,Men,Round 5,4,1282_23a,23 a,1,,,,PWA
286,579,Men,Round 5,4,1282_23b,23 b,1,,,,PWA
286,579,Men,Round 6,5,1282_24a,24,1,,,,PWA
286,579,Men,Round 6,5,1282_25a,25,1,,,,PWA
286,582,Women,Round 1,0,1286_1a,1 a,1,,,,PWA
286,582,Women,Round 1,0,1286_1b,1 b,1,,,,PWA
286,582,Women,Round 1,0,1286_2a,2 a,1,,,,PWA
286,582,Women,Round 1,0,1286_2b,2 b,1,,,,PWA
286,582,Women,Round 1,0,1286_3a,3 a,1,,,,PWA
286,582,Women,Round 1,0,1286_3b,3 b,1,,,,PWA
286,582,Women,Round 1,0,1286_4a,4 a,1,,,,PWA
286,582,Women,Round 1,0,1286_4b,4 b,1,,,,PWA
286,582,Women,Round 1,0,1286_5a,5 a,1,,,,PWA
286,582,Women,Round 1,0,1286_5b,5 b,1,,,,PWA
286,582,Women,Round 1,0,1286_6a,6 a,1,,,,PWA
286,582,Women,Round 1,0,1286_6b,6 b,1,,,,PWA
286,582,Women,Round 1,0,1286_7a,7 a,1,,,,PWA
286,582,Women,Round 1,0,1286_7b,7 b,1,,,,PWA
286,582,Women,Round 1,0,1286_8a,8 a,1,,,,PWA
286,582,Women,Round 1,0,1286_8b,8 b,1,,,,PWA
286,582,Women,Round 2,1,1286_9a,9 a,1,,,,PWA
286,582,Women,Round 2,1,1286_9b,9 b,1,,,,PWA
286,582,Women,Round 2,1,1286_10a,10 a,1,,,,PWA
286,582,Women,Round 2,1,1286_10b,10 b,1,,,,PWA
286,582,Women,Round 2,1,1286_11a,11 a,1,,,,PWA
286,582,Women,Round 2,1,1286_11b,11 b,1,,,,PWA
286,582,Women,Round 2,1,1286_12a,12 a,1,,,,PWA
286,582,Women,Round 2,1,1286_12b,12 b,1,,,,PWA
286,582,Women,Round 3,2,1286_13a,13 a,1,,,,PWA
286,582,Women,Round 3,2,1286_13b,13 b,1,,,,PWA
286,582,Women,Round 3,2,1286_14a,14 a,1,,,,PWA
286,582,Women,Round 3,2,1286_14b,14 b,1,,,,PWA
286,582,Women,Round 4,3,1286_15a,15 a,1,,,,PWA
286,582,Women,Round 4,3,1286_15b,15 b,1,,,,PWA
286,582,Women,Round 5,4,1286_16a,16,1,,,,PWA
286,582,Women,Round 5,4,1286_17a,17,1,,,,PWA
288,601,Men,Round 1,0,1302_1a,1 a,1,,,,PWA
288,601,Men,Round 1,0,1302_1b,1 b,1,,,,PWA
288,601,Men,Round 1,0,1302_2a,2 a,1,,,,PWA
288,601,Men,Round 1,0,1302_2b,2 b,1,,,,PWA
288,601,Men,Round 1,0,1302_3a,3 a,1,,,,PWA
288,601,Men,Round 1,0,1302_3b,3 b,1,,,,PWA
288,601,Men,Round 1,0,1302_4a,4 a,1,,,,PWA
288,601,Men,Round 1,0,1302_4b,4 b,1,,,,PWA
288,601,Men,Round 1,0,1302_5a,5 a,1,,,,PWA
288,601,Men,Round 1,0,1302_5b,5 b,1,,,,PWA
288,601,Men,Round 1,0,1302_6a,6 a,1,,,,PWA
288,601,Men,Round 1,0,1302_6b,6 b,1,,,,PWA
288,601,Men,Round 1,0,1302_7a,7 a,1,,,,PWA
288,601,Men,Round 1,0,1302_7b,7 b,1,,,,PWA
288,601,Men,Round 1,0,1302_8a,8 a,1,,,,PWA
288,601,Men,Round 1,0,1302_8b,8 b,1,,,,PWA
288,601,Men,Round 2,1,1302_9a,9 a,1,,,,PWA
288,601,Men,Round 2,1,1302_9b,9 b,1,,,,PWA
288,601,Men,Round 2,1,1302_10a,10 a,1,,,,PWA
288,601,Men,Round 2,1,1302_10b,10 b,1,,,,PWA
288,601,Men,Round 2,1,1302_11a,11 a,1,,,,PWA
288,601,Men,Round 2,1,1302_11b,11 b,1,,,,PWA
288,601,Men,Round 2,1,1302_12a,12 a,1,,,,PWA
288,601,Men,Round 2,1,1302_12b,12 b,1,,,,PWA
288,601,Men,Round 2,1,1302_13a,13 a,1,,,,PWA
288,601,Men,Round 2,1,1302_13b,13 b,1,,,,PWA
288,601,Men,Round 2,1,1302_14a,14 a,1,,,,PWA
288,601,Men,Round 2,1,1302_14b,14 b,1,,,,PWA
288,601,Men,Round 2,1,1302_15a,15 a,1,,,,PWA
288,601,Men,Round 2,1,1302_15b,15 b,1,,,,PWA
288,601,Men,Round 2,1,1302_16a,16 a,1,,,,PWA
288,601,Men,Round 2,1,1302_16b,16 b,1,,,,PWA
288,601,Men,Round 3,2,1302_17a,17 a,1,,,,PWA
288,601,Men,Round 3,2,1302_17b,17 b,1,,,,PWA
288,601,Men,Round 3,2,1302_18a,18 a,1,,,,PWA
288,601,Men,Round 3,2,1302_18b,18 b,1,,,,PWA
288,601,Men,Round 3,2,1302_19a,19 a,1,,,,PWA
288,601,Men,Round 3,2,1302_19b,19 b,1,,,,PWA
288,601,Men,Round 3,2,1302_20a,20 a,1,,,,PWA
288,601,Men,Round 3,2,1302_20b,20 b,1,,,,PWA
288,601,Men,Round 4,3,1302_21a,21 a,1,,,,PWA
288,601,Men,Round 4,3,1302_21b,21 b,1,,,,PWA
288,601,Men,Round 4,3,1302_22a,22 a,1,,,,PWA
288,601,Men,Round 4,3,1302_22b,22 b,1,,,,PWA
288,601,Men,Round 5,4,1302_23a,23 a,1,,,,PWA
288,601,Men,Round 5,4,1302_23b,23 b,1,,,,PWA
288,601,Men,Round 6,5,1302_24a,24,1,,,,PWA
288,601,Men,Round 6,5,1302_25a,25,1,,,,PWA
288,602,Women,Round 1,0,1304_1a,1 a,1,,,,PWA
288,602,Women,Round 1,0,1304_1b,1 b,1,,,,PWA
288,602,Women,Round 1,0,1304_2a,2 a,1,,,,PWA
288,602,Women,Round 1,0,1304_2b,2 b,1,,,,PWA
288,602,Women,Round 1,0,1304_3a,3 a,1,,,,PWA
288,602,Women,Round 1,0,1304_3b,3 b,1,,,,PWA
288,602,Women,Round 1,0,1304_4a,4 a,1,,,,PWA
