source,event_id,eventDivisionid,Name,sail_no,athlete_id,place,Points
PWA,332,721,Everon (Tonky) Frans,NB-7,(Tonky) Frans_NB-7,9,905
PWA,332,721,Elton (Taty) Frans,NB-9,(Taty) Frans_NB-9,9,905
PWA,332,721,Antoine Albert,NC-21,Albert_NC-21,13,865
PWA,332,721,Balz Muller,SUI-21,Muller_SUI-21,13,865
PWA,332,721,Philip Soltysiak,CAN-9,Soltysiak_CAN-9,13,865
PWA,332,721,Rick Jendrusch,H-120,Jendrusch_H-120,13,865
PWA,332,721,Mattia Fabrizi,ITA-991,Fabrizi_ITA-991,17,805
PWA,332,721,Nicolas Akgazciyan,F-400,Akgazciyan_F-400,17,805
PWA,332,721,Youp Schmit,NB-12,Schmit_NB-12,17,805
PWA,332,721,Davy Scheffers,H-311,Scheffers_H-311,17,805
PWA,332,721,Francesco Cappuzzo,I-333,Cappuzzo_I-333,17,805
PWA,332,721,Adrian Beholz,G-888,Beholz_G-888,17,805
PWA,332,721,Giovanni Passani,ITA-139,Passani_ITA-139,17,805
PWA,332,721,Marco Lufen,G-2626,Lufen_G-2626,17,805
PWA,332,721,Loick Spicher,SUI-19,Spicher_SUI-19,25,725
PWA,332,721,Jeremy Plüss,SUI-500,Plüss_SUI-500,25,725
PWA,332,721,Riccardo Marca,ITA-988,Marca_ITA-988,25,725
PWA,332,721,Jamie Howard,K-582,Howard_K-582,25,725
PWA,332,721,Johnny Yagen,ISR-02,Yagen_ISR-02,25,725
PWA,332,721,Adam Sims,K-72,Sims_K-72,25,725
PWA,332,721,Yegor Popretinskiy,RUS-11,Popretinskiy_RUS-11,25,725
PWA,332,721,Yarden Meir,ISR-91,Meir_ISR-91,25,725
PWA,332,721,Julien Mas,FRA-07,Mas_FRA-07,33,605
PWA,332,721,Niclas Nebelung,G-584,Nebelung_G-584,33,605
PWA,332,721,Julian Wiemar,G-2111,Wiemar_G-2111,33,605
PWA,332,721,Björn Saragoza,NB-11,Saragoza_NB-11,33,605
PWA,332,721,Deivis Paternina Teran,V-04,Paternina Teran_V-04,33,605
PWA,332,721,Tony Mõttus,EST-21,Mõttus_EST-21,33,605
PWA,332,721,Florian Wegerer,NB-16,Wegerer_NB-16,33,605
PWA,332,721,Andreas Lachauer,G-171,Lachauer_G-171,33,605
PWA,332,721,Valentin Böckler,G-315,Böckler_G-315,33,605
PWA,332,721,Nic Hibdige,K-700,Hibdige_K-700,33,605
PWA,332,721,Yuma Kobayashi,J-100,Kobayashi_J-100,33,605
PWA,332,721,"Stepherd ""Cheppi"" Gustowski",NB-33,"""Cheppi"" Gustowski_NB-33",33,605
PWA,332,721,Aron Etmon,CUR-2,Etmon_CUR-2,33,605
PWA,332,721,Eliran Levi,ISR-22,Levi_ISR-22,33,605
PWA,332,721,Max Matissek,OE-9,Matissek_OE-9,33,605
PWA,332,721,Marco Vinante,I-205,Vinante_I-205,33,605
PWA,332,722,Philip Köster,G-44,Köster_G-44,1,2100
PWA,332,722,Victor Fernandez,E-42,Fernandez_E-42,2,2067
PWA,332,722,Alex Mussolini,E-30,Mussolini_E-30,3,2034
PWA,332,722,Marcilio Browne,BRA-105,Browne_BRA-105,4,2001
PWA,332,722,Adam Lewis,K-516,Lewis_K-516,5,1968
PWA,332,722,Alessio Stillrich,E-95,Stillrich_E-95,6,1935
PWA,332,722,Thomas Traversa,F-3,Traversa_F-3,7,1886
PWA,332,722,Jaeger Stone,KA-120,Stone_KA-120,7,1886
PWA,332,722,Ricardo Campello,V-111,Campello_V-111,9,1787
PWA,332,722,Camille Juban,GPE-8,Juban_GPE-8,9,1787
PWA,332,722,Daniel Bruch,G-1181,Bruch_G-1181,9,1787
PWA,332,722,Marc Paré,E-334,Paré_E-334,9,1787
PWA,332,722,Antoine Martin,F-193,Martin_F-193,13,1655
PWA,332,722,Jules Denel,FRA-41,Denel_FRA-41,13,1655
PWA,332,722,Julian Salmonn,G-21,Salmonn_G-21,13,1655
PWA,332,722,Klaas Voget,G-4,Voget_G-4,13,1655
PWA,332,722,Arthur Arutkin,F-7,Arutkin_F-7,17,1457
PWA,332,722,Leon Jamaer,G-208,Jamaer_G-208,17,1457
PWA,332,722,Moritz Mauch,G-103,Mauch_G-103,17,1457
PWA,332,722,Robby Swift,K-89,Swift_K-89,17,1457
PWA,332,722,Aleix Sanllehy,CAT-555,Sanllehy_CAT-555,17,1457
PWA,332,722,Omar Sanchez,E-33,Sanchez_E-33,17,1457
PWA,332,722,Morgan Noireaux,HI-101,Noireaux_HI-101,17,1457
PWA,332,722,Josep Pons,E-203,Pons_E-203,17,1457
PWA,332,722,Florian Jung,G-21,Jung_G-21,25,1193
PWA,332,722,Marino Gil Gherardi,E-959,Gil Gherardi_E-959,25,1193
PWA,332,722,Kenneth Danielsen,D-38,Danielsen_D-38,25,1193
PWA,332,722,Dieter Van der Eyken,B-35,Van der Eyken_B-35,25,1193
PWA,332,722,Loick Lesauvage,F-780,Lesauvage_F-780,25,1193
PWA,332,722,Tim van Dam Sanchidrian,E-510,van Dam Sanchidrian_E-510,25,1193
PWA,332,722,Graham Ezzy,USA-1,Ezzy_USA-1,25,1193
PWA,332,722,"Jose ""Gollito"" Estredo",V-10,"""Gollito"" Estredo_V-10",25,1193
PWA,332,722,Eric Sanllehy,CAT-111,Sanllehy_CAT-111,33,797
PWA,332,722,Martin ten Hoeve,H-999,ten Hoeve_H-999,33,797
PWA,332,722,Felix Spencer,AUS-69,Spencer_AUS-69,33,797
PWA,332,722,Noah Vocker,F-210,Vocker_F-210,33,797
PWA,332,722,Antoine Albert,NC-21,Albert_NC-21,33,797
PWA,332,722,Francesco Cappuzzo,I-333,Cappuzzo_I-333,33,797
PWA,332,722,Nicolas Akgazciyan,F-400,Akgazciyan_F-400,33,797
PWA,332,722,Pablo Ramírez Bolaños,E-244,Ramírez Bolaños_E-244,33,797
PWA,332,722,Dario Ojeda,E-211,Ojeda_E-211,33,797
PWA,332,722,Jacopo Testa,ITA-261,Testa_ITA-261,33,797
PWA,332,722,Ben Proffitt,K-800,Proffitt_K-800,33,797
PWA,332,722,Valter Scotto,TF-7,Scotto_TF-7,33,797
PWA,332,722,Jake Schettewi,US-25,Schettewi_US-25,33,797
PWA,332,722,Alexandre Grand-Guillot,F-585,Grand-Guillot_F-585,33,797
PWA,332,722,John Skye,K-57,Skye_K-57,33,797
PWA,332,722,Antony Ruenes,F-85,Ruenes_F-85,33,797
PWA,332,713,Sarah-Quita Offringa,ARU-91,Offringa_ARU-91,1,1000
PWA,332,713,Lena Erdil,GER-33,Erdil_GER-33,2,990
PWA,332,713,Marion Mortefon,FRA-118,Mortefon_FRA-118,3,980
PWA,332,713,Esther De Geus,NED-16,De Geus_NED-16,4,970
PWA,332,713,Maëlle Guilbaud,FRA-551,Guilbaud_FRA-551,5,960
PWA,332,713,Oda Johanne Brødholt,NOR-500,Johanne Brødholt_NOR-500,6,950
PWA,332,713,Yuki Sunaga,JPN-470,Sunaga_JPN-470,7,940
PWA,332,713,Nimet Tulumen,TUR-753,Tulumen_TUR-753,8,930
PWA,332,713,Ayako Suzuki,JPN-61,Suzuki_JPN-61,9,915
PWA,332,713,Maria Shapkina,RUS-6,Shapkina_RUS-6,9,915
PWA,332,713,Delphine Cousin Questel,FRA-775,Cousin Questel_FRA-775,11,900
PWA,332,713,Fujiko Onishi,JPN-94,Onishi_JPN-94,12,890
PWA,332,713,Cagla Kubat,TUR-75,Kubat_TUR-75,13,880
PWA,332,713,Marianne Rautelin,FIN-13,Rautelin_FIN-13,14,870
PWA,332,713,Mio Anayama,JPN-311,Anayama_JPN-311,15,860
PWA,332,713,Yun-Hee Lim,KOR-033,Lim_KOR-033,16,850
PWA,332,713,Moeata Boosie,TAH-22,Boosie_TAH-22,17,840
PWA,332,713,Mathilde Zampieri,TAH-987,Zampieri_TAH-987,18,830
PWA,332,713,Fulya Ünlü,TUR-165,Ünlü_TUR-165,19,810
PWA,332,713,Marion Dusart,F-306,Dusart_F-306,19,810
PWA,332,713,Anissa Mohrath,DEN-85,Mohrath_DEN-85,19,810
PWA,322,699,Sarah-Quita Offringa,ARU-91,Offringa_ARU-91,1,2100
PWA,322,699,Delphine Cousin Questel,FRA-775,Cousin Questel_FRA-775,2,2067
PWA,322,699,Lena Erdil,GER-33,Erdil_GER-33,3,2034
PWA,322,699,Maja Dziarnowska,POL-7,Dziarnowska_POL-7,4,2001
PWA,322,699,Fujiko Onishi,JPN-94,Onishi_JPN-94,5,1968
PWA,322,699,Yuki Sunaga,JPN-470,Sunaga_JPN-470,6,1935
PWA,322,699,Fulya Ünlü,TUR-165,Ünlü_TUR-165,7,1902
PWA,322,699,Oda Johanne Brødholt,NOR-500,Johanne Brødholt_NOR-500,8,1869
PWA,322,699,Marion Mortefon,FRA-118,Mortefon_FRA-118,9,1836
PWA,322,699,Ayako Suzuki,JPN-61,Suzuki_JPN-61,10,1803
PWA,322,699,Maëlle Guilbaud,FRA-551,Guilbaud_FRA-551,11,1770
PWA,322,699,Lucie Hervoche,F-42,Hervoche_F-42,12,1737
PWA,322,699,María Andrés,E-2,Andrés_E-2,13,1704
PWA,322,699,Esther De Geus,NED-16,De Geus_NED-16,14,1671
PWA,322,699,Marion Dusart,F-306,Dusart_F-306,15,1638
PWA,322,699,Mio Anayama,JPN-311,Anayama_JPN-311,16,1605
PWA,322,699,Cagla Kubat,TUR-75,Kubat_TUR-75,17,1572
PWA,322,699,Marine Hunter,FRA-181,Hunter_FRA-181,18,1539
PWA,322,699,Marianne Rautelin,FIN-13,Rautelin_FIN-13,19,1506
PWA,322,699,Estelle Barré,FRA-675,Barré_FRA-675,20,1440
PWA,322,699,Nimet Tulumen,TUR-753,Tulumen_TUR-753,20,1440
PWA,322,699,Andrea Vanhoorne,BEL-26,Vanhoorne_BEL-26,20,1440
PWA,322,699,Anissa Mohrath,DEN-85,Mohrath_DEN-85,23,1374
PWA,322,699,Maria Shapkina,RUS-6,Shapkina_RUS-6,24,1325
PWA,322,699,Annika Valkna,EST-14,Valkna_EST-14,24,1325
PWA,322,699,Cécile Decourt,F-49,Decourt_F-49,26,1242
PWA,322,699,Helle Oppedal,NOR-39,Oppedal_NOR-39,26,1242
PWA,322,699,Miriam Rasmussen,NOR-17,Rasmussen_NOR-17,26,1242
PWA,322,699,Alara Baykent,USA-07,Baykent_USA-07,29,1143
PWA,322,699,Natasha Schaloffsky Bate,DEN-611,Schaloffsky Bate_DEN-611,29,1143
PWA,322,699,Ann Schliemann,GER-1003,Schliemann_GER-1003,29,1143
PWA,322,702,Alex Mussolini,E-30,Mussolini_E-30,1,2100
PWA,322,702,Thomas Traversa,F-3,Traversa_F-3,2,2067
PWA,322,702,Jaeger Stone,KA-120,Stone_KA-120,3,2034
PWA,322,702,Victor Fernandez,E-42,Fernandez_E-42,4,2001
PWA,322,702,Daniel Bruch,G-1181,Bruch_G-1181,5,1919
PWA,322,702,Kenneth Danielsen,D-38,Danielsen_D-38,5,1919
PWA,322,702,Robby Swift,K-89,Swift_K-89,5,1919
PWA,322,702,Klaas Voget,G-4,Voget_G-4,5,1919
PWA,322,702,Marcilio Browne,BRA-105,Browne_BRA-105,9,1721
PWA,322,702,Leon Jamaer,G-208,Jamaer_G-208,9,1721
PWA,322,702,Camille Juban,GPE-8,Juban_GPE-8,9,1721
PWA,322,702,Antoine Martin,F-193,Martin_F-193,9,1721
PWA,322,702,Moritz Mauch,G-103,Mauch_G-103,9,1721
PWA,322,702,John Skye,K-57,Skye_K-57,9,1721
PWA,322,702,Alessio Stillrich,E-95,Stillrich_E-95,9,1721
PWA,322,702,Dieter Van der Eyken,B-35,Van der Eyken_B-35,9,1721
PWA,322,702,Ricardo Campello,V-111,Campello_V-111,17,1325
PWA,322,702,Jules Denel,FRA-41,Denel_FRA-41,17,1325
PWA,322,702,Max Droege,G-3,Droege_G-3,17,1325
PWA,322,702,Graham Ezzy,USA-1,Ezzy_USA-1,17,1325
PWA,322,702,Gustav Haggstrom,S-7,Haggstrom_S-7,17,1325
PWA,322,702,Florian Jung,G-21,Jung_G-21,17,1325
PWA,322,702,Adam Lewis,K-516,Lewis_K-516,17,1325
PWA,322,702,Marc Paré,E-334,Paré_E-334,17,1325
PWA,322,702,Josep Pons,E-203,Pons_E-203,17,1325
PWA,322,702,Ben Proffitt,K-800,Proffitt_K-800,17,1325
PWA,322,702,Julien Quentel,SXM-421,Quentel_SXM-421,17,1325
PWA,322,702,Pablo Ramírez Bolaños,E-244,Ramírez Bolaños_E-244,17,1325
PWA,322,702,Maciek Rutkowski,POL-23,Rutkowski_POL-23,17,1325
PWA,322,702,Omar Sanchez,E-33,Sanchez_E-33,17,1325
PWA,322,702,Aleix Sanllehy,CAT-555,Sanllehy_CAT-555,17,1325
PWA,322,702,Martin ten Hoeve,H-999,ten Hoeve_H-999,17,1325
PWA,286,584,Karin Jaggi,SUI-14,Jaggi_SUI-14,1,2100
PWA,286,584,Lena Erdil,GER-33,Erdil_GER-33,2,2067
PWA,286,584,Valérie Arrighetti Ghibaudo,FRA-444,Arrighetti Ghibaudo_FRA-444,3,2034
PWA,286,584,Alice Arutkin,F-111,Arutkin_F-111,4,1985
PWA,286,584,Laura Linares,ITA-611,Linares_ITA-611,4,1985
PWA,286,584,Cagla Kubat,TUR-75,Kubat_TUR-75,6,1935
PWA,286,584,Delphine Cousin Questel,FRA-775,Cousin Questel_FRA-775,7,1902
PWA,286,584,María Andrés,E-2,Andrés_E-2,8,1853
PWA,286,584,Fanny Aubet,FRA-809,Aubet_FRA-809,8,1853
PWA,286,584,Dilara Uralp,TUR-191,Uralp_TUR-191,10,1803
PWA,286,584,Marianne Rautelin,FIN-13,Rautelin_FIN-13,11,1770
PWA,286,584,Greta Benvenuti,ITA-38,Benvenuti_ITA-38,12,1737
PWA,286,584,Melek Toraman,TUR-115,Toraman_TUR-115,13,1704
PWA,286,584,Ceren Yaman,TUR-666,Yaman_TUR-666,14,1655
PWA,286,584,Emanuela Giorgi,ITA-725,Giorgi_ITA-725,14,1655
PWA,286,583,Antoine Albeau,F-192,Albeau_F-192,1,2100
PWA,286,583,Ross Williams,GBR-83,Williams_GBR-83,2,2067
PWA,286,583,Ludovic Jossin,E-12,Jossin_E-12,3,2034
PWA,286,583,Josh Angulo,CV-1,Angulo_CV-1,4,2001
PWA,286,583,Micah Buzianis,USA-34,Buzianis_USA-34,5,1968
PWA,286,583,Sylvain Moussilmani,F-007,Moussilmani_F-007,6,1935
PWA,286,583,Peter Volwater,H-24,Volwater_H-24,7,1902
PWA,286,583,Steve Allen,AUS-0,Allen_AUS-0,8,1869
PWA,286,583,Cyril Moussilmani,F-71,Moussilmani_F-71,9,1836
PWA,286,583,Björn Dunkerbeck,ESP-11,Dunkerbeck_ESP-11,10,1803
PWA,286,583,Matteo Iachino,ITA-140,Iachino_ITA-140,11,1770
PWA,286,583,Bernd Flessner,G-16,Flessner_G-16,12,1737
PWA,286,583,Vincent Langer,G-1,Langer_G-1,13,1704
PWA,286,583,Antoine Questel,FRA-99,Questel_FRA-99,14,1671
PWA,286,583,Ben Van Der Steen,NED-57,Van Der Steen_NED-57,15,1638
PWA,286,583,Pascal Toselli,F-916,Toselli_F-916,16,1605
PWA,286,583,Alberto Menegatti,ITA-4,Menegatti_ITA-4,17,1572
PWA,286,583,Damien Le Guen,FRA-86,Le Guen_FRA-86,18,1539
PWA,286,583,Cedric Bordes,FRA-91,Bordes_FRA-91,19,1506
PWA,286,583,Pieter Bijl,NED-0,Bijl_NED-0,20,1473
PWA,286,583,Jimmy Diaz,ISV-11,Diaz_ISV-11,21,1424
PWA,286,583,Pierre Mortefon,F-14,Mortefon_F-14,21,1424
PWA,286,583,Maciek Rutkowski,POL-23,Rutkowski_POL-23,23,1374
PWA,286,583,Elton (Taty) Frans,NB-9,(Taty) Frans_NB-9,24,1341
PWA,286,583,Arnon Dagan,ISR-1,Dagan_ISR-1,25,1275
PWA,286,583,Patrik Diethelm,SUI-20,Diethelm_SUI-20,25,1275
PWA,286,583,Andrea Rosati,ITA-0,Rosati_ITA-0,25,1275
PWA,286,583,Gunnar Asmussen,GER-2,Asmussen_GER-2,28,1209
PWA,286,583,Julien Quentel,SXM-421,Quentel_SXM-421,29,1176
PWA,286,583,Finian Maynard,KV-11,Maynard_KV-11,30,1143
PWA,286,583,Kevin Mevissen,H-79,Mevissen_H-79,31,1110
PWA,286,583,Gonzalo Costa Hoevel,ARG-3,Costa Hoevel_ARG-3,32,1077
PWA,286,583,Benoit Moussilmani,F-1,Moussilmani_F-1,33,1044
PWA,286,583,Joel Grönqvist,FIN-2,Grönqvist_FIN-2,34,1011
PWA,286,583,Clément Bozec,F-32,Bozec_F-32,35,962
PWA,286,583,Malte Reuscher,GER-777,Reuscher_GER-777,35,962
PWA,286,583,Casper Bouman,NED-52,Bouman_NED-52,37,912
PWA,286,583,William Alikiagalelei,FRA-540,Alikiagalelei_FRA-540,38,764
PWA,286,583,Daniel Blinnikka,FIN-5,Blinnikka_FIN-5,38,764
PWA,286,583,Andrea Ferin,ITA-111,Ferin_ITA-111,38,764
PWA,286,583,Kurosh Kiani,D-83,Kiani_D-83,38,764
PWA,286,583,Marco Lang,AUT-66,Lang_AUT-66,38,764
PWA,286,583,Fred Morin,T-1000,Morin_T-1000,38,764
PWA,286,583,Oliver-Tom Schliemann,G-1001,Schliemann_G-1001,38,764
PWA,286,583,Jordy Vonk,NED-69,Vonk_NED-69,38,764
PWA,286,583,Jocelyn de Souza,FRA-873,de Souza_FRA-873,46,615
PWA,286,583,Tomas Malina,CZE-109,Malina_CZE-109,47,566
PWA,286,583,Christoph Pressler,AUT-226,Pressler_AUT-226,47,566
PWA,286,583,Sean O'Brien,AUS-120,O'Brien_AUS-120,49,516
PWA,286,583,Andrea Cucchi,I-1,Cucchi_I-1,50,450
PWA,286,583,Dennis Müller,GER-89,Müller_GER-89,50,450
PWA,286,583,Manuel Zugsbratl,AUT-230,Zugsbratl_AUT-230,50,450
PWA,286,583,Wolfgang Draschner,G-3333,Draschner_G-3333,53,335
PWA,286,583,Danny Kater,H-322,Kater_H-322,53,335
PWA,286,583,Michael Kvasnovsky,CZE-178,Kvasnovsky_CZE-178,53,335
PWA,286,583,Christian Recke,GER-556,Recke_GER-556,53,335
PWA,286,579,Thomas Traversa,F-3,Traversa_F-3,1,2100
PWA,286,579,Philip Köster,G-44,Köster_G-44,2,2067
PWA,286,579,Victor Fernandez,E-42,Fernandez_E-42,3,2034
PWA,286,579,Ricardo Campello,V-111,Campello_V-111,4,2001
PWA,286,579,Kauli Seadi,BRA-253,Seadi_BRA-253,5,1968
PWA,286,579,Alex Mussolini,E-30,Mussolini_E-30,6,1935
PWA,286,579,Daniel Bruch,G-1181,Bruch_G-1181,7,1886
PWA,286,579,Klaas Voget,G-4,Voget_G-4,7,1886
PWA,286,579,Leon Jamaer,G-208,Jamaer_G-208,9,1787
PWA,286,579,Robby Swift,K-89,Swift_K-89,9,1787
PWA,286,579,Peter Volwater,H-24,Volwater_H-24,9,1787
PWA,286,579,Ross Williams,GBR-83,Williams_GBR-83,9,1787
PWA,286,579,Marcilio Browne,BRA-105,Browne_BRA-105,13,1655
PWA,286,579,Mikey Clancy,IR-253,Clancy_IR-253,13,1655
PWA,286,579,Jamie Hancock,K-218,Hancock_K-218,13,1655
PWA,286,579,John Skye,K-57,Skye_K-57,13,1655
PWA,286,579,Kenneth Danielsen,D-38,Danielsen_D-38,17,1457
PWA,286,579,Jules Denel,FRA-41,Denel_FRA-41,17,1457
PWA,286,579,Lars Gobisch,G-800,Gobisch_G-800,17,1457
PWA,286,579,Stefan Gobisch,G-3,Gobisch_G-3,17,1457
PWA,286,579,Phil Horrocks,K-303,Horrocks_K-303,17,1457
PWA,286,579,Adam Lewis,K-516,Lewis_K-516,17,1457
PWA,286,579,Ben Proffitt,K-800,Proffitt_K-800,17,1457
PWA,286,579,Omar Sanchez,E-33,Sanchez_E-33,17,1457
PWA,286,579,Robert Baldyga,POL-18,Baldyga_POL-18,25,1193
PWA,286,579,Mads Bjørnå,DEN-20,Bjørnå_DEN-20,25,1193
PWA,286,579,Michael Kleingarn,G-308,Kleingarn_G-308,25,1193
PWA,286,579,Sebastian Kornum,DEN-24,Kornum_DEN-24,25,1193
PWA,286,579,Dario Ojeda,E-211,Ojeda_E-211,25,1193
PWA,286,579,Lars Petersen,D-99,Petersen_D-99,25,1193
PWA,286,579,Albert Pijoan,E-88,Pijoan_E-88,25,1193
PWA,286,579,Markus Rydberg,S-313,Rydberg_S-313,25,1193
PWA,286,579,Mikkel Asmussen,D-153,Asmussen_D-153,33,0
PWA,286,579,Christopher Friis,D-36,Friis_D-36,33,0
PWA,286,579,Jonas Knudsen,D-103,Knudsen_D-103,33,0
PWA,286,579,Przemek Krzycki,POL-194,Krzycki_POL-194,33,0
PWA,286,579,Antoine Martin,F-193,Martin_F-193,33,0
PWA,286,579,Nikodem Merlak,POL-64,Merlak_POL-64,33,0
PWA,286,579,Jens Pedersen,D-43,Pedersen_D-43,33,0
PWA,286,579,Tuomo Naalisvaara,FIN-3,Naalisvaara_FIN-3,33,0
PWA,286,579,Alessio Stillrich,E-95,Stillrich_E-95,33,0
PWA,286,579,Martin ten Hoeve,H-999,ten Hoeve_H-999,33,0
PWA,286,579,Thomas Wessel Svensson,N-14,Wessel Svensson_N-14,33,0
PWA,286,582,"Jose ""Gollito"" Estredo",V-10,"""Gollito"" Estredo_V-10",1,2100
PWA,286,582,Everon (Tonky) Frans,NB-7,(Tonky) Frans_NB-7,2,2067
PWA,286,582,Kiri Thode,NB-61,Thode_NB-61,3,2034
PWA,286,582,Steven Van Broeckhoven,B-72,Van Broeckhoven_B-72,4,2001
PWA,286,582,Youp Schmit,NB-12,Schmit_NB-12,5,1968
PWA,286,582,Philip Soltysiak,CAN-9,Soltysiak_CAN-9,6,1935
PWA,286,582,Elton (Taty) Frans,NB-9,(Taty) Frans_NB-9,7,1886
PWA,286,582,Dieter Van der Eyken,B-35,Van der Eyken_B-35,7,1886
PWA,286,582,Antony Ruenes,F-85,Ruenes_F-85,9,1787
PWA,286,582,Björn Saragoza,NB-11,Saragoza_NB-11,9,1787
PWA,286,582,Davy Scheffers,H-311,Scheffers_H-311,9,1787
PWA,286,582,Maarten van Ochten,H-73,van Ochten_H-73,9,1787
PWA,286,582,Andy 'Bubble' Chambers,K-540,'Bubble' Chambers_K-540,13,1655
PWA,286,582,Yegor Popretinskiy,RUS-11,Popretinskiy_RUS-11,13,1655
PWA,286,582,Max Rowe,K-20,Rowe_K-20,13,1655
PWA,286,582,Amado Vrieswijk,NB-20,Vrieswijk_NB-20,13,1655
PWA,286,582,Adrien Bosson,F-296,Bosson_F-296,17,1457
PWA,286,582,Tilo Eber,G-414,Eber_G-414,17,1457
PWA,286,582,Mattia Fabrizi,ITA-991,Fabrizi_ITA-991,17,1457
PWA,286,582,Rick Jendrusch,H-120,Jendrusch_H-120,17,1457
PWA,286,582,Christofer Kalk,EST-141,Kalk_EST-141,17,1457
PWA,286,582,Julien Mas,FRA-07,Mas_FRA-07,17,1457
PWA,286,582,Max Matissek,OE-9,Matissek_OE-9,17,1457
PWA,286,582,Bryan Metcalf-Perez,US-505,Metcalf-Perez_US-505,17,1457
PWA,286,582,Paul Boef,NED-720,Boef_NED-720,25,1193
PWA,286,582,Adam Gavriel,ISR-111,Gavriel_ISR-111,25,1193
PWA,286,582,Tony Mõttus,EST-21,Mõttus_EST-21,25,1193
PWA,286,582,Balz Muller,SUI-21,Muller_SUI-21,25,1193
PWA,286,582,Jeremy Plüss,SUI-500,Plüss_SUI-500,25,1193
PWA,286,582,Nicola Spadea,ITA-44,Spadea_ITA-44,25,1193
PWA,286,582,Jacopo Testa,ITA-261,Testa_ITA-261,25,1193
PWA,286,582,Fabian Weber,G-999,Weber_G-999,25,1193
PWA,286,582,Adrian Beholz,G-888,Beholz_G-888,33,0
PWA,286,582,Valentin Böckler,G-315,Böckler_G-315,33,0
PWA,286,582,Ricardo Campello,V-111,Campello_V-111,33,0
PWA,286,582,Remko de Zeeuw,NED-444,de Zeeuw_NED-444,33,0
PWA,286,582,Ole Hasholt,D-210,Hasholt_D-210,33,0
PWA,286,582,Danny Kater,H-322,Kater_H-322,33,0
PWA,286,582,Kevin Mevissen,H-79,Mevissen_H-79,33,0
PWA,286,582,Rasmus Oegelund,D-22,Oegelund_D-22,33,0
PWA,286,582,Meikel Thies,GER-106,Thies_GER-106,33,0
PWA,288,601,Philip Köster,G-44,Köster_G-44,1,2100
PWA,288,601,Victor Fernandez,E-42,Fernandez_E-42,2,2067
PWA,288,601,Alex Mussolini,E-30,Mussolini_E-30,3,2034
PWA,288,601,Ricardo Campello,V-111,Campello_V-111,4,2001
PWA,288,601,Thomas Traversa,F-3,Traversa_F-3,5,1968
PWA,288,601,Marcilio Browne,BRA-105,Browne_BRA-105,6,1935
PWA,288,601,Leon Jamaer,G-208,Jamaer_G-208,7,1886
PWA,288,601,John Skye,K-57,Skye_K-57,7,1886
PWA,288,601,Daniel Bruch,G-1181,Bruch_G-1181,9,1787
PWA,288,601,Jules Denel,FRA-41,Denel_FRA-41,9,1787
PWA,288,601,Jamie Hancock,K-218,Hancock_K-218,9,1787
PWA,288,601,Adam Lewis,K-516,Lewis_K-516,9,1787
PWA,288,601,Kenneth Danielsen,D-38,Danielsen_D-38,13,1655
PWA,288,601,Dario Ojeda,E-211,Ojeda_E-211,13,1655
PWA,288,601,Florian Jung,G-21,Jung_G-21,13,1655
PWA,288,601,Scott McKercher,KA-181,McKercher_KA-181,13,1655
PWA,288,601,Boujmaa Guilloul,M-3,Guilloul_M-3,17,1457
PWA,288,601,Phil Horrocks,K-303,Horrocks_K-303,17,1457
PWA,288,601,Antoine Martin,F-193,Martin_F-193,17,1457
PWA,288,601,Ben Proffitt,K-800,Proffitt_K-800,17,1457
PWA,288,601,Omar Sanchez,E-33,Sanchez_E-33,17,1457
PWA,288,601,Aleix Sanllehy,CAT-555,Sanllehy_CAT-555,17,1457
PWA,288,601,Klaas Voget,G-4,Voget_G-4,17,1457
PWA,288,601,Martin ten Hoeve,H-999,ten Hoeve_H-999,17,1457
PWA,288,601,Michael Kleingarn,G-308,Kleingarn_G-308,25,1193
PWA,288,601,Albert Pijoan,E-88,Pijoan_E-88,25,1193
PWA,288,601,Valter Scotto,TF-7,Scotto_TF-7,25,1193
PWA,288,601,Peter Volwater,H-24,Volwater_H-24,25,1193
PWA,288,601,Jochen Stolz,E-174,Stolz_E-174,25,1193
PWA,288,601,Jonas Ceballos,E-40,Ceballos_E-40,25,1193
PWA,288,601,Moritz Mauch,G-103,Mauch_G-103,25,1193
PWA,288,601,Alessio Stillrich,E-95,Stillrich_E-95,25,1193
PWA,288,602,Sarah-Quita Offringa,ARU-91,Offringa_ARU-91,1,2100
PWA,288,602,Arrianne Aukes,H-131,Aukes_H-131,2,2067
PWA,288,602,Yolanda Freites de Brendt,V-26,Freites de Brendt_V-26,3,2034
PWA,288,602,Olya Raskina,14,Raskina_14,4,2001
PWA,288,602,Oda Johanne Brødholt,NOR-500,Johanne Brødholt_NOR-500,5,1952
PWA,288,602,Maxime van Gent,NB-22,van Gent_NB-22,5,1952
PWA,288,602,Maaike Huvermann,NED-108,Huvermann_NED-108,7,1886
PWA,288,602,Karin Jaggi,SUI-14,Jaggi_SUI-14,7,1886
PWA,288,602,Svetlana Martynova,RUS-10,Martynova_RUS-10,9,1820
PWA,288,602,Heleen Muijsers,NED-206,Muijsers_NED-206,9,1820
PWA,288,602,Francesca Floris,ITA-211,Floris_ITA-211,11,1770
PWA,291,628,Sarah-Quita Offringa,ARU-91,Offringa_ARU-91,1,2100
PWA,291,628,Olya Raskina,14,Raskina_14,2,2067
