source,event_id,heat_id,eventDivisionId,athleteId,score,modified_total,modifier,type,counting,total_wave,total_jump,total_points
PWA,357,1657_28a,857,Browne_BRA-105,5.12,,,Wave,No,13.25,16.38,29.63
PWA,357,1657_28a,857,Browne_BRA-105,5.38,,,Wave,No,13.25,16.38,29.63
PWA,357,1657_28a,857,Browne_BRA-105,2.25,,,Wave,No,13.25,16.38,29.63
PWA,357,1657_28a,857,Browne_BRA-105,7.75,,,Wave,Yes,13.25,16.38,29.63
PWA,357,1657_28a,857,Browne_BRA-105,5.50,,,Wave,Yes,13.25,16.38,29.63
PWA,357,1657_28a,857,Browne_BRA-105,5.50,,,B ,No,13.25,16.38,29.63
PWA,357,1657_28a,857,Browne_BRA-105,7.38,,,2xF,Yes,13.25,16.38,29.63
PWA,357,1657_28a,857,Browne_BRA-105,4.62,,,B ,No,13.25,16.38,29.63
PWA,357,1657_28a,857,Browne_BRA-105,3.95,,,B ,No,13.25,16.38,29.63
PWA,357,1657_28a,857,Browne_BRA-105,6.38,,,B ,No,13.25,16.38,29.63
PWA,357,1657_28a,857,Browne_BRA-105,9.00,,,PF,Yes,13.25,16.38,29.63
PWA,357,1657_28a,857,Browne_BRA-105,0.50,,,2xF,No,13.25,16.38,29.63
PWA,357,1657_28a,857,Stathapoulos_GRE-73,6.38,,,Wave,Yes,11.0,9.0,20.0
PWA,357,1657_28a,857,Stathapoulos_GRE-73,4.62,,,Wave,Yes,11.0,9.0,20.0
PWA,357,1657_28a,857,Stathapoulos_GRE-73,4.38,,,B ,Yes,11.0,9.0,20.0
PWA,357,1657_28a,857,Stathapoulos_GRE-73,3.38,,,2xF,No,11.0,9.0,20.0
PWA,357,1657_28a,857,Stathapoulos_GRE-73,3.50,,,B ,No,11.0,9.0,20.0
PWA,357,1657_28a,857,Stathapoulos_GRE-73,1.62,,,F,No,11.0,9.0,20.0
PWA,357,1657_28a,857,Stathapoulos_GRE-73,4.62,,,F,Yes,11.0,9.0,20.0
PWA,357,1657_28a,857,Ishii_J-27,3.88,,,Wave,Yes,3.88,5.74,9.62
PWA,357,1657_28a,857,Ishii_J-27,3.62,,,B ,Yes,3.88,5.74,9.62
PWA,357,1657_28a,857,Ishii_J-27,0.50,,,2xF,No,3.88,5.74,9.62
PWA,357,1657_28a,857,Ishii_J-27,0.50,,,B ,No,3.88,5.74,9.62
PWA,357,1657_28a,857,Ishii_J-27,0.50,,,PF,No,3.88,5.74,9.62
PWA,357,1657_28a,857,Ishii_J-27,0.50,,,B ,No,3.88,5.74,9.62
PWA,357,1657_28a,857,Ishii_J-27,0.50,,,B ,No,3.88,5.74,9.62
PWA,357,1657_28a,857,Ishii_J-27,0.50,,,2xF,No,3.88,5.74,9.62
PWA,357,1657_28a,857,Ishii_J-27,2.12,,,2xF,Yes,3.88,5.74,9.62
PWA,357,1657_28a,857,Noguchi_J-39,3.38,,,Wave,Yes,4.5,0.5,5.0
PWA,357,1657_28a,857,Noguchi_J-39,0.62,,,Wave,No,4.5,0.5,5.0
PWA,357,1657_28a,857,Noguchi_J-39,1.12,,,Wave,Yes,4.5,0.5,5.0
PWA,357,1657_28a,857,Noguchi_J-39,0.50,,,2xF,Yes,4.5,0.5,5.0
PWA,357,1657_28a,857,Noguchi_J-39,0.50,,,2xF,No,4.5,0.5,5.0
PWA,357,1657_28a,857,Noguchi_J-39,0.50,,,2xF,No,4.5,0.5,5.0
PWA,357,1657_28a,857,Noguchi_J-39,0.50,,,2xF,No,4.5,0.5,5.0
PWA,357,1657_29a,857,Warchol_Pol-111,0.88,,,Wave,No,11.12,7.88,19.0
PWA,357,1657_29a,857,Warchol_Pol-111,0.88,,,Wave,No,11.12,7.88,19.0
PWA,357,1657_29a,857,Warchol_Pol-111,3.25,,,Wave,No,11.12,7.88,19.0
PWA,357,1657_29a,857,Warchol_Pol-111,6.00,,,Wave,Yes,11.12,7.88,19.0
PWA,357,1657_29a,857,Warchol_Pol-111,5.12,,,Wave,Yes,11.12,7.88,19.0
PWA,357,1657_29a,857,Warchol_Pol-111,1.50,,,Wave,No,11.12,7.88,19.0
PWA,357,1657_29a,857,Warchol_Pol-111,3.38,,,Wave,No,11.12,7.88,19.0
PWA,357,1657_29a,857,Warchol_Pol-111,3.88,,,B ,Yes,11.12,7.88,19.0
PWA,357,1657_29a,857,Warchol_Pol-111,3.50,,,P,No,11.12,7.88,19.0
PWA,357,1657_29a,857,Warchol_Pol-111,4.00,,,P,Yes,11.12,7.88,19.0
PWA,357,1657_29a,857,Warchol_Pol-111,2.12,,,F,No,11.12,7.88,19.0
PWA,357,1657_29a,857,Morisio_I-676,2.50,,,Wave,No,7.5,10.2,17.7
PWA,357,1657_29a,857,Morisio_I-676,3.62,,,Wave,Yes,7.5,10.2,17.7
PWA,357,1657_29a,857,Morisio_I-676,1.38,,,Wave,No,7.5,10.2,17.7
PWA,357,1657_29a,857,Morisio_I-676,3.88,,,Wave,Yes,7.5,10.2,17.7
PWA,357,1657_29a,857,Morisio_I-676,2.25,,,Wave,No,7.5,10.2,17.7
PWA,357,1657_29a,857,Morisio_I-676,4.12,,,F,No,7.5,10.2,17.7
PWA,357,1657_29a,857,Morisio_I-676,4.00,,,B ,No,7.5,10.2,17.7
PWA,357,1657_29a,857,Morisio_I-676,2.00,,,F,No,7.5,10.2,17.7
PWA,357,1657_29a,857,Morisio_I-676,4.50,,,B ,No,7.5,10.2,17.7
PWA,357,1657_29a,857,Morisio_I-676,5.88,,,B ,Yes,7.5,10.2,17.7
PWA,357,1657_29a,857,Morisio_I-676,4.32,,,F,Yes,7.5,10.2,17.7
PWA,357,1657_29a,857,Morisio_I-676,0.50,,,B ,No,7.5,10.2,17.7
PWA,357,1657_29a,857,Schmuth_G-878,1.38,,,Wave,Yes,3.26,7.24,10.5
PWA,357,1657_29a,857,Schmuth_G-878,0.50,,,Wave,No,3.26,7.24,10.5
PWA,357,1657_29a,857,Schmuth_G-878,1.88,,,Wave,Yes,3.26,7.24,10.5
PWA,357,1657_29a,857,Schmuth_G-878,4.12,,,B ,Yes,3.26,7.24,10.5
PWA,357,1657_29a,857,Schmuth_G-878,3.12,,,F,Yes,3.26,7.24,10.5
PWA,357,1657_29a,857,van Dam Sanchidrian_E-51,0.50,,,Wave,No,3.24,4.47,7.71
PWA,357,1657_29a,857,van Dam Sanchidrian_E-51,0.62,,,Wave,Yes,3.24,4.47,7.71
PWA,357,1657_29a,857,van Dam Sanchidrian_E-51,0.50,,,Wave,No,3.24,4.47,7.71
PWA,357,1657_29a,857,van Dam Sanchidrian_E-51,2.62,,,Wave,Yes,3.24,4.47,7.71
PWA,357,1657_29a,857,van Dam Sanchidrian_E-51,3.97,,,F,Yes,3.24,4.47,7.71
PWA,357,1657_29a,857,van Dam Sanchidrian_E-51,0.50,,,B ,Yes,3.24,4.47,7.71
PWA,357,1657_29a,857,van Dam Sanchidrian_E-51,0.50,,,B ,No,3.24,4.47,7.71
PWA,357,1657_29a,857,van Dam Sanchidrian_E-51,0.50,,,F,No,3.24,4.47,7.71
PWA,357,1657_29a,857,van Dam Sanchidrian_E-51,3.00,,,F,No,3.24,4.47,7.71
PWA,357,1657_30a,857,Albert_NC-21,3.50,,,Wave,No,10.25,8.98,19.23
PWA,357,1657_30a,857,Albert_NC-21,2.00,,,Wave,No,10.25,8.98,19.23
PWA,357,1657_30a,857,Albert_NC-21,2.88,,,Wave,No,10.25,8.98,19.23
PWA,357,1657_30a,857,Albert_NC-21,3.50,,,Wave,No,10.25,8.98,19.23
PWA,357,1657_30a,857,Albert_NC-21,4.25,,,Wave,Yes,10.25,8.98,19.23
PWA,357,1657_30a,857,Albert_NC-21,2.75,,,Wave,No,10.25,8.98,19.23
PWA,357,1657_30a,857,Albert_NC-21,6.00,,,Wave,Yes,10.25,8.98,19.23
PWA,357,1657_30a,857,Albert_NC-21,2.62,,,B ,No,10.25,8.98,19.23
PWA,357,1657_30a,857,Albert_NC-21,5.43,,,B ,Yes,10.25,8.98,19.23
PWA,357,1657_30a,857,Albert_NC-21,3.50,,,P,No,10.25,8.98,19.23
PWA,357,1657_30a,857,Albert_NC-21,3.45,,,P,No,10.25,8.98,19.23
PWA,357,1657_30a,857,Albert_NC-21,3.55,,,P,Yes,10.25,8.98,19.23
PWA,357,1657_30a,857,Friedl Morales_E-255,3.62,,,Wave,Yes,8.37,9.38,17.75
PWA,357,1657_30a,857,Friedl Morales_E-255,4.75,,,Wave,Yes,8.37,9.38,17.75
PWA,357,1657_30a,857,Friedl Morales_E-255,3.25,,,Wave,No,8.37,9.38,17.75
PWA,357,1657_30a,857,Friedl Morales_E-255,2.00,,,Wave,No,8.37,9.38,17.75
PWA,357,1657_30a,857,Friedl Morales_E-255,4.38,,,F,Yes,8.37,9.38,17.75
PWA,357,1657_30a,857,Friedl Morales_E-255,3.88,,,B ,No,8.37,9.38,17.75
PWA,357,1657_30a,857,Friedl Morales_E-255,5.00,,,B ,Yes,8.37,9.38,17.75
PWA,357,1657_30a,857,Friedl Morales_E-255,4.38,,,B ,No,8.37,9.38,17.75
PWA,357,1657_30a,857,Friedl Morales_E-255,0.50,,,B ,No,8.37,9.38,17.75
PWA,357,1657_30a,857,Kolberg_G-45,0.62,,,Wave,No,6.5,9.83,16.33
PWA,357,1657_30a,857,Kolberg_G-45,2.00,,,Wave,No,6.5,9.83,16.33
PWA,357,1657_30a,857,Kolberg_G-45,1.88,,,Wave,No,6.5,9.83,16.33
PWA,357,1657_30a,857,Kolberg_G-45,2.62,,,Wave,Yes,6.5,9.83,16.33
PWA,357,1657_30a,857,Kolberg_G-45,3.88,,,Wave,Yes,6.5,9.83,16.33
PWA,357,1657_30a,857,Kolberg_G-45,4.00,,,F,No,6.5,9.83,16.33
PWA,357,1657_30a,857,Kolberg_G-45,4.88,,,B ,Yes,6.5,9.83,16.33
PWA,357,1657_30a,857,Kolberg_G-45,4.95,,,F,Yes,6.5,9.83,16.33
PWA,357,1657_30a,857,Meldrum_K-579,2.25,,,Wave,No,7.13,7.28,14.41
PWA,357,1657_30a,857,Meldrum_K-579,1.88,,,Wave,No,7.13,7.28,14.41
PWA,357,1657_30a,857,Meldrum_K-579,3.38,,,Wave,Yes,7.13,7.28,14.41
PWA,357,1657_30a,857,Meldrum_K-579,3.75,,,Wave,Yes,7.13,7.28,14.41
PWA,357,1657_30a,857,Meldrum_K-579,3.50,,,B ,Yes,7.13,7.28,14.41
PWA,357,1657_30a,857,Meldrum_K-579,3.00,,,F,No,7.13,7.28,14.41
PWA,357,1657_30a,857,Meldrum_K-579,3.78,,,F,Yes,7.13,7.28,14.41
PWA,357,1657_31a,857,Kiefer Quintana_E-242,3.38,,,Wave,Yes,6.38,10.43,16.81
PWA,357,1657_31a,857,Kiefer Quintana_E-242,0.50,,,Wave,No,6.38,10.43,16.81
PWA,357,1657_31a,857,Kiefer Quintana_E-242,3.00,,,Wave,Yes,6.38,10.43,16.81
PWA,357,1657_31a,857,Kiefer Quintana_E-242,7.43,,,2xF,Yes,6.38,10.43,16.81
PWA,357,1657_31a,857,Kiefer Quintana_E-242,3.00,,,B ,Yes,6.38,10.43,16.81
PWA,357,1657_31a,857,Shamgar_ISR-13,1.88,,,Wave,Yes,5.0,10.65,15.65
PWA,357,1657_31a,857,Shamgar_ISR-13,1.50,,,Wave,No,5.0,10.65,15.65
PWA,357,1657_31a,857,Shamgar_ISR-13,3.12,,,Wave,Yes,5.0,10.65,15.65
PWA,357,1657_31a,857,Shamgar_ISR-13,1.75,,,Wave,No,5.0,10.65,15.65
PWA,357,1657_31a,857,Shamgar_ISR-13,0.50,,,2xF,No,5.0,10.65,15.65
PWA,357,1657_31a,857,Shamgar_ISR-13,5.75,,,F,Yes,5.0,10.65,15.65
PWA,357,1657_31a,857,Shamgar_ISR-13,0.50,,,2xF,No,5.0,10.65,15.65
PWA,357,1657_31a,857,Shamgar_ISR-13,4.25,,,2xF,No,5.0,10.65,15.65
PWA,357,1657_31a,857,Shamgar_ISR-13,4.90,,,2xF,Yes,5.0,10.65,15.65
PWA,357,1657_31a,857,Shamgar_ISR-13,2.25,,,F,No,5.0,10.65,15.65
PWA,357,1657_31a,857,Romero_E-45,2.12,,,Wave,No,5.75,9.5,15.25
PWA,357,1657_31a,857,Romero_E-45,2.25,,,Wave,No,5.75,9.5,15.25
PWA,357,1657_31a,857,Romero_E-45,3.25,,,Wave,Yes,5.75,9.5,15.25
PWA,357,1657_31a,857,Romero_E-45,2.50,,,Wave,Yes,5.75,9.5,15.25
PWA,357,1657_31a,857,Romero_E-45,5.62,,,B ,Yes,5.75,9.5,15.25
PWA,357,1657_31a,857,Romero_E-45,3.88,,,P,Yes,5.75,9.5,15.25
PWA,357,1657_31a,857,Romero_E-45,3.38,,,F,No,5.75,9.5,15.25
PWA,357,1657_31a,857,Spangenberg_G-141,0.75,,,Wave,Yes,2.87,4.38,7.25
PWA,357,1657_31a,857,Spangenberg_G-141,0.50,,,Wave,No,2.87,4.38,7.25
PWA,357,1657_31a,857,Spangenberg_G-141,2.12,,,Wave,Yes,2.87,4.38,7.25
PWA,357,1657_31a,857,Spangenberg_G-141,0.62,,,F,No,2.87,4.38,7.25
PWA,357,1657_31a,857,Spangenberg_G-141,0.88,,,F,Yes,2.87,4.38,7.25
PWA,357,1657_31a,857,Spangenberg_G-141,0.50,,,B ,No,2.87,4.38,7.25
PWA,357,1657_31a,857,Spangenberg_G-141,0.50,,,B ,No,2.87,4.38,7.25
PWA,357,1657_31a,857,Spangenberg_G-141,3.50,,,B ,Yes,2.87,4.38,7.25
PWA,357,1657_32a,857,Noireaux_HI-101,3.00,,,Wave,No,8.38,10.68,19.06
PWA,357,1657_32a,857,Noireaux_HI-101,1.88,,,Wave,No,8.38,10.68,19.06
PWA,357,1657_32a,857,Noireaux_HI-101,3.12,,,Wave,No,8.38,10.68,19.06
PWA,357,1657_32a,857,Noireaux_HI-101,1.25,,,Wave,No,8.38,10.68,19.06
PWA,357,1657_32a,857,Noireaux_HI-101,5.00,,,Wave,Yes,8.38,10.68,19.06
PWA,357,1657_32a,857,Noireaux_HI-101,3.38,,,Wave,Yes,8.38,10.68,19.06
PWA,357,1657_32a,857,Noireaux_HI-101,4.62,,,F,No,8.38,10.68,19.06
PWA,357,1657_32a,857,Noireaux_HI-101,5.25,,,B ,Yes,8.38,10.68,19.06
PWA,357,1657_32a,857,Noireaux_HI-101,5.12,,,B ,No,8.38,10.68,19.06
PWA,357,1657_32a,857,Noireaux_HI-101,5.43,,,F,Yes,8.38,10.68,19.06
PWA,357,1657_32a,857,Pons_E-203,0.62,,,Wave,No,6.63,9.52,16.15
PWA,357,1657_32a,857,Pons_E-203,3.88,,,Wave,Yes,6.63,9.52,16.15
PWA,357,1657_32a,857,Pons_E-203,2.75,,,Wave,Yes,6.63,9.52,16.15
PWA,357,1657_32a,857,Pons_E-203,2.62,,,Wave,No,6.63,9.52,16.15
PWA,357,1657_32a,857,Pons_E-203,1.12,,,Wave,No,6.63,9.52,16.15
PWA,357,1657_32a,857,Pons_E-203,3.62,,,F,No,6.63,9.52,16.15
PWA,357,1657_32a,857,Pons_E-203,0.50,,,2xF,No,6.63,9.52,16.15
PWA,357,1657_32a,857,Pons_E-203,4.40,,,B ,Yes,6.63,9.52,16.15
PWA,357,1657_32a,857,Pons_E-203,0.50,,,B ,No,6.63,9.52,16.15
PWA,357,1657_32a,857,Pons_E-203,0.50,,,2xF,No,6.63,9.52,16.15
PWA,357,1657_32a,857,Pons_E-203,5.12,,,F,Yes,6.63,9.52,16.15
PWA,357,1657_32a,857,Alonso_E-0,3.25,,,Wave,Yes,6.13,8.12,14.25
PWA,357,1657_32a,857,Alonso_E-0,0.50,,,Wave,No,6.13,8.12,14.25
PWA,357,1657_32a,857,Alonso_E-0,2.88,,,Wave,Yes,6.13,8.12,14.25
PWA,357,1657_32a,857,Alonso_E-0,2.25,,,Wave,No,6.13,8.12,14.25
PWA,357,1657_32a,857,Alonso_E-0,3.38,,,F,No,6.13,8.12,14.25
PWA,357,1657_32a,857,Alonso_E-0,3.78,,,P,No,6.13,8.12,14.25
PWA,357,1657_32a,857,Alonso_E-0,3.78,,,F,No,6.13,8.12,14.25
PWA,357,1657_32a,857,Alonso_E-0,4.00,,,B ,Yes,6.13,8.12,14.25
PWA,357,1657_32a,857,Alonso_E-0,4.12,,,P,Yes,6.13,8.12,14.25
PWA,357,1657_32a,857,Alonso_E-0,3.40,,,F,No,6.13,8.12,14.25
PWA,357,1657_32a,857,Alonso_E-0,0.50,,,B ,No,6.13,8.12,14.25
PWA,357,1657_32a,857,Maethner_G-31,1.38,,,Wave,No,3.38,8.42,11.8
PWA,357,1657_32a,857,Maethner_G-31,1.38,,,Wave,Yes,3.38,8.42,11.8
PWA,357,1657_32a,857,Maethner_G-31,2.00,,,Wave,Yes,3.38,8.42,11.8
PWA,357,1657_32a,857,Maethner_G-31,0.50,,,B ,No,3.38,8.42,11.8
PWA,357,1657_32a,857,Maethner_G-31,2.12,,,B ,No,3.38,8.42,11.8
PWA,357,1657_32a,857,Maethner_G-31,5.00,,,B ,Yes,3.38,8.42,11.8
PWA,357,1657_32a,857,Maethner_G-31,3.42,,,F,Yes,3.38,8.42,11.8
PWA,357,1657_33a,857,Flechet_F-47,5.00,,,Wave,Yes,9.75,11.5,21.25
PWA,357,1657_33a,857,Flechet_F-47,4.75,,,Wave,Yes,9.75,11.5,21.25
PWA,357,1657_33a,857,Flechet_F-47,4.25,,,Wave,No,9.75,11.5,21.25
PWA,357,1657_33a,857,Flechet_F-47,0.50,,,B ,No,9.75,11.5,21.25
PWA,357,1657_33a,857,Flechet_F-47,4.07,,,B ,No,9.75,11.5,21.25
PWA,357,1657_33a,857,Flechet_F-47,3.62,,,F,No,9.75,11.5,21.25
PWA,357,1657_33a,857,Flechet_F-47,3.80,,,F,No,9.75,11.5,21.25
PWA,357,1657_33a,857,Flechet_F-47,0.50,,,B ,No,9.75,11.5,21.25
PWA,357,1657_33a,857,Flechet_F-47,4.78,,,F,Yes,9.75,11.5,21.25
PWA,357,1657_33a,857,Flechet_F-47,6.72,,,2xF,Yes,9.75,11.5,21.25
PWA,357,1657_33a,857,Neubauer_GRE-734,3.50,,,Wave,Yes,7.38,13.21,20.59
PWA,357,1657_33a,857,Neubauer_GRE-734,2.00,,,Wave,No,7.38,13.21,20.59
PWA,357,1657_33a,857,Neubauer_GRE-734,1.00,,,Wave,No,7.38,13.21,20.59
PWA,357,1657_33a,857,Neubauer_GRE-734,2.25,,,Wave,No,7.38,13.21,20.59
PWA,357,1657_33a,857,Neubauer_GRE-734,1.38,,,Wave,No,7.38,13.21,20.59
PWA,357,1657_33a,857,Neubauer_GRE-734,3.88,,,Wave,Yes,7.38,13.21,20.59
PWA,357,1657_33a,857,Neubauer_GRE-734,2.38,,,Wave,No,7.38,13.21,20.59
PWA,357,1657_33a,857,Neubauer_GRE-734,7.78,,,2xF,Yes,7.38,13.21,20.59
PWA,357,1657_33a,857,Neubauer_GRE-734,5.43,,,B ,Yes,7.38,13.21,20.59
PWA,357,1657_33a,857,Richter_G-6,1.38,,,Wave,No,6.5,10.82,17.32
PWA,357,1657_33a,857,Richter_G-6,2.62,,,Wave,No,6.5,10.82,17.32
PWA,357,1657_33a,857,Richter_G-6,3.62,,,Wave,Yes,6.5,10.82,17.32
PWA,357,1657_33a,857,Richter_G-6,1.25,,,Wave,No,6.5,10.82,17.32
PWA,357,1657_33a,857,Richter_G-6,2.88,,,Wave,Yes,6.5,10.82,17.32
PWA,357,1657_33a,857,Richter_G-6,4.50,,,F,No,6.5,10.82,17.32
PWA,357,1657_33a,857,Richter_G-6,5.50,,,B ,Yes,6.5,10.82,17.32
PWA,357,1657_33a,857,Richter_G-6,5.32,,,F,Yes,6.5,10.82,17.32
PWA,357,1657_33a,857,Laurent_GPE-1,3.75,,,Wave,Yes,6.63,6.88,13.51
PWA,357,1657_33a,857,Laurent_GPE-1,1.12,,,Wave,No,6.63,6.88,13.51
PWA,357,1657_33a,857,Laurent_GPE-1,2.88,,,Wave,Yes,6.63,6.88,13.51
PWA,357,1657_33a,857,Laurent_GPE-1,2.50,,,Wave,No,6.63,6.88,13.51
PWA,357,1657_33a,857,Laurent_GPE-1,0.50,,,B ,No,6.63,6.88,13.51
PWA,357,1657_33a,857,Laurent_GPE-1,3.00,,,F,No,6.63,6.88,13.51
PWA,357,1657_33a,857,Laurent_GPE-1,0.50,,,B ,No,6.63,6.88,13.51
PWA,357,1657_33a,857,Laurent_GPE-1,3.30,,,P,Yes,6.63,6.88,13.51
PWA,357,1657_33a,857,Laurent_GPE-1,0.50,,,B ,No,6.63,6.88,13.51
PWA,357,1657_33a,857,Laurent_GPE-1,3.58,,,F,Yes,6.63,6.88,13.51
PWA,357,1657_33a,857,Laurent_GPE-1,0.50,,,B ,No,6.63,6.88,13.51
PWA,357,1657_34a,857,Bruch_G-1181,5.25,,,Wave,Yes,11.87,10.62,22.49
PWA,357,1657_34a,857,Bruch_G-1181,2.25,,,Wave,No,11.87,10.62,22.49
PWA,357,1657_34a,857,Bruch_G-1181,6.62,,,Wave,Yes,11.87,10.62,22.49
PWA,357,1657_34a,857,Bruch_G-1181,4.25,,,F,No,11.87,10.62,22.49
PWA,357,1657_34a,857,Bruch_G-1181,5.62,,,B ,Yes,11.87,10.62,22.49
PWA,357,1657_34a,857,Bruch_G-1181,0.50,,,B ,No,11.87,10.62,22.49
PWA,357,1657_34a,857,Bruch_G-1181,4.75,,,F,No,11.87,10.62,22.49
PWA,357,1657_34a,857,Bruch_G-1181,0.50,,,B ,No,11.87,10.62,22.49
PWA,357,1657_34a,857,Bruch_G-1181,0.50,,,B ,No,11.87,10.62,22.49
PWA,357,1657_34a,857,Bruch_G-1181,0.50,,,P,No,11.87,10.62,22.49
PWA,357,1657_34a,857,Bruch_G-1181,5.00,,,P,Yes,11.87,10.62,22.49
PWA,357,1657_34a,857,Ishii_J-20,4.25,,,Wave,Yes,9.87,9.76,19.63
PWA,357,1657_34a,857,Ishii_J-20,3.62,,,Wave,No,9.87,9.76,19.63
PWA,357,1657_34a,857,Ishii_J-20,2.38,,,Wave,No,9.87,9.76,19.63
PWA,357,1657_34a,857,Ishii_J-20,1.88,,,Wave,No,9.87,9.76,19.63
PWA,357,1657_34a,857,Ishii_J-20,5.62,,,Wave,Yes,9.87,9.76,19.63
PWA,357,1657_34a,857,Ishii_J-20,1.00,,,Wave,No,9.87,9.76,19.63
PWA,357,1657_34a,857,Ishii_J-20,4.88,,,F,Yes,9.87,9.76,19.63
PWA,357,1657_34a,857,Ishii_J-20,4.88,,,B ,Yes,9.87,9.76,19.63
PWA,357,1657_34a,857,Ishii_J-20,0.50,,,B ,No,9.87,9.76,19.63
PWA,357,1657_34a,857,Ishii_J-20,4.50,,,P,No,9.87,9.76,19.63
PWA,357,1657_34a,857,Bjørnaa_D-36,1.62,,,Wave,No,6.0,8.16,14.16
PWA,357,1657_34a,857,Bjørnaa_D-36,2.75,,,Wave,Yes,6.0,8.16,14.16
PWA,357,1657_34a,857,Bjørnaa_D-36,3.25,,,Wave,Yes,6.0,8.16,14.16
PWA,357,1657_34a,857,Bjørnaa_D-36,2.38,,,Wave,No,6.0,8.16,14.16
PWA,357,1657_34a,857,Bjørnaa_D-36,3.75,,,B ,No,6.0,8.16,14.16
PWA,357,1657_34a,857,Bjørnaa_D-36,3.78,,,P,Yes,6.0,8.16,14.16
PWA,357,1657_34a,857,Bjørnaa_D-36,4.38,,,B ,Yes,6.0,8.16,14.16
PWA,357,1657_34a,857,Merlak_POL-64,1.00,,,Wave,Yes,3.12,8.63,11.75
PWA,357,1657_34a,857,Merlak_POL-64,0.62,,,Wave,No,3.12,8.63,11.75
PWA,357,1657_34a,857,Merlak_POL-64,0.62,,,Wave,No,3.12,8.63,11.75
PWA,357,1657_34a,857,Merlak_POL-64,0.50,,,Wave,No,3.12,8.63,11.75
PWA,357,1657_34a,857,Merlak_POL-64,2.12,,,Wave,Yes,3.12,8.63,11.75
PWA,357,1657_34a,857,Merlak_POL-64,0.50,,,B ,No,3.12,8.63,11.75
PWA,357,1657_34a,857,Merlak_POL-64,3.50,,,P,No,3.12,8.63,11.75
PWA,357,1657_34a,857,Merlak_POL-64,4.38,,,B ,No,3.12,8.63,11.75
PWA,357,1657_34a,857,Merlak_POL-64,3.88,,,P,Yes,3.12,8.63,11.75
PWA,357,1657_34a,857,Merlak_POL-64,4.75,,,B ,Yes,3.12,8.63,11.75
PWA,357,1657_35a,857,Chapuis_E-99,6.38,,,Wave,Yes,10.63,13.9,24.53
PWA,357,1657_35a,857,Chapuis_E-99,1.62,,,Wave,No,10.63,13.9,24.53
PWA,357,1657_35a,857,Chapuis_E-99,2.50,,,Wave,No,10.63,13.9,24.53
PWA,357,1657_35a,857,Chapuis_E-99,4.25,,,Wave,Yes,10.63,13.9,24.53
PWA,357,1657_35a,857,Chapuis_E-99,5.12,,,P,No,10.63,13.9,24.53
PWA,357,1657_35a,857,Chapuis_E-99,7.45,,,2xF,Yes,10.63,13.9,24.53
PWA,357,1657_35a,857,Chapuis_E-99,6.20,,,F,No,10.63,13.9,24.53
PWA,357,1657_35a,857,Chapuis_E-99,5.38,,,B ,No,10.63,13.9,24.53
PWA,357,1657_35a,857,Chapuis_E-99,5.88,,,P,No,10.63,13.9,24.53
PWA,357,1657_35a,857,Chapuis_E-99,6.45,,,B ,Yes,10.63,13.9,24.53
PWA,357,1657_35a,857,Mauch_G-103,1.38,,,Wave,No,10.75,8.07,18.82
PWA,357,1657_35a,857,Mauch_G-103,5.25,,,Wave,Yes,10.75,8.07,18.82
PWA,357,1657_35a,857,Mauch_G-103,5.50,,,Wave,Yes,10.75,8.07,18.82
PWA,357,1657_35a,857,Mauch_G-103,4.38,,,Wave,No,10.75,8.07,18.82
PWA,357,1657_35a,857,Mauch_G-103,5.12,,,Wave,No,10.75,8.07,18.82
PWA,357,1657_35a,857,Mauch_G-103,4.62,,,B ,Yes,10.75,8.07,18.82
PWA,357,1657_35a,857,Mauch_G-103,3.00,,,F,No,10.75,8.07,18.82
PWA,357,1657_35a,857,Mauch_G-103,0.50,,,B ,No,10.75,8.07,18.82
PWA,357,1657_35a,857,Mauch_G-103,3.45,,,F,Yes,10.75,8.07,18.82
PWA,357,1657_35a,857,Mauch_G-103,4.12,,,B ,No,10.75,8.07,18.82
PWA,357,1657_35a,857,Thule_DEN-134,2.00,,,Wave,Yes,3.75,10.16,13.91
PWA,357,1657_35a,857,Thule_DEN-134,1.50,,,Wave,No,3.75,10.16,13.91
PWA,357,1657_35a,857,Thule_DEN-134,1.50,,,Wave,No,3.75,10.16,13.91
PWA,357,1657_35a,857,Thule_DEN-134,1.75,,,Wave,Yes,3.75,10.16,13.91
PWA,357,1657_35a,857,Thule_DEN-134,1.00,,,Wave,No,3.75,10.16,13.91
PWA,357,1657_35a,857,Thule_DEN-134,4.25,,,F,No,3.75,10.16,13.91
PWA,357,1657_35a,857,Thule_DEN-134,0.50,,,F,No,3.75,10.16,13.91
PWA,357,1657_35a,857,Thule_DEN-134,3.12,,,B ,No,3.75,10.16,13.91
PWA,357,1657_35a,857,Thule_DEN-134,0.50,,,P,No,3.75,10.16,13.91
PWA,357,1657_35a,857,Thule_DEN-134,4.62,,,B ,No,3.75,10.16,13.91
PWA,357,1657_35a,857,Thule_DEN-134,5.28,,,F,Yes,3.75,10.16,13.91
PWA,357,1657_35a,857,Thule_DEN-134,4.88,,,B ,Yes,3.75,10.16,13.91
PWA,357,1657_35a,857,De Cruz_F-3003,0.88,,,Wave,Yes,3.0,8.03,11.03
PWA,357,1657_35a,857,De Cruz_F-3003,2.12,,,Wave,Yes,3.0,8.03,11.03
