source,event_id,heat_id,eventDivisionId,athleteId,score,modified_total,modifier,type,counting,total_wave,total_jump,total_points
PWA,358,1754_24a,926,Stathopoulos_GRE-73,4.00,,,B ,No,8.13,5.45,13.58
PWA,358,1754_24a,926,Stathopoulos_GRE-73,5.45,,,B ,Yes,8.13,5.45,13.58
PWA,358,1754_24a,926,Stathopoulos_GRE-73,4.18,,,F,No,8.13,5.45,13.58
PWA,358,1754_24a,926,Scotto_TF-7,2.00,,,Wave,No,7.12,4.5,11.62
PWA,358,1754_24a,926,Scotto_TF-7,1.62,,,Wave,No,7.12,4.5,11.62
PWA,358,1754_24a,926,Scotto_TF-7,2.62,,,Wave,No,7.12,4.5,11.62
PWA,358,1754_24a,926,Scotto_TF-7,4.00,,,Wave,Yes,7.12,4.5,11.62
PWA,358,1754_24a,926,Scotto_TF-7,3.12,,,Wave,Yes,7.12,4.5,11.62
PWA,358,1754_24a,926,Scotto_TF-7,4.50,,,B ,Yes,7.12,4.5,11.62
PWA,358,1754_24a,926,Scotto_TF-7,0.50,,,B ,No,7.12,4.5,11.62
PWA,358,1754_24a,926,Meldrum_K-579,4.00,,,Wave,Yes,7.12,3.25,10.37
PWA,358,1754_24a,926,Meldrum_K-579,2.38,,,Wave,No,7.12,3.25,10.37
PWA,358,1754_24a,926,Meldrum_K-579,3.00,,,Wave,No,7.12,3.25,10.37
PWA,358,1754_24a,926,Meldrum_K-579,3.12,,,Wave,Yes,7.12,3.25,10.37
PWA,358,1754_24a,926,Meldrum_K-579,0.50,,,B ,No,7.12,3.25,10.37
PWA,358,1754_24a,926,Meldrum_K-579,3.25,,,B ,Yes,7.12,3.25,10.37
PWA,358,1754_24a,926,Meldrum_K-579,0.88,,,B ,No,7.12,3.25,10.37
PWA,358,1754_25a,926,van Dam Sanchidrian_E-51,1.88,,,Wave,No,10.88,4.5,15.38
PWA,358,1754_25a,926,van Dam Sanchidrian_E-51,5.50,,,Wave,Yes,10.88,4.5,15.38
PWA,358,1754_25a,926,van Dam Sanchidrian_E-51,5.38,,,Wave,Yes,10.88,4.5,15.38
PWA,358,1754_25a,926,van Dam Sanchidrian_E-51,3.75,,,Wave,No,10.88,4.5,15.38
PWA,358,1754_25a,926,van Dam Sanchidrian_E-51,4.50,,,F,Yes,10.88,4.5,15.38
PWA,358,1754_25a,926,van Dam Sanchidrian_E-51,2.00,,,B ,No,10.88,4.5,15.38
PWA,358,1754_25a,926,Maethner_G-31,2.75,,,Wave,No,6.5,4.38,10.88
PWA,358,1754_25a,926,Maethner_G-31,3.38,,,Wave,Yes,6.5,4.38,10.88
PWA,358,1754_25a,926,Maethner_G-31,3.12,,,Wave,No,6.5,4.38,10.88
PWA,358,1754_25a,926,Maethner_G-31,2.75,,,Wave,No,6.5,4.38,10.88
PWA,358,1754_25a,926,Maethner_G-31,1.62,,,Wave,No,6.5,4.38,10.88
PWA,358,1754_25a,926,Maethner_G-31,3.12,,,Wave,Yes,6.5,4.38,10.88
PWA,358,1754_25a,926,Maethner_G-31,3.00,,,B ,No,6.5,4.38,10.88
PWA,358,1754_25a,926,Maethner_G-31,4.38,,,B ,Yes,6.5,4.38,10.88
PWA,358,1754_25a,926,Maethner_G-31,1.00,,,B ,No,6.5,4.38,10.88
PWA,358,1754_25a,926,Rautnik_ITA-275,2.25,,,Wave,No,5.62,2.38,8.0
PWA,358,1754_25a,926,Rautnik_ITA-275,1.38,,,Wave,No,5.62,2.38,8.0
PWA,358,1754_25a,926,Rautnik_ITA-275,1.62,,,Wave,No,5.62,2.38,8.0
PWA,358,1754_25a,926,Rautnik_ITA-275,2.50,,,Wave,Yes,5.62,2.38,8.0
PWA,358,1754_25a,926,Rautnik_ITA-275,3.12,,,Wave,Yes,5.62,2.38,8.0
PWA,358,1754_25a,926,Rautnik_ITA-275,0.50,,,B ,No,5.62,2.38,8.0
PWA,358,1754_25a,926,Rautnik_ITA-275,2.38,,,F,Yes,5.62,2.38,8.0
PWA,358,1754_25a,926,Rautnik_ITA-275,0.50,,,B ,No,5.62,2.38,8.0
PWA,358,1754_25a,926,Rautnik_ITA-275,0.50,,,2xF,No,5.62,2.38,8.0
PWA,358,1754_26a,926,Denel_FRA-41,3.38,,,Wave,No,9.62,4.8,14.42
PWA,358,1754_26a,926,Denel_FRA-41,2.50,,,Wave,No,9.62,4.8,14.42
PWA,358,1754_26a,926,Denel_FRA-41,3.50,,,Wave,No,9.62,4.8,14.42
PWA,358,1754_26a,926,Denel_FRA-41,5.62,,,Wave,Yes,9.62,4.8,14.42
PWA,358,1754_26a,926,Denel_FRA-41,4.00,,,Wave,Yes,9.62,4.8,14.42
PWA,358,1754_26a,926,Denel_FRA-41,4.80,,,B ,Yes,9.62,4.8,14.42
PWA,358,1754_26a,926,Stolz_E-174,4.38,,,Wave,Yes,7.0,4.0,11.0
PWA,358,1754_26a,926,Stolz_E-174,2.62,,,Wave,Yes,7.0,4.0,11.0
PWA,358,1754_26a,926,Stolz_E-174,2.50,,,Wave,No,7.0,4.0,11.0
PWA,358,1754_26a,926,Stolz_E-174,2.12,,,Wave,No,7.0,4.0,11.0
PWA,358,1754_26a,926,Stolz_E-174,2.38,,,Wave,No,7.0,4.0,11.0
PWA,358,1754_26a,926,Stolz_E-174,3.12,,,F,No,7.0,4.0,11.0
PWA,358,1754_26a,926,Stolz_E-174,2.88,,,B ,No,7.0,4.0,11.0
PWA,358,1754_26a,926,Stolz_E-174,4.00,,,B ,Yes,7.0,4.0,11.0
PWA,358,1754_26a,926,Shamgar_ISR-13,1.88,,,Wave,Yes,4.38,3.22,7.6
PWA,358,1754_26a,926,Shamgar_ISR-13,1.38,,,Wave,No,4.38,3.22,7.6
PWA,358,1754_26a,926,Shamgar_ISR-13,1.75,,,Wave,No,4.38,3.22,7.6
PWA,358,1754_26a,926,Shamgar_ISR-13,2.50,,,Wave,Yes,4.38,3.22,7.6
PWA,358,1754_26a,926,Shamgar_ISR-13,0.50,,,2xF,No,4.38,3.22,7.6
PWA,358,1754_26a,926,Shamgar_ISR-13,3.22,,,F,Yes,4.38,3.22,7.6
PWA,358,1754_27a,926,Kolberg_G-45,2.50,,,Wave,No,9.38,4.25,13.63
PWA,358,1754_27a,926,Kolberg_G-45,3.25,,,Wave,No,9.38,4.25,13.63
PWA,358,1754_27a,926,Kolberg_G-45,5.38,,,Wave,Yes,9.38,4.25,13.63
PWA,358,1754_27a,926,Kolberg_G-45,4.00,,,Wave,Yes,9.38,4.25,13.63
PWA,358,1754_27a,926,Kolberg_G-45,3.12,,,Wave,No,9.38,4.25,13.63
PWA,358,1754_27a,926,Kolberg_G-45,4.25,,,B ,Yes,9.38,4.25,13.63
PWA,358,1754_27a,926,Kolberg_G-45,2.75,,,F,No,9.38,4.25,13.63
PWA,358,1754_27a,926,Kolberg_G-45,3.00,,,F,No,9.38,4.25,13.63
PWA,358,1754_27a,926,Bem_CZE-22,2.25,,,Wave,No,7.63,5.05,12.68
PWA,358,1754_27a,926,Bem_CZE-22,3.75,,,Wave,Yes,7.63,5.05,12.68
PWA,358,1754_27a,926,Bem_CZE-22,2.12,,,Wave,No,7.63,5.05,12.68
PWA,358,1754_27a,926,Bem_CZE-22,2.38,,,Wave,No,7.63,5.05,12.68
PWA,358,1754_27a,926,Bem_CZE-22,3.00,,,Wave,No,7.63,5.05,12.68
PWA,358,1754_27a,926,Bem_CZE-22,1.75,,,Wave,No,7.63,5.05,12.68
PWA,358,1754_27a,926,Bem_CZE-22,3.88,,,Wave,Yes,7.63,5.05,12.68
PWA,358,1754_27a,926,Bem_CZE-22,4.22,,,B ,No,7.63,5.05,12.68
PWA,358,1754_27a,926,Bem_CZE-22,0.50,,,B ,No,7.63,5.05,12.68
PWA,358,1754_27a,926,Bem_CZE-22,5.05,,,B ,Yes,7.63,5.05,12.68
PWA,358,1754_27a,926,Schmuth_G-878,1.62,,,Wave,No,7.25,4.12,11.37
PWA,358,1754_27a,926,Schmuth_G-878,2.88,,,Wave,No,7.25,4.12,11.37
PWA,358,1754_27a,926,Schmuth_G-878,3.75,,,Wave,Yes,7.25,4.12,11.37
PWA,358,1754_27a,926,Schmuth_G-878,1.75,,,Wave,No,7.25,4.12,11.37
PWA,358,1754_27a,926,Schmuth_G-878,3.50,,,Wave,Yes,7.25,4.12,11.37
PWA,358,1754_27a,926,Schmuth_G-878,2.62,,,Wave,No,7.25,4.12,11.37
PWA,358,1754_27a,926,Schmuth_G-878,0.50,,,B ,No,7.25,4.12,11.37
PWA,358,1754_27a,926,Schmuth_G-878,4.12,,,B ,Yes,7.25,4.12,11.37
PWA,358,1754_28a,926,Pons_E-203,3.38,,,Wave,No,9.5,4.38,13.88
PWA,358,1754_28a,926,Pons_E-203,3.88,,,Wave,Yes,9.5,4.38,13.88
PWA,358,1754_28a,926,Pons_E-203,2.12,,,Wave,No,9.5,4.38,13.88
PWA,358,1754_28a,926,Pons_E-203,3.00,,,Wave,No,9.5,4.38,13.88
PWA,358,1754_28a,926,Pons_E-203,5.62,,,Wave,Yes,9.5,4.38,13.88
PWA,358,1754_28a,926,Pons_E-203,3.20,,,F,No,9.5,4.38,13.88
PWA,358,1754_28a,926,Pons_E-203,4.38,,,B ,Yes,9.5,4.38,13.88
PWA,358,1754_28a,926,Noguchi_J-39,1.75,,,Wave,No,8.38,4.0,12.38
PWA,358,1754_28a,926,Noguchi_J-39,1.50,,,Wave,No,8.38,4.0,12.38
PWA,358,1754_28a,926,Noguchi_J-39,4.88,,,Wave,Yes,8.38,4.0,12.38
PWA,358,1754_28a,926,Noguchi_J-39,2.88,,,Wave,No,8.38,4.0,12.38
PWA,358,1754_28a,926,Noguchi_J-39,3.50,,,Wave,Yes,8.38,4.0,12.38
PWA,358,1754_28a,926,Noguchi_J-39,0.50,,,P,No,8.38,4.0,12.38
PWA,358,1754_28a,926,Noguchi_J-39,4.00,,,B ,Yes,8.38,4.0,12.38
PWA,358,1754_28a,926,Costanzo_TF-27,2.38,,,Wave,Yes,4.13,2.75,6.88
PWA,358,1754_28a,926,Costanzo_TF-27,1.75,,,Wave,Yes,4.13,2.75,6.88
PWA,358,1754_28a,926,Costanzo_TF-27,2.75,,,F,Yes,4.13,2.75,6.88
PWA,358,1754_28a,926,Costanzo_TF-27,0.50,,,F,No,4.13,2.75,6.88
PWA,358,1754_29a,926,Sanchez_E-33,2.25,,,Wave,No,7.87,3.92,11.79
PWA,358,1754_29a,926,Sanchez_E-33,2.75,,,Wave,Yes,7.87,3.92,11.79
PWA,358,1754_29a,926,Sanchez_E-33,2.12,,,Wave,No,7.87,3.92,11.79
PWA,358,1754_29a,926,Sanchez_E-33,5.12,,,Wave,Yes,7.87,3.92,11.79
PWA,358,1754_29a,926,Sanchez_E-33,1.62,,,Wave,No,7.87,3.92,11.79
PWA,358,1754_29a,926,Sanchez_E-33,0.50,,,B ,No,7.87,3.92,11.79
PWA,358,1754_29a,926,Sanchez_E-33,2.50,,,F,No,7.87,3.92,11.79
PWA,358,1754_29a,926,Sanchez_E-33,3.92,,,B ,Yes,7.87,3.92,11.79
PWA,358,1754_29a,926,Sanchez_E-33,3.72,,,B ,No,7.87,3.92,11.79
PWA,358,1754_29a,926,Kiefer Quintana_E-242,1.12,,,Wave,No,7.5,3.78,11.28
PWA,358,1754_29a,926,Kiefer Quintana_E-242,3.38,,,Wave,Yes,7.5,3.78,11.28
PWA,358,1754_29a,926,Kiefer Quintana_E-242,2.62,,,Wave,No,7.5,3.78,11.28
PWA,358,1754_29a,926,Kiefer Quintana_E-242,4.12,,,Wave,Yes,7.5,3.78,11.28
PWA,358,1754_29a,926,Kiefer Quintana_E-242,3.78,,,B ,Yes,7.5,3.78,11.28
PWA,358,1754_29a,926,Kiefer Quintana_E-242,0.50,,,B ,No,7.5,3.78,11.28
PWA,358,1754_29a,926,Merlak_POL-64,2.38,,,Wave,Yes,5.5,4.95,10.45
PWA,358,1754_29a,926,Merlak_POL-64,3.12,,,Wave,Yes,5.5,4.95,10.45
PWA,358,1754_29a,926,Merlak_POL-64,1.00,,,Wave,No,5.5,4.95,10.45
PWA,358,1754_29a,926,Merlak_POL-64,1.88,,,Wave,No,5.5,4.95,10.45
PWA,358,1754_29a,926,Merlak_POL-64,0.88,,,Wave,No,5.5,4.95,10.45
PWA,358,1754_29a,926,Merlak_POL-64,2.12,,,Wave,No,5.5,4.95,10.45
PWA,358,1754_29a,926,Merlak_POL-64,4.95,,,B ,Yes,5.5,4.95,10.45
PWA,358,1754_29a,926,Merlak_POL-64,3.50,,,F,No,5.5,4.95,10.45
PWA,358,1754_29a,926,Lamaris_GR-264,1.88,,,Wave,No,6.0,3.58,9.58
PWA,358,1754_29a,926,Lamaris_GR-264,2.00,,,Wave,Yes,6.0,3.58,9.58
PWA,358,1754_29a,926,Lamaris_GR-264,4.00,,,Wave,Yes,6.0,3.58,9.58
PWA,358,1754_29a,926,Lamaris_GR-264,1.50,,,Wave,No,6.0,3.58,9.58
PWA,358,1754_29a,926,Lamaris_GR-264,1.75,,,Wave,No,6.0,3.58,9.58
PWA,358,1754_29a,926,Lamaris_GR-264,0.50,,,B ,No,6.0,3.58,9.58
PWA,358,1754_29a,926,Lamaris_GR-264,3.50,,,B ,No,6.0,3.58,9.58
PWA,358,1754_29a,926,Lamaris_GR-264,3.12,,,F,No,6.0,3.58,9.58
PWA,358,1754_29a,926,Lamaris_GR-264,3.58,,,B ,Yes,6.0,3.58,9.58
PWA,358,1754_30a,926,Ferraro_I-505,3.62,,,Wave,Yes,8.24,4.82,13.06
PWA,358,1754_30a,926,Ferraro_I-505,4.62,,,Wave,Yes,8.24,4.82,13.06
PWA,358,1754_30a,926,Ferraro_I-505,2.88,,,Wave,No,8.24,4.82,13.06
PWA,358,1754_30a,926,Ferraro_I-505,2.50,,,Wave,No,8.24,4.82,13.06
PWA,358,1754_30a,926,Ferraro_I-505,2.25,,,Wave,No,8.24,4.82,13.06
PWA,358,1754_30a,926,Ferraro_I-505,4.00,,,F,No,8.24,4.82,13.06
PWA,358,1754_30a,926,Ferraro_I-505,4.82,,,B ,Yes,8.24,4.82,13.06
PWA,358,1754_30a,926,Ferraro_I-505,1.50,,,T,No,8.24,4.82,13.06
PWA,358,1754_30a,926,Albert_NC-21,3.25,,,Wave,No,7.88,3.72,11.6
PWA,358,1754_30a,926,Albert_NC-21,2.38,,,Wave,No,7.88,3.72,11.6
PWA,358,1754_30a,926,Albert_NC-21,3.38,,,Wave,Yes,7.88,3.72,11.6
PWA,358,1754_30a,926,Albert_NC-21,2.88,,,Wave,No,7.88,3.72,11.6
PWA,358,1754_30a,926,Albert_NC-21,4.50,,,Wave,Yes,7.88,3.72,11.6
PWA,358,1754_30a,926,Albert_NC-21,3.62,,,B ,No,7.88,3.72,11.6
PWA,358,1754_30a,926,Albert_NC-21,0.50,,,B ,No,7.88,3.72,11.6
PWA,358,1754_30a,926,Albert_NC-21,0.50,,,AC,No,7.88,3.72,11.6
PWA,358,1754_30a,926,Albert_NC-21,3.72,,,B ,Yes,7.88,3.72,11.6
PWA,358,1754_30a,926,Iachino_ITA-140,2.38,,,Wave,No,6.5,3.12,9.62
PWA,358,1754_30a,926,Iachino_ITA-140,3.12,,,Wave,Yes,6.5,3.12,9.62
PWA,358,1754_30a,926,Iachino_ITA-140,2.00,,,Wave,No,6.5,3.12,9.62
PWA,358,1754_30a,926,Iachino_ITA-140,3.38,,,Wave,Yes,6.5,3.12,9.62
PWA,358,1754_30a,926,Iachino_ITA-140,0.50,,,F,No,6.5,3.12,9.62
PWA,358,1754_30a,926,Iachino_ITA-140,3.12,,,F,Yes,6.5,3.12,9.62
PWA,358,1754_30a,926,Iachino_ITA-140,0.50,,,B ,No,6.5,3.12,9.62
PWA,358,1754_30a,926,Iachino_ITA-140,0.50,,,B ,No,6.5,3.12,9.62
PWA,358,1754_30a,926,Spangenberg_G-141,2.12,,,Wave,No,5.5,2.88,8.38
PWA,358,1754_30a,926,Spangenberg_G-141,2.75,,,Wave,Yes,5.5,2.88,8.38
PWA,358,1754_30a,926,Spangenberg_G-141,1.75,,,Wave,No,5.5,2.88,8.38
PWA,358,1754_30a,926,Spangenberg_G-141,2.75,,,Wave,Yes,5.5,2.88,8.38
PWA,358,1754_30a,926,Spangenberg_G-141,0.50,,,B ,No,5.5,2.88,8.38
PWA,358,1754_30a,926,Spangenberg_G-141,2.88,,,F,Yes,5.5,2.88,8.38
PWA,358,1754_30a,926,Spangenberg_G-141,0.50,,,B ,No,5.5,2.88,8.38
PWA,358,1754_31a,926,Mauch_G-103,3.62,,,Wave,No,11.0,4.0,15.0
PWA,358,1754_31a,926,Mauch_G-103,5.12,,,Wave,Yes,11.0,4.0,15.0
PWA,358,1754_31a,926,Mauch_G-103,4.62,,,Wave,No,11.0,4.0,15.0
PWA,358,1754_31a,926,Mauch_G-103,2.50,,,Wave,No,11.0,4.0,15.0
PWA,358,1754_31a,926,Mauch_G-103,3.62,,,Wave,No,11.0,4.0,15.0
PWA,358,1754_31a,926,Mauch_G-103,5.88,,,Wave,Yes,11.0,4.0,15.0
PWA,358,1754_31a,926,Mauch_G-103,4.00,,,F,Yes,11.0,4.0,15.0
PWA,358,1754_31a,926,De Cruz_F-3003,1.75,,,Wave,No,9.38,3.95,13.33
PWA,358,1754_31a,926,De Cruz_F-3003,5.00,,,Wave,Yes,9.38,3.95,13.33
PWA,358,1754_31a,926,De Cruz_F-3003,4.38,,,Wave,Yes,9.38,3.95,13.33
PWA,358,1754_31a,926,De Cruz_F-3003,3.50,,,Wave,No,9.38,3.95,13.33
PWA,358,1754_31a,926,De Cruz_F-3003,1.62,,,Wave,No,9.38,3.95,13.33
PWA,358,1754_31a,926,De Cruz_F-3003,3.95,,,F,Yes,9.38,3.95,13.33
PWA,358,1754_31a,926,De Cruz_F-3003,0.50,,,B ,No,9.38,3.95,13.33
PWA,358,1754_31a,926,De Cruz_F-3003,2.88,,,B ,No,9.38,3.95,13.33
PWA,358,1754_31a,926,Richter_G-6,2.88,,,Wave,No,7.12,4.68,11.8
PWA,358,1754_31a,926,Richter_G-6,2.12,,,Wave,No,7.12,4.68,11.8
PWA,358,1754_31a,926,Richter_G-6,4.00,,,Wave,Yes,7.12,4.68,11.8
PWA,358,1754_31a,926,Richter_G-6,3.12,,,Wave,Yes,7.12,4.68,11.8
PWA,358,1754_31a,926,Richter_G-6,2.12,,,Wave,No,7.12,4.68,11.8
PWA,358,1754_31a,926,Richter_G-6,2.00,,,Wave,No,7.12,4.68,11.8
PWA,358,1754_31a,926,Richter_G-6,1.88,,,Wave,No,7.12,4.68,11.8
PWA,358,1754_31a,926,Richter_G-6,4.50,,,B ,No,7.12,4.68,11.8
PWA,358,1754_31a,926,Richter_G-6,4.68,,,B ,Yes,7.12,4.68,11.8
PWA,358,1754_31a,926,Ovsik_CZ-66,1.12,,,Wave,No,5.0,4.65,9.65
PWA,358,1754_31a,926,Ovsik_CZ-66,2.12,,,Wave,Yes,5.0,4.65,9.65
PWA,358,1754_31a,926,Ovsik_CZ-66,2.00,,,Wave,No,5.0,4.65,9.65
PWA,358,1754_31a,926,Ovsik_CZ-66,2.88,,,Wave,Yes,5.0,4.65,9.65
PWA,358,1754_31a,926,Ovsik_CZ-66,1.00,,,Wave,No,5.0,4.65,9.65
PWA,358,1754_31a,926,Ovsik_CZ-66,4.38,,,F,No,5.0,4.65,9.65
PWA,358,1754_31a,926,Ovsik_CZ-66,4.65,,,F,Yes,5.0,4.65,9.65
PWA,358,1754_32a,926,Stathopoulos_GRE-73,2.00,,,Wave,No,7.5,4.82,12.32
PWA,358,1754_32a,926,Stathopoulos_GRE-73,1.88,,,Wave,No,7.5,4.82,12.32
PWA,358,1754_32a,926,Stathopoulos_GRE-73,3.25,,,Wave,No,7.5,4.82,12.32
PWA,358,1754_32a,926,Stathopoulos_GRE-73,3.12,,,Wave,No,7.5,4.82,12.32
PWA,358,1754_32a,926,Stathopoulos_GRE-73,3.50,,,Wave,Yes,7.5,4.82,12.32
PWA,358,1754_32a,926,Stathopoulos_GRE-73,4.00,,,Wave,Yes,7.5,4.82,12.32
PWA,358,1754_32a,926,Stathopoulos_GRE-73,4.82,,,B ,Yes,7.5,4.82,12.32
PWA,358,1754_32a,926,Stathopoulos_GRE-73,4.05,,,B ,No,7.5,4.82,12.32
PWA,358,1754_32a,926,Stathopoulos_GRE-73,2.88,,,B ,No,7.5,4.82,12.32
PWA,358,1754_32a,926,Stolz_E-174,4.12,,,Wave,Yes,7.0,4.9,11.9
PWA,358,1754_32a,926,Stolz_E-174,1.75,,,Wave,No,7.0,4.9,11.9
PWA,358,1754_32a,926,Stolz_E-174,2.88,,,Wave,Yes,7.0,4.9,11.9
PWA,358,1754_32a,926,Stolz_E-174,2.88,,,Wave,No,7.0,4.9,11.9
PWA,358,1754_32a,926,Stolz_E-174,0.50,,,B ,No,7.0,4.9,11.9
PWA,358,1754_32a,926,Stolz_E-174,4.90,,,B ,Yes,7.0,4.9,11.9
PWA,358,1754_32a,926,van Dam Sanchidrian_E-51,2.88,,,Wave,No,8.37,3.47,11.84
PWA,358,1754_32a,926,van Dam Sanchidrian_E-51,2.25,,,Wave,No,8.37,3.47,11.84
PWA,358,1754_32a,926,van Dam Sanchidrian_E-51,4.62,,,Wave,Yes,8.37,3.47,11.84
PWA,358,1754_32a,926,van Dam Sanchidrian_E-51,3.75,,,Wave,Yes,8.37,3.47,11.84
PWA,358,1754_32a,926,van Dam Sanchidrian_E-51,0.50,,,F,No,8.37,3.47,11.84
PWA,358,1754_32a,926,van Dam Sanchidrian_E-51,2.12,,,F,No,8.37,3.47,11.84
PWA,358,1754_32a,926,van Dam Sanchidrian_E-51,3.47,,,F,Yes,8.37,3.47,11.84
PWA,358,1754_32a,926,Bem_CZE-22,3.75,,,Wave,Yes,7.63,4.05,11.68
PWA,358,1754_32a,926,Bem_CZE-22,2.00,,,Wave,No,7.63,4.05,11.68
PWA,358,1754_32a,926,Bem_CZE-22,3.88,,,Wave,Yes,7.63,4.05,11.68
PWA,358,1754_32a,926,Bem_CZE-22,3.12,,,Wave,No,7.63,4.05,11.68
PWA,358,1754_32a,926,Bem_CZE-22,2.50,,,Wave,No,7.63,4.05,11.68
PWA,358,1754_32a,926,Bem_CZE-22,4.05,,,B ,Yes,7.63,4.05,11.68
PWA,358,1754_32a,926,Bem_CZE-22,0.50,,,B ,No,7.63,4.05,11.68
PWA,358,1754_33a,926,Denel_FRA-41,2.75,,,Wave,No,9.13,5.0,14.13
PWA,358,1754_33a,926,Denel_FRA-41,2.38,,,Wave,No,9.13,5.0,14.13
PWA,358,1754_33a,926,Denel_FRA-41,1.38,,,Wave,No,9.13,5.0,14.13
PWA,358,1754_33a,926,Denel_FRA-41,4.75,,,Wave,Yes,9.13,5.0,14.13
PWA,358,1754_33a,926,Denel_FRA-41,3.62,,,Wave,No,9.13,5.0,14.13
PWA,358,1754_33a,926,Denel_FRA-41,4.38,,,Wave,Yes,9.13,5.0,14.13
PWA,358,1754_33a,926,Denel_FRA-41,2.50,,,Wave,No,9.13,5.0,14.13
PWA,358,1754_33a,926,Denel_FRA-41,0.50,,,B ,No,9.13,5.0,14.13
PWA,358,1754_33a,926,Denel_FRA-41,5.00,,,B ,Yes,9.13,5.0,14.13
PWA,358,1754_33a,926,Kolberg_G-45,2.88,,,Wave,No,9.0,4.72,13.72
PWA,358,1754_33a,926,Kolberg_G-45,4.50,,,Wave,Yes,9.0,4.72,13.72
PWA,358,1754_33a,926,Kolberg_G-45,4.50,,,Wave,Yes,9.0,4.72,13.72
PWA,358,1754_33a,926,Kolberg_G-45,3.92,,,B ,No,9.0,4.72,13.72
PWA,358,1754_33a,926,Kolberg_G-45,4.72,,,B ,Yes,9.0,4.72,13.72
PWA,358,1754_33a,926,Maethner_G-31,2.00,,,Wave,No,6.0,4.0,10.0
PWA,358,1754_33a,926,Maethner_G-31,2.12,,,Wave,No,6.0,4.0,10.0
PWA,358,1754_33a,926,Maethner_G-31,2.25,,,Wave,No,6.0,4.0,10.0
PWA,358,1754_33a,926,Maethner_G-31,2.88,,,Wave,Yes,6.0,4.0,10.0
PWA,358,1754_33a,926,Maethner_G-31,3.12,,,Wave,Yes,6.0,4.0,10.0
PWA,358,1754_33a,926,Maethner_G-31,4.00,,,B ,Yes,6.0,4.0,10.0
PWA,358,1754_33a,926,Scotto_TF-7,1.88,,,Wave,Yes,3.76,3.5,7.26
PWA,358,1754_33a,926,Scotto_TF-7,1.88,,,Wave,Yes,3.76,3.5,7.26
PWA,358,1754_33a,926,Scotto_TF-7,2.50,,,B ,No,3.76,3.5,7.26
PWA,358,1754_33a,926,Scotto_TF-7,3.50,,,B ,Yes,3.76,3.5,7.26
PWA,358,1754_34a,926,Pons_E-203,5.25,,,Wave,Yes,10.0,4.68,14.68
PWA,358,1754_34a,926,Pons_E-203,2.88,,,Wave,No,10.0,4.68,14.68
PWA,358,1754_34a,926,Pons_E-203,1.25,,,Wave,No,10.0,4.68,14.68
PWA,358,1754_34a,926,Pons_E-203,2.50,,,Wave,No,10.0,4.68,14.68
PWA,358,1754_34a,926,Pons_E-203,4.75,,,Wave,Yes,10.0,4.68,14.68
PWA,358,1754_34a,926,Pons_E-203,3.38,,,Wave,No,10.0,4.68,14.68
PWA,358,1754_34a,926,Pons_E-203,4.32,,,F,No,10.0,4.68,14.68
PWA,358,1754_34a,926,Pons_E-203,0.50,,,B ,No,10.0,4.68,14.68
PWA,358,1754_34a,926,Pons_E-203,4.68,,,B ,Yes,10.0,4.68,14.68
PWA,358,1754_34a,926,Albert_NC-21,3.88,,,Wave,Yes,9.0,5.0,14.0
PWA,358,1754_34a,926,Albert_NC-21,2.62,,,Wave,No,9.0,5.0,14.0
PWA,358,1754_34a,926,Albert_NC-21,5.12,,,Wave,Yes,9.0,5.0,14.0
PWA,358,1754_34a,926,Albert_NC-21,5.00,,,B ,Yes,9.0,5.0,14.0
PWA,358,1754_34a,926,Sanchez_E-33,2.00,,,Wave,No,7.63,4.78,12.41
PWA,358,1754_34a,926,Sanchez_E-33,2.25,,,Wave,No,7.63,4.78,12.41
PWA,358,1754_34a,926,Sanchez_E-33,2.88,,,Wave,Yes,7.63,4.78,12.41
PWA,358,1754_34a,926,Sanchez_E-33,4.75,,,Wave,Yes,7.63,4.78,12.41
PWA,358,1754_34a,926,Sanchez_E-33,4.78,,,B ,Yes,7.63,4.78,12.41
PWA,358,1754_34a,926,De Cruz_F-3003,3.00,,,Wave,Yes,4.75,4.0,8.75
PWA,358,1754_34a,926,De Cruz_F-3003,1.75,,,Wave,Yes,4.75,4.0,8.75
PWA,358,1754_34a,926,De Cruz_F-3003,3.00,,,F,No,4.75,4.0,8.75
PWA,358,1754_34a,926,De Cruz_F-3003,4.00,,,F,Yes,4.75,4.0,8.75
PWA,358,1754_35a,926,Mauch_G-103,5.38,,,Wave,No,13.63,3.38,17.01
PWA,358,1754_35a,926,Mauch_G-103,7.38,,,Wave,Yes,13.63,3.38,17.01
PWA,358,1754_35a,926,Mauch_G-103,3.62,,,Wave,No,13.63,3.38,17.01
PWA,358,1754_35a,926,Mauch_G-103,6.25,,,Wave,Yes,13.63,3.38,17.01
PWA,358,1754_35a,926,Mauch_G-103,5.00,,,Wave,No,13.63,3.38,17.01
PWA,358,1754_35a,926,Mauch_G-103,0.50,,,B ,No,13.63,3.38,17.01
PWA,358,1754_35a,926,Mauch_G-103,0.50,,,F,No,13.63,3.38,17.01
PWA,358,1754_35a,926,Mauch_G-103,3.38,,,F,Yes,13.63,3.38,17.01
PWA,358,1754_35a,926,Kiefer Quintana_E-242,2.38,,,Wave,No,9.63,5.1,14.73
PWA,358,1754_35a,926,Kiefer Quintana_E-242,3.75,,,Wave,No,9.63,5.1,14.73
