name,age,nationality,sail_no,pwa_url,current_sponsors,pwa_yob
Miyagawa,58.0,Japanese ,JPN-88,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1859&cHash=1a80a5e32371020b6e196283341f43da,"GA Sails, Tabou Boards",1967.0
Anissa Mohrath,33.0,Danish ,DEN-85,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1616&cHash=d84e652a3f8a85499b937c5d40104b65,"Tabou Boards, GA Sails, Nordmann Tool Monitoring, Bikesport.dk, Foliekniven.dk, Winheller-prototypes",1992.0
Hubert Mokrzycki,42.0,Polish ,POL-25,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=487&cHash=d88d614e71e1431da377ca745ab68394,goodnightwarsaw.com,1983.0
Maarten Molenaar,29.0,Dutch ,POL-510,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2117&cHash=cfa3292f9201271bc50ec2c47dc0c39e,"WeOne, GUNSAILS",1996.0
Tato Molina,,Uruguay ,URU-1,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2099&cHash=fd3ed00d50632112a853e70d95bc79b9,Goya Windsurfing,
Marta Monge,22.0,Italian ,ITA-55,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2078&cHash=c0f8c8056e5f5ebe07ac62d2b7cad60f,,2003.0
Maria Morales Navarro,19.0,Spanish ,E-737,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1890&cHash=9255befd99472cbf6aa8c559bb340b24,"Goya Windsurfing, Godzilla Surf Shop, TWS, Turismo Granadilla",2006.0
Adam Morawski,28.0,Polish ,POL-56,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1699&cHash=ce6ce14f51ef99a8a654883f4c1130bc,,1997.0
Minako Mori,53.0,Japanese ,J-375,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=914&cHash=f148508663a97804dda4a20f7611ef66,,1972.0
Fred Morin,47.0,French ,T-1000,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1163&cHash=98515a8e9c45e8ed745397feb5cf158c,"Patrik Boards, NeilPryde, Electropac, Quiksilver",1978.0
Federico Morisio,29.0,Italian ,I-676,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1637&cHash=9668171b05e67475407f5541e6bfb3d5,"Starboard, Severne Windsurfing, MFC",1996.0
Takumi Moriya,18.0,Japanese ,J-171,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2119&cHash=0b7a933aac0794ec422e14dc085858a0,Severne Windsurfing,2007.0
Pierre Mortefon,35.0,French ,F-14,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=642&cHash=79d39e0148db5e6c91cae1ec69161592,"Phantom Boards, Phantom Sails, ION, Chopper Fins, Phantom Foils",1990.0
Marion Mortefon,33.0,French ,FRA-118,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1197&cHash=8e22b9a0aab2c0e961752f4bec94ae9d,"Patrik Boards, Patrik Sails, Chinook",1992.0
Josanne Mossink,,Dutch ,H-622,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1898&cHash=946cc2b142e3c34ec051bec9017c9506,,
Tony Mõttus,33.0,Estonian ,EST-21,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1313&cHash=149d01c52ed98ef29537c08c1ebf4db4,"JP, NeilPryde, World of Windsurfing, Estonian Windsurfing Association, Tähtreklaam, Maui Ultra Fins, Omaraamat, Extreme Sports",1992.0
Nelson Moura,49.0,Portuguese ,POR-176,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1795&cHash=be60c1bbcb110781468e83ec34d3bbcd,Loftsails,1976.0
Cyril Moussilmani,45.0,French ,F-71,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=58&cHash=a12aa0ec18a1b53c90c4e2cfff822578,"Starboard, GUNSAILS, www.lesmouss.com",1980.0
Martin Møller Hovda,25.0,Norwegian ,NOR-41,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1690&cHash=312801f46a28f9e68ac656783fe55489,"Starboard, Severne Windsurfing",2000.0
Bas Mulder,32.0,Dutch ,NED-92,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1671&cHash=9421d904d02771dd4481aeae0b42fd36,"Avanti Sails, Kater Funsports, Waddenteam",1993.0
Balz Muller,31.0,Swiss ,SUI-21,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1360&cHash=49dd34362ead42c39a80d279381e7523,"Severne Windsurfing, Severne Windsurfing",1994.0
Alex Mussolini,40.0,Spanish ,E-30,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=365&cHash=0d4a288bb80b539148419ff39600f82c,"RRD, Godzilla Surf Shop, ERD Fins",1985.0
Katsuro Nagai,54.0,Japanese ,JPN-77,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1668&cHash=93a43ff3ab76b1eaeb6049b144d33565,"Starboard, NeilPryde, Jibe's Beach Club, Tears",1971.0
Robby Naish,,American ,US-1111,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=271&cHash=127ffbf59f81c2b8fcb62d08c4d9206b,"Naish Boards, Naish Sails, Red Bull, Quiksilver, Porsche",
Tadanori Nakai,39.0,Japanese ,JPN-121,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1353&cHash=466bfd6d64c496fa8f196341772ff6a5,"Tabou Boards, MauiSails, Mystic",1986.0
Hayato Nakajima,,Japanese ,JPN-4501,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2059&cHash=f766745f3873a45520610221f64b3b6a,,
Motoki Nakajima,54.0,Japanese ,JPN-450,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1776&cHash=9bb57f33c3ec5e367669ea2c5350fccf,"Patrik Boards, Loftsails",1971.0
Lucas Nebelung,,German ,G-001,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1900&cHash=b83c388b8ea7fb757e6e5e6f4453d2ff,"WeOne, GUNSAILS",
Niclas Nebelung,27.0,German ,G-584,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1677&cHash=52f850f57f9c81eafedad09f0c7cbaa5,"Duotone, Xcel, Maui Ultra Fins",1998.0
Pedro Néne,,Portuguese ,POR-66,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1793&cHash=88f7546ca9d62921a4ab995bb074e0bb,"F2, GA Sails",
Lennart Neubauer,21.0,German / Greek ,GRE-734,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1805&cHash=7a4e5cfefb83a317e30c6d08e794eb12,"Starboard, Severne Windsurfing, Red Bull, Quiksilver, Maui Ultra Fins",2004.0
Rina Niijima,,Japanese ,JPN-4,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2040&cHash=90374c477e43733c6ceda0060e9c8365,,
Waka Nishida,52.0,Japanese ,J-700,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=777&cHash=6f2aee7779fd9eda759b8a590157d426,"Goya Windsurfing, IDENT, KELP, Green Rooms, Islands",1973.0
Noriko Nishikata,,Andorran ,JPN-241,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1867&cHash=7a26c46a1eeebd9cd0243f6222f06ca6,Starboard,
Hélène Noesmoen,32.0,French ,FRA-57,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1534&cHash=9935c73b3d672379dd80f4874cc26559,"Loftsails, Notik Brest, Maître Coq",1993.0
Takafumi Noguchi,,Japanese ,J-3939,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2066&cHash=08d3a5a5c1b35b3e58e35c21a6e6e4bd,,
Ryu Noguchi,,Japanese ,J-39,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2067&cHash=405e3983f36600d9648843f59d958a8c,"Starboard, Severne Windsurfing",
Morgan Noireaux,30.0,American ,HI-101,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1471&cHash=b90df34d1718223da65f1ddc9b8a2fb3,"JP, NeilPryde, Black Project Fins, Streamlined, Dakine",1995.0
Peter Nors,26.0,Danish ,DEN-431,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1694&cHash=3ff42606566a241e08b4c9180efa9a23,"JP, NeilPryde, Purepower, Zulu Fins, NP, Interfjord A/S, Maritim Center Skive, Sydbank",1999.0
Sean O'Brien,41.0,Australian ,AUS-120,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=826&cHash=de16b85681e561bb0d5e3a8c35d66901,"Starboard, Severne Windsurfing, Superfit, Fishburn",1984.0
Hiroshi Odate,,Japanese ,JPN-1117,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2037&cHash=511e7fa54ffee16e51a2b4d6ebe716ef,,
Rasmus Oegelund,32.0,Danish ,D-22,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1365&cHash=80d009c96c038be2af1f78454273cfc0,"Patrik Boards, Sailloft Hamburg, Quiksilver",1993.0
Sarah-Quita Offringa,33.0,Dutch ,ARU-91,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=598&cHash=0b0bb4db1225906eebd293a926cf0b79,"Starboard, NeilPryde, Brunotti Sportswear, Maui Ultra Fins",1992.0
Dario Ojeda,45.0,Spanish ,E-211,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=176&cHash=4a90afa41f15f5c98a9266afdb1b2f86,"Flikka, Flight Sails",1980.0
Fujiko Onishi,41.0,Japanese ,JPN-94,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1229&cHash=b11540f5dad50665ab6e49ba644fd838,"Future Fly Boards, Point-7, Scosche, Breaker Out, Homare Battery",1984.0
Harumitsu Oono,,Japanese ,NMI-1,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2045&cHash=17d6fa79d9790c2083371b0e269cbc93,,
Helle Oppedal,23.0,Norwegian ,NOR-39,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1686&cHash=cf0ce6e2178cca02981626c293968b7a,"Starboard, Severne Windsurfing, Starboard Foil, Prolimit",2002.0
Thea Oppedal,,Norwegian ,NOR-49,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2004&cHash=f3b9565734fb84a58ae0240e536aa933,"Starboard, Severne Windsurfing",
Tuva Oppedal,,Norwegian ,NOR-29,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2005&cHash=3fd9256ec963a74d82555dce25382ea5,"Starboard, Severne Windsurfing",
Arthur Orjubin,30.0,French ,FRA-755,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1541&cHash=0004a07443a52f510f155f9f48be05b7,"I-99, Point-7, O'Neill",1995.0
Francesco Orsi,43.0,Italian ,ITA-117,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1090&cHash=64bd84fd586c6636e205ffbd5668f543,"Tabou Boards, Duotone, AL360",1982.0
Dominca Osman,26.0,Argentinian ,ARG-170,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2132&cHash=f47b4d015e847955473689b07069c6f0,,1999.0
Martin Ovsik,38.0,Czech Republic ,CZ-66,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2206&cHash=54a03139a51ae0828cb007df6047dc81,"Bruch Boards, Sailloft Hamburg",1987.0
Haruna Ozaki (Furusawa),51.0,Japanese ,J-10,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=916&cHash=9a6f1ff72f5b33652af84a87b08b8467,"Starboard, Point-7",1974.0
Malte Øgelund,,Danish ,d-2112,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1993&cHash=a91a83022eebf7fdabfb20bbfb123ab5,,
Julia Pakosz,29.0,Polish ,POL-1819,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1829&cHash=aa87d3fa87b2dec98f008912388c9f60,"Severne Windsurfing, Lagoa Fins",1996.0
Marc Paré,26.0,Spanish ,E-334,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1428&cHash=56fd303e39a0ac333011ff7e2bc99f37,"Simmer Style, Quopiam, ION",1999.0
Hee-Dae Park,57.0,Korean ,KOR-019,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1597&cHash=52c9a25cc4fbe637a5dc825f69433bd9,"Patrik Boards, Point-7",1968.0
Andre Paskowski,,German ,G-2,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=551&cHash=9fc8ad2557c605ce883272ad9e9b3743,"Fanatic, Duotone, Smith Sunglasses, Oxbow, Powerbar, ION",
Julia Pasquale,22.0,Italian ,E-229,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1803&cHash=04e5b2b00018e080db1c09b470b6b13d,"Fanatic, Duotone, Pozowinds, ION",2003.0
Valentino Pasquale,24.0,Italian ,E-201,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1820&cHash=9c6c31cc2acbedecf51262d15adfd5fb,"Fanatic, Duotone, Pozowinds",2001.0
Roberto Pasquini,35.0,Italian ,ITA-636,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1944&cHash=4cc30403fe7f274fa2435d94be10134a,"JP, Challenger Sails",1990.0
Giovanni Passani,29.0,Italian ,ITA-139,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1590&cHash=410c0446da54c946581b3303e1ad1779,"Tabou Boards, GA Sails, AL360, LSD Fins",1996.0
Ramon Pastor,44.0,Catalan ,E-72,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=549&cHash=c570df06c48e9af696a19f48d722efd6,"Severne Windsurfing, Sportlink.es, Starboard Foil",1981.0
Deivis Paternina Teran,32.0,Venezuelan ,V-04,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1178&cHash=1e451e5ef23bc0c7d60880da0386de93,"I-99, Loftsails, Unifiber, LSD Fins",1993.0
Kai Paustian,24.0,German ,GER-707,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1823&cHash=e07d17a88f20ee5fd001644f67b02b15,"Starboard, Severne Windsurfing",2001.0
Lars Paustian,25.0,German ,GER-1999,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1747&cHash=264da65fb875e82700b6447151b9a031,"Starboard, Severne Windsurfing",2000.0
Daniela Peleg,,Israeli ,Isr-2,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1958&cHash=b41b1c845164e6551b409e9093a01165,,
Katarina Pelivan,,Andorran ,Cro-144,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1985&cHash=63709a2e0b78c640e3f13813196c8e25,,
Nelson Perez,56.0,Puerto Rican ,PR-99,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2170&cHash=a8576d1599d0304691abc68923668c5a,"Flikka, North Sails",1969.0
Simon Pettifer,,British ,K-67,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1946&cHash=91636a09b3509f774bcdb85b84ec5136,F4 Foils,
Annagiulia Piccaglia,17.0,Spanish ,E-19,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2188&cHash=0c0b7b9da095ed64eeb17f7788d3a01a,Goya Windsurfing,2008.0
Lucas Pierboni,,French ,FRA-633,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2003&cHash=b3564a459f73af1dd372e1ba58c8a73a,"FMX Racing, S2Maui",
Kristyna Pinosova,19.0,Czech Republic ,CZE-289,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2021&cHash=be2da51c0643dc3b0ca1b2af9f304209,,2006.0
Jeremy Plüss,31.0,Swiss ,SUI-500,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1364&cHash=d09e6fd719ed70baa174e17189f28941,"Tabou Boards, GA Sails, Lagoa Fins",1994.0
Ivica Podrug,,Croatian ,CRO-1,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1986&cHash=f4f93b0c21fb45c68a2c505bba65e269,,
Lars Poggemann,,German ,GER-730,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2129&cHash=1893e78da0f8f3e04d6f36ac199c9ad2,"FMX Racing, S2Maui, F4 Foils",
Michal Polak,22.0,Polish ,POL-42,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1988&cHash=188f40e8a2dbe493e098978dc151047c,RRD,2003.0
Jason Polakow,53.0,Australian ,KA-1111,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=28&cHash=0709a44373ed6e2fa317da36f9c19175,"JP Australia, NeilPryde, Red Bull, Gloryfy",1972.0
Fabrice Polizzi,52.0,French ,NC-72,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1571&cHash=ae300308fbccdab1cdc86952bb48cf0c,"Marine Corail, Nivea, Noumea Board Shop",1973.0
Markus Pöltenstein,56.0,Austrian ,AUT-30,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=222&cHash=6fea9238947afd13f4bd6d582169a631,"RRD, NeilPryde, Mamasafe.at, thoraxsafe.com, Carpenter Fins",1969.0
Ido Pomerantz,,Israeli ,ISR-16,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1967&cHash=a8a5a8bb469d0bf9a2e6553c2d25d56a,,
Josep Pons,40.0,Spanish ,E-203,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1059&cHash=0730b5e35d82e46179f6c5e9ebcc86b7,"Point-7, ION, Pons Training",1985.0
Danae Pontifex,21.0,Greek ,GRE-137,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2241&cHash=08999327efa6fab20077b2cd08cfd07d,"Starboard, Severne Windsurfing",2004.0
Yegor Popretinskiy,38.0,Russian ,RUS-11,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1009&cHash=df4ece7269407f09dcedb220038296b0,"Fanatic, Duotone, G-Shock, Diana Sport, ION, Flymount, Maui Ultra Fins",1987.0
Hanna Poschinger,38.0,Austrian ,AUT-61,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1733&cHash=b03a106d69c3c1e39c59fb771d2a8a68,"Fanatic, Duotone, Hangloose",1987.0
Frederik Poser,31.0,Danish ,DEN-80,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1738&cHash=f79987f7fc4994f7b4608b33a2e90e17,"Tabou Boards, GA Sails, Surf & Ski – Odense, Axelpedersen EL a/s, Nomitec",1994.0
Sébastien Pouillet,48.0,French ,NC-76,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1553&cHash=826f218f28a2897c802e9117bb4872f8,"Starboard, Diabolo Funboard",1977.0
Giovanna Prada,,Brazilian ,BRA-16,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2240&cHash=0e9da641083a6238083c3c85e0350d33,,
Nico Prien,30.0,German ,GER-7,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1467&cHash=666ba92b058690e6ca90560aa640a43e,"JP Australia, NeilPryde, fritz-kola",1995.0
Matt Pritchard,51.0,American ,US-10,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=21&cHash=23fda66313504485dce6b1e7d5ddf62e,"Tabou Boards, GA Sails, Dakine, Kanaha Kai Surf Shop, Kaenon Sunglasses, Camaro Wetsuits",1974.0
Kevin Pritchard,49.0,American ,US-3,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=29&cHash=e4fc1a60662edb3e453b8e3c1ebe9305,"Starboard, Ezzy Sails, MFC, Camaro Wetsuits, Dakine",1976.0
Ben Proffitt,47.0,British ,K-800,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=562&cHash=8868cf731e1e42c65af90cf6a7eff1a3,"Simmer Style, O'Shea, Funsports, Gul",1978.0
Ingrid Puusta Puusta,34.0,Estonian ,EST-1,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2138&cHash=03bf49eb96bbaaec36bb4aec04a80bd7,"Starboard, Severne Windsurfing",1991.0
Julien Quentel,38.0,French ,SXM-421,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=688&cHash=1ac2ddd17919079d447ff3db56c59a7e,"Patrik Boards, GUNSAILS, Librairie Michel Ange, Aloha Windsurfing",1987.0
Antoine Questel,40.0,French ,FRA-99,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=695&cHash=669a4b7455b74bfbaad2c255584f8289,"FMX Racing, S2Maui, Collectivité de Saint Barthélemy, Eden Rock Hotel, Sooruz, Starboard Foil",1985.0
Panta Quevedo,60.0,Spanish ,E-28,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1052&cHash=878d30546c2aa1a25fbdfbb35eeacc87,,1965.0
Maxi Raeuchle,,German ,GER-200,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1940&cHash=9ccc758b330efa7faf297b89e59670a2,"Starboard, Severne Windsurfing",
Slimane Rafa,34.0,Moroccan ,M-5,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2034&cHash=0b4f79557d3f7428e7a58c05de4fe017,"Duotone, ION",1991.0
Pablo Ramírez Bolaños,29.0,Spanish ,E-244,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1291&cHash=6091e23b7b3b8401a8e3c86bca2fc700,"Patrik Boards, Sailloft Hamburg, K4 Fins, Aeron",1996.0
Olya Raskina,41.0,Portuguese ,14,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1049&cHash=d4d535c80dfc4521ac77f473d416e89d,"JP, NeilPryde, Roxy, Red Bull, JP Australia",1984.0
Adela Raskova,,Czechoslovakian ,CZE-77,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1954&cHash=962a7681cfa5d612c259306623128713,,
Marianne Rautelin,,Finnish ,FIN-13,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1198&cHash=6bb2abed49c1a47d61a36925643983d7,"Patrik Boards, Loftsails, Twind",
Piero Rautnik,18.0,Italian ,ITA-275,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2210&cHash=e2632d588a33356338d1fd2e45f0522f,"Fanatic, Hot Sails Maui",2007.0
Alice Read,26.0,Caribbean ,GBR-248,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1894&cHash=1492655cc1877354f009e2e75892f2f8,"Fanatic, Duotone",1999.0
Rafferty Read,,British ,GBR-577,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1945&cHash=aec3d3324323449a0a3f9f14336c8963,,
Anne-Marie Valeria Reichman,50.0,Dutch ,H-98,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=53&cHash=24dbbad7fcd8d3d1756cc52de40986e2,"Starboard, Roxy, Windgroep, H2 Organic",1975.0
Shachar Reshef,,Israeli ,ISR-351,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1965&cHash=9d47046ef0600bec419dda3bb9413dc7,,
Malte Reuscher,35.0,German ,GER-777,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1038&cHash=9529a6bf219f5f7abe9a842da815e801,"GA Sails, Tabou Boards, Sabfoil, Acqua dell'Elba, Elba 7777, Wind and Snack",1990.0
Tom Reuveny,,Israeli ,ISR-60,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2249&cHash=563e97d7d66b8680e5dbdad7e2b3c2ea,,
Nicolas Reynes,44.0,French ,F-456,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=307&cHash=0964fb542e7ca65209100d99e02079fd,"Tabou Boards, GA Sails, Les Flamants Roses, Surfone, Quiksilver",1981.0
Leela Ricard,17.0,New Caledonian ,FRA-3150,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2245&cHash=3bddf91ee4620a374e37136bf147e371,,2008.0
Anton Richter,19.0,German ,G-6,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2185&cHash=027ed819192b558365d6968beb29a15f,"JP Australia, NeilPryde, Maui Ultra Fins",2006.0
Birgit Rieger,48.0,Austrian ,AUT-32,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=1619&cHash=d6ad9de4bf466090d03bcf21fd522855,Flikka,1977.0
Daniel Riegler,33.0,Austrian ,AUT-7,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2082&cHash=25129dc66a582ca054b3f2c59079d4bc,"JP Australia, NeilPryde, Tourismusverband Achensee, Hotel Santoni, Tirolsail, NeilPryde Foils",1992.0
Takashi Rikitake,,Japanese ,JPN-332,https://www.pwaworldtour.com/index.php?id=7&tx_pwasailor_pi1%5BshowUid%5D=2058&cHash=4e274c6a00e05f9c91ae5616fed9dc98,"Fanatic, Duotone, Prolimit",
