source,event_id,eventDivisionId,heat_id,athleteId,result_total,winBy,needs,place
PWA,357,857,1657_28a,Stathapoulos_GRE-73,,,,2
PWA,357,857,1657_28a,Noguchi_J-39,,,,4
PWA,357,857,1657_28a,Browne_BRA-105,,,,1
PWA,357,857,1657_28a,Ishii_J-27,,,,3
PWA,357,857,1657_29a,Morisio_I-676,,,,2
PWA,357,857,1657_29a,Schmuth_G-878,,,,3
PWA,357,857,1657_29a,Warchol_Pol-111,,,,1
PWA,357,857,1657_29a,van Dam Sanchidrian_E-51,,,,4
PWA,357,857,1657_30a,Albert_NC-21,,,,1
PWA,357,857,1657_30a,Kolberg_G-45,,,,3
PWA,357,857,1657_30a,Friedl Morales_E-255,,,,2
PWA,357,857,1657_30a,Meldrum_K-579,,,,4
PWA,357,857,1657_31a,Kiefer Quintana_E-242,,,,1
PWA,357,857,1657_31a,Romero_E-45,,,,3
PWA,357,857,1657_31a,Shamgar_ISR-13,,,,2
PWA,357,857,1657_31a,Spangenberg_G-141,,,,4
PWA,357,857,1657_32a,Pons_E-203,,,,2
PWA,357,857,1657_32a,Alonso_E-0,,,,3
PWA,357,857,1657_32a,Noireaux_HI-101,,,,1
PWA,357,857,1657_32a,Maethner_G-31,,,,4
PWA,357,857,1657_33a,Richter_G-6,,,,3
PWA,357,857,1657_33a,Laurent_GPE-1,,,,4
PWA,357,857,1657_33a,Neubauer_GRE-734,,,,2
PWA,357,857,1657_33a,Flechet_F-47,,,,1
PWA,357,857,1657_34a,Ishii_J-20,,,,2
PWA,357,857,1657_34a,Bjørnaa_D-36,,,,3
PWA,357,857,1657_34a,Bruch_G-1181,,,,1
PWA,357,857,1657_34a,Merlak_POL-64,,,,4
PWA,357,857,1657_35a,Chapuis_E-99,,,,1
PWA,357,857,1657_35a,Thule_DEN-134,,,,3
PWA,357,857,1657_35a,Mauch_G-103,,,,2
PWA,357,857,1657_35a,De Cruz_F-3003,,,,4
PWA,357,857,1657_36a,Browne_BRA-105,,,,1
PWA,357,857,1657_36a,Friedl Morales_E-255,,,,3
PWA,357,857,1657_36a,Shamgar_ISR-13,,,,4
PWA,357,857,1657_36a,Warchol_Pol-111,,,,2
PWA,357,857,1657_37a,Albert_NC-21,,,,1
PWA,357,857,1657_37a,Stathapoulos_GRE-73,,,,3
PWA,357,857,1657_37a,Morisio_I-676,,,,4
PWA,357,857,1657_37a,Kiefer Quintana_E-242,,,,2
PWA,357,857,1657_38a,Noireaux_HI-101,,,,3
PWA,357,857,1657_38a,Ishii_J-20,,,,2
PWA,357,857,1657_38a,Mauch_G-103,,,,1
PWA,357,857,1657_38a,Flechet_F-47,,,,4
PWA,357,857,1657_39a,Bruch_G-1181,,,,4
PWA,357,857,1657_39a,Pons_E-203,,,,3
PWA,357,857,1657_39a,Neubauer_GRE-734,,,,2
PWA,357,857,1657_39a,Chapuis_E-99,,,,1
PWA,357,857,1657_40a,Arutkin_F-7,,,,4
PWA,357,857,1657_40a,Browne_BRA-105,,,,2
PWA,357,857,1657_40a,Fernandez_E-42,,,,1
PWA,357,857,1657_40a,Warchol_Pol-111,,,,3
PWA,357,857,1657_41a,Sugi_J-7,,,,2
PWA,357,857,1657_41a,Albert_NC-21,,,,3
PWA,357,857,1657_41a,Traversa_F-3,,,,4
PWA,357,857,1657_41a,Kiefer Quintana_E-242,,,,1
PWA,357,857,1657_42a,Martin_F-193,,,,1
PWA,357,857,1657_42a,Mauch_G-103,,,,2
PWA,357,857,1657_42a,Ruenes_F-85,,,,4
PWA,357,857,1657_42a,Ishii_J-20,,,,3
PWA,357,857,1657_43a,Jamaer_G-208,,,,4
PWA,357,857,1657_43a,Chapuis_E-99,,,,1
PWA,357,857,1657_43a,Ferraro_I-505,,,,3
PWA,357,857,1657_43a,Neubauer_GRE-734,,,,2
PWA,357,857,1657_44a,Fernandez_E-42,,,,1
PWA,357,857,1657_44a,Browne_BRA-105,,,,2
PWA,357,857,1657_44a,Kiefer Quintana_E-242,,,,4
PWA,357,857,1657_44a,Sugi_J-7,,,,3
PWA,357,857,1657_45a,Martin_F-193,,,,4
PWA,357,857,1657_45a,Mauch_G-103,,,,2
PWA,357,857,1657_45a,Chapuis_E-99,,,,1
PWA,357,857,1657_45a,Neubauer_GRE-734,,,,3
PWA,357,857,1657_46a,Fernandez_E-42,,,,2
PWA,357,857,1657_46a,Browne_BRA-105,,,,1
PWA,357,857,1657_46a,Chapuis_E-99,,,,4
PWA,357,857,1657_46a,Mauch_G-103,,,,3
PWA,357,876,1663_14a,Piccaglia_E-19,,,,1
PWA,357,876,1663_14a,Kolpikova Bala_ESP-1010,,,,2
PWA,357,876,1663_14a,Hunter_F-181,,,,3
PWA,357,876,1663_14a,None_None,,,,
PWA,357,876,1663_15a,Bang Wittrup_D-82,,,,1
PWA,357,876,1663_15a,Linde_G-1316,,,,2
PWA,357,876,1663_15a,Bode_G-132,,,,3
PWA,357,876,1663_15a,None_None,,,,
PWA,357,876,1663_16a,Sniady_POL-1111,,,,3
PWA,357,876,1663_16a,Argyropoulou_GRE-111,,,,1
PWA,357,876,1663_16a,Perello Aznar_ESP,,,,2
PWA,357,876,1663_16a,None_None,,,,
PWA,357,876,1663_17a,Brødholt_NOR-500,,,,2
PWA,357,876,1663_17a,Meijer_H-69,,,,3
PWA,357,876,1663_17a,Behrens_G-209,,,,1
PWA,357,876,1663_17a,None_None,,,,
PWA,357,876,1663_18a,Piccaglia_E-19,,,,2
PWA,357,876,1663_18a,Kolpikova Bala_ESP-1010,,,,4
PWA,357,876,1663_18a,Bang Wittrup_D-82,,,,1
PWA,357,876,1663_18a,Linde_G-1316,,,,3
PWA,357,876,1663_19a,Argyropoulou_GRE-111,,,,4
PWA,357,876,1663_19a,Perello Aznar_ESP,,,,3
PWA,357,876,1663_19a,Behrens_G-209,,,,1
PWA,357,876,1663_19a,Brødholt_NOR-500,,,,2
PWA,357,876,1663_20a,Bang Wittrup_D-82,,,,0
PWA,357,876,1663_20a,Piccaglia_E-19,,,,0
PWA,357,876,1663_20a,Behrens_G-209,,,,0
PWA,357,876,1663_20a,Brødholt_NOR-500,,,,0
PWA,357,855,1657_1a,Noguchi_J-39,,,,3
PWA,357,855,1657_1a,Stathapoulos_GRE-73,,,,1
PWA,357,855,1657_1a,Spangenberg_G-141,,,,4
PWA,357,855,1657_1a,Ferraro_I-505,,,,2
PWA,357,855,1657_2a,Ruenes_F-85,,,,1
PWA,357,855,1657_2a,Neubauer_GRE-734,,,,2
PWA,357,855,1657_2a,Schmuth_G-878,,,,3
PWA,357,855,1657_2a,Meldrum_K-579,,,,4
PWA,357,855,1657_3a,Arutkin_F-7,,,,1
PWA,357,855,1657_3a,Bruch_G-1181,,,,2
PWA,357,855,1657_3a,Kolberg_G-45,,,,3
PWA,357,855,1657_3a,van Dam Sanchidrian_E-51,,,,4
PWA,357,855,1657_4a,Ishii_J-27,,,,4
PWA,357,855,1657_4a,Kiefer Quintana_E-242,,,,1
PWA,357,855,1657_4a,Mauch_G-103,,,,2
PWA,357,855,1657_4a,Romero_E-45,,,,3
PWA,357,855,1657_5a,Chapuis_E-99,,,,2
PWA,357,855,1657_5a,De Cruz_F-3003,,,,4
PWA,357,855,1657_5a,Pons_E-203,,,,1
PWA,357,855,1657_5a,Alonso_E-0,,,,3
PWA,357,855,1657_6a,Warchol_Pol-111,,,,2
PWA,357,855,1657_6a,Merlak_POL-64,,,,4
PWA,357,855,1657_6a,Friedl Morales_E-255,,,,1
PWA,357,855,1657_6a,Laurent_GPE-1,,,,3
PWA,357,855,1657_7a,Flechet_F-47,,,,4
PWA,357,855,1657_7a,Bjørnaa_D-36,,,,3
PWA,357,855,1657_7a,Van der Eyken_B-35,,,,1
PWA,357,855,1657_7a,Richter_G-6,,,,2
PWA,357,855,1657_8a,Stillrich_E-95,,,,1
PWA,357,855,1657_8a,Maethner_G-31,,,,4
PWA,357,855,1657_8a,Thule_DEN-134,,,,3
PWA,357,855,1657_8a,Shamgar_ISR-13,,,,2
PWA,357,855,1657_9a,Sugi_J-7,,,,2
PWA,357,855,1657_9a,Stathapoulos_GRE-73,,,,3
PWA,357,855,1657_9a,Köster_G-44,,,,1
PWA,357,855,1657_9a,Mauch_G-103,,,,4
PWA,357,855,1657_10a,Morisio_I-676,,,,3
PWA,357,855,1657_10a,Ruenes_F-85,,,,2
PWA,357,855,1657_10a,Campello_V-111,,,,1
PWA,357,855,1657_10a,Bruch_G-1181,,,,4
PWA,357,855,1657_11a,Albert_NC-21,,,,3
PWA,357,855,1657_11a,Arutkin_F-7,,,,2
PWA,357,855,1657_11a,Gil Gherardi_E-959,,,,1
PWA,357,855,1657_11a,Neubauer_GRE-734,,,,4
PWA,357,855,1657_12a,Dunkerbeck Morales_E-11,,,,1
PWA,357,855,1657_12a,Kiefer Quintana_E-242,,,,3
PWA,357,855,1657_12a,Noireaux_HI-101,,,,4
PWA,357,855,1657_12a,Ferraro_I-505,,,,2
PWA,357,855,1657_13a,Traversa_F-3,,,,1
PWA,357,855,1657_13a,Pons_E-203,,,,3
PWA,357,855,1657_13a,Fernandez_E-42,,,,2
PWA,357,855,1657_13a,Shamgar_ISR-13,,,,4
PWA,357,855,1657_14a,Jamaer_G-208,,,,2
PWA,357,855,1657_14a,Friedl Morales_E-255,,,,4
PWA,357,855,1657_14a,Martin_F-193,,,,1
PWA,357,855,1657_14a,Richter_G-6,,,,3
PWA,357,855,1657_15a,Ishii_J-20,,,,3
PWA,357,855,1657_15a,Van der Eyken_B-35,,,,1
PWA,357,855,1657_15a,Swift_K-89,,,,2
PWA,357,855,1657_15a,Warchol_Pol-111,,,,4
PWA,357,855,1657_16a,Salmonn_G-901,,,,2
PWA,357,855,1657_16a,Stillrich_E-95,,,,1
PWA,357,855,1657_16a,Browne_BRA-105,,,,4
PWA,357,855,1657_16a,Chapuis_E-99,,,,3
PWA,357,855,1657_17a,Köster_G-44,,,,1
PWA,357,855,1657_17a,Campello_V-111,,,,2
PWA,357,855,1657_17a,Ferraro_I-505,,,,4
PWA,357,855,1657_17a,Arutkin_F-7,,,,3
PWA,357,855,1657_18a,Gil Gherardi_E-959,,,,1
PWA,357,855,1657_18a,Dunkerbeck Morales_E-11,,,,2
PWA,357,855,1657_18a,Ruenes_F-85,,,,4
PWA,357,855,1657_18a,Sugi_J-7,,,,3
PWA,357,855,1657_19a,Traversa_F-3,,,,4
PWA,357,855,1657_19a,Martin_F-193,,,,3
PWA,357,855,1657_19a,Swift_K-89,,,,1
PWA,357,855,1657_19a,Salmonn_G-901,,,,2
PWA,357,855,1657_20a,Van der Eyken_B-35,,,,2
PWA,357,855,1657_20a,Stillrich_E-95,,,,1
PWA,357,855,1657_20a,Fernandez_E-42,,,,4
PWA,357,855,1657_20a,Jamaer_G-208,,,,3
PWA,357,855,1657_21a,Köster_G-44,,,,2
PWA,357,855,1657_21a,Gil Gherardi_E-959,,,,1
PWA,357,855,1657_21a,Van der Eyken_B-35,,,,4
PWA,357,855,1657_21a,Salmonn_G-901,,,,3
PWA,357,855,1657_22a,Swift_K-89,,,,2
PWA,357,855,1657_22a,Stillrich_E-95,,,,4
PWA,357,855,1657_22a,Dunkerbeck Morales_E-11,,,,1
PWA,357,855,1657_22a,Campello_V-111,,,,3
PWA,357,855,1657_23a,Salmonn_G-901,,,,2
PWA,357,855,1657_23a,Campello_V-111,,,,3
PWA,357,855,1657_23a,Van der Eyken_B-35,,,,1
PWA,357,855,1657_23a,Stillrich_E-95,,,,4
PWA,357,855,1657_24a,Gil Gherardi_E-959,,,,1
PWA,357,855,1657_24a,Swift_K-89,,,,3
PWA,357,855,1657_24a,Van der Eyken_B-35,,,,2
PWA,357,855,1657_25a,Dunkerbeck Morales_E-11,,,,3
PWA,357,855,1657_25a,Köster_G-44,,,,2
PWA,357,855,1657_25a,Salmonn_G-901,,,,1
PWA,357,855,1657_26a,Van der Eyken_B-35,,,,2
PWA,357,855,1657_26a,Köster_G-44,,,,1
PWA,357,855,1657_27a,Gil Gherardi_E-959,,,,1
PWA,357,855,1657_27a,Salmonn_G-901,,,,2
PWA,357,856,1663_1a,Linde_G-1316,,,,3
PWA,357,856,1663_1a,Piccaglia_E-19,,,,1
PWA,357,856,1663_1a,Perello Aznar_ESP,,,,2
PWA,357,856,1663_1a,Argyropoulou_GRE-111,,,,4
PWA,357,856,1663_2a,Pasquale_E-229,,,,1
PWA,357,856,1663_2a,Brødholt_NOR-500,,,,2
PWA,357,856,1663_2a,Kolpikova Bala_ESP-1010,,,,3
PWA,357,856,1663_2a,Meijer_H-69,,,,4
PWA,357,856,1663_3a,Wermeister_F-293,,,,2
PWA,357,856,1663_3a,Katz_SUI-678,,,,1
PWA,357,856,1663_3a,Piccaglia_E-19,,,,3
PWA,357,856,1663_3a,Behrens_G-209,,,,4
PWA,357,856,1663_4a,Bang Wittrup_D-82,,,,3
PWA,357,856,1663_4a,Kiefer Quintana_G-59,,,,1
PWA,357,856,1663_4a,Perello Aznar_ESP,,,,4
PWA,357,856,1663_4a,Erpenstein_G-3,,,,2
PWA,357,856,1663_5a,Bode_G-132,,,,4
PWA,357,856,1663_5a,Sniady_POL-1111,,,,3
PWA,357,856,1663_5a,Pasquale_E-229,,,,2
PWA,357,856,1663_5a,Degrieck_B-5,,,,1
PWA,357,856,1663_6a,Morales Navarro_E-737,,,,2
PWA,357,856,1663_6a,Hunter_F-181,,,,4
PWA,357,856,1663_6a,Brødholt_NOR-500,,,,3
PWA,357,856,1663_6a,Offringa_ARU-91,,,,1
PWA,357,856,1663_7a,Katz_SUI-678,,,,2
PWA,357,856,1663_7a,Kiefer Quintana_G-59,,,,1
PWA,357,856,1663_7a,Morales Navarro_E-737,,,,4
PWA,357,856,1663_7a,Pasquale_E-229,,,,3
PWA,357,856,1663_8a,Degrieck_B-5,,,,3
PWA,357,856,1663_8a,Offringa_ARU-91,,,,1
PWA,357,856,1663_8a,Erpenstein_G-3,,,,2
PWA,357,856,1663_8a,Wermeister_F-293,,,,4
PWA,357,856,1663_9a,Pasquale_E-229,,,,3
PWA,357,856,1663_9a,Degrieck_B-5,,,,1
PWA,357,856,1663_9a,Wermeister_F-293,,,,4
PWA,357,856,1663_9a,Morales Navarro_E-737,,,,2
PWA,357,856,1663_10a,Kiefer Quintana_G-59,,,,2
PWA,357,856,1663_10a,Erpenstein_G-3,,,,1
PWA,357,856,1663_10a,Degrieck_B-5,,,,3
PWA,357,856,1663_11a,Offringa_ARU-91,,,,1
PWA,357,856,1663_11a,Katz_SUI-678,,,,3
PWA,357,856,1663_11a,Morales Navarro_E-737,,,,2
PWA,357,856,1663_12a,Kiefer Quintana_G-59,,,,1
PWA,357,856,1663_12a,Morales Navarro_E-737,,,,2
PWA,357,856,1663_13a,Erpenstein_G-3,,,,2
PWA,357,856,1663_13a,Offringa_ARU-91,,,,1
PWA,358,926,1754_24a,Scotto_TF-7,,,,2
PWA,358,926,1754_24a,Stathopoulos_GRE-73,,,,1
PWA,358,926,1754_24a,Meldrum_K-579,,,,3
PWA,358,926,1754_24a,None_None,,,,
PWA,358,926,1754_25a,Maethner_G-31,,,,2
PWA,358,926,1754_25a,Friedl (sr)_E-714,,,,4
PWA,358,926,1754_25a,van Dam Sanchidrian_E-51,,,,1
PWA,358,926,1754_25a,Rautnik_ITA-275,,,,3
PWA,358,926,1754_26a,Stolz_E-174,,,,2
PWA,358,926,1754_26a,Shamgar_ISR-13,,,,3
PWA,358,926,1754_26a,Denel_FRA-41,,,,1
PWA,358,926,1754_26a,None_None,,,,
PWA,358,926,1754_27a,Bruch_G-1181,,,,4
PWA,358,926,1754_27a,Schmuth_G-878,,,,3
PWA,358,926,1754_27a,Kolberg_G-45,,,,1
PWA,358,926,1754_27a,Bem_CZE-222,,,,2
PWA,358,926,1754_28a,Costanzo_TF-27,,,,3
PWA,358,926,1754_28a,Noguchi_J-39,,,,2
PWA,358,926,1754_28a,Pons_E-203,,,,1
PWA,358,926,1754_28a,None_None,,,,
PWA,358,926,1754_29a,Merlak_POL-64,,,,3
PWA,358,926,1754_29a,Kiefer Quintana_E-242,,,,2
PWA,358,926,1754_29a,Sanchez_E-33,,,,1
PWA,358,926,1754_29a,Lamaris_GR-264,,,,4
PWA,358,926,1754_30a,Iachino_ITA-140,,,,3
PWA,358,926,1754_30a,Ferraro_I-505,,,,1
PWA,358,926,1754_30a,Albert_NC-21,,,,2
PWA,358,926,1754_30a,Spangenberg_G-141,,,,4
PWA,358,926,1754_31a,Richter_G-6,,,,3
PWA,358,926,1754_31a,De Cruz_F-3003,,,,2
PWA,358,926,1754_31a,Mauch_G-103,,,,1
PWA,358,926,1754_31a,Ovsik_CZ-66,,,,4
PWA,358,926,1754_32a,Stathopoulos_GRE-73,,,,1
PWA,358,926,1754_32a,Bem_CZE-222,,,,4
PWA,358,926,1754_32a,van Dam Sanchidrian_E-51,,,,3
PWA,358,926,1754_32a,Stolz_E-174,,,,2
PWA,358,926,1754_33a,Denel_FRA-41,,,,1
PWA,358,926,1754_33a,Maethner_G-31,,,,3
PWA,358,926,1754_33a,Kolberg_G-45,,,,2
PWA,358,926,1754_33a,Scotto_TF-7,,,,4
PWA,358,926,1754_34a,Pons_E-203,,,,1
PWA,358,926,1754_34a,De Cruz_F-3003,,,,4
PWA,358,926,1754_34a,Sanchez_E-33,,,,3
PWA,358,926,1754_34a,Albert_NC-21,,,,2
PWA,358,926,1754_35a,Ferraro_I-505,,,,3
PWA,358,926,1754_35a,Kiefer Quintana_E-242,,,,2
PWA,358,926,1754_35a,Mauch_G-103,,,,1
PWA,358,926,1754_35a,Noguchi_J-39,,,,4
PWA,358,926,1754_36a,Friedl Morales_E-255,,,,2
PWA,358,926,1754_36a,Stathopoulos_GRE-73,,,,4
PWA,358,926,1754_36a,Ishii_J-20,,,,3
PWA,358,926,1754_36a,Kolberg_G-45,,,,1
PWA,358,926,1754_37a,Sugi_J-7,,,,2
PWA,358,926,1754_37a,Denel_FRA-41,,,,1
PWA,358,926,1754_37a,Neubauer_GRE-734,,,,4
PWA,358,926,1754_37a,Stolz_E-174,,,,3
PWA,358,926,1754_38a,Bjørnaa_D-36,,,,2
PWA,358,926,1754_38a,Pons_E-203,,,,3
PWA,358,926,1754_38a,Warchol_POL-111,,,,1
PWA,358,926,1754_38a,Kiefer Quintana_E-242,,,,4
PWA,358,926,1754_39a,Gil Gherardi_E-959,,,,1
PWA,358,926,1754_39a,Mauch_G-103,,,,3
PWA,358,926,1754_39a,Thule_DEN-134,,,,4
PWA,358,926,1754_39a,Albert_NC-21,,,,2
PWA,358,926,1754_40a,Kolberg_G-45,,,,4
PWA,358,926,1754_40a,Albert_NC-21,,,,1
PWA,358,926,1754_40a,Denel_FRA-41,,,,3
PWA,358,926,1754_40a,Bjørnaa_D-36,,,,2
PWA,358,926,1754_41a,Warchol_POL-111,,,,3
PWA,358,926,1754_41a,Sugi_J-7,,,,2
PWA,358,926,1754_41a,Gil Gherardi_E-959,,,,1
PWA,358,926,1754_41a,Friedl Morales_E-255,,,,4
PWA,358,926,1754_42a,Campello_V-111,,,,1
PWA,358,926,1754_42a,Albert_NC-21,,,,3
PWA,358,926,1754_42a,Ishii_J-27,,,,4
PWA,358,926,1754_42a,Sugi_J-7,,,,2
PWA,358,926,1754_43a,Van der Eyken_B-35,,,,3
PWA,358,926,1754_43a,Gil Gherardi_E-959,,,,1
PWA,358,926,1754_43a,Chapuis_E-99,,,,4
PWA,358,926,1754_43a,Bjørnaa_D-36,,,,2
PWA,358,926,1754_44a,Campello_V-111,,,,1
PWA,358,926,1754_44a,Bjørnaa_D-36,,,,4
PWA,358,926,1754_44a,Gil Gherardi_E-959,,,,2
PWA,358,926,1754_44a,Sugi_J-7,,,,3
PWA,358,926,1754_45a,Campello_V-111,,,,2
PWA,358,926,1754_45a,Gil Gherardi_E-959,,,,1
PWA,358,926,1754_46a,Dunkerbeck Morales_E-11,,,,2
PWA,358,926,1754_46a,Gil Gherardi_E-959,,,,1
PWA,358,926,1754_47a,Fernandez_E-42,,,,1
PWA,358,926,1754_47a,Gil Gherardi_E-959,,,,2
PWA,358,926,1754_48a,Salmonn_G-901,,,,2
PWA,358,926,1754_48a,Fernandez_E-42,,,,1
PWA,358,926,1754_49a,Paré_E-334,,,,1
PWA,358,926,1754_49a,Fernandez_E-42,,,,2
PWA,358,926,1754_50a,Paré_E-334,,,,0
PWA,358,926,1754_50a,Fernandez_E-42,,,,0
PWA,358,927,1758_24a,None_None,,,,
PWA,358,927,1758_24a,None_None,,,,
PWA,358,927,1758_24a,None_None,,,,
PWA,358,927,1758_24a,None_None,,,,
PWA,358,927,1758_25a,None_None,,,,
PWA,358,927,1758_25a,None_None,,,,
PWA,358,927,1758_25a,None_None,,,,
PWA,358,927,1758_25a,None_None,,,,
PWA,358,927,1758_26a,None_None,,,,
PWA,358,927,1758_26a,None_None,,,,
PWA,358,927,1758_26a,None_None,,,,
PWA,358,927,1758_26a,None_None,,,,
PWA,358,927,1758_27a,None_None,,,,
PWA,358,927,1758_27a,None_None,,,,
PWA,358,927,1758_27a,None_None,,,,
PWA,358,927,1758_27a,None_None,,,,
PWA,358,927,1758_28a,None_None,,,,
PWA,358,927,1758_28a,None_None,,,,
PWA,358,927,1758_28a,None_None,,,,
PWA,358,927,1758_28a,None_None,,,,
PWA,358,927,1758_29a,None_None,,,,
PWA,358,927,1758_29a,None_None,,,,
PWA,358,927,1758_29a,None_None,,,,
PWA,358,927,1758_29a,None_None,,,,
PWA,358,927,1758_30a,None_None,,,,
PWA,358,927,1758_30a,None_None,,,,
PWA,358,927,1758_30a,None_None,,,,
PWA,358,927,1758_30a,None_None,,,,
PWA,358,927,1758_31a,None_None,,,,
PWA,358,927,1758_31a,None_None,,,,
PWA,358,927,1758_31a,None_None,,,,
PWA,358,927,1758_31a,None_None,,,,
PWA,358,927,1758_32a,None_None,,,,
PWA,358,927,1758_32a,None_None,,,,
PWA,358,927,1758_32a,None_None,,,,
PWA,358,927,1758_32a,None_None,,,,
PWA,358,927,1758_33a,None_None,,,,
PWA,358,927,1758_33a,None_None,,,,
PWA,358,927,1758_33a,None_None,,,,
PWA,358,927,1758_33a,None_None,,,,
PWA,358,927,1758_34a,None_None,,,,
PWA,358,927,1758_34a,None_None,,,,
PWA,358,927,1758_34a,None_None,,,,
PWA,358,927,1758_34a,None_None,,,,
PWA,358,927,1758_35a,None_None,,,,
PWA,358,927,1758_35a,None_None,,,,
PWA,358,927,1758_35a,None_None,,,,
PWA,358,927,1758_35a,None_None,,,,
PWA,358,927,1758_36a,Weber_G-118,,,,2
PWA,358,927,1758_36a,Meijer_H-69,,,,3
PWA,358,927,1758_36a,Piccaglia_E-19,,,,4
PWA,358,927,1758_36a,Bode_G-132,,,,1
PWA,358,927,1758_37a,Alabau_E-3,,,,1
PWA,358,927,1758_37a,Jackson_GBR-71,,,,2
PWA,358,927,1758_37a,McFarlane_K-,,,,3
PWA,358,927,1758_37a,None_None,,,,
PWA,358,927,1758_38a,Degrieck_B-5,,,,1
PWA,358,927,1758_38a,Linde_G-1316,,,,3
PWA,358,927,1758_38a,Bang Wittrup_D-82,,,,2
PWA,358,927,1758_38a,None_None,,,,
PWA,358,927,1758_39a,Morales Navarro_E-737,,,,1
PWA,358,927,1758_39a,Dominick_G-1309,,,,2
PWA,358,927,1758_39a,Schilling Andrew_E-247,,,,3
PWA,358,927,1758_39a,Kloster_G-444,,,,4
PWA,358,927,1758_40a,Bode_G-132,,,,3
PWA,358,927,1758_40a,Bang Wittrup_D-82,,,,1
PWA,358,927,1758_40a,Alabau_E-3,,,,2
PWA,358,927,1758_40a,Dominick_G-1309,,,,4
PWA,358,927,1758_41a,Degrieck_B-5,,,,2
PWA,358,927,1758_41a,Weber_G-118,,,,3
PWA,358,927,1758_41a,Morales Navarro_E-737,,,,1
PWA,358,927,1758_41a,Jackson_GBR-71,,,,4
PWA,358,927,1758_42a,Behrens_G-209,,,,4
PWA,358,927,1758_42a,Bang Wittrup_D-82,,,,2
PWA,358,927,1758_42a,Sniady_POL-1111,,,,1
PWA,358,927,1758_42a,Degrieck_B-5,,,,3
PWA,358,927,1758_43a,Katz_SUI-678,,,,2
PWA,358,927,1758_43a,Morales Navarro_E-737,,,,1
PWA,358,927,1758_43a,Hunter_F-181,,,,3
PWA,358,927,1758_43a,Alabau_E-3,,,,4
PWA,358,927,1758_44a,Sniady_POL-1111,,,,3
PWA,358,927,1758_44a,Katz_SUI-678,,,,2
PWA,358,927,1758_44a,Morales Navarro_E-737,,,,1
PWA,358,927,1758_44a,Bang Wittrup_D-82,,,,4
PWA,358,927,1758_45a,Morales Navarro_E-737,,,,2
PWA,358,927,1758_45a,Katz_SUI-678,,,,1
PWA,358,927,1758_46a,Ruano Moreno_E-63,,,,1
PWA,358,927,1758_46a,Katz_SUI-678,,,,2
PWA,358,927,1758_47a,Offringa_ARU-91,,,,2
PWA,358,927,1758_47a,Ruano Moreno_E-63,,,,1
PWA,358,927,1758_48a,Kiefer Quintana_E-59,,,,2
PWA,358,927,1758_48a,Ruano Moreno_E-63,,,,1
PWA,358,927,1758_49a,Erpenstein_G-3,,,,1
PWA,358,927,1758_49a,Ruano Moreno_E-63,,,,2
PWA,358,927,1758_50a,Erpenstein_G-3,,,,0
PWA,358,927,1758_50a,Ruano Moreno_E-63,,,,0
PWA,358,924,1754_1a,Thule_DEN-134,,,,2
PWA,358,924,1754_1a,Scotto_TF-7,,,,3
PWA,358,924,1754_1a,Meldrum_K-579,,,,1
PWA,358,924,1754_1a,Bem_CZE-22,,,,4
PWA,358,924,1754_2a,Friedl Morales_E-255,,,,2
PWA,358,924,1754_2a,van Dam Sanchidrian_E-51,,,,1
PWA,358,924,1754_2a,Maethner_G-31,,,,3
PWA,358,924,1754_2a,None_None,,,,
PWA,358,924,1754_3a,Ferraro_I-505,,,,2
PWA,358,924,1754_3a,Stolz_E-174,,,,3
PWA,358,924,1754_3a,Kiefer Quintana_E-242,,,,1
PWA,358,924,1754_3a,Rautnik_ITA-275,,,,4
PWA,358,924,1754_4a,Kolberg_G-45,,,,1
PWA,358,924,1754_4a,Bruch_G-1181,,,,3
PWA,358,924,1754_4a,De Cruz_F-3003,,,,2
PWA,358,924,1754_4a,None_None,,,,
PWA,358,924,1754_5a,Schmuth_G-878,,,,1
PWA,358,924,1754_5a,Ovsik_CZ-66,,,,4
PWA,358,924,1754_5a,Stathopoulos_GRE-73,,,,2
PWA,358,924,1754_5a,Costanzo_TF-27,,,,3
PWA,358,924,1754_6a,Spangenberg_G-141,,,,4
PWA,358,924,1754_6a,Friedl (sr)_E-714,,,,2
PWA,358,924,1754_6a,Sanchez_E-33,,,,1
PWA,358,924,1754_6a,Merlak_POL-64,,,,3
PWA,358,924,1754_7a,Neubauer_GRE-734,,,,1
PWA,358,924,1754_7a,Iachino_ITA-140,,,,3
PWA,358,924,1754_7a,Shamgar_ISR-13,,,,2
PWA,358,924,1754_7a,Lamaris_GR-264,,,,4
PWA,358,924,1754_8a,Pons_E-203,,,,2
PWA,358,924,1754_8a,Richter_G-6,,,,3
PWA,358,924,1754_8a,Bjørnaa_D-36,,,,1
PWA,358,924,1754_8a,None_None,,,,
PWA,358,924,1754_9a,Warchol_POL-111,,,,2
PWA,358,924,1754_9a,Meldrum_K-579,,,,3
PWA,358,924,1754_9a,Salmonn_G-901,,,,1
PWA,358,924,1754_9a,De Cruz_F-3003,,,,4
PWA,358,924,1754_10a,Van der Eyken_B-35,,,,2
PWA,358,924,1754_10a,van Dam Sanchidrian_E-51,,,,3
PWA,358,924,1754_10a,Paré_E-334,,,,1
PWA,358,924,1754_10a,Ferraro_I-505,,,,4
PWA,358,924,1754_11a,Denel_FRA-41,,,,3
PWA,358,924,1754_11a,Kiefer Quintana_E-242,,,,4
