source,event_id,heat_id,eventDivisionId,athleteId,score,modified_total,modifier,type,counting,total_wave,total_jump,total_points,heat_id_athleteid
PWA,357,1657_28a,857,BRA-105,5.12,,,Wave,No,13.25,16.38,29.63,1657_28a_BRA-105
PWA,357,1657_28a,857,BRA-105,5.38,,,Wave,No,13.25,16.38,29.63,1657_28a_BRA-105
PWA,357,1657_28a,857,BRA-105,2.25,,,Wave,No,13.25,16.38,29.63,1657_28a_BRA-105
PWA,357,1657_28a,857,BRA-105,7.75,,,Wave,Yes,13.25,16.38,29.63,1657_28a_BRA-105
PWA,357,1657_28a,857,BRA-105,5.5,,,Wave,Yes,13.25,16.38,29.63,1657_28a_BRA-105
PWA,357,1657_28a,857,BRA-105,5.5,,,B ,No,13.25,16.38,29.63,1657_28a_BRA-105
PWA,357,1657_28a,857,BRA-105,7.38,,,2xF,Yes,13.25,16.38,29.63,1657_28a_BRA-105
PWA,357,1657_28a,857,BRA-105,4.62,,,B ,No,13.25,16.38,29.63,1657_28a_BRA-105
PWA,357,1657_28a,857,BRA-105,3.95,,,B ,No,13.25,16.38,29.63,1657_28a_BRA-105
PWA,357,1657_28a,857,BRA-105,6.38,,,B ,No,13.25,16.38,29.63,1657_28a_BRA-105
PWA,357,1657_28a,857,BRA-105,9.0,,,PF,Yes,13.25,16.38,29.63,1657_28a_BRA-105
PWA,357,1657_28a,857,BRA-105,0.5,,,2xF,No,13.25,16.38,29.63,1657_28a_BRA-105
PWA,357,1657_28a,857,GRE-73,6.38,,,Wave,Yes,11.0,9.0,20.0,1657_28a_GRE-73
PWA,357,1657_28a,857,GRE-73,4.62,,,Wave,Yes,11.0,9.0,20.0,1657_28a_GRE-73
PWA,357,1657_28a,857,GRE-73,4.38,,,B ,Yes,11.0,9.0,20.0,1657_28a_GRE-73
PWA,357,1657_28a,857,GRE-73,3.38,,,2xF,No,11.0,9.0,20.0,1657_28a_GRE-73
PWA,357,1657_28a,857,GRE-73,3.5,,,B ,No,11.0,9.0,20.0,1657_28a_GRE-73
PWA,357,1657_28a,857,GRE-73,1.62,,,F,No,11.0,9.0,20.0,1657_28a_GRE-73
PWA,357,1657_28a,857,GRE-73,4.62,,,F,Yes,11.0,9.0,20.0,1657_28a_GRE-73
PWA,357,1657_28a,857,J-27,3.88,,,Wave,Yes,3.88,5.74,9.62,1657_28a_J-27
PWA,357,1657_28a,857,J-27,3.62,,,B ,Yes,3.88,5.74,9.62,1657_28a_J-27
PWA,357,1657_28a,857,J-27,0.5,,,2xF,No,3.88,5.74,9.62,1657_28a_J-27
PWA,357,1657_28a,857,J-27,0.5,,,B ,No,3.88,5.74,9.62,1657_28a_J-27
PWA,357,1657_28a,857,J-27,0.5,,,PF,No,3.88,5.74,9.62,1657_28a_J-27
PWA,357,1657_28a,857,J-27,0.5,,,B ,No,3.88,5.74,9.62,1657_28a_J-27
PWA,357,1657_28a,857,J-27,0.5,,,B ,No,3.88,5.74,9.62,1657_28a_J-27
PWA,357,1657_28a,857,J-27,0.5,,,2xF,No,3.88,5.74,9.62,1657_28a_J-27
PWA,357,1657_28a,857,J-27,2.12,,,2xF,Yes,3.88,5.74,9.62,1657_28a_J-27
PWA,357,1657_28a,857,J-39,3.38,,,Wave,Yes,4.5,0.5,5.0,1657_28a_J-39
PWA,357,1657_28a,857,J-39,0.62,,,Wave,No,4.5,0.5,5.0,1657_28a_J-39
PWA,357,1657_28a,857,J-39,1.12,,,Wave,Yes,4.5,0.5,5.0,1657_28a_J-39
PWA,357,1657_28a,857,J-39,0.5,,,2xF,Yes,4.5,0.5,5.0,1657_28a_J-39
PWA,357,1657_28a,857,J-39,0.5,,,2xF,No,4.5,0.5,5.0,1657_28a_J-39
PWA,357,1657_28a,857,J-39,0.5,,,2xF,No,4.5,0.5,5.0,1657_28a_J-39
PWA,357,1657_28a,857,J-39,0.5,,,2xF,No,4.5,0.5,5.0,1657_28a_J-39
PWA,357,1657_29a,857,Pol-111,0.88,,,Wave,No,11.12,7.88,19.0,1657_29a_Pol-111
PWA,357,1657_29a,857,Pol-111,0.88,,,Wave,No,11.12,7.88,19.0,1657_29a_Pol-111
PWA,357,1657_29a,857,Pol-111,3.25,,,Wave,No,11.12,7.88,19.0,1657_29a_Pol-111
PWA,357,1657_29a,857,Pol-111,6.0,,,Wave,Yes,11.12,7.88,19.0,1657_29a_Pol-111
PWA,357,1657_29a,857,Pol-111,5.12,,,Wave,Yes,11.12,7.88,19.0,1657_29a_Pol-111
PWA,357,1657_29a,857,Pol-111,1.5,,,Wave,No,11.12,7.88,19.0,1657_29a_Pol-111
PWA,357,1657_29a,857,Pol-111,3.38,,,Wave,No,11.12,7.88,19.0,1657_29a_Pol-111
PWA,357,1657_29a,857,Pol-111,3.88,,,B ,Yes,11.12,7.88,19.0,1657_29a_Pol-111
PWA,357,1657_29a,857,Pol-111,3.5,,,P,No,11.12,7.88,19.0,1657_29a_Pol-111
PWA,357,1657_29a,857,Pol-111,4.0,,,P,Yes,11.12,7.88,19.0,1657_29a_Pol-111
PWA,357,1657_29a,857,Pol-111,2.12,,,F,No,11.12,7.88,19.0,1657_29a_Pol-111
PWA,357,1657_29a,857,I-676,2.5,,,Wave,No,7.5,10.2,17.7,1657_29a_I-676
PWA,357,1657_29a,857,I-676,3.62,,,Wave,Yes,7.5,10.2,17.7,1657_29a_I-676
PWA,357,1657_29a,857,I-676,1.38,,,Wave,No,7.5,10.2,17.7,1657_29a_I-676
PWA,357,1657_29a,857,I-676,3.88,,,Wave,Yes,7.5,10.2,17.7,1657_29a_I-676
PWA,357,1657_29a,857,I-676,2.25,,,Wave,No,7.5,10.2,17.7,1657_29a_I-676
PWA,357,1657_29a,857,I-676,4.12,,,F,No,7.5,10.2,17.7,1657_29a_I-676
PWA,357,1657_29a,857,I-676,4.0,,,B ,No,7.5,10.2,17.7,1657_29a_I-676
PWA,357,1657_29a,857,I-676,2.0,,,F,No,7.5,10.2,17.7,1657_29a_I-676
PWA,357,1657_29a,857,I-676,4.5,,,B ,No,7.5,10.2,17.7,1657_29a_I-676
PWA,357,1657_29a,857,I-676,5.88,,,B ,Yes,7.5,10.2,17.7,1657_29a_I-676
PWA,357,1657_29a,857,I-676,4.32,,,F,Yes,7.5,10.2,17.7,1657_29a_I-676
PWA,357,1657_29a,857,I-676,0.5,,,B ,No,7.5,10.2,17.7,1657_29a_I-676
PWA,357,1657_29a,857,G-878,1.38,,,Wave,Yes,3.26,7.24,10.5,1657_29a_G-878
PWA,357,1657_29a,857,G-878,0.5,,,Wave,No,3.26,7.24,10.5,1657_29a_G-878
PWA,357,1657_29a,857,G-878,1.88,,,Wave,Yes,3.26,7.24,10.5,1657_29a_G-878
PWA,357,1657_29a,857,G-878,4.12,,,B ,Yes,3.26,7.24,10.5,1657_29a_G-878
PWA,357,1657_29a,857,G-878,3.12,,,F,Yes,3.26,7.24,10.5,1657_29a_G-878
PWA,357,1657_29a,857,E-51,0.5,,,Wave,No,3.24,4.47,7.71,1657_29a_E-51
PWA,357,1657_29a,857,E-51,0.62,,,Wave,Yes,3.24,4.47,7.71,1657_29a_E-51
PWA,357,1657_29a,857,E-51,0.5,,,Wave,No,3.24,4.47,7.71,1657_29a_E-51
PWA,357,1657_29a,857,E-51,2.62,,,Wave,Yes,3.24,4.47,7.71,1657_29a_E-51
PWA,357,1657_29a,857,E-51,3.97,,,F,Yes,3.24,4.47,7.71,1657_29a_E-51
PWA,357,1657_29a,857,E-51,0.5,,,B ,Yes,3.24,4.47,7.71,1657_29a_E-51
PWA,357,1657_29a,857,E-51,0.5,,,B ,No,3.24,4.47,7.71,1657_29a_E-51
PWA,357,1657_29a,857,E-51,0.5,,,F,No,3.24,4.47,7.71,1657_29a_E-51
PWA,357,1657_29a,857,E-51,3.0,,,F,No,3.24,4.47,7.71,1657_29a_E-51
PWA,357,1657_30a,857,NC-21,3.5,,,Wave,No,10.25,8.98,19.23,1657_30a_NC-21
PWA,357,1657_30a,857,NC-21,2.0,,,Wave,No,10.25,8.98,19.23,1657_30a_NC-21
PWA,357,1657_30a,857,NC-21,2.88,,,Wave,No,10.25,8.98,19.23,1657_30a_NC-21
PWA,357,1657_30a,857,NC-21,3.5,,,Wave,No,10.25,8.98,19.23,1657_30a_NC-21
PWA,357,1657_30a,857,NC-21,4.25,,,Wave,Yes,10.25,8.98,19.23,1657_30a_NC-21
PWA,357,1657_30a,857,NC-21,2.75,,,Wave,No,10.25,8.98,19.23,1657_30a_NC-21
PWA,357,1657_30a,857,NC-21,6.0,,,Wave,Yes,10.25,8.98,19.23,1657_30a_NC-21
PWA,357,1657_30a,857,NC-21,2.62,,,B ,No,10.25,8.98,19.23,1657_30a_NC-21
PWA,357,1657_30a,857,NC-21,5.43,,,B ,Yes,10.25,8.98,19.23,1657_30a_NC-21
PWA,357,1657_30a,857,NC-21,3.5,,,P,No,10.25,8.98,19.23,1657_30a_NC-21
PWA,357,1657_30a,857,NC-21,3.45,,,P,No,10.25,8.98,19.23,1657_30a_NC-21
PWA,357,1657_30a,857,NC-21,3.55,,,P,Yes,10.25,8.98,19.23,1657_30a_NC-21
PWA,357,1657_30a,857,E-255,3.62,,,Wave,Yes,8.37,9.38,17.75,1657_30a_E-255
PWA,357,1657_30a,857,E-255,4.75,,,Wave,Yes,8.37,9.38,17.75,1657_30a_E-255
PWA,357,1657_30a,857,E-255,3.25,,,Wave,No,8.37,9.38,17.75,1657_30a_E-255
PWA,357,1657_30a,857,E-255,2.0,,,Wave,No,8.37,9.38,17.75,1657_30a_E-255
PWA,357,1657_30a,857,E-255,4.38,,,F,Yes,8.37,9.38,17.75,1657_30a_E-255
PWA,357,1657_30a,857,E-255,3.88,,,B ,No,8.37,9.38,17.75,1657_30a_E-255
PWA,357,1657_30a,857,E-255,5.0,,,B ,Yes,8.37,9.38,17.75,1657_30a_E-255
PWA,357,1657_30a,857,E-255,4.38,,,B ,No,8.37,9.38,17.75,1657_30a_E-255
PWA,357,1657_30a,857,E-255,0.5,,,B ,No,8.37,9.38,17.75,1657_30a_E-255
PWA,357,1657_30a,857,G-45,0.62,,,Wave,No,6.5,9.83,16.33,1657_30a_G-45
PWA,357,1657_30a,857,G-45,2.0,,,Wave,No,6.5,9.83,16.33,1657_30a_G-45
PWA,357,1657_30a,857,G-45,1.88,,,Wave,No,6.5,9.83,16.33,1657_30a_G-45
PWA,357,1657_30a,857,G-45,2.62,,,Wave,Yes,6.5,9.83,16.33,1657_30a_G-45
PWA,357,1657_30a,857,G-45,3.88,,,Wave,Yes,6.5,9.83,16.33,1657_30a_G-45
PWA,357,1657_30a,857,G-45,4.0,,,F,No,6.5,9.83,16.33,1657_30a_G-45
PWA,357,1657_30a,857,G-45,4.88,,,B ,Yes,6.5,9.83,16.33,1657_30a_G-45
PWA,357,1657_30a,857,G-45,4.95,,,F,Yes,6.5,9.83,16.33,1657_30a_G-45
PWA,357,1657_30a,857,K-90,2.25,,,Wave,No,7.13,7.28,14.41,1657_30a_K-579
PWA,357,1657_30a,857,K-90,1.88,,,Wave,No,7.13,7.28,14.41,1657_30a_K-579
PWA,357,1657_30a,857,K-90,3.38,,,Wave,Yes,7.13,7.28,14.41,1657_30a_K-579
PWA,357,1657_30a,857,K-90,3.75,,,Wave,Yes,7.13,7.28,14.41,1657_30a_K-579
PWA,357,1657_30a,857,K-90,3.5,,,B ,Yes,7.13,7.28,14.41,1657_30a_K-579
PWA,357,1657_30a,857,K-90,3.0,,,F,No,7.13,7.28,14.41,1657_30a_K-579
PWA,357,1657_30a,857,K-90,3.78,,,F,Yes,7.13,7.28,14.41,1657_30a_K-579
PWA,357,1657_31a,857,E-242,3.38,,,Wave,Yes,6.38,10.43,16.81,1657_31a_E-242
PWA,357,1657_31a,857,E-242,0.5,,,Wave,No,6.38,10.43,16.81,1657_31a_E-242
PWA,357,1657_31a,857,E-242,3.0,,,Wave,Yes,6.38,10.43,16.81,1657_31a_E-242
PWA,357,1657_31a,857,E-242,7.43,,,2xF,Yes,6.38,10.43,16.81,1657_31a_E-242
PWA,357,1657_31a,857,E-242,3.0,,,B ,Yes,6.38,10.43,16.81,1657_31a_E-242
PWA,357,1657_31a,857,ISR-13,1.88,,,Wave,Yes,5.0,10.65,15.65,1657_31a_ISR-13
PWA,357,1657_31a,857,ISR-13,1.5,,,Wave,No,5.0,10.65,15.65,1657_31a_ISR-13
PWA,357,1657_31a,857,ISR-13,3.12,,,Wave,Yes,5.0,10.65,15.65,1657_31a_ISR-13
PWA,357,1657_31a,857,ISR-13,1.75,,,Wave,No,5.0,10.65,15.65,1657_31a_ISR-13
PWA,357,1657_31a,857,ISR-13,0.5,,,2xF,No,5.0,10.65,15.65,1657_31a_ISR-13
PWA,357,1657_31a,857,ISR-13,5.75,,,F,Yes,5.0,10.65,15.65,1657_31a_ISR-13
PWA,357,1657_31a,857,ISR-13,0.5,,,2xF,No,5.0,10.65,15.65,1657_31a_ISR-13
PWA,357,1657_31a,857,ISR-13,4.25,,,2xF,No,5.0,10.65,15.65,1657_31a_ISR-13
PWA,357,1657_31a,857,ISR-13,4.9,,,2xF,Yes,5.0,10.65,15.65,1657_31a_ISR-13
PWA,357,1657_31a,857,ISR-13,2.25,,,F,No,5.0,10.65,15.65,1657_31a_ISR-13
PWA,357,1657_31a,857,E-45,2.12,,,Wave,No,5.75,9.5,15.25,1657_31a_E-45
PWA,357,1657_31a,857,E-45,2.25,,,Wave,No,5.75,9.5,15.25,1657_31a_E-45
PWA,357,1657_31a,857,E-45,3.25,,,Wave,Yes,5.75,9.5,15.25,1657_31a_E-45
PWA,357,1657_31a,857,E-45,2.5,,,Wave,Yes,5.75,9.5,15.25,1657_31a_E-45
PWA,357,1657_31a,857,E-45,5.62,,,B ,Yes,5.75,9.5,15.25,1657_31a_E-45
PWA,357,1657_31a,857,E-45,3.88,,,P,Yes,5.75,9.5,15.25,1657_31a_E-45
PWA,357,1657_31a,857,E-45,3.38,,,F,No,5.75,9.5,15.25,1657_31a_E-45
PWA,357,1657_31a,857,G-141,0.75,,,Wave,Yes,2.87,4.38,7.25,1657_31a_G-141
PWA,357,1657_31a,857,G-141,0.5,,,Wave,No,2.87,4.38,7.25,1657_31a_G-141
PWA,357,1657_31a,857,G-141,2.12,,,Wave,Yes,2.87,4.38,7.25,1657_31a_G-141
PWA,357,1657_31a,857,G-141,0.62,,,F,No,2.87,4.38,7.25,1657_31a_G-141
PWA,357,1657_31a,857,G-141,0.88,,,F,Yes,2.87,4.38,7.25,1657_31a_G-141
PWA,357,1657_31a,857,G-141,0.5,,,B ,No,2.87,4.38,7.25,1657_31a_G-141
PWA,357,1657_31a,857,G-141,0.5,,,B ,No,2.87,4.38,7.25,1657_31a_G-141
PWA,357,1657_31a,857,G-141,3.5,,,B ,Yes,2.87,4.38,7.25,1657_31a_G-141
PWA,357,1657_32a,857,HI-101,3.0,,,Wave,No,8.38,10.68,19.06,1657_32a_HI-101
PWA,357,1657_32a,857,HI-101,1.88,,,Wave,No,8.38,10.68,19.06,1657_32a_HI-101
PWA,357,1657_32a,857,HI-101,3.12,,,Wave,No,8.38,10.68,19.06,1657_32a_HI-101
PWA,357,1657_32a,857,HI-101,1.25,,,Wave,No,8.38,10.68,19.06,1657_32a_HI-101
PWA,357,1657_32a,857,HI-101,5.0,,,Wave,Yes,8.38,10.68,19.06,1657_32a_HI-101
PWA,357,1657_32a,857,HI-101,3.38,,,Wave,Yes,8.38,10.68,19.06,1657_32a_HI-101
PWA,357,1657_32a,857,HI-101,4.62,,,F,No,8.38,10.68,19.06,1657_32a_HI-101
PWA,357,1657_32a,857,HI-101,5.25,,,B ,Yes,8.38,10.68,19.06,1657_32a_HI-101
PWA,357,1657_32a,857,HI-101,5.12,,,B ,No,8.38,10.68,19.06,1657_32a_HI-101
PWA,357,1657_32a,857,HI-101,5.43,,,F,Yes,8.38,10.68,19.06,1657_32a_HI-101
PWA,357,1657_32a,857,E-203,0.62,,,Wave,No,6.63,9.52,16.15,1657_32a_E-203
PWA,357,1657_32a,857,E-203,3.88,,,Wave,Yes,6.63,9.52,16.15,1657_32a_E-203
PWA,357,1657_32a,857,E-203,2.75,,,Wave,Yes,6.63,9.52,16.15,1657_32a_E-203
PWA,357,1657_32a,857,E-203,2.62,,,Wave,No,6.63,9.52,16.15,1657_32a_E-203
PWA,357,1657_32a,857,E-203,1.12,,,Wave,No,6.63,9.52,16.15,1657_32a_E-203
PWA,357,1657_32a,857,E-203,3.62,,,F,No,6.63,9.52,16.15,1657_32a_E-203
PWA,357,1657_32a,857,E-203,0.5,,,2xF,No,6.63,9.52,16.15,1657_32a_E-203
PWA,357,1657_32a,857,E-203,4.4,,,B ,Yes,6.63,9.52,16.15,1657_32a_E-203
PWA,357,1657_32a,857,E-203,0.5,,,B ,No,6.63,9.52,16.15,1657_32a_E-203
PWA,357,1657_32a,857,E-203,0.5,,,2xF,No,6.63,9.52,16.15,1657_32a_E-203
PWA,357,1657_32a,857,E-203,5.12,,,F,Yes,6.63,9.52,16.15,1657_32a_E-203
PWA,357,1657_32a,857,E-0,3.25,,,Wave,Yes,6.13,8.12,14.25,1657_32a_E-0
PWA,357,1657_32a,857,E-0,0.5,,,Wave,No,6.13,8.12,14.25,1657_32a_E-0
PWA,357,1657_32a,857,E-0,2.88,,,Wave,Yes,6.13,8.12,14.25,1657_32a_E-0
PWA,357,1657_32a,857,E-0,2.25,,,Wave,No,6.13,8.12,14.25,1657_32a_E-0
PWA,357,1657_32a,857,E-0,3.38,,,F,No,6.13,8.12,14.25,1657_32a_E-0
PWA,357,1657_32a,857,E-0,3.78,,,P,No,6.13,8.12,14.25,1657_32a_E-0
PWA,357,1657_32a,857,E-0,3.78,,,F,No,6.13,8.12,14.25,1657_32a_E-0
PWA,357,1657_32a,857,E-0,4.0,,,B ,Yes,6.13,8.12,14.25,1657_32a_E-0
PWA,357,1657_32a,857,E-0,4.12,,,P,Yes,6.13,8.12,14.25,1657_32a_E-0
PWA,357,1657_32a,857,E-0,3.4,,,F,No,6.13,8.12,14.25,1657_32a_E-0
PWA,357,1657_32a,857,E-0,0.5,,,B ,No,6.13,8.12,14.25,1657_32a_E-0
PWA,357,1657_32a,857,G-31,1.38,,,Wave,No,3.38,8.42,11.8,1657_32a_G-31
PWA,357,1657_32a,857,G-31,1.38,,,Wave,Yes,3.38,8.42,11.8,1657_32a_G-31
PWA,357,1657_32a,857,G-31,2.0,,,Wave,Yes,3.38,8.42,11.8,1657_32a_G-31
PWA,357,1657_32a,857,G-31,0.5,,,B ,No,3.38,8.42,11.8,1657_32a_G-31
PWA,357,1657_32a,857,G-31,2.12,,,B ,No,3.38,8.42,11.8,1657_32a_G-31
PWA,357,1657_32a,857,G-31,5.0,,,B ,Yes,3.38,8.42,11.8,1657_32a_G-31
PWA,357,1657_32a,857,G-31,3.42,,,F,Yes,3.38,8.42,11.8,1657_32a_G-31
PWA,357,1657_33a,857,F-47,5.0,,,Wave,Yes,9.75,11.5,21.25,1657_33a_F-47
PWA,357,1657_33a,857,F-47,4.75,,,Wave,Yes,9.75,11.5,21.25,1657_33a_F-47
PWA,357,1657_33a,857,F-47,4.25,,,Wave,No,9.75,11.5,21.25,1657_33a_F-47
PWA,357,1657_33a,857,F-47,0.5,,,B ,No,9.75,11.5,21.25,1657_33a_F-47
PWA,357,1657_33a,857,F-47,4.07,,,B ,No,9.75,11.5,21.25,1657_33a_F-47
PWA,357,1657_33a,857,F-47,3.62,,,F,No,9.75,11.5,21.25,1657_33a_F-47
PWA,357,1657_33a,857,F-47,3.8,,,F,No,9.75,11.5,21.25,1657_33a_F-47
PWA,357,1657_33a,857,F-47,0.5,,,B ,No,9.75,11.5,21.25,1657_33a_F-47
PWA,357,1657_33a,857,F-47,4.78,,,F,Yes,9.75,11.5,21.25,1657_33a_F-47
PWA,357,1657_33a,857,F-47,6.72,,,2xF,Yes,9.75,11.5,21.25,1657_33a_F-47
PWA,357,1657_33a,857,GRE-734,3.5,,,Wave,Yes,7.38,13.21,20.59,1657_33a_GRE-734
PWA,357,1657_33a,857,GRE-734,2.0,,,Wave,No,7.38,13.21,20.59,1657_33a_GRE-734
PWA,357,1657_33a,857,GRE-734,1.0,,,Wave,No,7.38,13.21,20.59,1657_33a_GRE-734
PWA,357,1657_33a,857,GRE-734,2.25,,,Wave,No,7.38,13.21,20.59,1657_33a_GRE-734
PWA,357,1657_33a,857,GRE-734,1.38,,,Wave,No,7.38,13.21,20.59,1657_33a_GRE-734
PWA,357,1657_33a,857,GRE-734,3.88,,,Wave,Yes,7.38,13.21,20.59,1657_33a_GRE-734
PWA,357,1657_33a,857,GRE-734,2.38,,,Wave,No,7.38,13.21,20.59,1657_33a_GRE-734
PWA,357,1657_33a,857,GRE-734,7.78,,,2xF,Yes,7.38,13.21,20.59,1657_33a_GRE-734
PWA,357,1657_33a,857,GRE-734,5.43,,,B ,Yes,7.38,13.21,20.59,1657_33a_GRE-734
PWA,357,1657_33a,857,G-6,1.38,,,Wave,No,6.5,10.82,17.32,1657_33a_G-6
PWA,357,1657_33a,857,G-6,2.62,,,Wave,No,6.5,10.82,17.32,1657_33a_G-6
PWA,357,1657_33a,857,G-6,3.62,,,Wave,Yes,6.5,10.82,17.32,1657_33a_G-6
PWA,357,1657_33a,857,G-6,1.25,,,Wave,No,6.5,10.82,17.32,1657_33a_G-6
PWA,357,1657_33a,857,G-6,2.88,,,Wave,Yes,6.5,10.82,17.32,1657_33a_G-6
PWA,357,1657_33a,857,G-6,4.5,,,F,No,6.5,10.82,17.32,1657_33a_G-6
PWA,357,1657_33a,857,G-6,5.5,,,B ,Yes,6.5,10.82,17.32,1657_33a_G-6
PWA,357,1657_33a,857,G-6,5.32,,,F,Yes,6.5,10.82,17.32,1657_33a_G-6
PWA,357,1657_33a,857,GPE-1,3.75,,,Wave,Yes,6.63,6.88,13.51,1657_33a_GPE-1
PWA,357,1657_33a,857,GPE-1,1.12,,,Wave,No,6.63,6.88,13.51,1657_33a_GPE-1
PWA,357,1657_33a,857,GPE-1,2.88,,,Wave,Yes,6.63,6.88,13.51,1657_33a_GPE-1
PWA,357,1657_33a,857,GPE-1,2.5,,,Wave,No,6.63,6.88,13.51,1657_33a_GPE-1
PWA,357,1657_33a,857,GPE-1,0.5,,,B ,No,6.63,6.88,13.51,1657_33a_GPE-1
PWA,357,1657_33a,857,GPE-1,3.0,,,F,No,6.63,6.88,13.51,1657_33a_GPE-1
PWA,357,1657_33a,857,GPE-1,0.5,,,B ,No,6.63,6.88,13.51,1657_33a_GPE-1
PWA,357,1657_33a,857,GPE-1,3.3,,,P,Yes,6.63,6.88,13.51,1657_33a_GPE-1
PWA,357,1657_33a,857,GPE-1,0.5,,,B ,No,6.63,6.88,13.51,1657_33a_GPE-1
PWA,357,1657_33a,857,GPE-1,3.58,,,F,Yes,6.63,6.88,13.51,1657_33a_GPE-1
PWA,357,1657_33a,857,GPE-1,0.5,,,B ,No,6.63,6.88,13.51,1657_33a_GPE-1
PWA,357,1657_34a,857,G-1181,5.25,,,Wave,Yes,11.87,10.62,22.49,1657_34a_G-1181
PWA,357,1657_34a,857,G-1181,2.25,,,Wave,No,11.87,10.62,22.49,1657_34a_G-1181
PWA,357,1657_34a,857,G-1181,6.62,,,Wave,Yes,11.87,10.62,22.49,1657_34a_G-1181
PWA,357,1657_34a,857,G-1181,4.25,,,F,No,11.87,10.62,22.49,1657_34a_G-1181
PWA,357,1657_34a,857,G-1181,5.62,,,B ,Yes,11.87,10.62,22.49,1657_34a_G-1181
PWA,357,1657_34a,857,G-1181,0.5,,,B ,No,11.87,10.62,22.49,1657_34a_G-1181
PWA,357,1657_34a,857,G-1181,4.75,,,F,No,11.87,10.62,22.49,1657_34a_G-1181
PWA,357,1657_34a,857,G-1181,0.5,,,B ,No,11.87,10.62,22.49,1657_34a_G-1181
PWA,357,1657_34a,857,G-1181,0.5,,,B ,No,11.87,10.62,22.49,1657_34a_G-1181
PWA,357,1657_34a,857,G-1181,0.5,,,P,No,11.87,10.62,22.49,1657_34a_G-1181
PWA,357,1657_34a,857,G-1181,5.0,,,P,Yes,11.87,10.62,22.49,1657_34a_G-1181
PWA,357,1657_34a,857,J-20,4.25,,,Wave,Yes,9.87,9.76,19.63,1657_34a_J-20
PWA,357,1657_34a,857,J-20,3.62,,,Wave,No,9.87,9.76,19.63,1657_34a_J-20
PWA,357,1657_34a,857,J-20,2.38,,,Wave,No,9.87,9.76,19.63,1657_34a_J-20
PWA,357,1657_34a,857,J-20,1.88,,,Wave,No,9.87,9.76,19.63,1657_34a_J-20
PWA,357,1657_34a,857,J-20,5.62,,,Wave,Yes,9.87,9.76,19.63,1657_34a_J-20
PWA,357,1657_34a,857,J-20,1.0,,,Wave,No,9.87,9.76,19.63,1657_34a_J-20
PWA,357,1657_34a,857,J-20,4.88,,,F,Yes,9.87,9.76,19.63,1657_34a_J-20
PWA,357,1657_34a,857,J-20,4.88,,,B ,Yes,9.87,9.76,19.63,1657_34a_J-20
PWA,357,1657_34a,857,J-20,0.5,,,B ,No,9.87,9.76,19.63,1657_34a_J-20
PWA,357,1657_34a,857,J-20,4.5,,,P,No,9.87,9.76,19.63,1657_34a_J-20
PWA,357,1657_34a,857,D-36,1.62,,,Wave,No,6.0,8.16,14.16,1657_34a_D-36
PWA,357,1657_34a,857,D-36,2.75,,,Wave,Yes,6.0,8.16,14.16,1657_34a_D-36
PWA,357,1657_34a,857,D-36,3.25,,,Wave,Yes,6.0,8.16,14.16,1657_34a_D-36
PWA,357,1657_34a,857,D-36,2.38,,,Wave,No,6.0,8.16,14.16,1657_34a_D-36
PWA,357,1657_34a,857,D-36,3.75,,,B ,No,6.0,8.16,14.16,1657_34a_D-36
PWA,357,1657_34a,857,D-36,3.78,,,P,Yes,6.0,8.16,14.16,1657_34a_D-36
PWA,357,1657_34a,857,D-36,4.38,,,B ,Yes,6.0,8.16,14.16,1657_34a_D-36
PWA,357,1657_34a,857,POL-64,1.0,,,Wave,Yes,3.12,8.63,11.75,1657_34a_POL-64
PWA,357,1657_34a,857,POL-64,0.62,,,Wave,No,3.12,8.63,11.75,1657_34a_POL-64
PWA,357,1657_34a,857,POL-64,0.62,,,Wave,No,3.12,8.63,11.75,1657_34a_POL-64
PWA,357,1657_34a,857,POL-64,0.5,,,Wave,No,3.12,8.63,11.75,1657_34a_POL-64
PWA,357,1657_34a,857,POL-64,2.12,,,Wave,Yes,3.12,8.63,11.75,1657_34a_POL-64
PWA,357,1657_34a,857,POL-64,0.5,,,B ,No,3.12,8.63,11.75,1657_34a_POL-64
PWA,357,1657_34a,857,POL-64,3.5,,,P,No,3.12,8.63,11.75,1657_34a_POL-64
PWA,357,1657_34a,857,POL-64,4.38,,,B ,No,3.12,8.63,11.75,1657_34a_POL-64
PWA,357,1657_34a,857,POL-64,3.88,,,P,Yes,3.12,8.63,11.75,1657_34a_POL-64
PWA,357,1657_34a,857,POL-64,4.75,,,B ,Yes,3.12,8.63,11.75,1657_34a_POL-64
PWA,357,1657_35a,857,E-99,6.38,,,Wave,Yes,10.63,13.9,24.53,1657_35a_E-99
PWA,357,1657_35a,857,E-99,1.62,,,Wave,No,10.63,13.9,24.53,1657_35a_E-99
PWA,357,1657_35a,857,E-99,2.5,,,Wave,No,10.63,13.9,24.53,1657_35a_E-99
PWA,357,1657_35a,857,E-99,4.25,,,Wave,Yes,10.63,13.9,24.53,1657_35a_E-99
PWA,357,1657_35a,857,E-99,5.12,,,P,No,10.63,13.9,24.53,1657_35a_E-99
PWA,357,1657_35a,857,E-99,7.45,,,2xF,Yes,10.63,13.9,24.53,1657_35a_E-99
PWA,357,1657_35a,857,E-99,6.2,,,F,No,10.63,13.9,24.53,1657_35a_E-99
