source,event_id,eventDivisionid,name,athleteId,place,Points,incomplete
PWA,288,780,Jules Denel,FRA-41,9,4061,False
PWA,288,780,Marc Paré,E-334,9,4061,False
PWA,288,780,Robby Swift,K-89,9,4061,False
PWA,288,780,Julian Salmonn,G-21,9,4061,False
PWA,288,780,Adam Lewis,K-516,9,4061,False
PWA,288,780,Dieter Van der Eyken,B-35,9,4061,False
PWA,288,780,Leon Jamaer,G-208,9,4061,False
PWA,288,780,Arthur Arutkin,F-7,17,2238,False
PWA,288,780,Omar Sanchez,E-33,17,2238,False
PWA,288,780,Daniel Bruch,G-1181,17,2238,False
PWA,288,780,Josep Pons,E-203,17,2238,False
PWA,288,780,Loick Lesauvage,F-780,17,2238,False
PWA,288,780,Ben Proffitt,K-800,17,2238,False
PWA,288,780,"Jose ""Gollito"" Estredo",V-10,17,2238,False
PWA,288,780,Baptiste Cloarec,F-258,17,2238,False
PWA,288,780,Graham Ezzy,USA-1,17,2238,False
PWA,288,780,Takuma Sugi,J-7,17,2238,False
PWA,288,780,Alessio Stillrich,E-95,17,2238,False
PWA,288,780,Martin ten Hoeve,H-999,17,2238,False
PWA,288,780,Klaas Voget,G-4,17,2238,False
PWA,288,780,Camille Juban,GPE-8,17,2238,False
PWA,288,780,Miguel Chapuis,E-99,17,2238,False
PWA,288,780,Marino Gil Gherardi,E-959,17,2238,False
PWA,288,780,Laurin Schmuth,G-878,33,983,False
PWA,288,780,Antony Ruenes,F-85,33,983,False
PWA,288,780,Pablo Ramírez Bolaños,E-244,33,983,False
PWA,288,780,Adam Warchol,POL-111,33,983,False
PWA,288,780,Max Horchgrassl,E-50,33,983,False
PWA,288,780,Gustav Haggstrom,S-7,33,983,False
PWA,288,780,Logan Groenne,B-292,33,983,False
PWA,288,780,Henri Kolberg,G-45,33,983,False
PWA,288,780,Michael Friedl Morales,E-255,33,983,False
PWA,288,780,Takara Ishii,J-20,33,983,False
PWA,288,780,Francesco Cappuzzo,I-333,33,983,False
PWA,288,780,José Romero,E-45,33,983,False
PWA,288,780,Valentino Pasquale,E-201,33,983,False
PWA,288,780,Tomer Shamgar,ISR-13,33,983,False
PWA,288,780,Victor Borlin,E-141,33,983,False
PWA,288,780,Alexandre Grand-Guillot,F-585,33,983,False
PWA,288,781,Iballa Ruano Moreno,E-63,1,10000,False
PWA,288,781,Justyna Sniady,POL-1111,2,8500,False
PWA,288,781,Sarah-Quita Offringa,ARU-91,3,7650,False
PWA,288,781,Lina Erpenstein,G-3,4,6885,False
PWA,288,781,Josanne Mossink,H-622,5,5718,False
PWA,288,781,Caterina Stenta,I-662,5,5718,False
PWA,288,781,Arrianne Aukes,H-131,5,5718,False
PWA,288,781,Maaike Huvermann,NED-108,5,5718,False
PWA,288,781,Julia Pasquale,E-229,9,4061,False
PWA,288,781,Greta Benvenuti,ITA-38,9,4061,False
PWA,288,781,Sarah Hilder,K-349,9,4061,False
PWA,288,781,Birgit Rieger,AUT-32,9,4061,False
PWA,288,781,Mar De Arce,E-279,9,4061,False
PWA,288,781,Nuage Le Derff,F-605,9,4061,False
PWA,288,781,Maria Morales Navarro,E-737,9,4061,False
PWA,288,781,Nicole Bandini,ITA-613,9,4061,False
PWA,288,781,Svetlana Kolpikova Bala,ESP-1010,17,2758,False
PWA,288,781,Serena Zoia,ESP-17,17,2758,False
PWA,288,781,Lisa Wermeister,F-293,17,2758,False
PWA,288,781,Maike Lang,G-278,17,2758,False
PWA,288,781,Alexia Kiefer Quintana,E-59,17,2758,False
PWA,288,781,Coraline Foveau,F-351,17,2758,False
PWA,288,781,Sara Kellett,K-694,17,2758,False
PWA,291,788,Thomas Traversa,F-3,1,10000,False
PWA,291,788,Marcilio Browne,BRA-105,2,8500,False
PWA,291,788,Philip Köster,G-44,3,7650,False
PWA,291,788,Victor Fernandez,E-42,4,6885,False
PWA,291,788,Antoine Martin,F-193,5,6370,False
PWA,291,788,Adam Lewis,K-516,6,5930,False
PWA,291,788,Jaeger Stone,KA-120,7,5285,False
PWA,291,788,Marc Paré,E-334,7,5285,False
PWA,291,788,Alex Mussolini,E-30,9,4476,False
PWA,291,788,Ricardo Campello,V-111,9,4476,False
PWA,291,788,Jules Denel,FRA-41,9,4476,False
PWA,291,788,Klaas Voget,G-4,9,4476,False
PWA,291,788,Marino Gil Gherardi,E-959,13,3645,False
PWA,291,788,Alessio Stillrich,E-95,13,3645,False
PWA,291,788,Graham Ezzy,USA-1,13,3645,False
PWA,291,788,Leon Jamaer,G-208,13,3645,False
PWA,291,788,Julian Salmonn,G-21,17,2693,False
PWA,291,788,Moritz Mauch,G-103,17,2693,False
PWA,291,788,Dieter Van der Eyken,B-35,17,2693,False
PWA,291,788,"Jose ""Gollito"" Estredo",V-10,17,2693,False
PWA,291,788,Ben Proffitt,K-800,17,2693,False
PWA,291,788,Robby Swift,K-89,17,2693,False
PWA,291,788,Antony Ruenes,F-85,17,2693,False
PWA,291,788,Antoine Albert,NC-21,17,2693,False
PWA,291,788,Ross Williams,GBR-83,25,1784,False
PWA,291,788,Josep Pons,E-203,25,1784,False
PWA,291,788,Takuma Sugi,J-7,25,1784,False
PWA,291,788,Miguel Chapuis,E-99,25,1784,False
PWA,291,788,Omar Sanchez,E-33,25,1784,False
PWA,291,788,Liam Dunkerbeck Morales,E-11,25,1784,False
PWA,291,788,Daniel Bruch,G-1181,25,1784,False
PWA,291,788,Arthur Arutkin,F-7,25,1784,False
PWA,291,792,Sarah-Quita Offringa,ARU-91,1,10000,False
PWA,291,792,Maaike Huvermann,NED-108,2,8500,False
PWA,291,792,Justyna Sniady,POL-1111,3,7650,False
PWA,291,792,Lina Erpenstein,G-3,4,6885,False
PWA,291,792,Iballa Ruano Moreno,E-63,5,6370,False
PWA,291,792,Steffi Wahl,G-303,6,5930,False
PWA,291,792,Marine Hunter,FRA-181,7,5285,False
PWA,291,792,Caterina Stenta,I-662,7,5285,False
PWA,291,792,Alexia Kiefer Quintana,E-59,9,4588,False
PWA,291,792,Maria Morales Navarro,E-737,9,4588,False
PWA,291,792,Mar De Arce,E-279,9,4588,False
PWA,292,793,Antoine Martin,F-193,1,10000,False
PWA,292,793,Camille Juban,GPE-8,2,8500,False
PWA,292,793,Bernd Roediger,US-1113,3,7650,False
PWA,292,793,Kai Lenny,US-1112,4,6885,False
PWA,292,793,Marcilio Browne,BRA-105,5,6150,False
PWA,292,793,Leon Jamaer,G-208,5,6150,False
PWA,292,793,Robby Swift,K-89,7,5285,False
PWA,292,793,Ricardo Campello,V-111,7,5285,False
PWA,292,793,Graham Ezzy,USA-1,9,4476,False
PWA,292,793,Philip Köster,G-44,9,4476,False
PWA,292,793,Morgan Noireaux,HI-101,9,4476,False
PWA,292,793,Thomas Traversa,F-3,9,4476,False
PWA,292,793,Jake Schettewi,US-25,13,3645,False
PWA,292,793,Antony Ruenes,F-85,13,3645,False
PWA,292,793,Levi Siver,USA-0,13,3645,False
PWA,292,793,Victor Fernandez,E-42,13,3645,False
PWA,292,793,Adam Lewis,K-516,17,2693,False
PWA,292,793,Diony Guadagnino,V-69,17,2693,False
PWA,292,793,Jules Denel,FRA-41,17,2693,False
PWA,292,793,Klaas Voget,G-4,17,2693,False
PWA,292,793,Kevin Pritchard,US-3,17,2693,False
PWA,292,793,Federico Morisio,I-676,17,2693,False
PWA,292,793,Josep Pons,E-203,17,2693,False
PWA,292,793,Marc Paré,E-334,17,2693,False
PWA,292,793,Takuma Sugi,J-7,25,1784,False
PWA,292,793,Alex Mussolini,E-30,25,1784,False
PWA,292,793,Marino Gil Gherardi,E-959,25,1784,False
PWA,292,793,Boujmaa Guilloul,M-3,25,1784,False
PWA,292,793,Zane Kekoa Schweitzer,HI-11,25,1784,False
PWA,292,793,Bryan Metcalf-Perez,US-505,25,1784,False
PWA,292,793,Takara Ishii,J-20,25,1784,False
PWA,292,793,Russ Faurot,US-785,25,1784,False
PWA,292,793,Brian Talma,KBA-8,33,1184,False
PWA,292,793,Arthur Arutkin,F-7,33,1184,False
PWA,292,793,Alessio Stillrich,E-95,33,1184,False
PWA,292,793,Ferdinando Loffreda,HI-1001,33,1184,False
PWA,292,793,Casey Hauser,US-634,33,1184,False
PWA,292,793,Florian Jung,G-21,33,1184,False
PWA,292,793,Julian Salmonn,G-21,33,1184,False
PWA,292,793,Yushi Shirakata,JPN-136,33,1184,False
PWA,292,793,Miguel Chapuis,E-99,41,781,False
PWA,292,793,Ryosuke Fukui,J-394,41,781,False
PWA,292,793,Daniel Di Rosa,ITA-87,41,781,False
PWA,292,793,Henri Kolberg,G-45,41,781,False
PWA,292,793,Tom Soltysiak,CAN-901,41,781,False
PWA,292,793,Zachary Schettewi,US-255,41,781,False
PWA,292,793,Pascal Hardy,KC-991,41,781,False
PWA,292,793,Kai Katchadourian,US-33,41,781,False
PWA,292,794,Sarah-Quita Offringa,ARU-91,1,10000,False
PWA,292,794,Iballa Ruano Moreno,E-63,2,8500,False
PWA,292,794,Motoko Sato,J-0,3,7650,False
PWA,292,794,Lina Erpenstein,G-3,4,6885,False
PWA,292,794,Angela Cochran,US-21,5,6150,False
PWA,292,794,Tatiana Howard,US-16,5,6150,False
PWA,292,794,Sarah Hauser,NC-6,7,5285,False
PWA,292,794,Arrianne Aukes,H-131,7,5285,False
PWA,292,794,Serena Zoia,ESP-17,9,4476,False
PWA,292,794,María Andrés,E-2,9,4476,False
PWA,292,794,Marine Hunter,FRA-181,9,4476,False
PWA,292,794,Shawna Cropas,KC-99,9,4476,False
PWA,292,794,Annamaria Zollet,I-908,13,3645,False
PWA,292,794,Anne-Marie Reichman,H-98,13,3645,False
PWA,292,794,Justyna Sniady,POL-1111,13,3645,False
PWA,292,794,Kazuki Ishihara,IWT-2,13,3645,False
PWA,275,746,Philip Köster,G-44,1,10000,False
PWA,275,746,Marcilio Browne,BRA-105,2,8500,False
PWA,275,746,Ricardo Campello,V-111,3,7650,False
PWA,275,746,Victor Fernandez,E-42,4,6885,False
PWA,275,746,Alex Mussolini,E-30,5,6370,False
PWA,275,746,Jaeger Stone,KA-120,6,5930,False
PWA,275,746,"Jose ""Gollito"" Estredo",V-10,7,5285,False
PWA,275,746,Adam Lewis,K-516,7,5285,False
PWA,275,746,Marc Paré,E-334,9,4476,False
PWA,275,746,Daniel Bruch,G-1181,9,4476,False
PWA,275,746,Dieter Van der Eyken,B-35,9,4476,False
PWA,275,746,Robby Swift,K-89,9,4476,False
PWA,275,746,Antoine Martin,F-193,13,3645,False
PWA,275,746,Jules Denel,FRA-41,13,3645,False
PWA,275,746,Josep Pons,E-203,13,3645,False
PWA,275,746,Camille Juban,GPE-8,13,3645,False
PWA,275,746,Aleix Sanllehy,CAT-555,17,2693,False
PWA,275,746,Florian Jung,G-21,17,2693,False
PWA,275,746,Moritz Mauch,G-103,17,2693,False
PWA,275,746,Omar Sanchez,E-33,17,2693,False
PWA,275,746,Marino Gil Gherardi,E-959,17,2693,False
PWA,275,746,Julian Salmonn,G-21,17,2693,False
PWA,275,746,Thomas Traversa,F-3,17,2693,False
PWA,275,746,Amado Vrieswijk,NB-20,17,2693,False
PWA,275,746,Leon Jamaer,G-208,25,1784,False
PWA,275,746,Graham Ezzy,USA-1,25,1784,False
PWA,275,746,Jake Schettewi,US-25,25,1784,False
PWA,275,746,Francesco Cappuzzo,I-333,25,1784,False
PWA,275,746,Kenneth Danielsen,D-38,25,1784,False
PWA,275,746,Markus Rydberg,S-313,25,1784,False
PWA,275,746,Ben Proffitt,K-800,25,1784,False
PWA,275,746,Takuma Sugi,J-7,25,1784,False
PWA,275,746,Loick Lesauvage,F-780,33,983,False
PWA,275,746,Dario Ojeda,E-211,33,983,False
PWA,275,746,Antoine Albert,NC-21,33,983,False
PWA,275,746,Mads Bjørnå,DEN-20,33,983,False
PWA,275,746,Eric Sanllehy,CAT-111,33,983,False
PWA,275,746,Jacopo Testa,ITA-261,33,983,False
PWA,275,746,Morgan Noireaux,HI-101,33,983,False
PWA,275,746,Alexandre Grand-Guillot,F-585,33,983,False
PWA,275,746,Miguel Chapuis,E-99,33,983,False
PWA,275,746,Noah Vocker,F-210,33,983,False
PWA,275,746,Pablo Ramírez Bolaños,E-244,33,983,False
PWA,275,746,Arthur Arutkin,F-7,33,983,False
PWA,275,746,Takara Ishii,J-20,33,983,False
PWA,275,746,Gustav Haggstrom,S-7,33,983,False
PWA,275,746,Guillermo Alba Lasheras,E-68,33,983,False
PWA,275,746,José Romero,E-45,33,983,False
PWA,275,747,Daida Ruano Moreno,E-64,1,10000,False
PWA,275,747,Sarah-Quita Offringa,ARU-91,2,8500,False
PWA,275,747,Iballa Ruano Moreno,E-63,3,7650,False
PWA,275,747,Lina Erpenstein,G-3,4,6885,False
PWA,275,747,Justyna Sniady,POL-1111,5,6370,False
PWA,275,747,Nayra Alonso,E-4,6,5930,False
PWA,275,747,Steffi Wahl,G-303,7,5285,False
PWA,275,747,Maaike Huvermann,NED-108,7,5285,False
PWA,275,747,Caterina Stenta,I-662,9,4476,False
PWA,275,747,Nicole Bandini,ITA-613,9,4476,False
PWA,275,747,Arrianne Aukes,H-131,9,4476,False
PWA,275,747,Oda Johanne Brødholt,NOR-500,9,4476,False
PWA,275,747,Alexa Escherich,G-200,13,3645,False
PWA,275,747,Sarah Hilder,K-349,13,3645,False
PWA,275,747,Birgit Rieger,AUT-32,13,3645,False
PWA,275,747,Nuage Le Derff,F-605,13,3645,False
PWA,275,747,Greta Benvenuti,ITA-38,17,2758,False
PWA,275,747,Lena Erdil,GER-33,17,2758,False
PWA,275,747,Serena Zoia,ESP-17,17,2758,False
PWA,275,747,Marine Hunter,FRA-181,17,2758,False
PWA,275,747,Mar De Arce,E-279,17,2758,False
PWA,275,747,Svetlana Kolpikova Bala,ESP-1010,17,2758,False
PWA,275,747,Line Bang Wittrup,D-82,17,2758,False
PWA,277,751,Victor Fernandez,E-42,1,10000,False
PWA,277,751,Jaeger Stone,KA-120,2,8500,False
PWA,277,751,Adam Lewis,K-516,3,7650,False
PWA,277,751,Ricardo Campello,V-111,4,6885,False
PWA,277,751,Philip Köster,G-44,5,6370,False
PWA,277,751,Marcilio Browne,BRA-105,6,5930,False
PWA,277,751,Jules Denel,FRA-41,7,5285,False
PWA,277,751,Omar Sanchez,E-33,7,5285,False
PWA,277,751,Marc Paré,E-334,9,4476,False
PWA,277,751,Leon Jamaer,G-208,9,4476,False
PWA,277,751,Dieter Van der Eyken,B-35,9,4476,False
PWA,277,751,Robby Swift,K-89,9,4476,False
PWA,277,751,Julian Salmonn,G-21,13,3645,False
PWA,277,751,Klaas Voget,G-4,13,3645,False
PWA,277,751,Daniel Bruch,G-1181,13,3645,False
PWA,277,751,Alex Mussolini,E-30,13,3645,False
PWA,277,751,Thomas Traversa,F-3,17,2693,False
PWA,277,751,Josep Pons,E-203,17,2693,False
PWA,277,751,Moritz Mauch,G-103,17,2693,False
PWA,277,751,Marino Gil Gherardi,E-959,17,2693,False
PWA,277,751,"Jose ""Gollito"" Estredo",V-10,17,2693,False
PWA,277,751,Camille Juban,GPE-8,17,2693,False
PWA,277,751,Arthur Arutkin,F-7,17,2693,False
PWA,277,751,Antoine Martin,F-193,17,2693,False
PWA,277,751,Martin ten Hoeve,H-999,25,1784,False
PWA,277,751,Jacopo Testa,ITA-261,25,1784,False
PWA,277,751,Loick Lesauvage,F-780,25,1784,False
PWA,277,751,Dario Ojeda,E-211,25,1784,False
PWA,277,751,Ben Proffitt,K-800,25,1784,False
PWA,277,751,Morgan Noireaux,HI-101,25,1784,False
PWA,277,751,Miguel Chapuis,E-99,25,1784,False
PWA,277,751,Pablo Ramírez Bolaños,E-244,25,1784,False
PWA,277,751,Aleix Sanllehy,CAT-555,33,983,False
PWA,277,751,Noah Vocker,F-210,33,983,False
PWA,277,751,Logan Groenne,B-292,33,983,False
PWA,277,751,Mads Bjørnå,DEN-20,33,983,False
PWA,277,751,Florian Jung,G-21,33,983,False
PWA,277,751,Takuma Sugi,J-7,33,983,False
PWA,277,751,Antoine Albert,NC-21,33,983,False
PWA,277,751,Laurin Schmuth,G-878,33,983,False
PWA,277,751,Francesco Cappuzzo,I-333,33,983,False
PWA,277,751,Gustav Haggstrom,S-7,33,983,False
PWA,277,751,Valentino Pasquale,E-201,33,983,False
PWA,277,751,Graham Ezzy,USA-1,33,983,False
PWA,277,751,Alexandre Grand-Guillot,F-585,33,983,False
PWA,277,751,Hiroshi Hashimoto,J-299,33,983,False
PWA,277,751,Takara Ishii,J-20,33,983,False
PWA,277,751,Kenneth Danielsen,D-38,33,983,False
PWA,277,752,Iballa Ruano Moreno,E-63,1,10000,False
PWA,277,752,Sarah-Quita Offringa,ARU-91,2,8500,False
PWA,277,752,Daida Ruano Moreno,E-64,3,7650,False
PWA,277,752,Justyna Sniady,POL-1111,4,6885,False
PWA,277,752,Lina Erpenstein,G-3,5,6370,False
PWA,277,752,Steffi Wahl,G-303,6,5930,False
PWA,277,752,Arrianne Aukes,H-131,7,5285,False
PWA,277,752,Ulrike Hölzl,AT-123,7,5285,False
PWA,277,752,Caterina Stenta,I-662,9,4476,False
PWA,277,752,Nicole Bandini,ITA-613,9,4476,False
PWA,277,752,Birgit Rieger,AUT-32,9,4476,False
PWA,277,752,Maaike Huvermann,NED-108,9,4476,False
PWA,277,752,Mar De Arce,E-279,13,3645,False
PWA,277,752,Marine Hunter,FRA-181,13,3645,False
PWA,277,752,Sarah Hilder,K-349,13,3645,False
PWA,277,752,Caroline Weber,G-118,13,3645,False
PWA,277,752,Serena Zoia,ESP-17,17,3043,False
PWA,277,752,Coraline Foveau,F-351,17,3043,False
PWA,277,752,Nuage Le Derff,F-605,17,3043,False
PWA,278,753,Thomas Traversa,F-3,1,10000,False
PWA,278,753,Ricardo Campello,V-111,2,8500,False
PWA,278,753,Victor Fernandez,E-42,3,7650,False
PWA,278,753,Alex Mussolini,E-30,4,6885,False
PWA,278,753,Jaeger Stone,KA-120,5,6370,False
PWA,278,753,Antony Ruenes,F-85,6,5930,False
PWA,278,753,Leon Jamaer,G-208,7,5285,False
PWA,278,753,Philip Köster,G-44,7,5285,False
PWA,278,753,Josep Pons,E-203,9,4476,False
PWA,278,753,Adam Lewis,K-516,9,4476,False
PWA,278,753,Klaas Voget,G-4,9,4476,False
PWA,278,753,Marcilio Browne,BRA-105,9,4476,False
PWA,278,753,Camille Juban,GPE-8,13,3645,False
PWA,278,753,Robby Swift,K-89,13,3645,False
PWA,278,753,Graham Ezzy,USA-1,13,3645,False
PWA,278,753,Daniel Bruch,G-1181,13,3645,False
PWA,278,753,"Jose ""Gollito"" Estredo",V-10,17,2693,False
PWA,278,753,Moritz Mauch,G-103,17,2693,False
PWA,278,753,Julien Quentel,SXM-421,17,2693,False
PWA,278,753,Kenneth Danielsen,D-38,17,2693,False
PWA,278,753,Marc Paré,E-334,17,2693,False
PWA,278,753,Morgan Noireaux,HI-101,17,2693,False
PWA,278,753,Julian Salmonn,G-21,17,2693,False
PWA,278,753,Marino Gil Gherardi,E-959,17,2693,False
PWA,278,753,Dieter Van der Eyken,B-35,25,1784,False
PWA,278,753,Ross Williams,GBR-83,25,1784,False
PWA,278,753,Omar Sanchez,E-33,25,1784,False
PWA,278,753,Florian Jung,G-21,25,1784,False
PWA,278,753,Ben Proffitt,K-800,25,1784,False
PWA,278,753,Pablo Ramírez Bolaños,E-244,25,1784,False
PWA,278,753,Jules Denel,FRA-41,25,1784,False
PWA,278,753,Jacopo Testa,ITA-261,25,1784,False
PWA,278,754,Sarah-Quita Offringa,ARU-91,1,10000,False
PWA,278,754,Iballa Ruano Moreno,E-63,2,8500,False
PWA,278,754,Lina Erpenstein,G-3,3,7650,False
PWA,278,754,Steffi Wahl,G-303,4,6885,False
PWA,278,754,Maaike Huvermann,NED-108,5,6370,False
PWA,278,754,Justyna Sniady,POL-1111,6,5930,False
PWA,278,754,Nicole Bandini,ITA-613,7,5285,False
PWA,278,754,Arrianne Aukes,H-131,7,5285,False
PWA,278,754,Marine Hunter,FRA-181,9,4588,False
PWA,278,754,Caroline Weber,G-118,9,4588,False
PWA,278,754,Serena Zoia,ESP-17,9,4588,False
PWA,264,717,Philip Köster,G-44,1,2100,False
PWA,264,717,Victor Fernandez,E-42,2,2067,False
PWA,264,717,Thomas Traversa,F-3,3,2034,False
PWA,264,717,Ricardo Campello,V-111,4,2001,False
PWA,264,717,Marcilio Browne,BRA-105,5,1968,False
PWA,264,717,Robby Swift,K-89,6,1935,False
PWA,264,717,Adam Lewis,K-516,7,1886,False
PWA,264,717,Daniel Bruch,G-1181,7,1886,False
PWA,264,717,Omar Sanchez,E-33,9,1787,False
PWA,264,717,Jaeger Stone,KA-120,9,1787,False
PWA,264,717,Alex Mussolini,E-30,9,1787,False
PWA,264,717,Moritz Mauch,G-103,9,1787,False
PWA,264,717,Aleix Sanllehy,CAT-555,13,1655,False
PWA,264,717,Leon Jamaer,G-208,13,1655,False
PWA,264,717,Josep Pons,E-203,13,1655,False
PWA,264,717,Jules Denel,FRA-41,13,1655,False
PWA,264,717,Dieter Van der Eyken,B-35,17,1457,False
PWA,264,717,Alessio Stillrich,E-95,17,1457,False
PWA,264,717,Antoine Martin,F-193,17,1457,False
PWA,264,717,Dario Ojeda,E-211,17,1457,False
PWA,264,717,Marc Paré,E-334,17,1457,False
PWA,264,717,José Romero,E-45,17,1457,False
PWA,264,717,Camille Juban,GPE-8,17,1457,False
PWA,264,717,Kenneth Danielsen,D-38,17,1457,False
PWA,264,717,Pablo Ramírez Bolaños,E-244,25,1193,False
PWA,264,717,Eric Sanllehy,CAT-111,25,1193,False
PWA,264,717,Klaas Voget,G-4,25,1193,False
PWA,264,717,Florian Jung,G-21,25,1193,False
PWA,264,717,Graham Ezzy,USA-1,25,1193,False
PWA,264,717,Julian Salmonn,G-21,25,1193,False
PWA,264,717,Alexandre Grand-Guillot,F-585,25,1193,False
PWA,264,717,Justin Denel,F-541,25,1193,False
PWA,264,717,Loick Lesauvage,F-780,33,797,False
PWA,264,717,Antoine Albert,NC-21,33,797,False
PWA,264,717,Gustav Haggstrom,S-7,33,797,False
PWA,264,717,Ben Roca Ward,E-889,33,797,False
PWA,264,717,Jacopo Testa,ITA-261,33,797,False
PWA,264,717,Guillermo Alba Lasheras,E-68,33,797,False
PWA,264,717,Markus Rydberg,S-313,33,797,False
PWA,264,717,Federico Morisio,I-676,33,797,False
PWA,264,717,Jake Schettewi,US-25,33,797,False
PWA,264,717,Marino Gil Gherardi,E-959,33,797,False
PWA,264,717,Arthur Arutkin,F-7,33,797,False
PWA,264,717,Morgan Noireaux,HI-101,33,797,False
PWA,264,717,Nicolas Akgazciyan,F-400,33,797,False
PWA,264,717,Noah Vocker,F-210,33,797,False
PWA,264,717,Yushi Shirakata,JPN-136,33,797,False
PWA,264,717,Martin ten Hoeve,H-999,33,797,False
PWA,264,718,Daida Ruano Moreno,E-64,1,2100,False
PWA,264,718,Iballa Ruano Moreno,E-63,2,2067,False
PWA,264,718,Lina Erpenstein,G-3,3,2034,False
PWA,264,718,Justyna Sniady,POL-1111,4,2001,False
PWA,264,718,Sarah-Quita Offringa,ARU-91,5,1968,False
PWA,264,718,Nayra Alonso,E-4,6,1935,False
PWA,264,718,Sarah Hilder,K-349,7,1886,False
PWA,264,718,Greta Benvenuti,ITA-38,7,1886,False
PWA,264,718,Caterina Stenta,I-662,9,1787,False
PWA,264,718,Birgit Rieger,AUT-32,9,1787,False
PWA,264,718,Serena Zoia,ESP-17,9,1787,False
PWA,264,718,Nicole Bandini,ITA-613,9,1787,False
PWA,264,718,Alexa Escherich,G-200,13,1655,False
PWA,264,718,Marine Hunter,FRA-181,13,1655,False
PWA,264,718,María Andrés,E-2,13,1655,False
PWA,264,718,Arrianne Aukes,H-131,13,1655,False
PWA,266,722,Philip Köster,G-44,1,2100,False
PWA,266,722,Victor Fernandez,E-42,2,2067,False
PWA,266,722,Alex Mussolini,E-30,3,2034,False
PWA,266,722,Marcilio Browne,BRA-105,4,2001,False
PWA,266,722,Adam Lewis,K-516,5,1968,False
PWA,266,722,Alessio Stillrich,E-95,6,1935,False
PWA,266,722,Thomas Traversa,F-3,7,1886,False
PWA,266,722,Jaeger Stone,KA-120,7,1886,False
PWA,266,722,Ricardo Campello,V-111,9,1787,False
PWA,266,722,Camille Juban,GPE-8,9,1787,False
PWA,266,722,Daniel Bruch,G-1181,9,1787,False
PWA,266,722,Marc Paré,E-334,9,1787,False
PWA,266,722,Antoine Martin,F-193,13,1655,False
PWA,266,722,Jules Denel,FRA-41,13,1655,False
PWA,266,722,Julian Salmonn,G-21,13,1655,False
PWA,266,722,Klaas Voget,G-4,13,1655,False
PWA,266,722,Arthur Arutkin,F-7,17,1457,False
PWA,266,722,Leon Jamaer,G-208,17,1457,False
PWA,266,722,Moritz Mauch,G-103,17,1457,False
PWA,266,722,Robby Swift,K-89,17,1457,False
PWA,266,722,Aleix Sanllehy,CAT-555,17,1457,False
PWA,266,722,Omar Sanchez,E-33,17,1457,False
PWA,266,722,Morgan Noireaux,HI-101,17,1457,False
PWA,266,722,Josep Pons,E-203,17,1457,False
PWA,266,722,Florian Jung,G-21,25,1193,False
PWA,266,722,Marino Gil Gherardi,E-959,25,1193,False
PWA,266,722,Kenneth Danielsen,D-38,25,1193,False
PWA,266,722,Dieter Van der Eyken,B-35,25,1193,False
PWA,266,722,Loick Lesauvage,F-780,25,1193,False
PWA,266,722,Tim van Dam Sanchidrian,E-51,25,1193,False
PWA,266,722,Graham Ezzy,USA-1,25,1193,False
PWA,266,722,"Jose ""Gollito"" Estredo",V-10,25,1193,False
PWA,266,722,Eric Sanllehy,CAT-111,33,797,False
PWA,266,722,Martin ten Hoeve,H-999,33,797,False
PWA,266,722,Felix Spencer,AUS-69,33,797,False
PWA,266,722,Noah Vocker,F-210,33,797,False
PWA,266,722,Antoine Albert,NC-21,33,797,False
PWA,266,722,Francesco Cappuzzo,I-333,33,797,False
PWA,266,722,Nicolas Akgazciyan,F-400,33,797,False
PWA,266,722,Pablo Ramírez Bolaños,E-244,33,797,False
PWA,266,722,Dario Ojeda,E-211,33,797,False
PWA,266,722,Jacopo Testa,ITA-261,33,797,False
PWA,266,722,Ben Proffitt,K-800,33,797,False
PWA,266,722,Valter Scotto,TF-7,33,797,False
PWA,266,722,Jake Schettewi,US-25,33,797,False
PWA,266,722,Alexandre Grand-Guillot,F-585,33,797,False
PWA,266,722,John Skye,K-57,33,797,False
PWA,266,722,Antony Ruenes,F-85,33,797,False
PWA,266,723,Iballa Ruano Moreno,E-63,1,2100,False
PWA,266,723,Sarah-Quita Offringa,ARU-91,2,2067,False
PWA,266,723,Daida Ruano Moreno,E-64,3,2034,False
PWA,266,723,Justyna Sniady,POL-1111,4,2001,False
PWA,266,723,Lina Erpenstein,G-3,5,1968,False
PWA,266,723,Nicole Bandini,ITA-613,6,1935,False
PWA,266,723,Greta Benvenuti,ITA-38,7,1886,False
PWA,266,723,Birgit Rieger,AUT-32,7,1886,False
PWA,266,723,Arrianne Aukes,H-131,9,1787,False
PWA,266,723,Sara Sommer,D-107,9,1787,False
PWA,266,723,Lena Erdil,GER-33,9,1787,False
PWA,266,723,Caterina Stenta,I-662,9,1787,False
PWA,266,723,Serena Zoia,ESP-17,13,1655,False
PWA,266,723,Caroline Weber,G-118,13,1655,False
PWA,266,723,Sarah Hilder,K-349,13,1655,False
PWA,266,723,María Andrés,E-2,13,1655,False
PWA,266,723,Marine Hunter,FRA-181,17,1539,False
PWA,266,723,Waka Nishida,J-700,17,1539,False
PWA,266,723,Alexa Escherich,G-200,17,1539,False
PWA,268,726,Victor Fernandez,E-42,1,1000,False
PWA,268,726,Marcilio Browne,BRA-105,2,990,False
PWA,268,726,Philip Köster,G-44,3,980,False
