,event_id,event_name,results_status,day_window,start_date,finish_date,location,stars,division_id,division_name,sex,event_link,source,elimination_name,elimination_id,standard_event_name,year,elimination_type
103,118715,JAPAN: 5 STAR 2023 SPICARE Omaezaki Japan Cup - WOMEN.Youth.Masters,Results Published,6,2023-03-16,2023-03-22,Japan,5.0,248731,Women,Women,https://liveheats.com/events/118715,live heats,Women,248731,SPICARE Omaezaki Japan Cup - WOMEN.Youth.Masters,2023,
104,118715,JAPAN: 5 STAR 2023 SPICARE Omaezaki Japan Cup - WOMEN.Youth.Masters,Results Published,6,2023-03-16,2023-03-22,Japan,5.0,248732,Junior Boys,Men,https://liveheats.com/events/118715,live heats,Junior Boys,248732,SPICARE Omaezaki Japan Cup - WOMEN.Youth.Masters,2023,
105,118715,JAPAN: 5 STAR 2023 SPICARE Omaezaki Japan Cup - WOMEN.Youth.Masters,Results Published,6,2023-03-16,2023-03-22,Japan,5.0,248733,Masters,,https://liveheats.com/events/118715,live heats,Masters,248733,SPICARE Omaezaki Japan Cup - WOMEN.Youth.Masters,2023,
106,118715,JAPAN: 5 STAR 2023 SPICARE Omaezaki Japan Cup - WOMEN.Youth.Masters,Results Published,6,2023-03-16,2023-03-22,Japan,5.0,253879,U15 Girls,Women,https://liveheats.com/events/118715,live heats,U15 Girls,253879,SPICARE Omaezaki Japan Cup - WOMEN.Youth.Masters,2023,
107,118715,JAPAN: 5 STAR 2023 SPICARE Omaezaki Japan Cup - WOMEN.Youth.Masters,Results Published,6,2023-03-16,2023-03-22,Japan,5.0,253880,U15 Boys,Men,https://liveheats.com/events/118715,live heats,U15 Boys,253880,SPICARE Omaezaki Japan Cup - WOMEN.Youth.Masters,2023,
108,147591,Australia: 2 STAR Severne Wavesailing Nationals,Results Published,9,2023-11-11,2023-11-20,Australia,2.0,290217,Men,Men,https://liveheats.com/events/147591,live heats,Men,290217,Severne Wavesailing Nationals,2023,
109,147591,Australia: 2 STAR Severne Wavesailing Nationals,Results Published,9,2023-11-11,2023-11-20,Australia,2.0,290218,Women,Women,https://liveheats.com/events/147591,live heats,Women,290218,Severne Wavesailing Nationals,2023,
110,147591,Australia: 2 STAR Severne Wavesailing Nationals,Results Published,9,2023-11-11,2023-11-20,Australia,2.0,290219,Junior Boys,Men,https://liveheats.com/events/147591,live heats,Junior Boys,290219,Severne Wavesailing Nationals,2023,
111,147591,Australia: 2 STAR Severne Wavesailing Nationals,Results Published,9,2023-11-11,2023-11-20,Australia,2.0,290220,Masters,,https://liveheats.com/events/147591,live heats,Masters,290220,Severne Wavesailing Nationals,2023,
112,147591,Australia: 2 STAR Severne Wavesailing Nationals,Results Published,9,2023-11-11,2023-11-20,Australia,2.0,316788,Junior Girls,Women,https://liveheats.com/events/147591,live heats,Junior Girls,316788,Severne Wavesailing Nationals,2023,
113,187563,CHILE: 5 STAR Surazo Infernal World Cup,Results Published,12,2024-03-31,2024-04-12,Chile,5.0,353294,Women,Women,https://liveheats.com/events/187563,live heats,Women,353294,Surazo Infernal World Cup,2024,
114,187563,CHILE: 5 STAR Surazo Infernal World Cup,Results Published,12,2024-03-31,2024-04-12,Chile,5.0,353295,Men,Men,https://liveheats.com/events/187563,live heats,Men,353295,Surazo Infernal World Cup,2024,
115,187563,CHILE: 5 STAR Surazo Infernal World Cup,Results Published,12,2024-03-31,2024-04-12,Chile,5.0,353296,Masters,,https://liveheats.com/events/187563,live heats,Masters,353296,Surazo Infernal World Cup,2024,
116,187563,CHILE: 5 STAR Surazo Infernal World Cup,Results Published,12,2024-03-31,2024-04-12,Chile,5.0,402097,Pro Junior GIrls,Women,https://liveheats.com/events/187563,live heats,Pro Junior GIrls,402097,Surazo Infernal World Cup,2024,
117,187563,CHILE: 5 STAR Surazo Infernal World Cup,Results Published,12,2024-03-31,2024-04-12,Chile,5.0,353297,Junior Girls,Women,https://liveheats.com/events/187563,live heats,Junior Girls,353297,Surazo Infernal World Cup,2024,
118,187563,CHILE: 5 STAR Surazo Infernal World Cup,Results Published,12,2024-03-31,2024-04-12,Chile,5.0,402098,Pro Junior Boys,Men,https://liveheats.com/events/187563,live heats,Pro Junior Boys,402098,Surazo Infernal World Cup,2024,
119,187563,CHILE: 5 STAR Surazo Infernal World Cup,Results Published,12,2024-03-31,2024-04-12,Chile,5.0,353298,Junior Boys,Men,https://liveheats.com/events/187563,live heats,Junior Boys,353298,Surazo Infernal World Cup,2024,
120,187563,CHILE: 5 STAR Surazo Infernal World Cup,Results Published,12,2024-03-31,2024-04-12,Chile,5.0,407963,Open AM,,https://liveheats.com/events/187563,live heats,Open AM,407963,Surazo Infernal World Cup,2024,
121,350012,Ireland: 2 STAR Magheroarty Classic,Scheduled,3,2025-08-08,2025-08-11,Ireland,2.0,637801,Women,Women,https://liveheats.com/events/350012,live heats,Women,637801,Magheroarty Classic,2025,
122,350012,Ireland: 2 STAR Magheroarty Classic,Scheduled,3,2025-08-08,2025-08-11,Ireland,2.0,637802,Men,Men,https://liveheats.com/events/350012,live heats,Men,637802,Magheroarty Classic,2025,
123,350012,Ireland: 2 STAR Magheroarty Classic,Scheduled,3,2025-08-08,2025-08-11,Ireland,2.0,637803,Masters,,https://liveheats.com/events/350012,live heats,Masters,637803,Magheroarty Classic,2025,
124,350012,Ireland: 2 STAR Magheroarty Classic,Scheduled,3,2025-08-08,2025-08-11,Ireland,2.0,637804,Pro Junior GIrls,Women,https://liveheats.com/events/350012,live heats,Pro Junior GIrls,637804,Magheroarty Classic,2025,
125,350012,Ireland: 2 STAR Magheroarty Classic,Scheduled,3,2025-08-08,2025-08-11,Ireland,2.0,637805,Pro Junior Boys,Men,https://liveheats.com/events/350012,live heats,Pro Junior Boys,637805,Magheroarty Classic,2025,
126,350012,Ireland: 2 STAR Magheroarty Classic,Scheduled,3,2025-08-08,2025-08-11,Ireland,2.0,637806,Junior Girls,Women,https://liveheats.com/events/350012,live heats,Junior Girls,637806,Magheroarty Classic,2025,
127,350012,Ireland: 2 STAR Magheroarty Classic,Scheduled,3,2025-08-08,2025-08-11,Ireland,2.0,637807,Junior Boys,Men,https://liveheats.com/events/350012,live heats,Junior Boys,637807,Magheroarty Classic,2025,
128,350012,Ireland: 2 STAR Magheroarty Classic,Scheduled,3,2025-08-08,2025-08-11,Ireland,2.0,637808,OPEN,,https://liveheats.com/events/350012,live heats,OPEN,637808,Magheroarty Classic,2025,
129,322589,Japan: 2 STAR JWA Junior Wave ,Results Published,3,2024-12-26,2024-12-29,Japan,2.0,586057,Pro Junior Boys,Men,https://liveheats.com/events/322589,live heats,Pro Junior Boys,586057,JWA Junior Wave,2024,
130,322589,Japan: 2 STAR JWA Junior Wave ,Results Published,3,2024-12-26,2024-12-29,Japan,2.0,586058,Pro Junior GIrls,Women,https://liveheats.com/events/322589,live heats,Pro Junior GIrls,586058,JWA Junior Wave,2024,
131,322589,Japan: 2 STAR JWA Junior Wave ,Results Published,3,2024-12-26,2024-12-29,Japan,2.0,586059,Junior Boys,Men,https://liveheats.com/events/322589,live heats,Junior Boys,586059,JWA Junior Wave,2024,
132,322589,Japan: 2 STAR JWA Junior Wave ,Results Published,3,2024-12-26,2024-12-29,Japan,2.0,586060,Junior Girls,Women,https://liveheats.com/events/322589,live heats,Junior Girls,586060,JWA Junior Wave,2024,
133,322589,Japan: 2 STAR JWA Junior Wave ,Results Published,3,2024-12-26,2024-12-29,Japan,2.0,586061,U15,,https://liveheats.com/events/322589,live heats,U15,586061,JWA Junior Wave,2024,
134,72487,Australia: 2 STAR Sydney Classic,Results Published,3,2022-12-10,2022-12-13,Australia,2.0,168245,Men,Men,https://liveheats.com/events/72487,live heats,Men,168245,Sydney Classic,2022,
135,72487,Australia: 2 STAR Sydney Classic,Results Published,3,2022-12-10,2022-12-13,Australia,2.0,168246,Women,Women,https://liveheats.com/events/72487,live heats,Women,168246,Sydney Classic,2022,
136,72487,Australia: 2 STAR Sydney Classic,Results Published,3,2022-12-10,2022-12-13,Australia,2.0,168247,Junior Boys,Men,https://liveheats.com/events/72487,live heats,Junior Boys,168247,Sydney Classic,2022,
137,72487,Australia: 2 STAR Sydney Classic,Results Published,3,2022-12-10,2022-12-13,Australia,2.0,168248,Masters,,https://liveheats.com/events/72487,live heats,Masters,168248,Sydney Classic,2022,
138,72487,Australia: 2 STAR Sydney Classic,Results Published,3,2022-12-10,2022-12-13,Australia,2.0,293481,Junior Girls,Women,https://liveheats.com/events/72487,live heats,Junior Girls,293481,Sydney Classic,2022,
139,270681,SPAIN: 100% Masters Juniors Tenerife Classic World Cup,Results Published,15,2024-08-03,2024-08-18,Spain,,471651,Masters,,https://liveheats.com/events/270681,live heats,Masters,471651,Tenerife World Cup,2024,
140,270681,SPAIN: 100% Masters Juniors Tenerife Classic World Cup,Results Published,15,2024-08-03,2024-08-18,Spain,,471652,Junior Girls,Women,https://liveheats.com/events/270681,live heats,Junior Girls,471652,Tenerife World Cup,2024,
141,270681,SPAIN: 100% Masters Juniors Tenerife Classic World Cup,Results Published,15,2024-08-03,2024-08-18,Spain,,471653,Junior Boys,Men,https://liveheats.com/events/270681,live heats,Junior Boys,471653,Tenerife World Cup,2024,
142,270681,SPAIN: 100% Masters Juniors Tenerife Classic World Cup,Results Published,15,2024-08-03,2024-08-18,Spain,,471654,Pro Junior GIrls,Women,https://liveheats.com/events/270681,live heats,Pro Junior GIrls,471654,Tenerife World Cup,2024,
143,270681,SPAIN: 100% Masters Juniors Tenerife Classic World Cup,Results Published,15,2024-08-03,2024-08-18,Spain,,471655,Pro Junior Boys,Men,https://liveheats.com/events/270681,live heats,Pro Junior Boys,471655,Tenerife World Cup,2024,
144,81590,Japan: 2 STAR Winter Cup,Results Published,2,2023-02-04,2023-02-06,Japan,2.0,186163,Men,Men,https://liveheats.com/events/81590,live heats,Men,186163,Winter Cup,2023,
145,81590,Japan: 2 STAR Winter Cup,Results Published,2,2023-02-04,2023-02-06,Japan,2.0,186164,Women,Women,https://liveheats.com/events/81590,live heats,Women,186164,Winter Cup,2023,
146,81590,Japan: 2 STAR Winter Cup,Results Published,2,2023-02-04,2023-02-06,Japan,2.0,186165,Junior Boys,Men,https://liveheats.com/events/81590,live heats,Junior Boys,186165,Winter Cup,2023,
147,81590,Japan: 2 STAR Winter Cup,Results Published,2,2023-02-04,2023-02-06,Japan,2.0,293486,Junior Girls,Women,https://liveheats.com/events/81590,live heats,Junior Girls,293486,Winter Cup,2023,
148,81590,Japan: 2 STAR Winter Cup,Results Published,2,2023-02-04,2023-02-06,Japan,2.0,186166,Masters,,https://liveheats.com/events/81590,live heats,Masters,186166,Winter Cup,2023,
149,268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,2025-01-20,Chile,2.0,467766,Women,Women,https://liveheats.com/events/268537,live heats,Women,467766,Llico Historico Vichuquen,2025,
150,268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,2025-01-20,Chile,2.0,467767,Men,Men,https://liveheats.com/events/268537,live heats,Men,467767,Llico Historico Vichuquen,2025,
151,268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,2025-01-20,Chile,2.0,467768,Masters,,https://liveheats.com/events/268537,live heats,Masters,467768,Llico Historico Vichuquen,2025,
152,268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,2025-01-20,Chile,2.0,467769,Pro Junior GIrls,Women,https://liveheats.com/events/268537,live heats,Pro Junior GIrls,467769,Llico Historico Vichuquen,2025,
153,268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,2025-01-20,Chile,2.0,467770,Pro Junior Boys,Men,https://liveheats.com/events/268537,live heats,Pro Junior Boys,467770,Llico Historico Vichuquen,2025,
154,268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,2025-01-20,Chile,2.0,467771,Junior Girls,Women,https://liveheats.com/events/268537,live heats,Junior Girls,467771,Llico Historico Vichuquen,2025,
155,268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,2025-01-20,Chile,2.0,467772,Junior Boys,Men,https://liveheats.com/events/268537,live heats,Junior Boys,467772,Llico Historico Vichuquen,2025,
156,268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,2025-01-20,Chile,2.0,587986,Open AM,,https://liveheats.com/events/268537,live heats,Open AM,587986,Llico Historico Vichuquen,2025,
157,268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,2025-01-20,Chile,2.0,587987,Grand Masters,,https://liveheats.com/events/268537,live heats,Grand Masters,587987,Llico Historico Vichuquen,2025,
158,263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,2024-12-22,France,3.0,460767,Women,Women,https://liveheats.com/events/263420,live heats,Women,460767,Wissant Wave Classic,2024,
159,263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,2024-12-22,France,3.0,460768,Men,Men,https://liveheats.com/events/263420,live heats,Men,460768,Wissant Wave Classic,2024,
160,263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,2024-12-22,France,3.0,460770,Pro Junior GIrls,Women,https://liveheats.com/events/263420,live heats,Pro Junior GIrls,460770,Wissant Wave Classic,2024,
161,263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,2024-12-22,France,3.0,460771,Pro Junior Boys,Men,https://liveheats.com/events/263420,live heats,Pro Junior Boys,460771,Wissant Wave Classic,2024,
162,263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,2024-12-22,France,3.0,460772,Junior Boys,Men,https://liveheats.com/events/263420,live heats,Junior Boys,460772,Wissant Wave Classic,2024,
163,263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,2024-12-22,France,3.0,460773,Junior Girls,Women,https://liveheats.com/events/263420,live heats,Junior Girls,460773,Wissant Wave Classic,2024,
164,263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,2024-12-22,France,3.0,460769,Masters,,https://liveheats.com/events/263420,live heats,Masters,460769,Wissant Wave Classic,2024,
165,221942,Argentina : 2 Star Mar Del Plata ,Results Published,17,2024-04-13,2024-04-30,Argentina,2.0,410348,Women,Women,https://liveheats.com/events/221942,live heats,Women,410348,Mar Del Plata,2024,
166,221942,Argentina : 2 Star Mar Del Plata ,Results Published,17,2024-04-13,2024-04-30,Argentina,2.0,410349,Men,Men,https://liveheats.com/events/221942,live heats,Men,410349,Mar Del Plata,2024,
167,221942,Argentina : 2 Star Mar Del Plata ,Results Published,17,2024-04-13,2024-04-30,Argentina,2.0,410350,Masters,,https://liveheats.com/events/221942,live heats,Masters,410350,Mar Del Plata,2024,
168,221942,Argentina : 2 Star Mar Del Plata ,Results Published,17,2024-04-13,2024-04-30,Argentina,2.0,410351,Junior Girls,Women,https://liveheats.com/events/221942,live heats,Junior Girls,410351,Mar Del Plata,2024,
169,221942,Argentina : 2 Star Mar Del Plata ,Results Published,17,2024-04-13,2024-04-30,Argentina,2.0,410352,Junior Boys,Men,https://liveheats.com/events/221942,live heats,Junior Boys,410352,Mar Del Plata,2024,
170,220652,Japan: 2 STAR All Japan,Results Published,2,2024-01-05,2024-01-07,Japan,2.0,408830,Men,Men,https://liveheats.com/events/220652,live heats,Men,408830,All Japan,2024,
171,220652,Japan: 2 STAR All Japan,Results Published,2,2024-01-05,2024-01-07,Japan,2.0,408831,Women,Women,https://liveheats.com/events/220652,live heats,Women,408831,All Japan,2024,
172,216630,Germany : 2 Star German Wave Tour Event #2,Finished,91,2024-08-31,2024-11-30,Germany,2.0,402758,Women,Women,https://liveheats.com/events/216630,live heats,Women,402758,German Wave Tour Event #2,2024,
173,216630,Germany : 2 Star German Wave Tour Event #2,Finished,91,2024-08-31,2024-11-30,Germany,2.0,402759,Men,Men,https://liveheats.com/events/216630,live heats,Men,402759,German Wave Tour Event #2,2024,
174,216630,Germany : 2 Star German Wave Tour Event #2,Finished,91,2024-08-31,2024-11-30,Germany,2.0,402760,Masters,,https://liveheats.com/events/216630,live heats,Masters,402760,German Wave Tour Event #2,2024,
175,216630,Germany : 2 Star German Wave Tour Event #2,Finished,91,2024-08-31,2024-11-30,Germany,2.0,402761,Junior Girls,Women,https://liveheats.com/events/216630,live heats,Junior Girls,402761,German Wave Tour Event #2,2024,
176,216630,Germany : 2 Star German Wave Tour Event #2,Finished,91,2024-08-31,2024-11-30,Germany,2.0,402762,Junior Boys,Men,https://liveheats.com/events/216630,live heats,Junior Boys,402762,German Wave Tour Event #2,2024,
177,187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,2024-10-20,Denmark,3.0,353351,Junior Boys,Men,https://liveheats.com/events/187577,live heats,Junior Boys,353351,EUROPEAN REGIONAL FINAL Danish Open Wave Championships,2024,
178,187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,2024-10-20,Denmark,3.0,353352,Junior Girls,Women,https://liveheats.com/events/187577,live heats,Junior Girls,353352,EUROPEAN REGIONAL FINAL Danish Open Wave Championships,2024,
179,187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,2024-10-20,Denmark,3.0,353353,U17 Girls,Women,https://liveheats.com/events/187577,live heats,U17 Girls,353353,EUROPEAN REGIONAL FINAL Danish Open Wave Championships,2024,
180,187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,2024-10-20,Denmark,3.0,353354,U17 Boys,Men,https://liveheats.com/events/187577,live heats,U17 Boys,353354,EUROPEAN REGIONAL FINAL Danish Open Wave Championships,2024,
181,187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,2024-10-20,Denmark,3.0,353355,U15 Girls,Women,https://liveheats.com/events/187577,live heats,U15 Girls,353355,EUROPEAN REGIONAL FINAL Danish Open Wave Championships,2024,
182,187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,2024-10-20,Denmark,3.0,353356,U15 Boys,Men,https://liveheats.com/events/187577,live heats,U15 Boys,353356,EUROPEAN REGIONAL FINAL Danish Open Wave Championships,2024,
183,187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,2024-10-20,Denmark,3.0,353357,U13,,https://liveheats.com/events/187577,live heats,U13,353357,EUROPEAN REGIONAL FINAL Danish Open Wave Championships,2024,
184,187575,New Zealand: 1 STAR Taranki Wave Classic,Finished,4,2024-10-24,2024-10-28,New Zealand,1.0,353341,Women,Women,https://liveheats.com/events/187575,live heats,Women,353341,Taranki Wave Classic,2024,
185,187575,New Zealand: 1 STAR Taranki Wave Classic,Finished,4,2024-10-24,2024-10-28,New Zealand,1.0,353342,Men,Men,https://liveheats.com/events/187575,live heats,Men,353342,Taranki Wave Classic,2024,
186,187575,New Zealand: 1 STAR Taranki Wave Classic,Finished,4,2024-10-24,2024-10-28,New Zealand,1.0,353343,Masters,,https://liveheats.com/events/187575,live heats,Masters,353343,Taranki Wave Classic,2024,
187,187575,New Zealand: 1 STAR Taranki Wave Classic,Finished,4,2024-10-24,2024-10-28,New Zealand,1.0,353344,Junior Girls,Women,https://liveheats.com/events/187575,live heats,Junior Girls,353344,Taranki Wave Classic,2024,
188,187575,New Zealand: 1 STAR Taranki Wave Classic,Finished,4,2024-10-24,2024-10-28,New Zealand,1.0,353345,Junior Boys,Men,https://liveheats.com/events/187575,live heats,Junior Boys,353345,Taranki Wave Classic,2024,
189,172539,Australia 2 STAR Woolgoolga Classic NSW,Results Published,3,2023-09-29,2023-10-02,Australia 2 Star Woolgoolga Classic Nsw,2.0,327546,Men,Men,https://liveheats.com/events/172539,live heats,Men,327546,Woolgoolga Classic NSW,2023,
190,172539,Australia 2 STAR Woolgoolga Classic NSW,Results Published,3,2023-09-29,2023-10-02,Australia 2 Star Woolgoolga Classic Nsw,2.0,327547,Women,Women,https://liveheats.com/events/172539,live heats,Women,327547,Woolgoolga Classic NSW,2023,
191,172539,Australia 2 STAR Woolgoolga Classic NSW,Results Published,3,2023-09-29,2023-10-02,Australia 2 Star Woolgoolga Classic Nsw,2.0,327548,Masters,,https://liveheats.com/events/172539,live heats,Masters,327548,Woolgoolga Classic NSW,2023,
192,172539,Australia 2 STAR Woolgoolga Classic NSW,Results Published,3,2023-09-29,2023-10-02,Australia 2 Star Woolgoolga Classic Nsw,2.0,327549,Junior Boys,Men,https://liveheats.com/events/172539,live heats,Junior Boys,327549,Woolgoolga Classic NSW,2023,
193,117330,Morocco: 2 STAR Wave Classic Moulay,Results Published,8,2023-04-01,2023-04-09,Morocco,2.0,247047,Men,Men,https://liveheats.com/events/117330,live heats,Men,247047,Wave Classic Moulay,2023,
194,117330,Morocco: 2 STAR Wave Classic Moulay,Results Published,8,2023-04-01,2023-04-09,Morocco,2.0,247048,Women,Women,https://liveheats.com/events/117330,live heats,Women,247048,Wave Classic Moulay,2023,
195,117330,Morocco: 2 STAR Wave Classic Moulay,Results Published,8,2023-04-01,2023-04-09,Morocco,2.0,247049,Junior Boys,Men,https://liveheats.com/events/117330,live heats,Junior Boys,247049,Wave Classic Moulay,2023,
196,117330,Morocco: 2 STAR Wave Classic Moulay,Results Published,8,2023-04-01,2023-04-09,Morocco,2.0,247050,Masters,,https://liveheats.com/events/117330,live heats,Masters,247050,Wave Classic Moulay,2023,
197,117333,GERMANY: 5 STAR Sylt World Cup,Results Published,10,2023-09-22,2023-10-02,Germany,5.0,247060,Men,Men,https://liveheats.com/events/117333,live heats,Men,247060,Sylt World Cup,2023,
198,117333,GERMANY: 5 STAR Sylt World Cup,Results Published,10,2023-09-22,2023-10-02,Germany,5.0,247061,Women,Women,https://liveheats.com/events/117333,live heats,Women,247061,Sylt World Cup,2023,
199,187553,Morocco: 3 STAR Moulay Wave Classic,Results Published,8,2024-04-26,2024-05-04,Morocco,3.0,353242,Women,Women,https://liveheats.com/events/187553,live heats,Women,353242,Moulay Wave Classic,2024,
200,187553,Morocco: 3 STAR Moulay Wave Classic,Results Published,8,2024-04-26,2024-05-04,Morocco,3.0,353243,Men,Men,https://liveheats.com/events/187553,live heats,Men,353243,Moulay Wave Classic,2024,
201,187553,Morocco: 3 STAR Moulay Wave Classic,Results Published,8,2024-04-26,2024-05-04,Morocco,3.0,353244,Masters,,https://liveheats.com/events/187553,live heats,Masters,353244,Moulay Wave Classic,2024,
202,187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,2024-01-21,Guadeloupe,2.0,353279,Women,Women,https://liveheats.com/events/187560,live heats,Women,353279,King Of Moule,2024,
203,187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,2024-01-21,Guadeloupe,2.0,353280,Men,Men,https://liveheats.com/events/187560,live heats,Men,353280,King Of Moule,2024,
204,187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,2024-01-21,Guadeloupe,2.0,353281,Masters,,https://liveheats.com/events/187560,live heats,Masters,353281,King Of Moule,2024,
205,187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,2024-01-21,Guadeloupe,2.0,353282,Junior Girls,Women,https://liveheats.com/events/187560,live heats,Junior Girls,353282,King Of Moule,2024,
206,187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,2024-01-21,Guadeloupe,2.0,353283,Junior Boys,Men,https://liveheats.com/events/187560,live heats,Junior Boys,353283,King Of Moule,2024,
207,187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,2024-01-21,Guadeloupe,2.0,400435,Pro Junior GIrls,Women,https://liveheats.com/events/187560,live heats,Pro Junior GIrls,400435,King Of Moule,2024,
208,187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,2024-01-21,Guadeloupe,2.0,400436,Pro Junior Boys,Men,https://liveheats.com/events/187560,live heats,Pro Junior Boys,400436,King Of Moule,2024,
209,214686,GERMANY: 5 STAR Sylt World Cup MEN,Results Published,12,2023-09-21,2023-10-03,Germany,5.0,400442,Women,Women,https://liveheats.com/events/214686,live heats,Women,400442,Sylt World Cup MEN,2023,
210,214686,GERMANY: 5 STAR Sylt World Cup MEN,Results Published,12,2023-09-21,2023-10-03,Germany,5.0,400473,Men,Men,https://liveheats.com/events/214686,live heats,Men,400473,Sylt World Cup MEN,2023,
211,165509,Israel: 2 STAR Znavot Wave Classic - Chemical Riders,Results Published,60,2024-01-31,2024-03-31,Israel,2.0,316791,Men,Men,https://liveheats.com/events/165509,live heats,Men,316791,Znavot Wave Classic - Chemical Riders,2024,
212,165509,Israel: 2 STAR Znavot Wave Classic - Chemical Riders,Results Published,60,2024-01-31,2024-03-31,Israel,2.0,316792,Women,Women,https://liveheats.com/events/165509,live heats,Women,316792,Znavot Wave Classic - Chemical Riders,2024,
213,165509,Israel: 2 STAR Znavot Wave Classic - Chemical Riders,Results Published,60,2024-01-31,2024-03-31,Israel,2.0,390433,Pro Junior Boys,Men,https://liveheats.com/events/165509,live heats,Pro Junior Boys,390433,Znavot Wave Classic - Chemical Riders,2024,
214,165509,Israel: 2 STAR Znavot Wave Classic - Chemical Riders,Results Published,60,2024-01-31,2024-03-31,Israel,2.0,316793,Masters,,https://liveheats.com/events/165509,live heats,Masters,316793,Znavot Wave Classic - Chemical Riders,2024,
215,72454,PERU: 4 STAR Pacasmayo Classic,Results Published,10,2023-08-26,2023-09-05,Peru,4.0,168205,Men,Men,https://liveheats.com/events/72454,live heats,Men,168205,Pacasmayo Classic,2023,
216,72454,PERU: 4 STAR Pacasmayo Classic,Results Published,10,2023-08-26,2023-09-05,Peru,4.0,168206,Women,Women,https://liveheats.com/events/72454,live heats,Women,168206,Pacasmayo Classic,2023,
217,72454,PERU: 4 STAR Pacasmayo Classic,Results Published,10,2023-08-26,2023-09-05,Peru,4.0,168208,Masters,,https://liveheats.com/events/72454,live heats,Masters,168208,Pacasmayo Classic,2023,
218,72454,PERU: 4 STAR Pacasmayo Classic,Results Published,10,2023-08-26,2023-09-05,Peru,4.0,168210,Open AM,,https://liveheats.com/events/72454,live heats,Open AM,168210,Pacasmayo Classic,2023,
219,72454,PERU: 4 STAR Pacasmayo Classic,Results Published,10,2023-08-26,2023-09-05,Peru,4.0,310717,Pro Men's Trials ,Men,https://liveheats.com/events/72454,live heats,Pro Men's Trials ,310717,Pacasmayo Classic,2023,
220,72454,PERU: 4 STAR Pacasmayo Classic,Results Published,10,2023-08-26,2023-09-05,Peru,4.0,310719,Open Juniors U20,,https://liveheats.com/events/72454,live heats,Open Juniors U20,310719,Pacasmayo Classic,2023,
221,187562,JAPAN: 5 STAR SPiCARE Omaezaki Japan World Cup,Results Published,7,2024-02-18,2024-02-25,Japan,5.0,353289,Women,Women,https://liveheats.com/events/187562,live heats,Women,353289,SPiCARE Omaezaki Japan World Cup,2024,
222,187562,JAPAN: 5 STAR SPiCARE Omaezaki Japan World Cup,Results Published,7,2024-02-18,2024-02-25,Japan,5.0,353290,Men,Men,https://liveheats.com/events/187562,live heats,Men,353290,SPiCARE Omaezaki Japan World Cup,2024,
223,187562,JAPAN: 5 STAR SPiCARE Omaezaki Japan World Cup,Results Published,7,2024-02-18,2024-02-25,Japan,5.0,353291,Masters,,https://liveheats.com/events/187562,live heats,Masters,353291,SPiCARE Omaezaki Japan World Cup,2024,
224,187562,JAPAN: 5 STAR SPiCARE Omaezaki Japan World Cup,Results Published,7,2024-02-18,2024-02-25,Japan,5.0,400714,Pro Junior GIrls,Women,https://liveheats.com/events/187562,live heats,Pro Junior GIrls,400714,SPiCARE Omaezaki Japan World Cup,2024,
