,event_id,event_name,results_status,day_window,start_date,finish_date,location,stars,elimination_id,event_link,division_id,source,year,elimination_name,division_name,sex,standard_event_name
135,270681,SPAIN: 100% Masters Juniors Tenerife Classic World Cup,Results Published,15,2024-08-03,,Spain,,471651,,471651,live heats,2024.0,Masters,Masters,,Tenerife World Cup
136,270681,SPAIN: 100% Masters Juniors Tenerife Classic World Cup,Results Published,15,2024-08-03,,Spain,,471652,,471652,live heats,2024.0,Junior Girls,Junior Girls,Women,Tenerife World Cup
137,270681,SPAIN: 100% Masters Juniors Tenerife Classic World Cup,Results Published,15,2024-08-03,,Spain,,471653,,471653,live heats,2024.0,Junior Boys,Junior Boys,Men,Tenerife World Cup
138,270681,SPAIN: 100% Masters Juniors Tenerife Classic World Cup,Results Published,15,2024-08-03,,Spain,,471654,,471654,live heats,2024.0,Pro Junior GIrls,Pro Junior GIrls,Women,Tenerife World Cup
139,270681,SPAIN: 100% Masters Juniors Tenerife Classic World Cup,Results Published,15,2024-08-03,,Spain,,471655,,471655,live heats,2024.0,Pro Junior Boys,Pro Junior Boys,Men,Tenerife World Cup
140,81590,Japan: 2 STAR Winter Cup,Results Published,2,2023-02-04,2023-06-02,Japan,2.0,186163,,186163,live heats,2023.0,Men,Men,Men,Winter Cup
141,81590,Japan: 2 STAR Winter Cup,Results Published,2,2023-02-04,2023-06-02,Japan,2.0,186164,,186164,live heats,2023.0,Women,Women,Women,Winter Cup
142,81590,Japan: 2 STAR Winter Cup,Results Published,2,2023-02-04,2023-06-02,Japan,2.0,186165,,186165,live heats,2023.0,Junior Boys,Junior Boys,Men,Winter Cup
143,81590,Japan: 2 STAR Winter Cup,Results Published,2,2023-02-04,2023-06-02,Japan,2.0,293486,,293486,live heats,2023.0,Junior Girls,Junior Girls,Women,Winter Cup
144,81590,Japan: 2 STAR Winter Cup,Results Published,2,2023-02-04,2023-06-02,Japan,2.0,186166,,186166,live heats,2023.0,Masters,Masters,,Winter Cup
145,268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,,Chile,2.0,467766,,467766,live heats,2025.0,Women,Women,Women,Llico Historico Vichuquen
146,268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,,Chile,2.0,467767,,467767,live heats,2025.0,Men,Men,Men,Llico Historico Vichuquen
147,268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,,Chile,2.0,467768,,467768,live heats,2025.0,Masters,Masters,,Llico Historico Vichuquen
148,268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,,Chile,2.0,467769,,467769,live heats,2025.0,Pro Junior GIrls,Pro Junior GIrls,Women,Llico Historico Vichuquen
149,268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,,Chile,2.0,467770,,467770,live heats,2025.0,Pro Junior Boys,Pro Junior Boys,Men,Llico Historico Vichuquen
150,268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,,Chile,2.0,467771,,467771,live heats,2025.0,Junior Girls,Junior Girls,Women,Llico Historico Vichuquen
151,268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,,Chile,2.0,467772,,467772,live heats,2025.0,Junior Boys,Junior Boys,Men,Llico Historico Vichuquen
152,268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,,Chile,2.0,587986,,587986,live heats,2025.0,Open AM,Open AM,,Llico Historico Vichuquen
153,268537,Chile: 2 STAR Llico Historico Vichuquen,Results Published,3,2025-01-17,,Chile,2.0,587987,,587987,live heats,2025.0,Grand Masters,Grand Masters,,Llico Historico Vichuquen
154,263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,,France,3.0,460767,,460767,live heats,2024.0,Women,Women,Women,Wissant Wave Classic
155,263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,,France,3.0,460768,,460768,live heats,2024.0,Men,Men,Men,Wissant Wave Classic
156,263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,,France,3.0,460770,,460770,live heats,2024.0,Pro Junior GIrls,Pro Junior GIrls,Women,Wissant Wave Classic
157,263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,,France,3.0,460771,,460771,live heats,2024.0,Pro Junior Boys,Pro Junior Boys,Men,Wissant Wave Classic
158,263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,,France,3.0,460772,,460772,live heats,2024.0,Junior Boys,Junior Boys,Men,Wissant Wave Classic
159,263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,,France,3.0,460773,,460773,live heats,2024.0,Junior Girls,Junior Girls,Women,Wissant Wave Classic
160,263420,France: 3 STAR Wissant Wave Classic,Results Published,2,2024-12-20,,France,3.0,460769,,460769,live heats,2024.0,Masters,Masters,,Wissant Wave Classic
161,221942,Argentina : 2 Star Mar Del Plata ,Results Published,17,2024-04-13,,Argentina,2.0,410348,,410348,live heats,2024.0,Women,Women,Women,Mar Del Plata
162,221942,Argentina : 2 Star Mar Del Plata ,Results Published,17,2024-04-13,,Argentina,2.0,410349,,410349,live heats,2024.0,Men,Men,Men,Mar Del Plata
163,221942,Argentina : 2 Star Mar Del Plata ,Results Published,17,2024-04-13,,Argentina,2.0,410350,,410350,live heats,2024.0,Masters,Masters,,Mar Del Plata
164,221942,Argentina : 2 Star Mar Del Plata ,Results Published,17,2024-04-13,,Argentina,2.0,410351,,410351,live heats,2024.0,Junior Girls,Junior Girls,Women,Mar Del Plata
165,221942,Argentina : 2 Star Mar Del Plata ,Results Published,17,2024-04-13,,Argentina,2.0,410352,,410352,live heats,2024.0,Junior Boys,Junior Boys,Men,Mar Del Plata
166,220652,Japan: 2 STAR All Japan,Results Published,2,2024-01-05,2024-07-01,Japan,2.0,408830,,408830,live heats,2024.0,Men,Men,Men,All Japan
167,220652,Japan: 2 STAR All Japan,Results Published,2,2024-01-05,2024-07-01,Japan,2.0,408831,,408831,live heats,2024.0,Women,Women,Women,All Japan
168,216630,Germany : 2 Star German Wave Tour Event #2,Finished,91,2024-08-31,,Germany,2.0,402758,,402758,live heats,2024.0,Women,Women,Women,German Wave Tour Event #2
169,216630,Germany : 2 Star German Wave Tour Event #2,Finished,91,2024-08-31,,Germany,2.0,402759,,402759,live heats,2024.0,Men,Men,Men,German Wave Tour Event #2
170,216630,Germany : 2 Star German Wave Tour Event #2,Finished,91,2024-08-31,,Germany,2.0,402760,,402760,live heats,2024.0,Masters,Masters,,German Wave Tour Event #2
171,216630,Germany : 2 Star German Wave Tour Event #2,Finished,91,2024-08-31,,Germany,2.0,402761,,402761,live heats,2024.0,Junior Girls,Junior Girls,Women,German Wave Tour Event #2
172,216630,Germany : 2 Star German Wave Tour Event #2,Finished,91,2024-08-31,,Germany,2.0,402762,,402762,live heats,2024.0,Junior Boys,Junior Boys,Men,German Wave Tour Event #2
173,187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,,Denmark,3.0,353351,,353351,live heats,2024.0,Junior Boys,Junior Boys,Men,EUROPEAN REGIONAL FINAL Danish Open Wave Championships
174,187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,,Denmark,3.0,353352,,353352,live heats,2024.0,Junior Girls,Junior Girls,Women,EUROPEAN REGIONAL FINAL Danish Open Wave Championships
175,187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,,Denmark,3.0,353353,,353353,live heats,2024.0,U17 Girls,U17 Girls,Women,EUROPEAN REGIONAL FINAL Danish Open Wave Championships
176,187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,,Denmark,3.0,353354,,353354,live heats,2024.0,U17 Boys,U17 Boys,Men,EUROPEAN REGIONAL FINAL Danish Open Wave Championships
177,187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,,Denmark,3.0,353355,,353355,live heats,2024.0,U15 Girls,U15 Girls,Women,EUROPEAN REGIONAL FINAL Danish Open Wave Championships
178,187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,,Denmark,3.0,353356,,353356,live heats,2024.0,U15 Boys,U15 Boys,Men,EUROPEAN REGIONAL FINAL Danish Open Wave Championships
179,187577,Denmark: 3 STAR EUROPEAN REGIONAL FINAL Danish Open Wave Championships,Cancelled,4,2024-10-16,,Denmark,3.0,353357,,353357,live heats,2024.0,U13,U13,,EUROPEAN REGIONAL FINAL Danish Open Wave Championships
180,187575,New Zealand: 1 STAR Taranki Wave Classic,Finished,4,2024-10-24,,New Zealand,1.0,353341,,353341,live heats,2024.0,Women,Women,Women,Taranki Wave Classic
181,187575,New Zealand: 1 STAR Taranki Wave Classic,Finished,4,2024-10-24,,New Zealand,1.0,353342,,353342,live heats,2024.0,Men,Men,Men,Taranki Wave Classic
182,187575,New Zealand: 1 STAR Taranki Wave Classic,Finished,4,2024-10-24,,New Zealand,1.0,353343,,353343,live heats,2024.0,Masters,Masters,,Taranki Wave Classic
183,187575,New Zealand: 1 STAR Taranki Wave Classic,Finished,4,2024-10-24,,New Zealand,1.0,353344,,353344,live heats,2024.0,Junior Girls,Junior Girls,Women,Taranki Wave Classic
184,187575,New Zealand: 1 STAR Taranki Wave Classic,Finished,4,2024-10-24,,New Zealand,1.0,353345,,353345,live heats,2024.0,Junior Boys,Junior Boys,Men,Taranki Wave Classic
185,172539,Australia 2 STAR Woolgoolga Classic NSW,Results Published,3,2023-09-29,2023-02-10,Australia 2 Star Woolgoolga Classic Nsw,2.0,327546,,327546,live heats,2023.0,Men,Men,Men,Woolgoolga Classic NSW
186,172539,Australia 2 STAR Woolgoolga Classic NSW,Results Published,3,2023-09-29,2023-02-10,Australia 2 Star Woolgoolga Classic Nsw,2.0,327547,,327547,live heats,2023.0,Women,Women,Women,Woolgoolga Classic NSW
187,172539,Australia 2 STAR Woolgoolga Classic NSW,Results Published,3,2023-09-29,2023-02-10,Australia 2 Star Woolgoolga Classic Nsw,2.0,327548,,327548,live heats,2023.0,Masters,Masters,,Woolgoolga Classic NSW
188,172539,Australia 2 STAR Woolgoolga Classic NSW,Results Published,3,2023-09-29,2023-02-10,Australia 2 Star Woolgoolga Classic Nsw,2.0,327549,,327549,live heats,2023.0,Junior Boys,Junior Boys,Men,Woolgoolga Classic NSW
189,117330,Morocco: 2 STAR Wave Classic Moulay,Results Published,8,2023-04-01,2023-09-04,Morocco,2.0,247047,,247047,live heats,2023.0,Men,Men,Men,Wave Classic Moulay
190,117330,Morocco: 2 STAR Wave Classic Moulay,Results Published,8,2023-04-01,2023-09-04,Morocco,2.0,247048,,247048,live heats,2023.0,Women,Women,Women,Wave Classic Moulay
191,117330,Morocco: 2 STAR Wave Classic Moulay,Results Published,8,2023-04-01,2023-09-04,Morocco,2.0,247049,,247049,live heats,2023.0,Junior Boys,Junior Boys,Men,Wave Classic Moulay
192,117330,Morocco: 2 STAR Wave Classic Moulay,Results Published,8,2023-04-01,2023-09-04,Morocco,2.0,247050,,247050,live heats,2023.0,Masters,Masters,,Wave Classic Moulay
193,187553,Morocco: 3 STAR Moulay Wave Classic,Results Published,8,2024-04-26,2024-04-05,Morocco,3.0,353242,,353242,live heats,2024.0,Women,Women,Women,Moulay Wave Classic
194,187553,Morocco: 3 STAR Moulay Wave Classic,Results Published,8,2024-04-26,2024-04-05,Morocco,3.0,353243,,353243,live heats,2024.0,Men,Men,Men,Moulay Wave Classic
195,187553,Morocco: 3 STAR Moulay Wave Classic,Results Published,8,2024-04-26,2024-04-05,Morocco,3.0,353244,,353244,live heats,2024.0,Masters,Masters,,Moulay Wave Classic
196,187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,,Guadeloupe,2.0,353279,,353279,live heats,2024.0,Women,Women,Women,King Of Moule
197,187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,,Guadeloupe,2.0,353280,,353280,live heats,2024.0,Men,Men,Men,King Of Moule
198,187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,,Guadeloupe,2.0,353281,,353281,live heats,2024.0,Masters,Masters,,King Of Moule
199,187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,,Guadeloupe,2.0,353282,,353282,live heats,2024.0,Junior Girls,Junior Girls,Women,King Of Moule
200,187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,,Guadeloupe,2.0,353283,,353283,live heats,2024.0,Junior Boys,Junior Boys,Men,King Of Moule
201,187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,,Guadeloupe,2.0,400435,,400435,live heats,2024.0,Pro Junior GIrls,Pro Junior GIrls,Women,King Of Moule
202,187560,Guadeloupe: 2 STAR King Of Moule,Results Published,1,2024-01-20,,Guadeloupe,2.0,400436,,400436,live heats,2024.0,Pro Junior Boys,Pro Junior Boys,Men,King Of Moule
203,165509,Israel: 2 STAR Znavot Wave Classic - Chemical Riders,Results Published,60,2024-01-31,,Israel,2.0,316791,,316791,live heats,2024.0,Men,Men,Men,Znavot Wave Classic - Chemical Riders
204,165509,Israel: 2 STAR Znavot Wave Classic - Chemical Riders,Results Published,60,2024-01-31,,Israel,2.0,316792,,316792,live heats,2024.0,Women,Women,Women,Znavot Wave Classic - Chemical Riders
205,165509,Israel: 2 STAR Znavot Wave Classic - Chemical Riders,Results Published,60,2024-01-31,,Israel,2.0,390433,,390433,live heats,2024.0,Pro Junior Boys,Pro Junior Boys,Men,Znavot Wave Classic - Chemical Riders
206,165509,Israel: 2 STAR Znavot Wave Classic - Chemical Riders,Results Published,60,2024-01-31,,Israel,2.0,316793,,316793,live heats,2024.0,Masters,Masters,,Znavot Wave Classic - Chemical Riders
207,72454,PERU: 4 STAR Pacasmayo Classic,Results Published,10,2023-08-26,2023-05-09,Peru,4.0,168205,,168205,live heats,2023.0,Men,Men,Men,Pacasmayo Classic
208,72454,PERU: 4 STAR Pacasmayo Classic,Results Published,10,2023-08-26,2023-05-09,Peru,4.0,168206,,168206,live heats,2023.0,Women,Women,Women,Pacasmayo Classic
209,72454,PERU: 4 STAR Pacasmayo Classic,Results Published,10,2023-08-26,2023-05-09,Peru,4.0,168208,,168208,live heats,2023.0,Masters,Masters,,Pacasmayo Classic
210,72454,PERU: 4 STAR Pacasmayo Classic,Results Published,10,2023-08-26,2023-05-09,Peru,4.0,168210,,168210,live heats,2023.0,Open AM,Open AM,,Pacasmayo Classic
211,72454,PERU: 4 STAR Pacasmayo Classic,Results Published,10,2023-08-26,2023-05-09,Peru,4.0,310717,,310717,live heats,2023.0,Pro Men's Trials ,Pro Men's Trials ,Men,Pacasmayo Classic
212,72454,PERU: 4 STAR Pacasmayo Classic,Results Published,10,2023-08-26,2023-05-09,Peru,4.0,310719,,310719,live heats,2023.0,Open Juniors U20,Open Juniors U20,,Pacasmayo Classic
213,187562,JAPAN: 5 STAR SPiCARE Omaezaki Japan World Cup,Results Published,7,2024-02-18,,Japan,5.0,353289,,353289,live heats,2024.0,Women,Women,Women,Japan World Cup
214,187562,JAPAN: 5 STAR SPiCARE Omaezaki Japan World Cup,Results Published,7,2024-02-18,,Japan,5.0,353290,,353290,live heats,2024.0,Men,Men,Men,Japan World Cup
215,187562,JAPAN: 5 STAR SPiCARE Omaezaki Japan World Cup,Results Published,7,2024-02-18,,Japan,5.0,353291,,353291,live heats,2024.0,Masters,Masters,,Japan World Cup
216,187562,JAPAN: 5 STAR SPiCARE Omaezaki Japan World Cup,Results Published,7,2024-02-18,,Japan,5.0,400714,,400714,live heats,2024.0,Pro Junior GIrls,Pro Junior GIrls,Women,Japan World Cup
217,187562,JAPAN: 5 STAR SPiCARE Omaezaki Japan World Cup,Results Published,7,2024-02-18,,Japan,5.0,400715,,400715,live heats,2024.0,Pro Junior Boys,Pro Junior Boys,Men,Japan World Cup
218,187562,JAPAN: 5 STAR SPiCARE Omaezaki Japan World Cup,Results Published,7,2024-02-18,,Japan,5.0,353292,,353292,live heats,2024.0,Junior Girls,Junior Girls,Women,Japan World Cup
219,187562,JAPAN: 5 STAR SPiCARE Omaezaki Japan World Cup,Results Published,7,2024-02-18,,Japan,5.0,353293,,353293,live heats,2024.0,Junior Boys,Junior Boys,Men,Japan World Cup
220,214877,Germany: 2 Star The German Wave Tour ,Results Published,5,2023-06-11,,Germany,2.0,400732,,400732,live heats,2023.0,Women,Women,Women,The German Wave Tour
221,214877,Germany: 2 Star The German Wave Tour ,Results Published,5,2023-06-11,,Germany,2.0,400733,,400733,live heats,2023.0,Men,Men,Men,The German Wave Tour
222,214877,Germany: 2 Star The German Wave Tour ,Results Published,5,2023-06-11,,Germany,2.0,400734,,400734,live heats,2023.0,Pro Junior GIrls,Pro Junior GIrls,Women,The German Wave Tour
223,214877,Germany: 2 Star The German Wave Tour ,Results Published,5,2023-06-11,,Germany,2.0,400735,,400735,live heats,2023.0,Pro Junior Boys,Pro Junior Boys,Men,The German Wave Tour
224,361991,FINALND: 2 STAR Surfsport Wave Champs,Scheduled,115,2025-07-11,2025-03-11,Finalnd,2.0,656149,,656149,live heats,2025.0,Men,Men,Men,Surfsport Wave Champs
225,361991,FINALND: 2 STAR Surfsport Wave Champs,Scheduled,115,2025-07-11,2025-03-11,Finalnd,2.0,656150,,656150,live heats,2025.0,Women,Women,Women,Surfsport Wave Champs
226,361991,FINALND: 2 STAR Surfsport Wave Champs,Scheduled,115,2025-07-11,2025-03-11,Finalnd,2.0,656151,,656151,live heats,2025.0,Masters,Masters,,Surfsport Wave Champs
227,361991,FINALND: 2 STAR Surfsport Wave Champs,Scheduled,115,2025-07-11,2025-03-11,Finalnd,2.0,656152,,656152,live heats,2025.0,Junior Boys,Junior Boys,Men,Surfsport Wave Champs
228,361991,FINALND: 2 STAR Surfsport Wave Champs,Scheduled,115,2025-07-11,2025-03-11,Finalnd,2.0,656153,,656153,live heats,2025.0,Junior Girls,Junior Girls,Women,Surfsport Wave Champs
229,361991,FINALND: 2 STAR Surfsport Wave Champs,Scheduled,115,2025-07-11,2025-03-11,Finalnd,2.0,656154,,656154,live heats,2025.0,Pro Junior Boys,Pro Junior Boys,Men,Surfsport Wave Champs
230,361991,FINALND: 2 STAR Surfsport Wave Champs,Scheduled,115,2025-07-11,2025-03-11,Finalnd,2.0,656155,,656155,live heats,2025.0,Pro Junior GIrls,Pro Junior GIrls,Women,Surfsport Wave Champs
231,72455,HAWAII: detail heat results,Results Published,13,2023-10-23,2023-05-11,Hawaii,,168211,,168211,live heats,2023.0,Men,Men,Men,detail heat results
232,72455,HAWAII: detail heat results,Results Published,13,2023-10-23,2023-05-11,Hawaii,,168212,,168212,live heats,2023.0,Women,Women,Women,detail heat results
233,72455,HAWAII: detail heat results,Results Published,13,2023-10-23,2023-05-11,Hawaii,,168213,,168213,live heats,2023.0,Junior Boys,Junior Boys,Men,detail heat results
234,72455,HAWAII: detail heat results,Results Published,13,2023-10-23,2023-05-11,Hawaii,,168214,,168214,live heats,2023.0,Masters,Masters,,detail heat results
235,72455,HAWAII: detail heat results,Results Published,13,2023-10-23,2023-05-11,Hawaii,,336314,,336314,live heats,2023.0,Pro Women's Trials,Pro Women's Trials,Women,detail heat results
236,72455,HAWAII: detail heat results,Results Published,13,2023-10-23,2023-05-11,Hawaii,,336874,,336874,live heats,2023.0,Pro Men Trials,Pro Men Trials,Men,detail heat results
237,72455,HAWAII: detail heat results,Results Published,13,2023-10-23,2023-05-11,Hawaii,,338059,,338059,live heats,2023.0,Pro Men's Double,Pro Men's Double,Men,detail heat results
238,72455,HAWAII: detail heat results,Results Published,13,2023-10-23,2023-05-11,Hawaii,,338060,,338060,live heats,2023.0,Pro Women's Double,Pro Women's Double,Women,detail heat results
239,72455,HAWAII: detail heat results,Results Published,13,2023-10-23,2023-05-11,Hawaii,,338128,,338128,live heats,2023.0,Masters Single,Masters Single,,detail heat results
240,187569,HAWAI'I: 5 STAR Aloha Classic GRAND FINAL,Results Published,12,2024-10-21,2024-02-11,Hawai'I,5.0,353315,,353315,live heats,2024.0,Women,Women,Women,Aloha Classic
241,187569,HAWAI'I: 5 STAR Aloha Classic GRAND FINAL,Results Published,12,2024-10-21,2024-02-11,Hawai'I,5.0,353316,,353316,live heats,2024.0,Men,Men,Men,Aloha Classic
242,187569,HAWAI'I: 5 STAR Aloha Classic GRAND FINAL,Results Published,12,2024-10-21,2024-02-11,Hawai'I,5.0,474353,,474353,live heats,2024.0,Pro Junior Boys,Pro Junior Boys,Men,Aloha Classic
243,187569,HAWAI'I: 5 STAR Aloha Classic GRAND FINAL,Results Published,12,2024-10-21,2024-02-11,Hawai'I,5.0,377530,,377530,live heats,2024.0,Masters,Masters,,Aloha Classic
244,321871,HAWAII: 5 STAR Aloha Classic Grand Final,Scheduled,12,2025-10-13,,Hawaii,5.0,585008,,585008,live heats,2025.0,Men,Men,Men,Aloha Classic
245,321871,HAWAII: 5 STAR Aloha Classic Grand Final,Scheduled,12,2025-10-13,,Hawaii,5.0,585009,,585009,live heats,2025.0,Women,Women,Women,Aloha Classic
246,321871,HAWAII: 5 STAR Aloha Classic Grand Final,Scheduled,12,2025-10-13,,Hawaii,5.0,585010,,585010,live heats,2025.0,Pro Junior Boys,Pro Junior Boys,Men,Aloha Classic
247,321871,HAWAII: 5 STAR Aloha Classic Grand Final,Scheduled,12,2025-10-13,,Hawaii,5.0,585011,,585011,live heats,2025.0,Pro Junior GIrls,Pro Junior GIrls,Women,Aloha Classic
248,321871,HAWAII: 5 STAR Aloha Classic Grand Final,Scheduled,12,2025-10-13,,Hawaii,5.0,585012,,585012,live heats,2025.0,Masters,Masters,,Aloha Classic
249,321869,SPAIN: 5 STAR Tenerife World Cup,Scheduled,10,2025-08-01,2025-11-08,Spain,5.0,585000,,585000,live heats,2025.0,Men,Men,Men,Tenerife World Cup
250,321869,SPAIN: 5 STAR Tenerife World Cup,Scheduled,10,2025-08-01,2025-11-08,Spain,5.0,585001,,585001,live heats,2025.0,Women,Women,Women,Tenerife World Cup
251,321869,SPAIN: 5 STAR Tenerife World Cup,Scheduled,10,2025-08-01,2025-11-08,Spain,5.0,585002,,585002,live heats,2025.0,Pro Junior Boys,Pro Junior Boys,Men,Tenerife World Cup
252,321869,SPAIN: 5 STAR Tenerife World Cup,Scheduled,10,2025-08-01,2025-11-08,Spain,5.0,585003,,585003,live heats,2025.0,Pro Junior GIrls,Pro Junior GIrls,Women,Tenerife World Cup
253,321869,SPAIN: 5 STAR Tenerife World Cup,Scheduled,10,2025-08-01,2025-11-08,Spain,5.0,585004,,585004,live heats,2025.0,Masters,Masters,,Tenerife World Cup
254,321868, SPAIN: 5 STAR Gran Canaria World Cup,Scheduled,9,2025-07-05,,Spain,5.0,584995,,584995,live heats,2025.0,Men,Men,Men,Gran Canaria World Cup
255,321868, SPAIN: 5 STAR Gran Canaria World Cup,Scheduled,9,2025-07-05,,Spain,5.0,584996,,584996,live heats,2025.0,Women,Women,Women,Gran Canaria World Cup
256,321868, SPAIN: 5 STAR Gran Canaria World Cup,Scheduled,9,2025-07-05,,Spain,5.0,584998,,584998,live heats,2025.0,Pro Junior Boys,Pro Junior Boys,Men,Gran Canaria World Cup
257,321868, SPAIN: 5 STAR Gran Canaria World Cup,Scheduled,9,2025-07-05,,Spain,5.0,584999,,584999,live heats,2025.0,Pro Junior GIrls,Pro Junior GIrls,Women,Gran Canaria World Cup
258,321868, SPAIN: 5 STAR Gran Canaria World Cup,Scheduled,9,2025-07-05,,Spain,5.0,584997,,584997,live heats,2025.0,Masters,Masters,,Gran Canaria World Cup
259,81623,AUSTRALIA: 4 STAR IWT Youth Wave Titles (YOUTH ONLY),Results Published,2,2023-02-25,,Australia,4.0,186196,,186196,live heats,2023.0,Junior Boys,Junior Boys,Men,IWT Youth Wave Titles (YOUTH ONLY)
260,81623,AUSTRALIA: 4 STAR IWT Youth Wave Titles (YOUTH ONLY),Results Published,2,2023-02-25,,Australia,4.0,248339,,248339,live heats,2023.0,Junior Girls,Junior Girls,Women,IWT Youth Wave Titles (YOUTH ONLY)
261,81623,AUSTRALIA: 4 STAR IWT Youth Wave Titles (YOUTH ONLY),Results Published,2,2023-02-25,,Australia,4.0,248336,,248336,live heats,2023.0,U17 Boys,U17 Boys,Men,IWT Youth Wave Titles (YOUTH ONLY)
262,81623,AUSTRALIA: 4 STAR IWT Youth Wave Titles (YOUTH ONLY),Results Published,2,2023-02-25,,Australia,4.0,248337,,248337,live heats,2023.0,U15 Boys,U15 Boys,Men,IWT Youth Wave Titles (YOUTH ONLY)
263,81623,AUSTRALIA: 4 STAR IWT Youth Wave Titles (YOUTH ONLY),Results Published,2,2023-02-25,,Australia,4.0,248338,,248338,live heats,2023.0,U13,U13,,IWT Youth Wave Titles (YOUTH ONLY)
264,81623,AUSTRALIA: 4 STAR IWT Youth Wave Titles (YOUTH ONLY),Results Published,2,2023-02-25,,Australia,4.0,248340,,248340,live heats,2023.0,U15 Girls,U15 Girls,Women,IWT Youth Wave Titles (YOUTH ONLY)
265,187559,Chile: 2 STAR Sirena Wave Classic,Results Published,2,2023-12-02,2023-04-12,Chile,2.0,353274,,353274,live heats,2023.0,Women,Women,Women,Sirena Wave Classic
266,187559,Chile: 2 STAR Sirena Wave Classic,Results Published,2,2023-12-02,2023-04-12,Chile,2.0,353276,,353276,live heats,2023.0,Masters,Masters,,Sirena Wave Classic
267,187559,Chile: 2 STAR Sirena Wave Classic,Results Published,2,2023-12-02,2023-04-12,Chile,2.0,363036,,363036,live heats,2023.0,Pro Men's Dingle,Pro Men's Dingle,Men,Sirena Wave Classic
268,187559,Chile: 2 STAR Sirena Wave Classic,Results Published,2,2023-12-02,2023-04-12,Chile,2.0,363037,,363037,live heats,2023.0,U20 Boys,U20 Boys,Men,Sirena Wave Classic
269,187559,Chile: 2 STAR Sirena Wave Classic,Results Published,2,2023-12-02,2023-04-12,Chile,2.0,363038,,363038,live heats,2023.0,Grand Masters,Grand Masters,,Sirena Wave Classic
270,187559,Chile: 2 STAR Sirena Wave Classic,Results Published,2,2023-12-02,2023-04-12,Chile,2.0,363039,,363039,live heats,2023.0,Open AM,Open AM,,Sirena Wave Classic
271,187559,Chile: 2 STAR Sirena Wave Classic,Results Published,2,2023-12-02,2023-04-12,Chile,2.0,363256,,363256,live heats,2023.0,Pro Men's Double,Pro Men's Double,Men,Sirena Wave Classic
272,187559,Chile: 2 STAR Sirena Wave Classic,Results Published,2,2023-12-02,2023-04-12,Chile,2.0,353275,,353275,live heats,2023.0,Men,Men,Men,Sirena Wave Classic
273,199466,SPAIN: 4 STAR TBC Tenerife World Cup,Results Published,7,2024-08-05,2024-12-08,Spain,4.0,377533,,377533,live heats,2024.0,Women,Women,Women,Tenerife World Cup
274,199466,SPAIN: 4 STAR TBC Tenerife World Cup,Results Published,7,2024-08-05,2024-12-08,Spain,4.0,377534,,377534,live heats,2024.0,Men,Men,Men,Tenerife World Cup
275,72449,Chile: 2 STAR SIRENA Wave Classic,Results Published,9,2022-12-03,2022-12-12,Chile,2.0,168178,,168178,live heats,2022.0,Men,Men,Men,SIRENA Wave Classic
276,72449,Chile: 2 STAR SIRENA Wave Classic,Results Published,9,2022-12-03,2022-12-12,Chile,2.0,168179,,168179,live heats,2022.0,Women,Women,Women,SIRENA Wave Classic
277,72449,Chile: 2 STAR SIRENA Wave Classic,Results Published,9,2022-12-03,2022-12-12,Chile,2.0,168180,,168180,live heats,2022.0,Junior Boys,Junior Boys,Men,SIRENA Wave Classic
