,source,event_id,heat_id,division_id,athlete_id,score,modified_total,modifier,type,counting,total_wave,total_jump,total_points,heat_id_athlete_id
9597,Live Heats,266589,2544202,464924,776016,4.0,4.0,,,True,0.0,0.0,4.0,2544202_776016
9598,Live Heats,266589,2543918,464925,936098,4.47,4.47,,,,0.0,0.0,11.9,2543918_936098
9599,Live Heats,266589,2543918,464925,936098,6.17,6.17,,,True,0.0,0.0,11.9,2543918_936098
9600,Live Heats,266589,2543918,464925,936098,4.3,4.3,,,,0.0,0.0,11.9,2543918_936098
9601,Live Heats,266589,2543918,464925,936098,4.9,4.9,,,,0.0,0.0,11.9,2543918_936098
9602,Live Heats,266589,2543918,464925,936098,5.73,5.73,,,True,0.0,0.0,11.9,2543918_936098
9603,Live Heats,266589,2543918,464925,776008,6.07,6.07,,,True,0.0,0.0,11.24,2543918_776008
9604,Live Heats,266589,2543918,464925,776008,5.17,5.17,,,True,0.0,0.0,11.24,2543918_776008
9605,Live Heats,266589,2543918,464925,776008,3.17,3.17,,,,0.0,0.0,11.24,2543918_776008
9606,Live Heats,266589,2543918,464925,776008,2.83,2.83,,,,0.0,0.0,11.24,2543918_776008
9607,Live Heats,266589,2543918,464925,776008,3.27,3.27,,,,0.0,0.0,11.24,2543918_776008
9608,Live Heats,266589,2543918,464925,776008,4.37,4.37,,,,0.0,0.0,11.24,2543918_776008
9609,Live Heats,266589,2543918,464925,936095,3.17,3.17,,,,0.0,0.0,10.43,2543918_936095
9610,Live Heats,266589,2543918,464925,936095,2.73,2.73,,,,0.0,0.0,10.43,2543918_936095
9611,Live Heats,266589,2543918,464925,936095,2.33,2.33,,,,0.0,0.0,10.43,2543918_936095
9612,Live Heats,266589,2543918,464925,936095,4.93,4.93,,,True,0.0,0.0,10.43,2543918_936095
9613,Live Heats,266589,2543918,464925,936095,5.5,5.5,,,True,0.0,0.0,10.43,2543918_936095
9614,Live Heats,266589,2543918,464925,936095,2.33,2.33,,,,0.0,0.0,10.43,2543918_936095
9615,Live Heats,266589,2543918,464925,1525251,3.83,3.83,,,,0.0,0.0,9.76,2543918_1525251
9616,Live Heats,266589,2543918,464925,1525251,4.0,4.0,,,,0.0,0.0,9.76,2543918_1525251
9617,Live Heats,266589,2543918,464925,1525251,4.4,4.4,,,,0.0,0.0,9.76,2543918_1525251
9618,Live Heats,266589,2543918,464925,1525251,4.43,4.43,,,True,0.0,0.0,9.76,2543918_1525251
9619,Live Heats,266589,2543918,464925,1525251,5.33,5.33,,,True,0.0,0.0,9.76,2543918_1525251
9620,Live Heats,266589,2543918,464925,776011,2.9,2.9,,,,0.0,0.0,7.0,2543918_776011
9621,Live Heats,266589,2543918,464925,776011,3.17,3.17,,,True,0.0,0.0,7.0,2543918_776011
9622,Live Heats,266589,2543918,464925,776011,3.83,3.83,,,True,0.0,0.0,7.0,2543918_776011
9623,Live Heats,266589,2543918,464925,776011,2.83,2.83,,,,0.0,0.0,7.0,2543918_776011
9624,Live Heats,266589,2543918,464925,776011,3.0,3.0,,,,0.0,0.0,7.0,2543918_776011
9625,Live Heats,266589,2544220,464925,936095,4.33,4.33,,,,0.0,0.0,10.27,2544220_936095
9626,Live Heats,266589,2544220,464925,936095,3.17,3.17,,,,0.0,0.0,10.27,2544220_936095
9627,Live Heats,266589,2544220,464925,936095,5.37,5.37,,,True,0.0,0.0,10.27,2544220_936095
9628,Live Heats,266589,2544220,464925,936095,4.9,4.9,,,True,0.0,0.0,10.27,2544220_936095
9629,Live Heats,266589,2544220,464925,936095,3.4,3.4,,,,0.0,0.0,10.27,2544220_936095
9630,Live Heats,266589,2544220,464925,936095,3.23,3.23,,,,0.0,0.0,10.27,2544220_936095
9631,Live Heats,266589,2544220,464925,1525251,3.7,3.7,,,,0.0,0.0,10.24,2544220_1525251
9632,Live Heats,266589,2544220,464925,1525251,3.27,3.27,,,,0.0,0.0,10.24,2544220_1525251
9633,Live Heats,266589,2544220,464925,1525251,4.83,4.83,,,,0.0,0.0,10.24,2544220_1525251
9634,Live Heats,266589,2544220,464925,1525251,3.67,3.67,,,,0.0,0.0,10.24,2544220_1525251
9635,Live Heats,266589,2544220,464925,1525251,4.67,4.67,,,,0.0,0.0,10.24,2544220_1525251
9636,Live Heats,266589,2544220,464925,1525251,4.87,4.87,,,True,0.0,0.0,10.24,2544220_1525251
9637,Live Heats,266589,2544220,464925,1525251,5.37,5.37,,,True,0.0,0.0,10.24,2544220_1525251
9638,Live Heats,266589,2544220,464925,936098,1.07,1.07,,,,0.0,0.0,10.07,2544220_936098
9639,Live Heats,266589,2544220,464925,936098,5.0,5.0,,,True,0.0,0.0,10.07,2544220_936098
9640,Live Heats,266589,2544220,464925,936098,5.07,5.07,,,True,0.0,0.0,10.07,2544220_936098
9641,Live Heats,266589,2544220,464925,936098,4.13,4.13,,,,0.0,0.0,10.07,2544220_936098
9642,Live Heats,266589,2544220,464925,776008,2.0,2.0,,,,0.0,0.0,9.63,2544220_776008
9643,Live Heats,266589,2544220,464925,776008,3.67,3.67,,,,0.0,0.0,9.63,2544220_776008
9644,Live Heats,266589,2544220,464925,776008,4.73,4.73,,,True,0.0,0.0,9.63,2544220_776008
9645,Live Heats,266589,2544220,464925,776008,4.9,4.9,,,True,0.0,0.0,9.63,2544220_776008
9646,Live Heats,266589,2544220,464925,776008,3.67,3.67,,,,0.0,0.0,9.63,2544220_776008
9647,Live Heats,266589,2544220,464925,776008,3.6,3.6,,,,0.0,0.0,9.63,2544220_776008
9648,Live Heats,266589,2544220,464925,776011,4.1,4.1,,,,0.0,0.0,8.6,2544220_776011
9649,Live Heats,266589,2544220,464925,776011,4.33,4.33,,,True,0.0,0.0,8.6,2544220_776011
9650,Live Heats,266589,2544220,464925,776011,3.4,3.4,,,,0.0,0.0,8.6,2544220_776011
9651,Live Heats,266589,2544220,464925,776011,3.07,3.07,,,,0.0,0.0,8.6,2544220_776011
9652,Live Heats,266589,2544220,464925,776011,3.83,3.83,,,,0.0,0.0,8.6,2544220_776011
9653,Live Heats,266589,2544220,464925,776011,4.27,4.27,,,True,0.0,0.0,8.6,2544220_776011
9654,Live Heats,266589,2544222,464925,936098,6.0,6.0,,,True,0.0,0.0,6.0,2544222_936098
9655,Live Heats,266589,2544222,464925,936095,5.5,5.5,,,True,0.0,0.0,5.5,2544222_936095
9656,Live Heats,266589,2544222,464925,776008,5.0,5.0,,,True,0.0,0.0,5.0,2544222_776008
9657,Live Heats,266589,2544222,464925,1525251,4.0,4.0,,,True,0.0,0.0,4.0,2544222_1525251
9658,Live Heats,266589,2544222,464925,776011,2.0,2.0,,,True,0.0,0.0,2.0,2544222_776011
9659,Live Heats,266589,2544224,464926,174196,5.57,5.57,,,True,0.0,0.0,12.64,2544224_174196
9660,Live Heats,266589,2544224,464926,174196,3.33,3.33,,,,0.0,0.0,12.64,2544224_174196
9661,Live Heats,266589,2544224,464926,174196,2.93,2.93,,,,0.0,0.0,12.64,2544224_174196
9662,Live Heats,266589,2544224,464926,174196,7.07,7.07,,,True,0.0,0.0,12.64,2544224_174196
9663,Live Heats,266589,2544224,464926,174196,4.5,4.5,,,,0.0,0.0,12.64,2544224_174196
9664,Live Heats,266589,2544224,464926,936090,2.5,2.5,,,,0.0,0.0,8.47,2544224_936090
9665,Live Heats,266589,2544224,464926,936090,3.33,3.33,,,,0.0,0.0,8.47,2544224_936090
9666,Live Heats,266589,2544224,464926,936090,2.97,2.97,,,,0.0,0.0,8.47,2544224_936090
9667,Live Heats,266589,2544224,464926,936090,4.9,4.9,,,True,0.0,0.0,8.47,2544224_936090
9668,Live Heats,266589,2544224,464926,936090,3.57,3.57,,,True,0.0,0.0,8.47,2544224_936090
9669,Live Heats,266589,2544224,464926,776171,2.97,2.97,,,,0.0,0.0,8.3,2544224_776171
9670,Live Heats,266589,2544224,464926,776171,3.47,3.47,,,,0.0,0.0,8.3,2544224_776171
9671,Live Heats,266589,2544224,464926,776171,4.63,4.63,,,True,0.0,0.0,8.3,2544224_776171
9672,Live Heats,266589,2544224,464926,776171,3.67,3.67,,,True,0.0,0.0,8.3,2544224_776171
9673,Live Heats,266589,2544224,464926,776016,3.07,3.07,,,True,0.0,0.0,3.07,2544224_776016
9674,Live Heats,266589,2543919,464927,776006,5.67,5.67,,,True,0.0,0.0,11.9,2543919_776006
9675,Live Heats,266589,2543919,464927,776006,4.67,4.67,,,,0.0,0.0,11.9,2543919_776006
9676,Live Heats,266589,2543919,464927,776006,6.23,6.23,,,True,0.0,0.0,11.9,2543919_776006
9677,Live Heats,266589,2543919,464927,30676,2.67,2.67,,,,0.0,0.0,10.5,2543919_30676
9678,Live Heats,266589,2543919,464927,30676,5.33,5.33,,,True,0.0,0.0,10.5,2543919_30676
9679,Live Heats,266589,2543919,464927,30676,3.17,3.17,,,,0.0,0.0,10.5,2543919_30676
9680,Live Heats,266589,2543919,464927,30676,5.17,5.17,,,True,0.0,0.0,10.5,2543919_30676
9681,Live Heats,266589,2543919,464927,936098,3.0,3.0,,,,0.0,0.0,9.6,2543919_936098
9682,Live Heats,266589,2543919,464927,936098,4.63,4.63,,,True,0.0,0.0,9.6,2543919_936098
9683,Live Heats,266589,2543919,464927,936098,3.93,3.93,,,,0.0,0.0,9.6,2543919_936098
9684,Live Heats,266589,2543919,464927,936098,4.97,4.97,,,True,0.0,0.0,9.6,2543919_936098
9685,Live Heats,266589,2543919,464927,776008,4.33,4.33,,,True,0.0,0.0,9.06,2543919_776008
9686,Live Heats,266589,2543919,464927,776008,4.73,4.73,,,True,0.0,0.0,9.06,2543919_776008
9687,Live Heats,266589,2543919,464927,776008,4.3,4.3,,,,0.0,0.0,9.06,2543919_776008
9688,Live Heats,266589,2543919,464927,936095,3.73,3.73,,,,0.0,0.0,8.77,2543919_936095
9689,Live Heats,266589,2543919,464927,936095,3.8,3.8,,,,0.0,0.0,8.77,2543919_936095
9690,Live Heats,266589,2543919,464927,936095,4.47,4.47,,,True,0.0,0.0,8.77,2543919_936095
9691,Live Heats,266589,2543919,464927,936095,4.3,4.3,,,True,0.0,0.0,8.77,2543919_936095
9692,Live Heats,266589,2543919,464927,936095,4.0,4.0,,,,0.0,0.0,8.77,2543919_936095
9693,Live Heats,266589,2544225,464927,30676,2.67,2.67,,,,0.0,0.0,12.33,2544225_30676
9694,Live Heats,266589,2544225,464927,30676,5.4,5.4,,,,0.0,0.0,12.33,2544225_30676
9695,Live Heats,266589,2544225,464927,30676,2.67,2.67,,,,0.0,0.0,12.33,2544225_30676
9696,Live Heats,266589,2544225,464927,30676,6.23,6.23,,,True,0.0,0.0,12.33,2544225_30676
9697,Live Heats,266589,2544225,464927,30676,6.1,6.1,,,True,0.0,0.0,12.33,2544225_30676
9698,Live Heats,266589,2544225,464927,776006,3.07,3.07,,,,0.0,0.0,11.47,2544225_776006
9699,Live Heats,266589,2544225,464927,776006,2.07,2.07,,,,0.0,0.0,11.47,2544225_776006
9700,Live Heats,266589,2544225,464927,776006,6.0,6.0,,,True,0.0,0.0,11.47,2544225_776006
9701,Live Heats,266589,2544225,464927,776006,5.47,5.47,,,True,0.0,0.0,11.47,2544225_776006
9702,Live Heats,266589,2544225,464927,776008,5.33,5.33,,,True,0.0,0.0,10.5,2544225_776008
9703,Live Heats,266589,2544225,464927,776008,5.17,5.17,,,True,0.0,0.0,10.5,2544225_776008
9704,Live Heats,266589,2544225,464927,776008,4.5,4.5,,,,0.0,0.0,10.5,2544225_776008
9705,Live Heats,266589,2544225,464927,776008,3.73,3.73,,,,0.0,0.0,10.5,2544225_776008
9706,Live Heats,266589,2544225,464927,936098,4.5,4.5,,,True,0.0,0.0,9.73,2544225_936098
9707,Live Heats,266589,2544225,464927,936098,1.9,1.9,,,,0.0,0.0,9.73,2544225_936098
9708,Live Heats,266589,2544225,464927,936098,4.33,4.33,,,,0.0,0.0,9.73,2544225_936098
9709,Live Heats,266589,2544225,464927,936098,5.23,5.23,,,True,0.0,0.0,9.73,2544225_936098
9710,Live Heats,266589,2544225,464927,936095,3.67,3.67,,,,0.0,0.0,9.56,2544225_936095
9711,Live Heats,266589,2544225,464927,936095,2.5,2.5,,,,0.0,0.0,9.56,2544225_936095
9712,Live Heats,266589,2544225,464927,936095,4.47,4.47,,,,0.0,0.0,9.56,2544225_936095
9713,Live Heats,266589,2544225,464927,936095,4.53,4.53,,,True,0.0,0.0,9.56,2544225_936095
9714,Live Heats,266589,2544225,464927,936095,5.03,5.03,,,True,0.0,0.0,9.56,2544225_936095
9715,Live Heats,266589,2544225,464927,936095,4.5,4.5,,,,0.0,0.0,9.56,2544225_936095
9716,Live Heats,266589,2544226,464927,30676,6.0,6.0,,,True,0.0,0.0,6.0,2544226_30676
9717,Live Heats,266589,2544226,464927,776006,5.0,5.0,,,True,0.0,0.0,5.0,2544226_776006
9718,Live Heats,266589,2544226,464927,776008,4.5,4.5,,,True,0.0,0.0,4.5,2544226_776008
9719,Live Heats,266589,2544226,464927,936098,4.0,4.0,,,True,0.0,0.0,4.0,2544226_936098
9720,Live Heats,266589,2544226,464927,936095,3.0,3.0,,,True,0.0,0.0,3.0,2544226_936095
9721,Live Heats,266589,2543920,601831,1525252,4.53,4.53,,,,0.0,0.0,12.67,2543920_1525252
9722,Live Heats,266589,2543920,601831,1525252,6.67,6.67,,,True,0.0,0.0,12.67,2543920_1525252
9723,Live Heats,266589,2543920,601831,1525252,6.0,6.0,,,True,0.0,0.0,12.67,2543920_1525252
9724,Live Heats,266589,2543920,601831,1525252,2.5,2.5,,,,0.0,0.0,12.67,2543920_1525252
9725,Live Heats,266589,2543920,601831,791455,5.33,5.33,,,True,0.0,0.0,9.66,2543920_791455
9726,Live Heats,266589,2543920,601831,791455,4.33,4.33,,,True,0.0,0.0,9.66,2543920_791455
9727,Live Heats,266589,2543920,601831,791455,4.33,4.33,,,,0.0,0.0,9.66,2543920_791455
9728,Live Heats,266589,2543920,601831,1525255,4.0,4.0,,,,0.0,0.0,9.0,2543920_1525255
9729,Live Heats,266589,2543920,601831,1525255,4.6,4.6,,,True,0.0,0.0,9.0,2543920_1525255
9730,Live Heats,266589,2543920,601831,1525255,4.07,4.07,,,,0.0,0.0,9.0,2543920_1525255
9731,Live Heats,266589,2543920,601831,1525255,4.4,4.4,,,True,0.0,0.0,9.0,2543920_1525255
9732,Live Heats,266589,2543920,601831,1525266,4.07,4.07,,,True,0.0,0.0,8.440000000000001,2543920_1525266
9733,Live Heats,266589,2543920,601831,1525266,3.53,3.53,,,,0.0,0.0,8.440000000000001,2543920_1525266
9734,Live Heats,266589,2543920,601831,1525266,4.37,4.37,,,True,0.0,0.0,8.440000000000001,2543920_1525266
9735,Live Heats,266589,2543920,601831,1525266,2.83,2.83,,,,0.0,0.0,8.440000000000001,2543920_1525266
9736,Live Heats,266589,2543920,601831,1525253,4.17,4.17,,,True,0.0,0.0,8.04,2543920_1525253
9737,Live Heats,266589,2543920,601831,1525253,3.87,3.87,,,True,0.0,0.0,8.04,2543920_1525253
9738,Live Heats,266589,2543920,601831,1525253,3.57,3.57,,,,0.0,0.0,8.04,2543920_1525253
9739,Live Heats,266589,2549844,601831,1525252,6.0,6.0,,,True,0.0,0.0,6.0,2549844_1525252
9740,Live Heats,266589,2549844,601831,1525266,5.5,5.5,,,True,0.0,0.0,5.5,2549844_1525266
9741,Live Heats,266589,2549844,601831,791455,5.0,5.0,,,True,0.0,0.0,5.0,2549844_791455
9742,Live Heats,266589,2549844,601831,1525255,4.5,4.5,,,True,0.0,0.0,4.5,2549844_1525255
9743,Live Heats,266589,2549844,601831,1525253,4.0,4.0,,,True,0.0,0.0,4.0,2549844_1525253
9744,Live Heats,321767,2513956,584886,1437408,1.0,1.0,,,True,0.0,0.0,1.0,2513956_1437408
9745,Live Heats,321767,2513956,584886,1206273,2.0,2.0,,,True,0.0,0.0,2.0,2513956_1206273
9746,Live Heats,321767,2513956,584886,1206272,3.0,3.0,,,True,0.0,0.0,3.0,2513956_1206272
9747,Live Heats,321767,2513956,584886,1500082,5.0,5.0,,,True,0.0,0.0,5.0,2513956_1500082
9748,Live Heats,321767,2513956,584886,1434327,5.0,5.0,,,True,0.0,0.0,5.0,2513956_1434327
9749,Live Heats,318167,2500436,579061,1488115,1.0,1.0,,,True,0.0,0.0,1.0,2500436_1488115
9750,Live Heats,318167,2500436,579061,1488116,2.0,2.0,,,True,0.0,0.0,2.0,2500436_1488116
9751,Live Heats,318167,2500436,579061,1488117,3.0,3.0,,,True,0.0,0.0,3.0,2500436_1488117
9752,Live Heats,318167,2500436,579061,1488118,4.0,4.0,,,True,0.0,0.0,4.0,2500436_1488118
9753,Live Heats,318167,2500436,579061,937049,5.0,5.0,,,True,0.0,0.0,5.0,2500436_937049
9754,Live Heats,318167,2500436,579061,815441,5.0,5.0,,,True,0.0,0.0,5.0,2500436_815441
9755,Live Heats,318167,2500436,579061,1488120,5.0,5.0,,,True,0.0,0.0,5.0,2500436_1488120
9756,Live Heats,318167,2500436,579061,1488121,5.0,5.0,,,True,0.0,0.0,5.0,2500436_1488121
9757,Live Heats,318167,2500436,579061,1488122,9.0,9.0,,,True,0.0,0.0,9.0,2500436_1488122
9758,Live Heats,318167,2500436,579061,1488124,9.0,9.0,,,True,0.0,0.0,9.0,2500436_1488124
9759,Live Heats,318167,2500436,579061,1488123,9.0,9.0,,,True,0.0,0.0,9.0,2500436_1488123
9760,Live Heats,318167,2500436,579061,1488125,9.0,9.0,,,True,0.0,0.0,9.0,2500436_1488125
9761,Live Heats,318167,2500436,579061,1488126,9.0,9.0,,,True,0.0,0.0,9.0,2500436_1488126
9762,Live Heats,318167,2500436,579061,1488127,9.0,9.0,,,True,0.0,0.0,9.0,2500436_1488127
9763,Live Heats,318167,2500436,579061,1488128,9.0,9.0,,,True,0.0,0.0,9.0,2500436_1488128
9764,Live Heats,318167,2500436,579061,1438205,9.0,9.0,,,True,0.0,0.0,9.0,2500436_1438205
9765,Live Heats,318167,2500436,579061,1488130,9.0,9.0,,,True,0.0,0.0,9.0,2500436_1488130
9766,Live Heats,318167,2500436,579061,1488131,17.0,17.0,,,True,0.0,0.0,17.0,2500436_1488131
9767,Live Heats,318167,2500436,579061,1488132,17.0,17.0,,,True,0.0,0.0,17.0,2500436_1488132
9768,Live Heats,318167,2500436,579061,1488133,17.0,17.0,,,True,0.0,0.0,17.0,2500436_1488133
9769,Live Heats,318167,2500436,579061,1488134,17.0,17.0,,,True,0.0,0.0,17.0,2500436_1488134
9770,Live Heats,318167,2500436,579061,1488135,17.0,17.0,,,True,0.0,0.0,17.0,2500436_1488135
9771,Live Heats,318167,2500436,579061,1488114,17.0,17.0,,,True,0.0,0.0,17.0,2500436_1488114
9772,Live Heats,318167,2500435,579062,815441,1.0,1.0,,,True,0.0,0.0,1.0,2500435_815441
9773,Live Heats,318167,2500435,579062,1488114,2.0,2.0,,,True,0.0,0.0,2.0,2500435_1488114
9774,Live Heats,322589,2518822,586057,1167311,1.0,1.0,,,True,0.0,0.0,1.0,2518822_1167311
9775,Live Heats,322589,2518822,586057,1169643,2.0,2.0,,,True,0.0,0.0,2.0,2518822_1169643
9776,Live Heats,322589,2518822,586057,1170707,3.0,3.0,,,True,0.0,0.0,3.0,2518822_1170707
9777,Live Heats,322589,2518822,586057,1502301,4.0,4.0,,,True,0.0,0.0,4.0,2518822_1502301
9778,Live Heats,322589,2518822,586057,1165931,5.0,5.0,,,True,0.0,0.0,5.0,2518822_1165931
9779,Live Heats,322589,2518822,586057,1502304,5.0,5.0,,,True,0.0,0.0,5.0,2518822_1502304
9780,Live Heats,322589,2518822,586057,1502303,5.0,5.0,,,True,0.0,0.0,5.0,2518822_1502303
9781,Live Heats,322589,2518822,586057,1546281,5.0,5.0,,,True,0.0,0.0,5.0,2518822_1546281
9782,Live Heats,322589,2518822,586057,1543327,9.0,9.0,,,True,0.0,0.0,9.0,2518822_1543327
9783,Live Heats,268537,2522947,467766,1500082,4.17,4.17,,Wave,True,7.34,9.16,16.5,2522947_1500082
9784,Live Heats,268537,2522947,467766,1500082,3.17,3.17,,Wave,True,7.34,9.16,16.5,2522947_1500082
9785,Live Heats,268537,2522947,467766,1500082,4.33,4.33,,Jump,True,7.34,9.16,16.5,2522947_1500082
9786,Live Heats,268537,2522947,467766,1500082,4.83,4.83,,Jump,True,7.34,9.16,16.5,2522947_1500082
9787,Live Heats,268537,2522947,467766,566392,3.07,3.07,,Wave,True,6.17,6.0,12.17,2522947_566392
9788,Live Heats,268537,2522947,467766,566392,3.1,3.1,,Wave,True,6.17,6.0,12.17,2522947_566392
9789,Live Heats,268537,2522947,467766,566392,2.67,2.67,,Jump,True,6.17,6.0,12.17,2522947_566392
9790,Live Heats,268537,2522947,467766,566392,3.33,3.33,,Jump,True,6.17,6.0,12.17,2522947_566392
9791,Live Heats,268537,2522947,467766,1206272,2.33,2.33,,Wave,True,5.33,6.0,11.33,2522947_1206272
9792,Live Heats,268537,2522947,467766,1206272,3.0,3.0,,Wave,True,5.33,6.0,11.33,2522947_1206272
9793,Live Heats,268537,2522947,467766,1206272,3.0,3.0,,Jump,True,5.33,6.0,11.33,2522947_1206272
9794,Live Heats,268537,2522947,467766,1206272,3.0,3.0,,Jump,True,5.33,6.0,11.33,2522947_1206272
9795,Live Heats,268537,2523015,467767,819666,3.77,3.77,,Wave,True,7.6,8.77,16.369999999999997,2523015_819666
9796,Live Heats,268537,2523015,467767,819666,3.83,3.83,,Wave,True,7.6,8.77,16.369999999999997,2523015_819666
9797,Live Heats,268537,2523015,467767,819666,3.33,3.33,,Wave,,7.6,8.77,16.369999999999997,2523015_819666
9798,Live Heats,268537,2523015,467767,819666,4.27,4.27,,Jump,True,7.6,8.77,16.369999999999997,2523015_819666
9799,Live Heats,268537,2523015,467767,819666,4.1,4.1,,Jump,,7.6,8.77,16.369999999999997,2523015_819666
9800,Live Heats,268537,2523015,467767,819666,4.5,4.5,,Jump,True,7.6,8.77,16.369999999999997,2523015_819666
9801,Live Heats,268537,2523015,467767,1438222,2.33,2.33,,Wave,True,9.0,4.9,13.9,2523015_1438222
9802,Live Heats,268537,2523015,467767,1438222,6.67,6.67,,Wave,True,9.0,4.9,13.9,2523015_1438222
9803,Live Heats,268537,2523015,467767,1438222,3.5,3.5,,Jump,True,9.0,4.9,13.9,2523015_1438222
9804,Live Heats,268537,2523015,467767,1438222,1.4,1.4,,Jump,True,9.0,4.9,13.9,2523015_1438222
9805,Live Heats,268537,2523015,467767,1137416,3.33,3.33,,Wave,True,3.33,0.0,3.33,2523015_1137416
9806,Live Heats,268537,2523015,467767,566303,2.33,2.33,,Wave,True,2.33,0.0,2.33,2523015_566303
9807,Live Heats,268537,2523016,467767,1205619,2.5,2.5,,Wave,True,4.67,6.04,10.71,2523016_1205619
9808,Live Heats,268537,2523016,467767,1205619,2.6,2.6,,Jump,,4.67,6.04,10.71,2523016_1205619
9809,Live Heats,268537,2523016,467767,1205619,1.33,1.33,,Jump,,4.67,6.04,10.71,2523016_1205619
9810,Live Heats,268537,2523016,467767,1205619,2.87,2.87,,Jump,True,4.67,6.04,10.71,2523016_1205619
9811,Live Heats,268537,2523016,467767,1205619,1.93,1.93,,Wave,,4.67,6.04,10.71,2523016_1205619
9812,Live Heats,268537,2523016,467767,1205619,2.17,2.17,,Wave,True,4.67,6.04,10.71,2523016_1205619
9813,Live Heats,268537,2523016,467767,1205619,1.0,1.0,,Wave,,4.67,6.04,10.71,2523016_1205619
9814,Live Heats,268537,2523016,467767,1205619,3.17,3.17,,Jump,True,4.67,6.04,10.71,2523016_1205619
9815,Live Heats,268537,2523016,467767,1505043,2.33,2.33,,Wave,True,4.5,4.93,9.43,2523016_1505043
9816,Live Heats,268537,2523016,467767,1505043,2.17,2.17,,Wave,True,4.5,4.93,9.43,2523016_1505043
9817,Live Heats,268537,2523016,467767,1505043,1.5,1.5,,Wave,,4.5,4.93,9.43,2523016_1505043
9818,Live Heats,268537,2523016,467767,1505043,3.43,3.43,,Jump,True,4.5,4.93,9.43,2523016_1505043
9819,Live Heats,268537,2523016,467767,1505043,1.5,1.5,,Jump,True,4.5,4.93,9.43,2523016_1505043
9820,Live Heats,268537,2523017,467767,769119,3.5,3.5,,Jump,,0.0,10.7,10.7,2523017_769119
9821,Live Heats,268537,2523017,467767,769119,1.0,1.0,,Jump,,0.0,10.7,10.7,2523017_769119
9822,Live Heats,268537,2523017,467767,769119,3.2,3.2,,Jump,,0.0,10.7,10.7,2523017_769119
9823,Live Heats,268537,2523017,467767,769119,1.0,1.0,,Jump,,0.0,10.7,10.7,2523017_769119
9824,Live Heats,268537,2523017,467767,769119,4.63,4.63,,Jump,True,0.0,10.7,10.7,2523017_769119
9825,Live Heats,268537,2523017,467767,769119,6.07,6.07,,Jump,True,0.0,10.7,10.7,2523017_769119
9826,Live Heats,268537,2523017,467767,1329185,2.27,2.27,,Jump,True,4.73,5.1,9.83,2523017_1329185
9827,Live Heats,268537,2523017,467767,1329185,2.83,2.83,,Jump,True,4.73,5.1,9.83,2523017_1329185
9828,Live Heats,268537,2523017,467767,1329185,2.23,2.23,,Wave,True,4.73,5.1,9.83,2523017_1329185
9829,Live Heats,268537,2523017,467767,1329185,2.0,2.0,,Wave,,4.73,5.1,9.83,2523017_1329185
9830,Live Heats,268537,2523017,467767,1329185,2.5,2.5,,Wave,True,4.73,5.1,9.83,2523017_1329185
9831,Live Heats,268537,2523017,467767,1437567,3.07,3.07,,Jump,True,4.300000000000001,4.34,8.64,2523017_1437567
9832,Live Heats,268537,2523017,467767,1437567,2.2,2.2,,Wave,True,4.300000000000001,4.34,8.64,2523017_1437567
9833,Live Heats,268537,2523017,467767,1437567,1.27,1.27,,Jump,True,4.300000000000001,4.34,8.64,2523017_1437567
9834,Live Heats,268537,2523017,467767,1437567,2.1,2.1,,Wave,True,4.300000000000001,4.34,8.64,2523017_1437567
9835,Live Heats,268537,2523017,467767,1207547,3.17,3.17,,Wave,True,6.6,0.0,6.6,2523017_1207547
9836,Live Heats,268537,2523017,467767,1207547,3.43,3.43,,Wave,True,6.6,0.0,6.6,2523017_1207547
9837,Live Heats,268537,2523017,467767,1207547,3.1,3.1,,Wave,,6.6,0.0,6.6,2523017_1207547
9838,Live Heats,268537,2523018,467767,1205557,3.33,3.33,,Jump,True,9.8,4.5,14.3,2523018_1205557
9839,Live Heats,268537,2523018,467767,1205557,4.43,4.43,,Wave,True,9.8,4.5,14.3,2523018_1205557
9840,Live Heats,268537,2523018,467767,1205557,3.4,3.4,,Wave,,9.8,4.5,14.3,2523018_1205557
9841,Live Heats,268537,2523018,467767,1205557,1.17,1.17,,Jump,True,9.8,4.5,14.3,2523018_1205557
9842,Live Heats,268537,2523018,467767,1205557,5.37,5.37,,Wave,True,9.8,4.5,14.3,2523018_1205557
9843,Live Heats,268537,2523018,467767,1205557,3.7,3.7,,Wave,,9.8,4.5,14.3,2523018_1205557
9844,Live Heats,268537,2523018,467767,1627241,3.27,3.27,,Wave,True,5.27,1.5,6.77,2523018_1627241
9845,Live Heats,268537,2523018,467767,1627241,2.0,2.0,,Wave,True,5.27,1.5,6.77,2523018_1627241
9846,Live Heats,268537,2523018,467767,1627241,1.5,1.5,,Jump,True,5.27,1.5,6.77,2523018_1627241
9847,Live Heats,268537,2523018,467767,1627241,1.23,1.23,,Wave,,5.27,1.5,6.77,2523018_1627241
9848,Live Heats,268537,2523018,467767,1206567,3.6,3.6,,Wave,True,6.6,0.0,6.6,2523018_1206567
9849,Live Heats,268537,2523018,467767,1206567,3.0,3.0,,Wave,True,6.6,0.0,6.6,2523018_1206567
9850,Live Heats,268537,2523018,467767,1206567,3.0,3.0,,Wave,,6.6,0.0,6.6,2523018_1206567
9851,Live Heats,268537,2523018,467767,566297,1.0,1.0,,Jump,True,2.67,1.0,3.67,2523018_566297
