,source,event_id,division_id,athlete_id,place,incomplete,name
1039,Live Heats,187563,353298,1206491,4,False,
1040,Live Heats,187563,353298,1213112,5,False,
1041,Live Heats,187563,407963,1224081,1,False,
1042,Live Heats,187563,407963,1200984,2,False,
1043,Live Heats,187563,407963,1221689,3,False,
1044,Live Heats,187563,407963,1213120,4,False,
1045,Live Heats,187563,407963,1214818,5,False,
1046,Live Heats,187563,407963,1218411,5,False,
1047,Live Heats,187563,407963,1206491,7,False,
1048,Live Heats,187563,407963,1222638,7,False,
1049,Live Heats,187563,407963,1223449,9,False,
1050,Live Heats,187563,407963,1207245,9,False,
1051,Live Heats,187563,407963,1206478,9,False,
1052,Live Heats,187563,407963,1219525,9,False,
1053,Live Heats,187563,407963,1017464,13,False,
1054,Live Heats,187563,407963,1385631,13,False,
1055,Live Heats,187563,407963,1207620,13,False,
1056,Live Heats,187563,407963,1203224,13,False,
1057,Live Heats,187563,407963,1206570,17,False,
1058,Live Heats,187563,407963,1215104,17,False,
1059,Live Heats,187563,407963,1213702,17,False,
1060,Live Heats,187563,407963,1137412,17,False,
1061,Live Heats,187563,407963,1206467,21,False,
1062,Live Heats,187563,407963,1206563,21,False,
1063,Live Heats,187563,407963,1206435,21,False,
1064,Live Heats,187563,407963,1216650,21,False,
1065,Live Heats,72487,168245,791485,1,False,
1066,Live Heats,72487,168245,1337275,2,False,
1067,Live Heats,72487,168245,923857,3,False,
1068,Live Heats,72487,168245,936058,4,False,
1069,Live Heats,72487,168245,791455,5,False,
1070,Live Heats,72487,168245,923859,6,False,
1071,Live Heats,270681,471651,923345,1,False,
1072,Live Heats,270681,471651,1122419,2,False,
1073,Live Heats,270681,471651,1351668,3,False,
1074,Live Heats,270681,471651,1322561,4,False,
1075,Live Heats,270681,471651,1205039,5,False,
1076,Live Heats,270681,471651,1322560,5,False,
1077,Live Heats,270681,471651,1360942,7,False,
1078,Live Heats,270681,471651,1602528,7,False,
1079,Live Heats,270681,471651,1360940,7,False,
1080,Live Heats,270681,471651,1360943,10,False,
1081,Live Heats,270681,471651,1277949,10,False,
1082,Live Heats,270681,471652,815441,1,False,
1083,Live Heats,270681,471652,937179,2,False,
1084,Live Heats,270681,471652,937178,3,False,
1085,Live Heats,270681,471652,1069737,4,False,
1086,Live Heats,270681,471653,937046,1,False,
1087,Live Heats,270681,471653,1166082,2,False,
1088,Live Heats,270681,471653,1398810,3,False,
1089,Live Heats,270681,471653,937113,4,False,
1090,Live Heats,270681,471653,1169643,5,False,
1091,Live Heats,270681,471653,923886,5,False,
1092,Live Heats,270681,471653,1360946,7,False,
1093,Live Heats,270681,471655,1169635,1,False,
1094,Live Heats,270681,471655,844750,2,False,
1095,Live Heats,270681,471655,1576025,3,False,
1096,Live Heats,270681,471655,1576322,4,False,
1097,Live Heats,270681,471655,1585991,5,False,
1098,Live Heats,270681,471655,923450,5,False,
1099,Live Heats,270681,471655,923485,7,False,
1100,Live Heats,270681,471655,1396558,7,False,
1101,Live Heats,270681,471655,1076612,7,False,
1102,Live Heats,270681,471655,1076613,10,False,
1103,Live Heats,270681,471655,1360948,10,False,
1104,Live Heats,270681,471655,1351673,10,False,
1105,Live Heats,81590,186163,835109,1,False,
1106,Live Heats,81590,186163,1176483,2,False,
1107,Live Heats,81590,186163,817916,3,False,
1108,Live Heats,81590,186163,844750,4,False,
1109,Live Heats,81590,186163,532103,5,False,
1110,Live Heats,81590,186163,1166082,5,False,
1111,Live Heats,81590,186163,1166133,5,False,
1112,Live Heats,81590,186163,1181562,5,False,
1113,Live Heats,81590,186163,532107,9,False,
1114,Live Heats,81590,186164,769175,1,False,
1115,Live Heats,81590,186164,1166942,2,False,
1116,Live Heats,81590,186164,1167179,3,False,
1117,Live Heats,81590,186164,576093,4,False,
1118,Live Heats,81590,186164,1166237,5,False,
1119,Live Heats,81590,186164,1170331,5,False,
1120,Live Heats,81590,186164,1165931,5,False,
1121,Live Heats,221942,410348,1247115,1,False,
1122,Live Heats,221942,410348,1437408,2,False,
1123,Live Heats,221942,410348,1247116,3,False,
1124,Live Heats,221942,410348,1247117,4,False,
1125,Live Heats,221942,410348,1247118,5,False,
1126,Live Heats,221942,410349,1247129,1,False,
1127,Live Heats,221942,410349,529958,2,False,
1128,Live Heats,221942,410349,1247130,3,False,
1129,Live Heats,221942,410349,1247131,4,False,
1130,Live Heats,221942,410349,1247132,5,False,
1131,Live Heats,221942,410349,1247134,6,False,
1132,Live Heats,221942,410349,1247133,6,False,
1133,Live Heats,221942,410349,1247135,7,False,
1134,Live Heats,221942,410349,1247150,8,False,
1135,Live Heats,221942,410349,1247149,8,False,
1136,Live Heats,221942,410349,1247148,8,False,
1137,Live Heats,221942,410349,1247147,8,False,
1138,Live Heats,221942,410349,1247146,8,False,
1139,Live Heats,221942,410349,1247145,8,False,
1140,Live Heats,221942,410349,1247143,8,False,
1141,Live Heats,221942,410349,1197966,8,False,
1142,Live Heats,221942,410349,1247138,8,False,
1143,Live Heats,221942,410349,1247137,8,False,
1144,Live Heats,221942,410349,1247136,8,False,
1145,Live Heats,221942,410349,1247151,20,False,
1146,Live Heats,221942,410349,1247152,21,False,
1147,Live Heats,221942,410349,1247153,22,False,
1148,Live Heats,221942,410349,1247154,24,False,
1149,Live Heats,221942,410349,1247156,25,False,
1150,Live Heats,221942,410349,1247155,25,False,
1151,Live Heats,221942,410349,1247157,27,False,
1152,Live Heats,221942,410349,1247162,28,False,
1153,Live Heats,221942,410349,1247199,29,False,
1154,Live Heats,221942,410349,1247197,29,False,
1155,Live Heats,221942,410349,1247195,29,False,
1156,Live Heats,221942,410349,1247194,29,False,
1157,Live Heats,221942,410349,1247193,29,False,
1158,Live Heats,221942,410349,1247190,29,False,
1159,Live Heats,221942,410349,1247187,29,False,
1160,Live Heats,221942,410349,1247186,29,False,
1161,Live Heats,221942,410349,1247185,29,False,
1162,Live Heats,221942,410349,1247184,29,False,
1163,Live Heats,221942,410349,1247183,29,False,
1164,Live Heats,221942,410349,1247182,29,False,
1165,Live Heats,221942,410349,1247181,29,False,
1166,Live Heats,221942,410349,1247180,29,False,
1167,Live Heats,221942,410349,1247179,29,False,
1168,Live Heats,221942,410349,1247178,29,False,
1169,Live Heats,221942,410349,1247177,29,False,
1170,Live Heats,221942,410349,1247176,29,False,
1171,Live Heats,221942,410349,1247175,29,False,
1172,Live Heats,221942,410349,1247174,29,False,
1173,Live Heats,221942,410349,1247171,29,False,
1174,Live Heats,221942,410349,1247170,29,False,
1175,Live Heats,221942,410349,1247167,29,False,
1176,Live Heats,221942,410349,1247163,29,False,
1177,Live Heats,221942,410350,1247123,1,False,
1178,Live Heats,221942,410350,1247124,2,False,
1179,Live Heats,221942,410350,1247125,3,False,
1180,Live Heats,221942,410350,1247128,4,False,
1181,Live Heats,221942,410350,1247127,4,False,
1182,Live Heats,221942,410350,1247126,4,False,
1183,Live Heats,221942,410352,1247119,1,False,
1184,Live Heats,221942,410352,1247120,2,False,
1185,Live Heats,221942,410352,1224909,3,False,
1186,Live Heats,221942,410352,1247122,4,False,
1187,Live Heats,220652,408830,817916,1,False,
1188,Live Heats,220652,408830,835109,2,False,
1189,Live Heats,220652,408830,844750,3,False,
1190,Live Heats,220652,408830,1166082,4,False,
1191,Live Heats,220652,408830,1166133,5,False,
1192,Live Heats,220652,408830,1176483,6,False,
1193,Live Heats,220652,408830,1181562,7,False,
1194,Live Heats,220652,408830,532107,7,False,
1195,Live Heats,220652,408830,1171678,9,False,
1196,Live Heats,220652,408831,1167179,1,False,
1197,Live Heats,220652,408831,1171423,2,False,
1198,Live Heats,172539,327546,1050237,1,False,
1199,Live Heats,172539,327546,791484,2,False,
1200,Live Heats,172539,327546,856823,3,False,
1201,Live Heats,172539,327546,791485,4,False,
1202,Live Heats,172539,327546,1337275,5,False,
1203,Live Heats,172539,327546,1050269,5,False,
1204,Live Heats,172539,327546,1050302,7,False,
1205,Live Heats,172539,327546,791615,8,False,
1206,Live Heats,172539,327546,923859,8,False,
1207,Live Heats,172539,327546,936059,8,False,
1208,Live Heats,172539,327546,1050303,8,False,
1209,Live Heats,172539,327546,1050467,8,False,
1210,Live Heats,172539,327546,813428,8,False,
1211,Live Heats,172539,327547,1050500,1,False,
1212,Live Heats,172539,327548,936059,1,False,
1213,Live Heats,172539,327548,1337275,2,False,
1214,Live Heats,172539,327548,791617,3,False,
1215,Live Heats,172539,327548,791615,4,False,
1216,Live Heats,172539,327548,791455,5,False,
1217,Live Heats,172539,327548,924051,6,False,
1218,Live Heats,172539,327548,923881,8,False,
1219,Live Heats,172539,327548,791714,8,False,
1220,Live Heats,172539,327548,924052,8,False,
1221,Live Heats,172539,327548,1050501,8,False,
1222,Live Heats,172539,327548,1050503,8,False,
1223,Live Heats,172539,327548,1050504,8,False,
1224,Live Heats,172539,327548,1050502,8,False,
1225,Live Heats,172539,327549,1050467,1,False,
1226,Live Heats,117330,247047,775115,1,False,
1227,Live Heats,117330,247047,775148,2,False,
1228,Live Heats,117330,247047,775149,3,False,
1229,Live Heats,117330,247047,775170,4,False,
1230,Live Heats,117330,247047,775150,5,False,
1231,Live Heats,117330,247047,775151,6,False,
1232,Live Heats,117330,247047,775152,7,False,
1233,Live Heats,117330,247047,775153,8,False,
1234,Live Heats,117330,247047,775154,9,False,
1235,Live Heats,117330,247047,775155,9,False,
1236,Live Heats,117330,247047,775156,9,False,
1237,Live Heats,117330,247047,775157,9,False,
1238,Live Heats,117330,247047,775158,9,False,
1239,Live Heats,117330,247047,775159,9,False,
1240,Live Heats,117330,247047,775160,9,False,
1241,Live Heats,117330,247047,775161,16,False,
1242,Live Heats,117330,247047,775162,16,False,
1243,Live Heats,117330,247047,775163,16,False,
1244,Live Heats,117330,247047,775164,16,False,
1245,Live Heats,117330,247047,775166,16,False,
1246,Live Heats,117330,247047,775167,16,False,
1247,Live Heats,117330,247047,775168,16,False,
1248,Live Heats,117330,247047,775169,16,False,
1249,Live Heats,117330,247049,775151,1,False,
1250,Live Heats,117330,247049,775160,2,False,
1251,Live Heats,117330,247049,775612,3,False,
1252,Live Heats,117330,247050,775170,1,False,
1253,Live Heats,117330,247050,775150,2,False,
1254,Live Heats,117330,247050,775163,3,False,
1255,Live Heats,117330,247050,775153,4,False,
1256,Live Heats,117333,247060,845736,1,True,
1257,Live Heats,117333,247060,527155,1,True,
1258,Live Heats,117333,247060,822932,1,True,
1259,Live Heats,117333,247060,818279,1,True,
1260,Live Heats,117333,247060,817916,1,True,
1261,Live Heats,117333,247060,818679,1,True,
1262,Live Heats,117333,247060,837486,1,True,
1263,Live Heats,117333,247060,1165941,1,True,
1264,Live Heats,117333,247060,1578513,1,True,
1265,Live Heats,117333,247060,1200826,1,True,
1266,Live Heats,117333,247060,1198339,1,True,
1267,Live Heats,117333,247060,1169635,1,True,
1268,Live Heats,117333,247060,820094,1,True,
1269,Live Heats,117333,247060,530552,1,True,
1270,Live Heats,117333,247060,830095,1,True,
1271,Live Heats,117333,247060,1169354,1,True,
1272,Live Heats,117333,247060,1334796,17,True,
1273,Live Heats,117333,247060,819666,17,True,
1274,Live Heats,117333,247060,1171826,17,True,
1275,Live Heats,117333,247060,817982,17,True,
1276,Live Heats,117333,247060,1409162,17,True,
1277,Live Heats,117333,247060,1200835,17,True,
1278,Live Heats,117333,247060,1408086,17,True,
1279,Live Heats,117333,247060,1200379,17,True,
1280,Live Heats,117333,247060,530553,17,True,
1281,Live Heats,117333,247060,1392368,17,True,
1282,Live Heats,117333,247060,530548,17,True,
1283,Live Heats,117333,247060,1163257,17,True,
1284,Live Heats,117333,247060,923497,17,True,
1285,Live Heats,117333,247060,923494,17,True,
1286,Live Heats,117333,247060,1050508,17,True,
1287,Live Heats,117333,247060,1050507,17,True,
1288,Live Heats,117333,247061,923338,1,False,
1289,Live Heats,117333,247061,1203243,2,False,
1290,Live Heats,117333,247061,820127,3,False,
1291,Live Heats,117333,247061,1205034,4,False,
1292,Live Heats,117333,247061,815441,5,False,
1293,Live Heats,117333,247061,1210135,5,False,
1294,Live Heats,117333,247061,1198791,5,False,
1295,Live Heats,117333,247061,1202115,5,False,
1296,Live Heats,117333,247061,1051960,9,False,
1297,Live Heats,187553,353243,1166233,1,False,
1298,Live Heats,187553,353243,775115,2,False,
1299,Live Heats,187553,353243,1277939,3,False,
1300,Live Heats,187553,353243,1200835,4,False,
1301,Live Heats,187553,353243,1169471,5,False,
1302,Live Heats,187553,353243,1277941,5,False,
1303,Live Heats,187553,353243,775148,5,False,
1304,Live Heats,187553,353243,1277940,5,False,
1305,Live Heats,187553,353243,1163257,9,False,
1306,Live Heats,187553,353243,775151,9,False,
1307,Live Heats,187553,353243,1277944,9,False,
1308,Live Heats,187553,353243,775170,9,False,
1309,Live Heats,187553,353243,1277948,13,False,
