,source,event_id,heat_id,division_id,athlete_id,result_total,win_by,needs,place,round,round_position,heat_id_athlete_id
51,Live Heats,147526,1764573,290158,923889,9.0,,,9.0,Final,0.0,1764573_923889
52,Live Heats,164024,1832292,315787,1202340,1.0,,,1.0,Final,0.0,1832292_1202340
53,Live Heats,164024,1832292,315787,1205619,2.0,,,2.0,Final,0.0,1832292_1205619
54,Live Heats,164024,1832292,315787,1199509,3.0,,,3.0,Final,0.0,1832292_1199509
55,Live Heats,164024,1832292,315787,791485,4.0,,,4.0,Final,0.0,1832292_791485
56,Live Heats,164024,1832292,315787,999815,5.0,,,5.0,Final,0.0,1832292_999815
57,Live Heats,164024,1832292,315787,1206477,5.0,,,5.0,Final,0.0,1832292_1206477
58,Live Heats,164024,1832292,315787,999813,7.0,,,7.0,Final,0.0,1832292_999813
59,Live Heats,164024,1832292,315787,999817,7.0,,,7.0,Final,0.0,1832292_999817
60,Live Heats,164024,1832292,315787,791455,9.0,,,9.0,Final,0.0,1832292_791455
61,Live Heats,164024,1832292,315787,1197966,9.0,,,9.0,Final,0.0,1832292_1197966
62,Live Heats,164024,1832292,315787,1000711,11.0,,,11.0,Final,0.0,1832292_1000711
63,Live Heats,164024,1832292,315787,1557058,11.0,,,11.0,Final,0.0,1832292_1557058
64,Live Heats,164024,1832292,315787,566400,13.0,,,13.0,Final,0.0,1832292_566400
65,Live Heats,72489,1654254,168257,776105,1.0,,,1.0,Final,0.0,1654254_776105
66,Live Heats,72489,1654254,168257,776106,2.0,,,2.0,Final,0.0,1654254_776106
67,Live Heats,72489,1654254,168257,776107,3.0,,,3.0,Final,0.0,1654254_776107
68,Live Heats,72489,1654254,168257,776138,4.0,,,4.0,Final,0.0,1654254_776138
69,Live Heats,72489,1654254,168257,776139,5.0,,,5.0,Final,0.0,1654254_776139
70,Live Heats,72489,1654254,168257,776140,6.0,,,6.0,Final,0.0,1654254_776140
71,Live Heats,72489,1654287,168258,1589294,1.0,,,1.0,Final,0.0,1654287_1589294
72,Live Heats,72489,1654287,168258,776171,2.0,,,2.0,Final,0.0,1654287_776171
73,Live Heats,72489,1654288,168259,30676,1.0,,,1.0,Final,0.0,1654288_30676
74,Live Heats,72489,1654288,168259,776006,2.0,,,2.0,Final,0.0,1654288_776006
75,Live Heats,72489,1654288,168259,776172,3.0,,,3.0,Final,0.0,1654288_776172
76,Live Heats,72489,1654288,168259,776173,4.0,,,4.0,Final,0.0,1654288_776173
77,Live Heats,72489,1654288,168259,776171,5.0,,,5.0,Final,0.0,1654288_776171
78,Live Heats,72489,1654289,168260,776174,1.0,,,1.0,Final,0.0,1654289_776174
79,Live Heats,72489,1654289,168260,776175,2.0,,,2.0,Final,0.0,1654289_776175
80,Live Heats,72489,1654289,168260,1306332,3.0,,,3.0,Final,0.0,1654289_1306332
81,Live Heats,72489,1654289,168260,776177,4.0,,,4.0,Final,0.0,1654289_776177
82,Live Heats,72489,1654289,168260,776178,5.0,,,5.0,Final,0.0,1654289_776178
83,Live Heats,117331,1764542,247053,527155,1.0,,,1.0,Final,0.0,1764542_527155
84,Live Heats,117331,1764542,247053,1171826,2.0,,,2.0,Final,0.0,1764542_1171826
85,Live Heats,117331,1764542,247053,822932,3.0,,,3.0,Final,0.0,1764542_822932
86,Live Heats,117331,1764542,247053,845736,4.0,,,4.0,Final,0.0,1764542_845736
87,Live Heats,117331,1764542,247053,814748,5.0,,,5.0,Final,0.0,1764542_814748
88,Live Heats,117331,1764542,247053,837486,6.0,,,6.0,Final,0.0,1764542_837486
89,Live Heats,117331,1764542,247053,1198339,7.0,,,7.0,Final,0.0,1764542_1198339
90,Live Heats,117331,1764542,247053,923487,7.0,,,7.0,Final,0.0,1764542_923487
91,Live Heats,117331,1764542,247053,820094,9.0,,,9.0,Final,0.0,1764542_820094
92,Live Heats,117331,1764542,247053,1334796,9.0,,,9.0,Final,0.0,1764542_1334796
93,Live Heats,117331,1764542,247053,530552,9.0,,,9.0,Final,0.0,1764542_530552
94,Live Heats,117331,1764542,247053,1578513,9.0,,,9.0,Final,0.0,1764542_1578513
95,Live Heats,117331,1764542,247053,818279,13.0,,,13.0,Final,0.0,1764542_818279
96,Live Heats,117331,1764542,247053,819666,13.0,,,13.0,Final,0.0,1764542_819666
97,Live Heats,117331,1764542,247053,1169354,13.0,,,13.0,Final,0.0,1764542_1169354
98,Live Heats,117331,1764542,247053,1411927,13.0,,,13.0,Final,0.0,1764542_1411927
99,Live Heats,117331,1764542,247053,818679,17.0,,,17.0,Final,0.0,1764542_818679
100,Live Heats,117331,1764542,247053,843557,17.0,,,17.0,Final,0.0,1764542_843557
101,Live Heats,117331,1764542,247053,1169635,17.0,,,17.0,Final,0.0,1764542_1169635
102,Live Heats,117331,1764542,247053,1200379,17.0,,,17.0,Final,0.0,1764542_1200379
103,Live Heats,117331,1764542,247053,1408086,17.0,,,17.0,Final,0.0,1764542_1408086
104,Live Heats,117331,1764542,247053,1409162,17.0,,,17.0,Final,0.0,1764542_1409162
105,Live Heats,117331,1764542,247053,1200835,17.0,,,17.0,Final,0.0,1764542_1200835
106,Live Heats,117331,1764542,247053,1200826,17.0,,,17.0,Final,0.0,1764542_1200826
107,Live Heats,117331,1764542,247053,817916,25.0,,,25.0,Final,0.0,1764542_817916
108,Live Heats,117331,1764542,247053,835109,25.0,,,25.0,Final,0.0,1764542_835109
109,Live Heats,117331,1764542,247053,1165941,25.0,,,25.0,Final,0.0,1764542_1165941
110,Live Heats,117331,1764542,247053,844750,25.0,,,25.0,Final,0.0,1764542_844750
111,Live Heats,117331,1764542,247053,1392368,25.0,,,25.0,Final,0.0,1764542_1392368
112,Live Heats,117331,1764542,247053,530553,25.0,,,25.0,Final,0.0,1764542_530553
113,Live Heats,117331,1764542,247053,923493,25.0,,,25.0,Final,0.0,1764542_923493
114,Live Heats,117331,1764542,247053,923492,25.0,,,25.0,Final,0.0,1764542_923492
115,Live Heats,117331,1764542,247053,923494,33.0,,,33.0,Final,0.0,1764542_923494
116,Live Heats,117331,1764542,247053,1169471,33.0,,,33.0,Final,0.0,1764542_1169471
117,Live Heats,117331,1764542,247053,923485,33.0,,,33.0,Final,0.0,1764542_923485
118,Live Heats,117331,1764542,247053,1166233,33.0,,,33.0,Final,0.0,1764542_1166233
119,Live Heats,117331,1764542,247053,817949,33.0,,,33.0,Final,0.0,1764542_817949
120,Live Heats,117331,1764542,247053,1163257,33.0,,,33.0,Final,0.0,1764542_1163257
121,Live Heats,117331,1764542,247053,830095,33.0,,,33.0,Final,0.0,1764542_830095
122,Live Heats,117331,1764542,247053,923495,33.0,,,33.0,Final,0.0,1764542_923495
123,Live Heats,117331,1764542,247053,923497,33.0,,,33.0,Final,0.0,1764542_923497
124,Live Heats,117331,1764542,247053,530548,33.0,,,33.0,Final,0.0,1764542_530548
125,Live Heats,117331,1764542,247053,1181562,33.0,,,33.0,Final,0.0,1764542_1181562
126,Live Heats,117331,1764542,247053,923498,33.0,,,33.0,Final,0.0,1764542_923498
127,Live Heats,117331,1764542,247053,1166082,33.0,,,33.0,Final,0.0,1764542_1166082
128,Live Heats,117331,1764542,247053,775151,33.0,,,33.0,Final,0.0,1764542_775151
129,Live Heats,117331,1764542,247053,817982,33.0,,,33.0,Final,0.0,1764542_817982
130,Live Heats,117331,1764508,247054,923330,1.0,,,1.0,Final,0.0,1764508_923330
131,Live Heats,117331,1764508,247054,820127,2.0,,,2.0,Final,0.0,1764508_820127
132,Live Heats,117331,1764508,247054,1210135,3.0,,,3.0,Final,0.0,1764508_1210135
133,Live Heats,117331,1764508,247054,923332,4.0,,,4.0,Final,0.0,1764508_923332
134,Live Heats,117331,1764508,247054,1205034,5.0,,,5.0,Final,0.0,1764508_1205034
135,Live Heats,117331,1764508,247054,1207521,6.0,,,6.0,Final,0.0,1764508_1207521
136,Live Heats,117331,1764508,247054,815441,7.0,,,7.0,Final,0.0,1764508_815441
137,Live Heats,117331,1764508,247054,923335,7.0,,,7.0,Final,0.0,1764508_923335
138,Live Heats,117331,1764508,247054,1198918,9.0,,,9.0,Final,0.0,1764508_1198918
139,Live Heats,117331,1764508,247054,1205855,9.0,,,9.0,Final,0.0,1764508_1205855
140,Live Heats,117331,1764508,247054,820028,9.0,,,9.0,Final,0.0,1764508_820028
141,Live Heats,117331,1764508,247054,1177773,9.0,,,9.0,Final,0.0,1764508_1177773
142,Live Heats,117331,1764508,247054,923339,13.0,,,13.0,Final,0.0,1764508_923339
143,Live Heats,117331,1764508,247054,923341,13.0,,,13.0,Final,0.0,1764508_923341
144,Live Heats,117331,1764508,247054,1203243,13.0,,,13.0,Final,0.0,1764508_1203243
145,Live Heats,117331,1764508,247054,923338,13.0,,,13.0,Final,0.0,1764508_923338
146,Live Heats,117331,1764508,247054,923342,17.0,,,17.0,Final,0.0,1764508_923342
147,Live Heats,117331,1883664,247055,1169635,1.0,,,1.0,Final,0.0,1883664_1169635
148,Live Heats,117331,1883664,247055,923450,2.0,,,2.0,Final,0.0,1883664_923450
149,Live Heats,117331,1883664,247055,1576025,3.0,,,3.0,Final,0.0,1883664_1576025
150,Live Heats,117331,1883664,247055,844750,4.0,,,4.0,Final,0.0,1883664_844750
151,Live Heats,117331,1883664,247055,1576322,5.0,,,5.0,Final,0.0,1883664_1576322
152,Live Heats,117331,1883664,247055,923485,6.0,,,6.0,Final,0.0,1883664_923485
153,Live Heats,117331,1883664,247055,775151,7.0,,,7.0,Final,0.0,1883664_775151
154,Live Heats,117331,1883664,247055,1176481,7.0,,,7.0,Final,0.0,1883664_1176481
155,Live Heats,117331,1883664,247055,1585991,9.0,,,9.0,Final,0.0,1883664_1585991
156,Live Heats,117331,1883664,247055,1076613,9.0,,,9.0,Final,0.0,1883664_1076613
157,Live Heats,117331,1883664,247055,1076612,9.0,,,9.0,Final,0.0,1883664_1076612
158,Live Heats,117331,1883664,247055,923495,9.0,,,9.0,Final,0.0,1883664_923495
159,Live Heats,117331,1883664,247055,1198581,13.0,,,13.0,Final,0.0,1883664_1198581
160,Live Heats,117331,1883664,247055,1076615,13.0,,,13.0,Final,0.0,1883664_1076615
161,Live Heats,117331,1883664,247055,1076618,13.0,,,13.0,Final,0.0,1883664_1076618
162,Live Heats,117331,1883664,247055,923883,13.0,,,13.0,Final,0.0,1883664_923883
163,Live Heats,117331,1883664,247055,1076619,17.0,,,17.0,Final,0.0,1883664_1076619
164,Live Heats,117331,1883664,247055,1076620,17.0,,,17.0,Final,0.0,1883664_1076620
165,Live Heats,117331,1764509,247056,923345,1.0,,,1.0,Final,0.0,1764509_923345
166,Live Heats,117331,1764509,247056,923350,2.0,,,2.0,Final,0.0,1764509_923350
167,Live Heats,117331,1764509,247056,1205039,3.0,,,3.0,Final,0.0,1764509_1205039
168,Live Heats,117331,1764509,247056,923348,4.0,,,4.0,Final,0.0,1764509_923348
169,Live Heats,117331,1764509,247056,923349,4.0,,,4.0,Final,0.0,1764509_923349
170,Live Heats,117331,1764541,290080,1207521,1.0,,,1.0,Final,0.0,1764541_1207521
171,Live Heats,117331,1764541,290080,923335,2.0,,,2.0,Final,0.0,1764541_923335
172,Live Heats,117331,1764541,290080,1177773,3.0,,,3.0,Final,0.0,1764541_1177773
173,Live Heats,117331,1764541,290080,1198918,4.0,,,4.0,Final,0.0,1764541_1198918
174,Live Heats,117331,1764541,290080,923341,5.0,,,5.0,Final,0.0,1764541_923341
175,Live Heats,117331,1883663,293776,937046,1.0,,,1.0,Final,0.0,1883663_937046
176,Live Heats,117331,1883663,293776,937047,2.0,,,2.0,Final,0.0,1883663_937047
177,Live Heats,117331,1883663,293776,1166082,3.0,,,3.0,Final,0.0,1883663_1166082
178,Live Heats,117331,1883663,293776,937048,4.0,,,4.0,Final,0.0,1883663_937048
179,Live Heats,117331,1883663,293776,937049,5.0,,,5.0,Final,0.0,1883663_937049
180,Live Heats,117331,1883663,293776,937050,6.0,,,6.0,Final,0.0,1883663_937050
181,Live Heats,117331,1883663,293776,1065416,7.0,,,7.0,Final,0.0,1883663_1065416
182,Live Heats,117331,1883663,293776,1076610,7.0,,,7.0,Final,0.0,1883663_1076610
183,Live Heats,117331,1883663,293776,1076611,7.0,,,7.0,Final,0.0,1883663_1076611
184,Live Heats,117331,1883662,293777,1167311,1.0,,,1.0,Final,0.0,1883662_1167311
185,Live Heats,117331,1883662,293777,937113,2.0,,,2.0,Final,0.0,1883662_937113
186,Live Heats,117331,1883662,293777,923887,3.0,,,3.0,Final,0.0,1883662_923887
187,Live Heats,117331,1883662,293777,923886,4.0,,,4.0,Final,0.0,1883662_923886
188,Live Heats,117331,1883662,293777,923888,5.0,,,5.0,Final,0.0,1883662_923888
189,Live Heats,117331,1883662,293777,937115,6.0,,,6.0,Final,0.0,1883662_937115
190,Live Heats,117331,1883662,293777,1076608,7.0,,,7.0,Final,0.0,1883662_1076608
191,Live Heats,117331,1883662,293777,1076609,7.0,,,7.0,Final,0.0,1883662_1076609
192,Live Heats,117331,1883662,293777,1076607,7.0,,,7.0,Final,0.0,1883662_1076607
193,Live Heats,117331,1773021,293809,815441,1.0,,,1.0,Final,0.0,1773021_815441
194,Live Heats,117331,1773021,293809,937178,2.0,,,2.0,Final,0.0,1773021_937178
195,Live Heats,117331,1773021,293809,937179,3.0,,,3.0,Final,0.0,1773021_937179
196,Live Heats,72452,1720244,168196,818679,10.0,10.0,,1.0,Round 1,0.0,1720244_818679
197,Live Heats,72452,1720244,168196,1169635,10.0,10.0,5.01,1.0,Round 1,0.0,1720244_1169635
198,Live Heats,72452,1720244,168196,814748,0.0,,10.0,3.0,Round 1,0.0,1720244_814748
199,Live Heats,72452,1720245,168196,843691,12.7,1.67,,1.0,Round 1,0.0,1720245_843691
200,Live Heats,72452,1720245,168196,845736,11.03,,6.9,2.0,Round 1,0.0,1720245_845736
201,Live Heats,72452,1720245,168196,527167,9.97,,5.96,3.0,Round 1,0.0,1720245_527167
202,Live Heats,72452,1720245,168196,818180,5.7,,8.0,4.0,Round 1,0.0,1720245_818180
203,Live Heats,72452,1720246,168196,847319,12.07,1.67,,1.0,Round 1,0.0,1720246_847319
204,Live Heats,72452,1720246,168196,817982,10.4,,6.77,2.0,Round 1,0.0,1720246_817982
205,Live Heats,72452,1720246,168196,820094,8.8,,5.97,3.0,Round 1,0.0,1720246_820094
206,Live Heats,72452,1720246,168196,838673,1.0,,9.4,4.0,Round 1,0.0,1720246_838673
207,Live Heats,72452,1720247,168196,817949,14.8,1.06,,1.0,Round 1,0.0,1720247_817949
208,Live Heats,72452,1720247,168196,1165941,13.74,,7.83,2.0,Round 1,0.0,1720247_1165941
209,Live Heats,72452,1720247,168196,1578513,8.77,,9.24,3.0,Round 1,0.0,1720247_1578513
210,Live Heats,72452,1720247,168196,856823,0.0,,13.75,4.0,Round 1,0.0,1720247_856823
211,Live Heats,72452,1720248,168196,1334796,13.86,3.53,,1.0,Round 1,0.0,1720248_1334796
212,Live Heats,72452,1720248,168196,843557,10.33,,8.53,2.0,Round 1,0.0,1720248_843557
213,Live Heats,72452,1720248,168196,830753,9.04,,5.17,3.0,Round 1,0.0,1720248_830753
214,Live Heats,72452,1720248,168196,830095,7.8,,6.43,4.0,Round 1,0.0,1720248_830095
215,Live Heats,72452,1720249,168196,837486,12.66,2.36,,1.0,Round 1,0.0,1720249_837486
216,Live Heats,72452,1720249,168196,817916,10.3,,7.43,2.0,Round 1,0.0,1720249_817916
217,Live Heats,72452,1720249,168196,834611,5.27,,7.3,3.0,Round 1,0.0,1720249_834611
218,Live Heats,72452,1720249,168196,844750,0.0,,10.31,4.0,Round 1,0.0,1720249_844750
219,Live Heats,72452,1720250,168196,819666,12.1,1.43,,1.0,Round 1,0.0,1720250_819666
220,Live Heats,72452,1720250,168196,822932,10.67,,5.94,2.0,Round 1,0.0,1720250_822932
221,Live Heats,72452,1720250,168196,527155,9.44,,5.01,3.0,Round 1,0.0,1720250_527155
222,Live Heats,72452,1720250,168196,842633,8.04,,6.11,4.0,Round 1,0.0,1720250_842633
223,Live Heats,72452,1720251,168196,818279,13.8,2.5,,1.0,Round 1,0.0,1720251_818279
224,Live Heats,72452,1720251,168196,835109,11.3,,8.0,2.0,Round 1,0.0,1720251_835109
225,Live Heats,72452,1720251,168196,1200826,10.23,,5.9,3.0,Round 1,0.0,1720251_1200826
226,Live Heats,72452,1720252,168196,845736,11.7,0.43,,1.0,Quarter Finals,1.0,1720252_845736
227,Live Heats,72452,1720252,168196,818679,11.27,,5.43,2.0,Quarter Finals,1.0,1720252_818679
228,Live Heats,72452,1720252,168196,843691,9.93,,5.88,3.0,Quarter Finals,1.0,1720252_843691
229,Live Heats,72452,1720252,168196,1169635,9.5,,6.3,4.0,Quarter Finals,1.0,1720252_1169635
230,Live Heats,72452,1720253,168196,817949,11.53,2.23,,1.0,Quarter Finals,1.0,1720253_817949
231,Live Heats,72452,1720253,168196,817982,9.3,,6.46,2.0,Quarter Finals,1.0,1720253_817982
232,Live Heats,72452,1720253,168196,1165941,8.33,,5.1,3.0,Quarter Finals,1.0,1720253_1165941
233,Live Heats,72452,1720253,168196,847319,7.46,,5.57,4.0,Quarter Finals,1.0,1720253_847319
234,Live Heats,72452,1720254,168196,1334796,11.4,0.83,,1.0,Quarter Finals,1.0,1720254_1334796
235,Live Heats,72452,1720254,168196,817916,10.57,,5.84,2.0,Quarter Finals,1.0,1720254_817916
236,Live Heats,72452,1720254,168196,837486,9.77,,5.31,3.0,Quarter Finals,1.0,1720254_837486
237,Live Heats,72452,1720254,168196,843557,9.6,,5.58,4.0,Quarter Finals,1.0,1720254_843557
238,Live Heats,72452,1720255,168196,818279,11.36,0.82,,1.0,Quarter Finals,1.0,1720255_818279
239,Live Heats,72452,1720255,168196,822932,10.54,,6.09,2.0,Quarter Finals,1.0,1720255_822932
240,Live Heats,72452,1720255,168196,819666,8.46,,5.81,3.0,Quarter Finals,1.0,1720255_819666
241,Live Heats,72452,1720255,168196,835109,7.77,,6.54,4.0,Quarter Finals,1.0,1720255_835109
242,Live Heats,72452,1720256,168196,817949,12.8,1.44,,1.0,Semi finals,2.0,1720256_817949
243,Live Heats,72452,1720256,168196,845736,11.36,,6.58,2.0,Semi finals,2.0,1720256_845736
244,Live Heats,72452,1720256,168196,818679,10.3,,5.4,3.0,Semi finals,2.0,1720256_818679
245,Live Heats,72452,1720256,168196,817982,10.17,,5.77,4.0,Semi finals,2.0,1720256_817982
246,Live Heats,72452,1720257,168196,818279,12.87,1.4,,1.0,Semi finals,2.0,1720257_818279
247,Live Heats,72452,1720257,168196,817916,11.47,,6.68,2.0,Semi finals,2.0,1720257_817916
248,Live Heats,72452,1720257,168196,1334796,11.2,,5.68,3.0,Semi finals,2.0,1720257_1334796
249,Live Heats,72452,1720257,168196,822932,10.86,,5.95,4.0,Semi finals,2.0,1720257_822932
250,Live Heats,72452,1720258,168196,817949,17.17,3.27,,1.0,Finals,3.0,1720258_817949
251,Live Heats,72452,1720258,168196,845736,13.9,,9.84,2.0,Finals,3.0,1720258_845736
252,Live Heats,72452,1720258,168196,818279,13.67,,7.04,3.0,Finals,3.0,1720258_818279
253,Live Heats,72452,1720258,168196,817916,13.03,,7.01,4.0,Finals,3.0,1720258_817916
254,Live Heats,72452,1720273,168197,815310,12.94,3.7,,1.0,Semifinal,0.0,1720273_815310
255,Live Heats,72452,1720273,168197,529331,9.24,,8.27,2.0,Semifinal,0.0,1720273_529331
256,Live Heats,72452,1720273,168197,815441,9.17,,4.44,3.0,Semifinal,0.0,1720273_815441
257,Live Heats,72452,1720273,168197,1589294,6.8,,4.91,4.0,Semifinal,0.0,1720273_1589294
258,Live Heats,72452,1720274,168197,820127,8.84,0.41,,1.0,Semifinal,0.0,1720274_820127
259,Live Heats,72452,1720274,168197,820028,8.43,,3.84,2.0,Semifinal,0.0,1720274_820028
260,Live Heats,72452,1720274,168197,820787,5.44,,5.66,3.0,Semifinal,0.0,1720274_820787
261,Live Heats,72452,1720275,168197,815310,15.07,1.67,,1.0,Final,1.0,1720275_815310
262,Live Heats,72452,1720275,168197,820127,13.4,,6.84,2.0,Final,1.0,1720275_820127
263,Live Heats,72452,1720275,168197,820028,11.9,,8.27,3.0,Final,1.0,1720275_820028
264,Live Heats,72452,1720275,168197,529331,9.63,,15.08,4.0,Final,1.0,1720275_529331
265,Live Heats,147528,1875618,290163,1169635,1.0,,,1.0,Final,0.0,1875618_1169635
266,Live Heats,147528,1875618,290163,1576025,2.0,,,2.0,Final,0.0,1875618_1576025
267,Live Heats,147528,1875618,290163,1396558,3.0,,,3.0,Final,0.0,1875618_1396558
268,Live Heats,147528,1875618,290163,923883,4.0,,,4.0,Final,0.0,1875618_923883
269,Live Heats,147528,1875618,290163,923485,5.0,,,5.0,Final,0.0,1875618_923485
270,Live Heats,147528,1875618,290163,923882,6.0,,,6.0,Final,0.0,1875618_923882
271,Live Heats,147528,1875618,290163,1198581,7.0,,,7.0,Final,0.0,1875618_1198581
272,Live Heats,147528,1875618,290163,1065219,7.0,,,7.0,Final,0.0,1875618_1065219
273,Live Heats,147528,1875618,290163,30676,9.0,,,9.0,Final,0.0,1875618_30676
274,Live Heats,147528,1875618,290163,776006,9.0,,,9.0,Final,0.0,1875618_776006
275,Live Heats,147528,1875618,290163,1576322,9.0,,,9.0,Final,0.0,1875618_1576322
276,Live Heats,147528,1877806,290164,815441,1.0,,,1.0,Final,0.0,1877806_815441
277,Live Heats,147528,1877806,290164,1069735,2.0,,,2.0,Final,0.0,1877806_1069735
278,Live Heats,147528,1877806,290164,1069737,3.0,,,3.0,Final,0.0,1877806_1069737
279,Live Heats,147528,1877806,290164,1069739,4.0,,,4.0,Final,0.0,1877806_1069739
280,Live Heats,147528,1877806,290164,1069736,5.0,,,5.0,Final,0.0,1877806_1069736
281,Live Heats,147528,1877806,290164,1069738,5.0,,,5.0,Final,0.0,1877806_1069738
282,Live Heats,147528,1875651,290165,937046,1.0,,,1.0,Final,0.0,1875651_937046
283,Live Heats,147528,1875651,290165,1398810,2.0,,,2.0,Final,0.0,1875651_1398810
284,Live Heats,147528,1875651,290165,1166082,3.0,,,3.0,Final,0.0,1875651_1166082
285,Live Heats,147528,1875651,290165,937050,4.0,,,4.0,Final,0.0,1875651_937050
286,Live Heats,147528,1875651,290165,937047,5.0,,,5.0,Final,0.0,1875651_937047
287,Live Heats,147528,1875651,290165,1065416,6.0,,,6.0,Final,0.0,1875651_1065416
288,Live Heats,147528,1877786,290167,1069707,1.0,,,1.0,Final,0.0,1877786_1069707
289,Live Heats,147528,1877786,290167,1069708,2.0,,,2.0,Final,0.0,1877786_1069708
290,Live Heats,147528,1877786,290167,1069709,3.0,,,3.0,Final,0.0,1877786_1069709
291,Live Heats,147528,1877786,290167,1069710,4.0,,,4.0,Final,0.0,1877786_1069710
292,Live Heats,147528,1877785,332984,923887,1.0,,,1.0,Final,0.0,1877785_923887
293,Live Heats,147528,1877785,332984,923886,2.0,,,2.0,Final,0.0,1877785_923886
