,source,event_id,heat_id,division_id,athlete_id,result_total,win_by,needs,place,round,round_position,heat_id_athlete_id
1707,Live Heats,187560,2085554,353283,1195601,3.0,,,3.0,Final,0.0,2085554_1195601
1708,Live Heats,214686,2085583,400442,923338,1.0,,,1.0,Final,0.0,2085583_923338
1709,Live Heats,214686,2085583,400442,1203243,2.0,,,2.0,Final,0.0,2085583_1203243
1710,Live Heats,214686,2085583,400442,820127,3.0,,,3.0,Final,0.0,2085583_820127
1711,Live Heats,214686,2085583,400442,1205034,4.0,,,4.0,Final,0.0,2085583_1205034
1712,Live Heats,214686,2085583,400442,815441,5.0,,,5.0,Final,0.0,2085583_815441
1713,Live Heats,214686,2085583,400442,1210135,5.0,,,5.0,Final,0.0,2085583_1210135
1714,Live Heats,214686,2085583,400442,1198791,5.0,,,5.0,Final,0.0,2085583_1198791
1715,Live Heats,214686,2085583,400442,1202115,5.0,,,5.0,Final,0.0,2085583_1202115
1716,Live Heats,214686,2085583,400442,1051960,5.0,,,5.0,Final,0.0,2085583_1051960
1717,Live Heats,165509,2158214,316791,1324120,1.0,,,1.0,Final,0.0,2158214_1324120
1718,Live Heats,165509,2158214,316791,1165480,2.0,,,2.0,Final,0.0,2158214_1165480
1719,Live Heats,165509,2158214,316791,1180454,3.0,,,3.0,Final,0.0,2158214_1180454
1720,Live Heats,165509,2158214,316791,1165473,4.0,,,4.0,Final,0.0,2158214_1165473
1721,Live Heats,165509,2158214,316791,1165469,5.0,,,5.0,Final,0.0,2158214_1165469
1722,Live Heats,165509,2158214,316791,1165485,6.0,,,6.0,Final,0.0,2158214_1165485
1723,Live Heats,165509,2158214,316791,1165475,7.0,,,7.0,Final,0.0,2158214_1165475
1724,Live Heats,165509,2158214,316791,1180458,7.0,,,7.0,Final,0.0,2158214_1180458
1725,Live Heats,165509,2158214,316791,1180457,9.0,,,9.0,Final,0.0,2158214_1180457
1726,Live Heats,165509,2158214,316791,1180461,9.0,,,9.0,Final,0.0,2158214_1180461
1727,Live Heats,165509,2158214,316791,1180463,11.0,,,11.0,Final,0.0,2158214_1180463
1728,Live Heats,165509,2158214,316791,1168146,12.0,,,12.0,Final,0.0,2158214_1168146
1729,Live Heats,165509,2158214,316791,1165484,13.0,,,13.0,Final,0.0,2158214_1165484
1730,Live Heats,165509,2158214,316791,1165565,14.0,,,14.0,Final,0.0,2158214_1165565
1731,Live Heats,165509,2158214,316791,1180456,15.0,,,15.0,Final,0.0,2158214_1180456
1732,Live Heats,165509,2158214,316791,1218141,15.0,,,15.0,Final,0.0,2158214_1218141
1733,Live Heats,165509,2158214,316791,1180451,17.0,,,17.0,Final,0.0,2158214_1180451
1734,Live Heats,165509,2158214,316791,1180459,17.0,,,17.0,Final,0.0,2158214_1180459
1735,Live Heats,165509,2158214,316791,999815,19.0,,,19.0,Final,0.0,2158214_999815
1736,Live Heats,165509,2158214,316791,1180462,20.0,,,20.0,Final,0.0,2158214_1180462
1737,Live Heats,165509,2158214,316791,1165482,21.0,,,21.0,Final,0.0,2158214_1165482
1738,Live Heats,165509,2158214,316791,1180460,23.0,,,23.0,Final,0.0,2158214_1180460
1739,Live Heats,165509,2158214,316791,1172122,23.0,,,23.0,Final,0.0,2158214_1172122
1740,Live Heats,165509,2158214,316791,1180452,25.0,,,25.0,Final,0.0,2158214_1180452
1741,Live Heats,165509,2158214,316791,1180465,26.0,,,26.0,Final,0.0,2158214_1180465
1742,Live Heats,165509,2158214,316791,1218140,27.0,,,27.0,Final,0.0,2158214_1218140
1743,Live Heats,165509,2158214,316791,1202030,30.0,,,30.0,Final,0.0,2158214_1202030
1744,Live Heats,165509,2158214,316791,1169363,30.0,,,30.0,Final,0.0,2158214_1169363
1745,Live Heats,165509,2158214,316791,1168145,30.0,,,30.0,Final,0.0,2158214_1168145
1746,Live Heats,165509,2158214,316791,1166921,30.0,,,30.0,Final,0.0,2158214_1166921
1747,Live Heats,165509,2158214,316791,1166917,30.0,,,30.0,Final,0.0,2158214_1166917
1748,Live Heats,165509,2158214,316791,1397983,30.0,,,30.0,Final,0.0,2158214_1397983
1749,Live Heats,165509,2158214,316791,1166831,30.0,,,30.0,Final,0.0,2158214_1166831
1750,Live Heats,165509,2158214,316791,1166827,30.0,,,30.0,Final,0.0,2158214_1166827
1751,Live Heats,165509,2158214,316791,1165483,30.0,,,30.0,Final,0.0,2158214_1165483
1752,Live Heats,165509,2158214,316791,1165478,30.0,,,30.0,Final,0.0,2158214_1165478
1753,Live Heats,165509,2158214,316791,1165477,30.0,,,30.0,Final,0.0,2158214_1165477
1754,Live Heats,165509,2158214,316791,1165476,30.0,,,30.0,Final,0.0,2158214_1165476
1755,Live Heats,165509,2158208,316792,1180446,1.0,,,1.0,Final,0.0,2158208_1180446
1756,Live Heats,165509,2158208,316792,1184305,2.0,,,2.0,Final,0.0,2158208_1184305
1757,Live Heats,165509,2158208,316792,1214150,3.0,,,3.0,Final,0.0,2158208_1214150
1758,Live Heats,165509,2158212,390433,1180454,1.0,,,1.0,Final,0.0,2158212_1180454
1759,Live Heats,165509,2158212,390433,1180451,2.0,,,2.0,Final,0.0,2158212_1180451
1760,Live Heats,165509,2158212,390433,1180452,3.0,,,3.0,Final,0.0,2158212_1180452
1761,Live Heats,165509,2158212,390433,1218140,4.0,,,4.0,Final,0.0,2158212_1218140
1762,Live Heats,165509,2158212,390433,1180453,5.0,,,5.0,Final,0.0,2158212_1180453
1763,Live Heats,165509,2158212,390433,1165484,10.0,,,10.0,Final,0.0,2158212_1165484
1764,Live Heats,165509,2158213,316793,1180458,1.0,,,1.0,Final,0.0,2158213_1180458
1765,Live Heats,165509,2158213,316793,1180457,2.0,,,2.0,Final,0.0,2158213_1180457
1766,Live Heats,165509,2158213,316793,1180463,3.0,,,3.0,Final,0.0,2158213_1180463
1767,Live Heats,165509,2158213,316793,1180461,4.0,,,4.0,Final,0.0,2158213_1180461
1768,Live Heats,165509,2158213,316793,1165484,5.0,,,5.0,Final,0.0,2158213_1165484
1769,Live Heats,165509,2158213,316793,1218141,6.0,,,6.0,Final,0.0,2158213_1218141
1770,Live Heats,165509,2158213,316793,1180456,6.0,,,6.0,Final,0.0,2158213_1180456
1771,Live Heats,165509,2158213,316793,1180459,8.0,,,8.0,Final,0.0,2158213_1180459
1772,Live Heats,165509,2158213,316793,1180462,9.0,,,9.0,Final,0.0,2158213_1180462
1773,Live Heats,165509,2158213,316793,1180460,10.0,,,10.0,Final,0.0,2158213_1180460
1774,Live Heats,165509,2158213,316793,1180465,11.0,,,11.0,Final,0.0,2158213_1180465
1775,Live Heats,165509,2158213,316793,1165473,16.0,,,16.0,Final,0.0,2158213_1165473
1776,Live Heats,165509,2158213,316793,1180464,16.0,,,16.0,Final,0.0,2158213_1180464
1777,Live Heats,165509,2158213,316793,1165472,16.0,,,16.0,Final,0.0,2158213_1165472
1778,Live Heats,165509,2158213,316793,1180455,16.0,,,16.0,Final,0.0,2158213_1180455
1779,Live Heats,72454,1822184,168205,1578513,12.6,0.7,,1.0,Round 1,0.0,1822184_1578513
1780,Live Heats,72454,1822184,168205,847319,11.9,,6.21,2.0,Round 1,0.0,1822184_847319
1781,Live Heats,72454,1822184,168205,1334796,10.53,,6.08,3.0,Round 1,0.0,1822184_1334796
1782,Live Heats,72454,1822184,168205,1205557,8.74,,7.53,4.0,Round 1,0.0,1822184_1205557
1783,Live Heats,72454,1822185,168205,566295,13.43,0.2,,1.0,Round 1,0.0,1822185_566295
1784,Live Heats,72454,1822185,168205,1165941,13.23,,5.3,2.0,Round 1,0.0,1822185_1165941
1785,Live Heats,72454,1822185,168205,819666,12.44,,6.17,3.0,Round 1,0.0,1822185_819666
1786,Live Heats,72454,1822185,168205,1169471,8.13,,8.5,4.0,Round 1,0.0,1822185_1169471
1787,Live Heats,72454,1822186,168205,1200826,13.2,3.0,,1.0,Round 1,0.0,1822186_1200826
1788,Live Heats,72454,1822186,168205,817916,10.2,,7.63,2.0,Round 1,0.0,1822186_817916
1789,Live Heats,72454,1822186,168205,1166233,9.84,,5.14,3.0,Round 1,0.0,1822186_1166233
1790,Live Heats,72454,1822186,168205,1206490,8.17,,5.93,4.0,Round 1,0.0,1822186_1206490
1791,Live Heats,72454,1822187,168205,817949,15.0,1.4,,1.0,Round 1,0.0,1822187_817949
1792,Live Heats,72454,1822187,168205,844750,13.6,,7.97,2.0,Round 1,0.0,1822187_844750
1793,Live Heats,72454,1822187,168205,1437356,10.73,,7.97,3.0,Round 1,0.0,1822187_1437356
1794,Live Heats,72454,1822187,168205,1199256,7.8,,9.5,4.0,Round 1,0.0,1822187_1199256
1795,Live Heats,72454,1822188,168205,843691,14.63,0.86,,1.0,Round 1,0.0,1822188_843691
1796,Live Heats,72454,1822188,168205,835109,13.77,,7.27,2.0,Round 1,0.0,1822188_835109
1797,Live Heats,72454,1822188,168205,1408086,12.93,,6.85,3.0,Round 1,0.0,1822188_1408086
1798,Live Heats,72454,1822188,168205,830095,8.47,,8.8,4.0,Round 1,0.0,1822188_830095
1799,Live Heats,72454,1822189,168205,527155,14.64,2.14,,1.0,Round 1,0.0,1822189_527155
1800,Live Heats,72454,1822189,168205,527167,12.5,,8.35,2.0,Round 1,0.0,1822189_527167
1801,Live Heats,72454,1822189,168205,530552,12.03,,6.4,3.0,Round 1,0.0,1822189_530552
1802,Live Heats,72454,1822189,168205,769117,10.23,,7.37,4.0,Round 1,0.0,1822189_769117
1803,Live Heats,72454,1822190,168205,1334796,12.6,3.77,,1.0,Round 2,1.0,1822190_1334796
1804,Live Heats,72454,1822190,168205,1169471,8.83,,7.67,2.0,Round 2,1.0,1822190_1169471
1805,Live Heats,72454,1822190,168205,1206490,2.63,,12.61,3.0,Round 2,1.0,1822190_1206490
1806,Live Heats,72454,1822191,168205,819666,12.2,0.17,,1.0,Round 2,1.0,1822191_819666
1807,Live Heats,72454,1822191,168205,1166233,12.03,,5.57,2.0,Round 2,1.0,1822191_1166233
1808,Live Heats,72454,1822191,168205,1199256,7.7,,7.87,3.0,Round 2,1.0,1822191_1199256
1809,Live Heats,72454,1822192,168205,1408086,17.43,4.2,,1.0,Round 2,1.0,1822192_1408086
1810,Live Heats,72454,1822192,168205,1437356,13.23,,9.3,2.0,Round 2,1.0,1822192_1437356
1811,Live Heats,72454,1822192,168205,769117,5.93,,17.44,3.0,Round 2,1.0,1822192_769117
1812,Live Heats,72454,1822193,168205,1205557,13.17,2.34,,1.0,Round 2,1.0,1822193_1205557
1813,Live Heats,72454,1822193,168205,530552,10.83,,7.27,2.0,Round 2,1.0,1822193_530552
1814,Live Heats,72454,1822193,168205,830095,8.47,,8.7,3.0,Round 2,1.0,1822193_830095
1815,Live Heats,72454,1822194,168205,844750,13.67,1.03,,1.0,Quarterfinal,2.0,1822194_844750
1816,Live Heats,72454,1822194,168205,527155,12.64,,7.21,2.0,Quarterfinal,2.0,1822194_527155
1817,Live Heats,72454,1822194,168205,847319,10.6,,6.35,3.0,Quarterfinal,2.0,1822194_847319
1818,Live Heats,72454,1822194,168205,1408086,6.67,,8.64,4.0,Quarterfinal,2.0,1822194_1408086
1819,Live Heats,72454,1822195,168205,835109,11.8,2.7,,1.0,Quarterfinal,2.0,1822195_835109
1820,Live Heats,72454,1822195,168205,1200826,9.1,,6.51,2.0,Quarterfinal,2.0,1822195_1200826
1821,Live Heats,72454,1822195,168205,566295,8.43,,2.4,3.0,Quarterfinal,2.0,1822195_566295
1822,Live Heats,72454,1822195,168205,1205557,6.96,,3.67,4.0,Quarterfinal,2.0,1822195_1205557
1823,Live Heats,72454,1822196,168205,1334796,15.47,0.57,,1.0,Quarterfinal,2.0,1822196_1334796
1824,Live Heats,72454,1822196,168205,817949,14.9,,7.61,2.0,Quarterfinal,2.0,1822196_817949
1825,Live Heats,72454,1822196,168205,1165941,14.9,,7.34,3.0,Quarterfinal,2.0,1822196_1165941
1826,Live Heats,72454,1822196,168205,843691,12.9,,7.04,4.0,Quarterfinal,2.0,1822196_843691
1827,Live Heats,72454,1822197,168205,817916,14.83,0.83,,1.0,Quarterfinal,2.0,1822197_817916
1828,Live Heats,72454,1822197,168205,819666,14.0,,7.74,2.0,Quarterfinal,2.0,1822197_819666
1829,Live Heats,72454,1822197,168205,1578513,12.03,,7.08,3.0,Quarterfinal,2.0,1822197_1578513
1830,Live Heats,72454,1822197,168205,527167,10.53,,8.57,4.0,Quarterfinal,2.0,1822197_527167
1831,Live Heats,72454,1822198,168205,1334796,15.27,0.13,,1.0,Semifinal,3.0,1822198_1334796
1832,Live Heats,72454,1822198,168205,527155,15.14,,7.71,2.0,Semifinal,3.0,1822198_527155
1833,Live Heats,72454,1822198,168205,1200826,14.57,,7.84,3.0,Semifinal,3.0,1822198_1200826
1834,Live Heats,72454,1822198,168205,817916,13.2,,8.11,4.0,Semifinal,3.0,1822198_817916
1835,Live Heats,72454,1822199,168205,819666,15.13,0.06,,1.0,Semifinal,3.0,1822199_819666
1836,Live Heats,72454,1822199,168205,844750,15.07,,7.34,2.0,Semifinal,3.0,1822199_844750
1837,Live Heats,72454,1822199,168205,817949,14.6,,7.75,3.0,Semifinal,3.0,1822199_817949
1838,Live Heats,72454,1822199,168205,835109,12.32,,16.96,4.0,Semifinal,3.0,1822199_835109
1839,Live Heats,72454,1822200,168205,1334796,15.47,0.03,,1.0,Final,4.0,1822200_1334796
1840,Live Heats,72454,1822200,168205,527155,15.44,,6.81,2.0,Final,4.0,1822200_527155
1841,Live Heats,72454,1822200,168205,819666,15.23,,7.25,3.0,Final,4.0,1822200_819666
1842,Live Heats,72454,1822200,168205,844750,12.67,,8.97,4.0,Final,4.0,1822200_844750
1843,Live Heats,72454,1820864,168206,529331,12.53,1.1,,1.0,Round 1,0.0,1820864_529331
1844,Live Heats,72454,1820864,168206,1589294,11.43,,5.94,2.0,Round 1,0.0,1820864_1589294
1845,Live Heats,72454,1820864,168206,999807,7.3,,7.6,3.0,Round 1,0.0,1820864_999807
1846,Live Heats,72454,1820864,168206,1437408,7.07,,7.63,4.0,Round 1,0.0,1820864_1437408
1847,Live Heats,72454,1820865,168206,1207521,15.04,6.04,,1.0,Round 1,0.0,1820865_1207521
1848,Live Heats,72454,1820865,168206,1205855,9.0,,15.05,2.0,Round 1,0.0,1820865_1205855
1849,Live Heats,72454,1820865,168206,1542069,6.97,,4.71,3.0,Round 1,0.0,1820865_1542069
1850,Live Heats,72454,1820865,168206,815441,6.93,,5.5,4.0,Round 1,0.0,1820865_815441
1851,Live Heats,72454,1820866,168206,820028,8.94,1.84,,1.0,Round 1,0.0,1820866_820028
1852,Live Heats,72454,1820866,168206,1198791,7.1,,5.37,2.0,Round 1,0.0,1820866_1198791
1853,Live Heats,72454,1820866,168206,815310,0.83,,6.27,3.0,Round 1,0.0,1820866_815310
1854,Live Heats,72454,1820867,168206,815310,16.27,0.31,,1.0,Quarterfinal,1.0,1820867_815310
1855,Live Heats,72454,1820867,168206,815441,15.96,,8.05,2.0,Quarterfinal,1.0,1820867_815441
1856,Live Heats,72454,1820867,168206,1542069,10.43,,15.97,3.0,Quarterfinal,1.0,1820867_1542069
1857,Live Heats,72454,1820867,168206,1437408,7.77,,15.97,4.0,Quarterfinal,1.0,1820867_1437408
1858,Live Heats,72454,1820867,168206,999807,4.93,,15.97,5.0,Quarterfinal,1.0,1820867_999807
1859,Live Heats,72454,1820869,168206,529331,14.9,1.13,,1.0,Semifinal,2.0,1820869_529331
1860,Live Heats,72454,1820869,168206,1205855,13.77,,7.41,2.0,Semifinal,2.0,1820869_1205855
1861,Live Heats,72454,1820869,168206,815310,13.7,,6.2,3.0,Semifinal,2.0,1820869_815310
1862,Live Heats,72454,1820869,168206,1198791,10.17,,8.27,4.0,Semifinal,2.0,1820869_1198791
1863,Live Heats,72454,1820871,168206,815441,12.04,0.71,,1.0,Semifinal,2.0,1820871_815441
1864,Live Heats,72454,1820871,168206,1589294,11.33,,6.05,2.0,Semifinal,2.0,1820871_1589294
1865,Live Heats,72454,1820871,168206,820028,9.77,,5.64,3.0,Semifinal,2.0,1820871_820028
1866,Live Heats,72454,1820871,168206,1207521,4.66,,7.5,4.0,Semifinal,2.0,1820871_1207521
1867,Live Heats,72454,1820870,168206,529331,10.97,0.37,,1.0,Final,3.0,1820870_529331
1868,Live Heats,72454,1820870,168206,1205855,10.6,,5.15,2.0,Final,3.0,1820870_1205855
1869,Live Heats,72454,1820870,168206,815441,7.37,,7.01,3.0,Final,3.0,1820870_815441
1870,Live Heats,72454,1820870,168206,1589294,4.67,,7.47,4.0,Final,3.0,1820870_1589294
1871,Live Heats,72454,1820872,168208,813428,9.6,2.43,,1.0,Round 1,0.0,1820872_813428
1872,Live Heats,72454,1820872,168208,791455,7.17,,5.63,2.0,Round 1,0.0,1820872_791455
1873,Live Heats,72454,1820872,168208,1199509,6.94,,3.41,3.0,Round 1,0.0,1820872_1199509
1874,Live Heats,72454,1820872,168208,566400,6.7,,3.41,4.0,Round 1,0.0,1820872_566400
1875,Live Heats,72454,1820873,168208,1205557,16.26,4.96,,1.0,Round 1,0.0,1820873_1205557
1876,Live Heats,72454,1820873,168208,1337275,11.3,,9.33,2.0,Round 1,0.0,1820873_1337275
1877,Live Heats,72454,1820873,168208,1206477,10.07,,5.64,3.0,Round 1,0.0,1820873_1206477
1878,Live Heats,72454,1820873,168208,1557058,0.0,,11.31,4.0,Round 1,0.0,1820873_1557058
1879,Live Heats,72454,1820875,168208,1199509,12.33,1.99,,1.0,Quarterfinal,1.0,1820875_1199509
1880,Live Heats,72454,1820875,168208,1206477,10.34,,7.16,2.0,Quarterfinal,1.0,1820875_1206477
1881,Live Heats,72454,1820875,168208,566400,1.67,,8.67,3.0,Quarterfinal,1.0,1820875_566400
1882,Live Heats,72454,1820875,168208,1557058,0.0,,10.35,4.0,Quarterfinal,1.0,1820875_1557058
1883,Live Heats,72454,1820877,168208,1337275,10.14,3.77,,1.0,Semifinal,2.0,1820877_1337275
1884,Live Heats,72454,1820877,168208,1199509,6.37,,6.14,2.0,Semifinal,2.0,1820877_1199509
1885,Live Heats,72454,1820877,168208,813428,5.1,,1.27,3.0,Semifinal,2.0,1820877_813428
1886,Live Heats,72454,1820879,168208,1206477,13.44,0.27,,1.0,Semifinal,2.0,1820879_1206477
1887,Live Heats,72454,1820879,168208,1205557,13.17,,5.77,2.0,Semifinal,2.0,1820879_1205557
1888,Live Heats,72454,1820879,168208,791455,7.97,,8.97,3.0,Semifinal,2.0,1820879_791455
1889,Live Heats,72454,1820878,168208,1205557,14.43,2.43,,1.0,Final,3.0,1820878_1205557
1890,Live Heats,72454,1820878,168208,1337275,12.0,,6.84,2.0,Final,3.0,1820878_1337275
1891,Live Heats,72454,1820878,168208,1206477,11.14,,8.26,3.0,Final,3.0,1820878_1206477
1892,Live Heats,72454,1820878,168208,1199509,9.4,,9.03,4.0,Final,3.0,1820878_1199509
1893,Live Heats,72454,1822623,168210,1199509,9.6,1.8,,1.0,Round 1,0.0,1822623_1199509
1894,Live Heats,72454,1822623,168210,999813,7.8,,4.61,2.0,Round 1,0.0,1822623_999813
1895,Live Heats,72454,1822623,168210,791455,5.33,,5.07,3.0,Round 1,0.0,1822623_791455
1896,Live Heats,72454,1822623,168210,566400,4.44,,5.43,4.0,Round 1,0.0,1822623_566400
1897,Live Heats,72454,1822624,168210,791485,8.74,0.41,,1.0,Round 1,0.0,1822624_791485
1898,Live Heats,72454,1822624,168210,1206477,8.33,,4.42,2.0,Round 1,0.0,1822624_1206477
1899,Live Heats,72454,1822624,168210,999817,5.5,,5.5,3.0,Round 1,0.0,1822624_999817
1900,Live Heats,72454,1822624,168210,1557058,2.43,,6.73,4.0,Round 1,0.0,1822624_1557058
1901,Live Heats,72454,1822625,168210,1202340,8.43,0.93,,1.0,Round 1,0.0,1822625_1202340
1902,Live Heats,72454,1822625,168210,999815,7.5,,3.94,2.0,Round 1,0.0,1822625_999815
1903,Live Heats,72454,1822625,168210,1197966,5.44,,4.73,3.0,Round 1,0.0,1822625_1197966
1904,Live Heats,72454,1822625,168210,1205619,5.1,,4.9,4.0,Round 1,0.0,1822625_1205619
1905,Live Heats,72454,1822625,168210,1000711,4.4,,5.1,5.0,Round 1,0.0,1822625_1000711
1906,Live Heats,72454,1822626,168210,1205619,9.87,3.47,,1.0,Quarterfinal,1.0,1822626_1205619
1907,Live Heats,72454,1822626,168210,791455,6.4,,6.14,2.0,Quarterfinal,1.0,1822626_791455
1908,Live Heats,72454,1822626,168210,1000711,4.0,,7.57,3.0,Quarterfinal,1.0,1822626_1000711
1909,Live Heats,72454,1822626,168210,566400,3.24,,8.1,4.0,Quarterfinal,1.0,1822626_566400
1910,Live Heats,72454,1822627,168210,999817,12.07,6.11,,1.0,Quarterfinal,1.0,1822627_999817
1911,Live Heats,72454,1822627,168210,1197966,5.96,,8.24,2.0,Quarterfinal,1.0,1822627_1197966
1912,Live Heats,72454,1822627,168210,1557058,3.77,,12.08,3.0,Quarterfinal,1.0,1822627_1557058
1913,Live Heats,72454,1822628,168210,1199509,10.57,0.17,,1.0,Semifinal,2.0,1822628_1199509
1914,Live Heats,72454,1822628,168210,1205619,10.4,,5.08,2.0,Semifinal,2.0,1822628_1205619
1915,Live Heats,72454,1822628,168210,999815,8.7,,5.08,3.0,Semifinal,2.0,1822628_999815
1916,Live Heats,72454,1822628,168210,999813,7.97,,5.7,4.0,Semifinal,2.0,1822628_999813
1917,Live Heats,72454,1822629,168210,791485,10.37,1.47,,1.0,Semifinal,2.0,1822629_791485
1918,Live Heats,72454,1822629,168210,1202340,8.9,,5.9,2.0,Semifinal,2.0,1822629_1202340
1919,Live Heats,72454,1822629,168210,1206477,7.47,,5.13,3.0,Semifinal,2.0,1822629_1206477
1920,Live Heats,72454,1822629,168210,999817,7.3,,4.73,4.0,Semifinal,2.0,1822629_999817
1921,Live Heats,72454,1822630,168210,1202340,12.0,1.33,,1.0,Final,3.0,1822630_1202340
1922,Live Heats,72454,1822630,168210,1205619,10.67,,6.43,2.0,Final,3.0,1822630_1205619
1923,Live Heats,72454,1822630,168210,1199509,8.53,,7.57,3.0,Final,3.0,1822630_1199509
1924,Live Heats,72454,1822630,168210,791485,8.34,,7.23,4.0,Final,3.0,1822630_791485
1925,Live Heats,72454,1822128,310717,1199256,13.27,1.9,,1.0,Semifinal,0.0,1822128_1199256
1926,Live Heats,72454,1822128,310717,1205557,11.37,,7.57,2.0,Semifinal,0.0,1822128_1205557
1927,Live Heats,72454,1822128,310717,791485,7.14,,7.7,3.0,Semifinal,0.0,1822128_791485
1928,Live Heats,72454,1822128,310717,999817,6.26,,7.94,4.0,Semifinal,0.0,1822128_999817
1929,Live Heats,72454,1822129,310717,1206490,9.3,1.2,,1.0,Semifinal,0.0,1822129_1206490
1930,Live Heats,72454,1822129,310717,769117,8.1,,4.94,2.0,Semifinal,0.0,1822129_769117
1931,Live Heats,72454,1822129,310717,999815,7.2,,3.94,3.0,Semifinal,0.0,1822129_999815
1932,Live Heats,72454,1822129,310717,1197966,6.43,,4.11,4.0,Semifinal,0.0,1822129_1197966
1933,Live Heats,187562,2078512,353289,1177773,2.43,0.03,,1.0,Round 1 Seeding,0.0,2078512_1177773
1934,Live Heats,187562,2078512,353289,815310,2.4,,0.03,2.0,Round 1 Seeding,0.0,2078512_815310
1935,Live Heats,187562,2078512,353289,1170331,1.07,,1.37,3.0,Round 1 Seeding,0.0,2078512_1170331
1936,Live Heats,187562,2078512,353289,1189668,0.0,,1.08,4.0,Round 1 Seeding,0.0,2078512_1189668
1937,Live Heats,187562,2078513,353289,1166942,5.73,0.73,,1.0,Round 1 Seeding,0.0,2078513_1166942
1938,Live Heats,187562,2078513,353289,1167179,5.0,,2.74,2.0,Round 1 Seeding,0.0,2078513_1167179
1939,Live Heats,187562,2078513,353289,1165931,4.77,,2.67,3.0,Round 1 Seeding,0.0,2078513_1165931
1940,Live Heats,187562,2078513,353289,1169644,0.0,,4.77,4.0,Round 1 Seeding,0.0,2078513_1169644
1941,Live Heats,187562,2078514,353289,820787,9.6,8.6,,1.0,Round 1 Seeding,0.0,2078514_820787
1942,Live Heats,187562,2078514,353289,1166237,1.0,,8.6,2.0,Round 1 Seeding,0.0,2078514_1166237
1943,Live Heats,187562,2078514,353289,1171423,0.0,,9.6,3.0,Round 1 Seeding,0.0,2078514_1171423
1944,Live Heats,187562,2078514,353289,1166832,0.0,,0.01,3.0,Round 1 Seeding,0.0,2078514_1166832
1945,Live Heats,187562,2079105,353289,815310,8.17,3.97,,1.0,Semi Final,1.0,2079105_815310
1946,Live Heats,187562,2079105,353289,1177773,4.2,,5.47,2.0,Semi Final,1.0,2079105_1177773
1947,Live Heats,187562,2079105,353289,1165931,2.7,,2.44,3.0,Semi Final,1.0,2079105_1165931
1948,Live Heats,187562,2079105,353289,1166237,2.0,,2.71,4.0,Semi Final,1.0,2079105_1166237
1949,Live Heats,187562,2079105,353289,1171423,0.0,,4.2,5.0,Semi Final,1.0,2079105_1171423
1950,Live Heats,187562,2079106,353289,820787,7.66,1.56,,1.0,Semi Final,1.0,2079106_820787
1951,Live Heats,187562,2079106,353289,1166942,6.1,,4.4,2.0,Semi Final,1.0,2079106_1166942
1952,Live Heats,187562,2079106,353289,1170331,3.67,,2.94,3.0,Semi Final,1.0,2079106_1170331
1953,Live Heats,187562,2079106,353289,1167179,3.34,,3.93,4.0,Semi Final,1.0,2079106_1167179
1954,Live Heats,187562,2079107,353289,1166942,8.9,0.47,,1.0,Final,2.0,2079107_1166942
1955,Live Heats,187562,2079107,353289,815310,8.43,,4.01,2.0,Final,2.0,2079107_815310
1956,Live Heats,187562,2079107,353289,820787,7.03,,5.11,3.0,Final,2.0,2079107_820787
1957,Live Heats,187562,2079107,353289,1177773,4.84,,5.23,4.0,Final,2.0,2079107_1177773
1958,Live Heats,187562,2078635,353290,1171678,7.16,0.16,,1.0,Round 1 Challengers,0.0,2078635_1171678
1959,Live Heats,187562,2078635,353290,1181562,7.0,,2.83,2.0,Round 1 Challengers,0.0,2078635_1181562
1960,Live Heats,187562,2078635,353290,1183815,0.57,,6.43,3.0,Round 1 Challengers,0.0,2078635_1183815
1961,Live Heats,187562,2078635,353290,1182249,0.0,,7.0,4.0,Round 1 Challengers,0.0,2078635_1182249
1962,Live Heats,187562,2078636,353290,1176483,9.5,2.57,,1.0,Round 1 Challengers,0.0,2078636_1176483
1963,Live Heats,187562,2078636,353290,1166133,6.93,,5.51,2.0,Round 1 Challengers,0.0,2078636_1166133
1964,Live Heats,187562,2078636,353290,1167311,4.34,,4.26,3.0,Round 1 Challengers,0.0,2078636_1167311
1965,Live Heats,187562,2078636,353290,1170707,0.0,,6.93,4.0,Round 1 Challengers,0.0,2078636_1170707
1966,Live Heats,187562,2078637,353290,1166133,11.34,7.51,,1.0,Round 2 Challenger Final,1.0,2078637_1166133
1967,Live Heats,187562,2078637,353290,1176483,3.83,,7.51,2.0,Round 2 Challenger Final,1.0,2078637_1176483
1968,Live Heats,187562,2078637,353290,1171678,2.83,,1.01,3.0,Round 2 Challenger Final,1.0,2078637_1171678
1969,Live Heats,187562,2078637,353290,1181562,0.0,,3.84,4.0,Round 2 Challenger Final,1.0,2078637_1181562
1970,Live Heats,187562,2078638,353290,527155,15.67,1.51,,1.0,Round 3 Seeding,2.0,2078638_527155
1971,Live Heats,187562,2078638,353290,820094,14.16,,8.35,2.0,Round 3 Seeding,2.0,2078638_820094
1972,Live Heats,187562,2078638,353290,843557,10.07,,8.09,3.0,Round 3 Seeding,2.0,2078638_843557
1973,Live Heats,187562,2078638,353290,1176483,6.4,,10.76,4.0,Round 3 Seeding,2.0,2078638_1176483
1974,Live Heats,187562,2078639,353290,818279,9.43,3.13,,1.0,Round 3 Seeding,2.0,2078639_818279
