,source,event_id,eventDivisionId,sex,round_name,round_order,heat_id,heat_order,total_winners_progressing,winners_progressing_to_round_order,total_losers_progressing,losers_progressing_to_round_order,Total_Round_Heats,Max_Heats,actual_heat_order,y_pos
1523,PWA,268,385,Men,Round 1,0,992_20a,20 a,1.0,,,,8,8,5,5.0
1524,PWA,268,385,Men,Round 1,0,992_20b,20 b,1.0,,,,8,8,6,6.0
1525,PWA,268,385,Men,Round 1,0,992_21a,21 a,1.0,,,,8,8,7,7.0
1526,PWA,268,385,Men,Round 1,0,992_21b,21 b,1.0,,,,8,8,8,8.0
1527,PWA,268,385,Men,Round 2,1,992_22a,22 a,1.0,,,,8,8,1,1.0
1528,PWA,268,385,Men,Round 2,1,992_22b,22 b,1.0,,,,8,8,2,2.0
1529,PWA,268,385,Men,Round 2,1,992_23a,23 a,1.0,,,,8,8,3,3.0
1530,PWA,268,385,Men,Round 2,1,992_23b,23 b,1.0,,,,8,8,4,4.0
1531,PWA,268,385,Men,Round 2,1,992_24a,24 a,1.0,,,,8,8,5,5.0
1532,PWA,268,385,Men,Round 2,1,992_24b,24 b,1.0,,,,8,8,6,6.0
1533,PWA,268,385,Men,Round 2,1,992_25a,25 a,1.0,,,,8,8,7,7.0
1534,PWA,268,385,Men,Round 2,1,992_25b,25 b,1.0,,,,8,8,8,8.0
1535,PWA,268,385,Men,Round 3,2,992_26a,26 a,1.0,,,,4,8,1,3.0
1536,PWA,268,385,Men,Round 3,2,992_26b,26 b,1.0,,,,4,8,2,4.0
1537,PWA,268,385,Men,Round 3,2,992_27a,27 a,1.0,,,,4,8,3,5.0
1538,PWA,268,385,Men,Round 3,2,992_27b,27 b,1.0,,,,4,8,4,6.0
1539,PWA,268,385,Men,Round 4,3,992_28a,28 a,1.0,,,,4,8,1,3.0
1540,PWA,268,385,Men,Round 4,3,992_28b,28 b,1.0,,,,4,8,2,4.0
1541,PWA,268,385,Men,Round 4,3,992_29a,29 a,1.0,,,,4,8,3,5.0
1542,PWA,268,385,Men,Round 4,3,992_29b,29 b,1.0,,,,4,8,4,6.0
1543,PWA,268,385,Men,Round 5,4,992_30a,30 a,1.0,,,,2,8,1,4.0
1544,PWA,268,385,Men,Round 5,4,992_30b,30 b,1.0,,,,2,8,2,5.0
1545,PWA,268,385,Men,Round 6,5,992_31a,31,1.0,,,,6,8,1,2.0
1546,PWA,268,385,Men,Round 6,5,992_32a,32,1.0,,,,6,8,2,3.0
1547,PWA,268,385,Men,Round 6,5,992_33a,33,1.0,,,,6,8,3,4.0
1548,PWA,268,385,Men,Round 6,5,992_34a,34,1.0,,,,6,8,4,5.0
1549,PWA,268,385,Men,Round 6,5,992_35a,35,1.0,,,,6,8,5,6.0
1550,PWA,268,385,Men,Round 6,5,992_36a,36,1.0,,,,6,8,6,7.0
1551,PWA,268,386,Women,Round 1,0,993_18a,18 a,1.0,,,,8,8,1,1.0
1552,PWA,268,386,Women,Round 1,0,993_18b,18 b,1.0,,,,8,8,2,2.0
1553,PWA,268,386,Women,Round 1,0,993_19a,19 a,1.0,,,,8,8,3,3.0
1554,PWA,268,386,Women,Round 1,0,993_19b,19 b,1.0,,,,8,8,4,4.0
1555,PWA,268,386,Women,Round 1,0,993_20a,20 a,1.0,,,,8,8,5,5.0
1556,PWA,268,386,Women,Round 1,0,993_20b,20 b,1.0,,,,8,8,6,6.0
1557,PWA,268,386,Women,Round 1,0,993_21a,21 a,1.0,,,,8,8,7,7.0
1558,PWA,268,386,Women,Round 1,0,993_21b,21 b,1.0,,,,8,8,8,8.0
1559,PWA,268,386,Women,Round 2,1,993_22a,22 a,1.0,,,,8,8,1,1.0
1560,PWA,268,386,Women,Round 2,1,993_22b,22 b,1.0,,,,8,8,2,2.0
1561,PWA,268,386,Women,Round 2,1,993_23a,23 a,1.0,,,,8,8,3,3.0
1562,PWA,268,386,Women,Round 2,1,993_23b,23 b,1.0,,,,8,8,4,4.0
1563,PWA,268,386,Women,Round 2,1,993_24a,24 a,1.0,,,,8,8,5,5.0
1564,PWA,268,386,Women,Round 2,1,993_24b,24 b,1.0,,,,8,8,6,6.0
1565,PWA,268,386,Women,Round 2,1,993_25a,25 a,1.0,,,,8,8,7,7.0
1566,PWA,268,386,Women,Round 2,1,993_25b,25 b,1.0,,,,8,8,8,8.0
1567,PWA,268,386,Women,Round 3,2,993_26a,26 a,1.0,,,,4,8,1,3.0
1568,PWA,268,386,Women,Round 3,2,993_26b,26 b,1.0,,,,4,8,2,4.0
1569,PWA,268,386,Women,Round 3,2,993_27a,27 a,1.0,,,,4,8,3,5.0
1570,PWA,268,386,Women,Round 3,2,993_27b,27 b,1.0,,,,4,8,4,6.0
1571,PWA,268,386,Women,Round 4,3,993_28a,28 a,1.0,,,,4,8,1,3.0
1572,PWA,268,386,Women,Round 4,3,993_28b,28 b,1.0,,,,4,8,2,4.0
1573,PWA,268,386,Women,Round 4,3,993_29a,29 a,1.0,,,,4,8,3,5.0
1574,PWA,268,386,Women,Round 4,3,993_29b,29 b,1.0,,,,4,8,4,6.0
1575,PWA,268,386,Women,Round 5,4,993_30a,30 a,1.0,,,,2,8,1,4.0
1576,PWA,268,386,Women,Round 5,4,993_30b,30 b,1.0,,,,2,8,2,5.0
1577,PWA,268,386,Women,Round 6,5,993_31a,31,1.0,,,,6,8,1,2.0
1578,PWA,268,386,Women,Round 6,5,993_32a,32,1.0,,,,6,8,2,3.0
1579,PWA,268,386,Women,Round 6,5,993_33a,33,1.0,,,,6,8,3,4.0
1580,PWA,268,386,Women,Round 6,5,993_34a,34,1.0,,,,6,8,4,5.0
1581,PWA,268,386,Women,Round 6,5,993_35a,35,1.0,,,,6,8,5,6.0
1582,PWA,268,386,Women,Round 6,5,993_36a,36,1.0,,,,6,8,6,7.0
1583,PWA,279,423,Women,Round 1,0,1069_1a,1,2.0,,,,8,8,1,1.0
1584,PWA,279,423,Women,Round 2,1,1069_10a,10,2.0,,,,4,8,1,3.0
1585,PWA,279,423,Women,Round 2,1,1069_11a,11,2.0,,,,4,8,2,4.0
1586,PWA,279,423,Women,Round 2,1,1069_12a,12,2.0,,,,4,8,3,5.0
1587,PWA,279,423,Women,Round 3,2,1069_13a,13,2.0,,,,2,8,1,4.0
1588,PWA,279,423,Women,Round 3,2,1069_14a,14,2.0,,,,2,8,2,5.0
1589,PWA,279,423,Women,Round 4,3,1069_15a,15,2.0,,,,1,8,1,4.5
1590,PWA,279,423,Women,Round 1,0,1069_2a,2,2.0,,,,8,8,2,2.0
1591,PWA,279,423,Women,Round 1,0,1069_3a,3,2.0,,,,8,8,3,3.0
1592,PWA,279,423,Women,Round 1,0,1069_4a,4,2.0,,,,8,8,4,4.0
1593,PWA,279,423,Women,Round 1,0,1069_5a,5,2.0,,,,8,8,5,5.0
1594,PWA,279,423,Women,Round 1,0,1069_6a,6,2.0,,,,8,8,6,6.0
1595,PWA,279,423,Women,Round 1,0,1069_7a,7,2.0,,,,8,8,7,7.0
1596,PWA,279,423,Women,Round 1,0,1069_8a,8,2.0,,,,8,8,8,8.0
1597,PWA,279,423,Women,Round 2,1,1069_9a,9,2.0,,,,4,8,4,6.0
1598,PWA,279,425,Women,Round 1,0,1069_16a,16,2.0,,,,4,6,1,2.0
1599,PWA,279,425,Women,Round 1,0,1069_17a,17,2.0,,,,4,6,2,3.0
1600,PWA,279,425,Women,Round 1,0,1069_18a,18,2.0,,,,4,6,3,4.0
1601,PWA,279,425,Women,Round 1,0,1069_19a,19,2.0,,,,4,6,4,5.0
1602,PWA,279,425,Women,Round 2,1,1069_20a,20,2.0,,,,4,6,1,2.0
1603,PWA,279,425,Women,Round 2,1,1069_21a,21,2.0,,,,4,6,2,3.0
1604,PWA,279,425,Women,Round 2,1,1069_22a,22,2.0,,,,4,6,3,4.0
1605,PWA,279,425,Women,Round 2,1,1069_23a,23,2.0,,,,4,6,4,5.0
1606,PWA,279,425,Women,Round 3,2,1069_24a,24,2.0,,,,2,6,1,3.0
1607,PWA,279,425,Women,Round 3,2,1069_25a,25,2.0,,,,2,6,2,4.0
1608,PWA,279,425,Women,Round 4,3,1069_26a,26,2.0,,,,2,6,1,3.0
1609,PWA,279,425,Women,Round 4,3,1069_27a,27,2.0,,,,2,6,2,4.0
1610,PWA,279,425,Women,Round 5,4,1069_28a,28,2.0,,,,1,6,1,3.5
1611,PWA,279,425,Women,Round 6,5,1069_29a,29,2.0,,,,6,6,1,1.0
1612,PWA,279,425,Women,Round 6,5,1069_30a,30,2.0,,,,6,6,2,2.0
1613,PWA,279,425,Women,Round 6,5,1069_31a,31,2.0,,,,6,6,3,3.0
1614,PWA,279,425,Women,Round 6,5,1069_32a,32,2.0,,,,6,6,4,4.0
1615,PWA,279,425,Women,Round 6,5,1069_33a,33,2.0,,,,6,6,5,5.0
1616,PWA,279,425,Women,Round 6,5,1069_34a,34,2.0,,,,6,6,6,6.0
1617,PWA,275,498,Women,Round 1,0,1186_1a,1 a,1.0,,,,16,16,1,1.0
1618,PWA,275,498,Women,Round 1,0,1186_1b,1 b,1.0,,,,16,16,2,2.0
1619,PWA,275,498,Women,Round 2,1,1186_10a,10 a,1.0,,,,8,16,1,5.0
1620,PWA,275,498,Women,Round 2,1,1186_10b,10 b,1.0,,,,8,16,2,6.0
1621,PWA,275,498,Women,Round 2,1,1186_11a,11 a,1.0,,,,8,16,3,7.0
1622,PWA,275,498,Women,Round 2,1,1186_11b,11 b,1.0,,,,8,16,4,8.0
1623,PWA,275,498,Women,Round 2,1,1186_12a,12 a,1.0,,,,8,16,5,9.0
1624,PWA,275,498,Women,Round 2,1,1186_12b,12 b,1.0,,,,8,16,6,10.0
1625,PWA,275,498,Women,Round 3,2,1186_13a,13 a,1.0,,,,4,16,1,7.0
1626,PWA,275,498,Women,Round 3,2,1186_13b,13 b,1.0,,,,4,16,2,8.0
1627,PWA,275,498,Women,Round 3,2,1186_14a,14 a,1.0,,,,4,16,3,9.0
1628,PWA,275,498,Women,Round 3,2,1186_14b,14 b,1.0,,,,4,16,4,10.0
1629,PWA,275,498,Women,Round 4,3,1186_15a,15 a,1.0,,,,2,16,1,8.0
1630,PWA,275,498,Women,Round 4,3,1186_15b,15 b,1.0,,,,2,16,2,9.0
1631,PWA,275,498,Women,Round 5,4,1186_16a,16,1.0,,,,2,16,1,8.0
1632,PWA,275,498,Women,Round 5,4,1186_17a,17,1.0,,,,2,16,2,9.0
1633,PWA,275,498,Women,Round 1,0,1186_2a,2 a,1.0,,,,16,16,3,3.0
1634,PWA,275,498,Women,Round 1,0,1186_2b,2 b,1.0,,,,16,16,4,4.0
1635,PWA,275,498,Women,Round 1,0,1186_3a,3 a,1.0,,,,16,16,5,5.0
1636,PWA,275,498,Women,Round 1,0,1186_3b,3 b,1.0,,,,16,16,6,6.0
1637,PWA,275,498,Women,Round 1,0,1186_4a,4 a,1.0,,,,16,16,7,7.0
1638,PWA,275,498,Women,Round 1,0,1186_4b,4 b,1.0,,,,16,16,8,8.0
1639,PWA,275,498,Women,Round 1,0,1186_5a,5 a,1.0,,,,16,16,9,9.0
1640,PWA,275,498,Women,Round 1,0,1186_5b,5 b,1.0,,,,16,16,10,10.0
1641,PWA,275,498,Women,Round 1,0,1186_6a,6 a,1.0,,,,16,16,11,11.0
1642,PWA,275,498,Women,Round 1,0,1186_6b,6 b,1.0,,,,16,16,12,12.0
1643,PWA,275,498,Women,Round 1,0,1186_7a,7 a,1.0,,,,16,16,13,13.0
1644,PWA,275,498,Women,Round 1,0,1186_7b,7 b,1.0,,,,16,16,14,14.0
1645,PWA,275,498,Women,Round 1,0,1186_8a,8 a,1.0,,,,16,16,15,15.0
1646,PWA,275,498,Women,Round 1,0,1186_8b,8 b,1.0,,,,16,16,16,16.0
1647,PWA,275,498,Women,Round 2,1,1186_9a,9 a,1.0,,,,8,16,7,11.0
1648,PWA,275,498,Women,Round 2,1,1186_9b,9 b,1.0,,,,8,16,8,12.0
1649,PWA,275,499,Men,Round 1,0,1185_1a,1 a,1.0,,,,16,16,1,1.0
1650,PWA,275,499,Men,Round 1,0,1185_1b,1 b,1.0,,,,16,16,2,2.0
1651,PWA,275,499,Men,Round 2,1,1185_10a,10 a,1.0,,,,16,16,1,1.0
1652,PWA,275,499,Men,Round 2,1,1185_10b,10 b,1.0,,,,16,16,2,2.0
1653,PWA,275,499,Men,Round 2,1,1185_11a,11 a,1.0,,,,16,16,3,3.0
1654,PWA,275,499,Men,Round 2,1,1185_11b,11 b,1.0,,,,16,16,4,4.0
1655,PWA,275,499,Men,Round 2,1,1185_12a,12 a,1.0,,,,16,16,5,5.0
1656,PWA,275,499,Men,Round 2,1,1185_12b,12 b,1.0,,,,16,16,6,6.0
1657,PWA,275,499,Men,Round 2,1,1185_13a,13 a,1.0,,,,16,16,7,7.0
1658,PWA,275,499,Men,Round 2,1,1185_13b,13 b,1.0,,,,16,16,8,8.0
1659,PWA,275,499,Men,Round 2,1,1185_14a,14 a,1.0,,,,16,16,9,9.0
1660,PWA,275,499,Men,Round 2,1,1185_14b,14 b,1.0,,,,16,16,10,10.0
1661,PWA,275,499,Men,Round 2,1,1185_15a,15 a,1.0,,,,16,16,11,11.0
1662,PWA,275,499,Men,Round 2,1,1185_15b,15 b,1.0,,,,16,16,12,12.0
1663,PWA,275,499,Men,Round 2,1,1185_16a,16 a,1.0,,,,16,16,13,13.0
1664,PWA,275,499,Men,Round 2,1,1185_16b,16 b,1.0,,,,16,16,14,14.0
1665,PWA,275,499,Men,Round 3,2,1185_17a,17 a,1.0,,,,8,16,1,5.0
1666,PWA,275,499,Men,Round 3,2,1185_17b,17 b,1.0,,,,8,16,2,6.0
1667,PWA,275,499,Men,Round 3,2,1185_18a,18 a,1.0,,,,8,16,3,7.0
1668,PWA,275,499,Men,Round 3,2,1185_18b,18 b,1.0,,,,8,16,4,8.0
1669,PWA,275,499,Men,Round 3,2,1185_19a,19 a,1.0,,,,8,16,5,9.0
1670,PWA,275,499,Men,Round 3,2,1185_19b,19 b,1.0,,,,8,16,6,10.0
1671,PWA,275,499,Men,Round 1,0,1185_2a,2 a,1.0,,,,16,16,3,3.0
1672,PWA,275,499,Men,Round 1,0,1185_2b,2 b,1.0,,,,16,16,4,4.0
1673,PWA,275,499,Men,Round 3,2,1185_20a,20 a,1.0,,,,8,16,7,11.0
1674,PWA,275,499,Men,Round 3,2,1185_20b,20 b,1.0,,,,8,16,8,12.0
1675,PWA,275,499,Men,Round 4,3,1185_21a,21 a,1.0,,,,4,16,1,7.0
1676,PWA,275,499,Men,Round 4,3,1185_21b,21 b,1.0,,,,4,16,2,8.0
1677,PWA,275,499,Men,Round 4,3,1185_22a,22 a,1.0,,,,4,16,3,9.0
1678,PWA,275,499,Men,Round 4,3,1185_22b,22 b,1.0,,,,4,16,4,10.0
1679,PWA,275,499,Men,Round 5,4,1185_23a,23 a,1.0,,,,2,16,1,8.0
1680,PWA,275,499,Men,Round 5,4,1185_23b,23 b,1.0,,,,2,16,2,9.0
1681,PWA,275,499,Men,Round 6,5,1185_24a,24,1.0,,,,2,16,1,8.0
1682,PWA,275,499,Men,Round 6,5,1185_25a,25,1.0,,,,2,16,2,9.0
1683,PWA,275,499,Men,Round 1,0,1185_3a,3 a,1.0,,,,16,16,5,5.0
1684,PWA,275,499,Men,Round 1,0,1185_3b,3 b,1.0,,,,16,16,6,6.0
1685,PWA,275,499,Men,Round 1,0,1185_4a,4 a,1.0,,,,16,16,7,7.0
1686,PWA,275,499,Men,Round 1,0,1185_4b,4 b,1.0,,,,16,16,8,8.0
1687,PWA,275,499,Men,Round 1,0,1185_5a,5 a,1.0,,,,16,16,9,9.0
1688,PWA,275,499,Men,Round 1,0,1185_5b,5 b,1.0,,,,16,16,10,10.0
1689,PWA,275,499,Men,Round 1,0,1185_6a,6 a,1.0,,,,16,16,11,11.0
1690,PWA,275,499,Men,Round 1,0,1185_6b,6 b,1.0,,,,16,16,12,12.0
1691,PWA,275,499,Men,Round 1,0,1185_7a,7 a,1.0,,,,16,16,13,13.0
1692,PWA,275,499,Men,Round 1,0,1185_7b,7 b,1.0,,,,16,16,14,14.0
1693,PWA,275,499,Men,Round 1,0,1185_8a,8 a,1.0,,,,16,16,15,15.0
1694,PWA,275,499,Men,Round 1,0,1185_8b,8 b,1.0,,,,16,16,16,16.0
1695,PWA,275,499,Men,Round 2,1,1185_9a,9 a,1.0,,,,16,16,15,15.0
1696,PWA,275,499,Men,Round 2,1,1185_9b,9 b,1.0,,,,16,16,16,16.0
1697,PWA,275,500,Men,Round 1,0,1185_26a,26 a,1.0,,,,16,16,1,1.0
1698,PWA,275,500,Men,Round 1,0,1185_26b,26 b,1.0,,,,16,16,2,2.0
1699,PWA,275,500,Men,Round 1,0,1185_27a,27 a,1.0,,,,16,16,3,3.0
1700,PWA,275,500,Men,Round 1,0,1185_27b,27 b,1.0,,,,16,16,4,4.0
1701,PWA,275,500,Men,Round 1,0,1185_28a,28 a,1.0,,,,16,16,5,5.0
1702,PWA,275,500,Men,Round 1,0,1185_28b,28 b,1.0,,,,16,16,6,6.0
1703,PWA,275,500,Men,Round 1,0,1185_29a,29 a,1.0,,,,16,16,7,7.0
1704,PWA,275,500,Men,Round 1,0,1185_29b,29 b,1.0,,,,16,16,8,8.0
1705,PWA,275,500,Men,Round 1,0,1185_30a,30 a,1.0,,,,16,16,9,9.0
1706,PWA,275,500,Men,Round 1,0,1185_30b,30 b,1.0,,,,16,16,10,10.0
1707,PWA,275,500,Men,Round 1,0,1185_31a,31 a,1.0,,,,16,16,11,11.0
1708,PWA,275,500,Men,Round 1,0,1185_31b,31 b,1.0,,,,16,16,12,12.0
1709,PWA,275,500,Men,Round 1,0,1185_32a,32 a,1.0,,,,16,16,13,13.0
1710,PWA,275,500,Men,Round 1,0,1185_32b,32 b,1.0,,,,16,16,14,14.0
1711,PWA,275,500,Men,Round 1,0,1185_33a,33 a,1.0,,,,16,16,15,15.0
1712,PWA,275,500,Men,Round 1,0,1185_33b,33 b,1.0,,,,16,16,16,16.0
1713,PWA,275,500,Men,Round 2,1,1185_34a,34 a,1.0,,,,8,16,1,5.0
1714,PWA,275,500,Men,Round 2,1,1185_34b,34 b,1.0,,,,8,16,2,6.0
1715,PWA,275,500,Men,Round 2,1,1185_35a,35 a,1.0,,,,8,16,3,7.0
1716,PWA,275,500,Men,Round 2,1,1185_35b,35 b,1.0,,,,8,16,4,8.0
1717,PWA,275,500,Men,Round 2,1,1185_36a,36 a,1.0,,,,8,16,5,9.0
1718,PWA,275,500,Men,Round 2,1,1185_36b,36 b,1.0,,,,8,16,6,10.0
1719,PWA,275,500,Men,Round 2,1,1185_37a,37 a,1.0,,,,8,16,7,11.0
1720,PWA,275,500,Men,Round 2,1,1185_37b,37 b,1.0,,,,8,16,8,12.0
1721,PWA,275,500,Men,Round 3,2,1185_38a,38 a,1.0,,,,8,16,1,5.0
1722,PWA,275,500,Men,Round 3,2,1185_38b,38 b,1.0,,,,8,16,2,6.0
1723,PWA,275,500,Men,Round 3,2,1185_39a,39 a,1.0,,,,8,16,3,7.0
1724,PWA,275,500,Men,Round 3,2,1185_39b,39 b,1.0,,,,8,16,4,8.0
1725,PWA,275,500,Men,Round 3,2,1185_40a,40 a,1.0,,,,8,16,5,9.0
1726,PWA,275,500,Men,Round 3,2,1185_40b,40 b,1.0,,,,8,16,6,10.0
1727,PWA,275,500,Men,Round 3,2,1185_41a,41 a,1.0,,,,8,16,7,11.0
1728,PWA,275,500,Men,Round 3,2,1185_41b,41 b,1.0,,,,8,16,8,12.0
1729,PWA,275,500,Men,Round 4,3,1185_42a,42 a,1.0,,,,4,16,1,7.0
1730,PWA,275,500,Men,Round 4,3,1185_42b,42 b,1.0,,,,4,16,2,8.0
1731,PWA,275,500,Men,Round 4,3,1185_43a,43 a,1.0,,,,4,16,3,9.0
1732,PWA,275,500,Men,Round 4,3,1185_43b,43 b,1.0,,,,4,16,4,10.0
1733,PWA,275,500,Men,Round 5,4,1185_44a,44 a,1.0,,,,4,16,1,7.0
1734,PWA,275,500,Men,Round 5,4,1185_44b,44 b,1.0,,,,4,16,2,8.0
1735,PWA,275,500,Men,Round 5,4,1185_45a,45 a,1.0,,,,4,16,3,9.0
1736,PWA,275,500,Men,Round 5,4,1185_45b,45 b,1.0,,,,4,16,4,10.0
1737,PWA,275,500,Men,Round 6,5,1185_46a,46 a,1.0,,,,2,16,1,8.0
1738,PWA,275,500,Men,Round 6,5,1185_46b,46 b,1.0,,,,2,16,2,9.0
1739,PWA,275,500,Men,Round 7,6,1185_47a,47,1.0,,,,6,16,1,6.0
1740,PWA,275,500,Men,Round 7,6,1185_48a,48,1.0,,,,6,16,2,7.0
1741,PWA,275,500,Men,Round 7,6,1185_49a,49,1.0,,,,6,16,3,8.0
1742,PWA,275,500,Men,Round 7,6,1185_50a,50,1.0,,,,6,16,4,9.0
1743,PWA,275,500,Men,Round 7,6,1185_51a,51,1.0,,,,6,16,5,10.0
1744,PWA,275,500,Men,Round 7,6,1185_52a,52,1.0,,,,6,16,6,11.0
1745,PWA,275,501,Women,Round 1,0,1186_18a,18 a,1.0,,,,8,8,1,1.0
1746,PWA,275,501,Women,Round 1,0,1186_18b,18 b,1.0,,,,8,8,2,2.0
1747,PWA,275,501,Women,Round 1,0,1186_19a,19 a,1.0,,,,8,8,3,3.0
1748,PWA,275,501,Women,Round 1,0,1186_19b,19 b,1.0,,,,8,8,4,4.0
1749,PWA,275,501,Women,Round 1,0,1186_20a,20 a,1.0,,,,8,8,5,5.0
1750,PWA,275,501,Women,Round 1,0,1186_20b,20 b,1.0,,,,8,8,6,6.0
1751,PWA,275,501,Women,Round 1,0,1186_21a,21 a,1.0,,,,8,8,7,7.0
1752,PWA,275,501,Women,Round 1,0,1186_21b,21 b,1.0,,,,8,8,8,8.0
1753,PWA,275,501,Women,Round 2,1,1186_22a,22 a,1.0,,,,8,8,1,1.0
1754,PWA,275,501,Women,Round 2,1,1186_22b,22 b,1.0,,,,8,8,2,2.0
1755,PWA,275,501,Women,Round 2,1,1186_23a,23 a,1.0,,,,8,8,3,3.0
1756,PWA,275,501,Women,Round 2,1,1186_23b,23 b,1.0,,,,8,8,4,4.0
1757,PWA,275,501,Women,Round 2,1,1186_24a,24 a,1.0,,,,8,8,5,5.0
1758,PWA,275,501,Women,Round 2,1,1186_24b,24 b,1.0,,,,8,8,6,6.0
1759,PWA,275,501,Women,Round 2,1,1186_25a,25 a,1.0,,,,8,8,7,7.0
1760,PWA,275,501,Women,Round 2,1,1186_25b,25 b,1.0,,,,8,8,8,8.0
1761,PWA,275,501,Women,Round 3,2,1186_26a,26 a,1.0,,,,4,8,1,3.0
1762,PWA,275,501,Women,Round 3,2,1186_26b,26 b,1.0,,,,4,8,2,4.0
1763,PWA,275,501,Women,Round 3,2,1186_27a,27 a,1.0,,,,4,8,3,5.0
1764,PWA,275,501,Women,Round 3,2,1186_27b,27 b,1.0,,,,4,8,4,6.0
1765,PWA,275,501,Women,Round 4,3,1186_28a,28 a,1.0,,,,4,8,1,3.0
1766,PWA,275,501,Women,Round 4,3,1186_28b,28 b,1.0,,,,4,8,2,4.0
1767,PWA,275,501,Women,Round 4,3,1186_29a,29 a,1.0,,,,4,8,3,5.0
1768,PWA,275,501,Women,Round 4,3,1186_29b,29 b,1.0,,,,4,8,4,6.0
1769,PWA,275,501,Women,Round 5,4,1186_30a,30 a,1.0,,,,2,8,1,4.0
1770,PWA,275,501,Women,Round 5,4,1186_30b,30 b,1.0,,,,2,8,2,5.0
1771,PWA,275,501,Women,Round 6,5,1186_31a,31,1.0,,,,6,8,1,2.0
1772,PWA,275,501,Women,Round 6,5,1186_32a,32,1.0,,,,6,8,2,3.0
1773,PWA,275,501,Women,Round 6,5,1186_33a,33,1.0,,,,6,8,3,4.0
1774,PWA,275,501,Women,Round 6,5,1186_34a,34,1.0,,,,6,8,4,5.0
1775,PWA,275,501,Women,Round 6,5,1186_35a,35,1.0,,,,6,8,5,6.0
1776,PWA,275,501,Women,Round 6,5,1186_36a,36,1.0,,,,6,8,6,7.0
1777,PWA,277,511,Women,Round 1,0,1195_1a,1 a,1.0,,,,16,16,1,1.0
1778,PWA,277,511,Women,Round 1,0,1195_1b,1 b,1.0,,,,16,16,2,2.0
1779,PWA,277,511,Women,Round 2,1,1195_10a,10 a,1.0,,,,8,16,1,5.0
1780,PWA,277,511,Women,Round 2,1,1195_10b,10 b,1.0,,,,8,16,2,6.0
1781,PWA,277,511,Women,Round 2,1,1195_11a,11 a,1.0,,,,8,16,3,7.0
1782,PWA,277,511,Women,Round 2,1,1195_11b,11 b,1.0,,,,8,16,4,8.0
1783,PWA,277,511,Women,Round 2,1,1195_12a,12 a,1.0,,,,8,16,5,9.0
1784,PWA,277,511,Women,Round 2,1,1195_12b,12 b,1.0,,,,8,16,6,10.0
1785,PWA,277,511,Women,Round 3,2,1195_13a,13 a,1.0,,,,4,16,1,7.0
1786,PWA,277,511,Women,Round 3,2,1195_13b,13 b,1.0,,,,4,16,2,8.0
1787,PWA,277,511,Women,Round 3,2,1195_14a,14 a,1.0,,,,4,16,3,9.0
1788,PWA,277,511,Women,Round 3,2,1195_14b,14 b,1.0,,,,4,16,4,10.0
1789,PWA,277,511,Women,Round 4,3,1195_15a,15 a,1.0,,,,2,16,1,8.0
1790,PWA,277,511,Women,Round 4,3,1195_15b,15 b,1.0,,,,2,16,2,9.0
1791,PWA,277,511,Women,Round 5,4,1195_16a,16,1.0,,,,2,16,1,8.0
1792,PWA,277,511,Women,Round 5,4,1195_17a,17,1.0,,,,2,16,2,9.0
1793,PWA,277,511,Women,Round 1,0,1195_2a,2 a,1.0,,,,16,16,3,3.0
1794,PWA,277,511,Women,Round 1,0,1195_2b,2 b,1.0,,,,16,16,4,4.0
1795,PWA,277,511,Women,Round 1,0,1195_3a,3 a,1.0,,,,16,16,5,5.0
1796,PWA,277,511,Women,Round 1,0,1195_3b,3 b,1.0,,,,16,16,6,6.0
1797,PWA,277,511,Women,Round 1,0,1195_4a,4 a,1.0,,,,16,16,7,7.0
1798,PWA,277,511,Women,Round 1,0,1195_4b,4 b,1.0,,,,16,16,8,8.0
1799,PWA,277,511,Women,Round 1,0,1195_5a,5 a,1.0,,,,16,16,9,9.0
1800,PWA,277,511,Women,Round 1,0,1195_5b,5 b,1.0,,,,16,16,10,10.0
1801,PWA,277,511,Women,Round 1,0,1195_6a,6 a,1.0,,,,16,16,11,11.0
1802,PWA,277,511,Women,Round 1,0,1195_6b,6 b,1.0,,,,16,16,12,12.0
1803,PWA,277,511,Women,Round 1,0,1195_7a,7 a,1.0,,,,16,16,13,13.0
1804,PWA,277,511,Women,Round 1,0,1195_7b,7 b,1.0,,,,16,16,14,14.0
1805,PWA,277,511,Women,Round 1,0,1195_8a,8 a,1.0,,,,16,16,15,15.0
1806,PWA,277,511,Women,Round 1,0,1195_8b,8 b,1.0,,,,16,16,16,16.0
1807,PWA,277,511,Women,Round 2,1,1195_9a,9 a,1.0,,,,8,16,7,11.0
1808,PWA,277,511,Women,Round 2,1,1195_9b,9 b,1.0,,,,8,16,8,12.0
1809,PWA,277,512,Men,Round 1,0,1194_1a,1 a,1.0,,,,16,16,1,1.0
1810,PWA,277,512,Men,Round 1,0,1194_1b,1 b,1.0,,,,16,16,2,2.0
1811,PWA,277,512,Men,Round 2,1,1194_10a,10 a,1.0,,,,16,16,1,1.0
1812,PWA,277,512,Men,Round 2,1,1194_10b,10 b,1.0,,,,16,16,2,2.0
1813,PWA,277,512,Men,Round 2,1,1194_11a,11 a,1.0,,,,16,16,3,3.0
1814,PWA,277,512,Men,Round 2,1,1194_11b,11 b,1.0,,,,16,16,4,4.0
1815,PWA,277,512,Men,Round 2,1,1194_12a,12 a,1.0,,,,16,16,5,5.0
